timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Осадки (достигают поверхности земли)
1586509200,"Пятница, 10 апреля
09:00 (UTC)",,11.0,,,,,,,,79.8,,,северо-западный,,,,7,,,,,,,,,,10.0,744,,5.4,,,True,,,10.0,,
1586512800,"Пятница, 10 апреля
10:00 (UTC)",,,,,,,,,,74.9,,,северо-западный,,,,6,,,,,,,,,,,744,,5.4,,,,,,,,
1586516400,"Пятница, 10 апреля
11:00 (UTC)",,,,,,,,,,82.1,,,северный,,,,5,,,,,,,,,,,745,,4.8,,,,,,,,
1586520000,"Пятница, 10 апреля
12:00 (UTC)",,12.0,,,,,,,,69.7,,,северо-западный,,,,8,True,,,,,,,,,10.0,745,,5.6,,,,,,10.0,,
1586523600,"Пятница, 10 апреля
13:00 (UTC)",,,,,,,,,,63.8,,,северный,,,,6,,,,,,,,,,,746,,5.5,,,,,,,,
1586527200,"Пятница, 10 апреля
14:00 (UTC)",,,,,,,,,,71.5,,,северо-западный,,,,6,,,,,,,,,,,746,,4.2,,,,,,,,
1586530800,"Пятница, 10 апреля
15:00 (UTC)",,13.0,,,,,,,,66.1,,,западный,,,6.8,3,,,2,,,,,,,10.0,746,,5.2,,,,,,7.0,,
1586538000,"Пятница, 10 апреля
17:00 (UTC)",,13.0,,,,,,,,78.7,,,западный,,,,1,,,,,,,,,,,747,,1.4,,,,,,,,
1586541600,"Пятница, 10 апреля
18:00 (UTC)",,,,,,,,,,84.5,,,северо-западный,,,,2,,,,,,,,,,10.0,747,,0.4,,,,,,6.0,,
1586545200,"Пятница, 10 апреля
19:00 (UTC)",,13.0,,,,,,,,85.7,,,,,,,0,,,,,,,,,,,748,,-0.4,,,,,,,,
1586548800,"Пятница, 10 апреля
20:00 (UTC)",,,,,,,,,,92.9,,,,,,,0,,,,,,,,,,,748,,-1.6,,,,,,,,
1586552400,"Пятница, 10 апреля
21:00 (UTC)",,,,,,,,,,94.2,,,,,,,0,,,,,,,,,,10.0,748,,-2.4,,,,,,4.0,,
1586556000,"Пятница, 10 апреля
22:00 (UTC)",,,,,,,,,,94.9,,,,,,,0,,,,,,,,,,,748,,-2.3,,,,,,,,
1586559600,"Пятница, 10 апреля
23:00 (UTC)",,,,,,,,,,94.9,,,,,,,0,,,,,,,,,,,748,,-2.1,,,,,,,,
1586563200,"Суббота, 11 апреля
00:00 (UTC)",,,,,,,,,,94.3,,,западный,,,,2,,,,,,,,,,10.0,748,,-1.3,,,,,,6.0,,
1586566800,"Суббота, 11 апреля
01:00 (UTC)",,,,,,,,,,92.9,,,северный,,,,1,,,,,,,,,,,748,,-0.9,,,,,,,,
1586570400,"Суббота, 11 апреля
02:00 (UTC)",,,,,,,,,,90.9,,,,,,,0,,,,,,,,,,,748,,-1.1,,,,,,,,
1586574000,"Суббота, 11 апреля
03:00 (UTC)",,,,,,,,,,92.2,,-2.7,,,,,0,,,0,,2,,,,,10.0,748,,-0.9,,,,,,6.0,,
1586577600,"Суббота, 11 апреля
04:00 (UTC)",,,,,,,,,,86.4,,,восточный,,,,1,,,,,,,,,,,748,,0.3,,,,,,,,
1586581200,"Суббота, 11 апреля
05:00 (UTC)",,,,,,,,,,72.1,,,восточный,,,,1,,,,,,,,,,,748,,2.2,,,,,,,,
1586584800,"Суббота, 11 апреля
06:00 (UTC)",,,,,,,,,,64.7,,,восточный,,,,2,,,,,,,,,,10.0,748,,2.9,,,,,,9.0,,
1586588400,"Суббота, 11 апреля
07:00 (UTC)",,,,,,,,,,62.9,,,восточный,,,,2,,,,,,,,,,,748,,3.6,,,,,,,,
1586592000,"Суббота, 11 апреля
08:00 (UTC)",,,,,,,,,,54.8,,,южный,,,,1,,,,,,,,,,,748,,4.4,,,,,,,,
1586595600,"Суббота, 11 апреля
09:00 (UTC)",,,,,,,,,,46.2,,,северо-восточный,,,,2,,,,,,,,,,10.0,748,,6.3,,,,,,9.0,,
1586599200,"Суббота, 11 апреля
10:00 (UTC)",,,,,,,,,,49.2,,,восточный,,,,2,,,,,,,,,,,748,,5.4,,,,,,,,
1586602800,"Суббота, 11 апреля
11:00 (UTC)",,,,,,,,,,87.2,,,юго-западный,,,,2,,,,,,,,,,,749,,1.9,,,,,,,,
1586606400,"Суббота, 11 апреля
12:00 (UTC)",,,,,,,,,,80.1,,,северный,,,,3,,,,,,True,,,,4.0,749,,3.3,,,,,,10.0,,
1586610000,"Суббота, 11 апреля
13:00 (UTC)",,,,,,,,,,61.6,,,северный,,,,1,,,,,,,,,,,749,,3.9,,,,,,,,
1586613600,"Суббота, 11 апреля
14:00 (UTC)",,,,,,,,,,77.7,,,северо-западный,,,,6,,,,,,,,,,,749,,2.4,,,,,,,,
1586617200,"Суббота, 11 апреля
15:00 (UTC)",,,,,,,,,,83.5,,,северо-западный,,,6.4,5,,,менее 0.1,,,,,,,10.0,750,,2.0,,,True,,,10.0,,
1586620800,"Суббота, 11 апреля
16:00 (UTC)",,,,,,,,,,67.5,,,северо-западный,,,,4,,,,,,,,,,,750,,2.6,,,,,,,,
1586624400,"Суббота, 11 апреля
17:00 (UTC)",,,,,,,,,,65.9,,,северо-западный,,,,4,,,,,,,,,,,750,,2.0,,,,,,,,
1586628000,"Суббота, 11 апреля
18:00 (UTC)",,,,,,,,,,76.7,,,северо-западный,,,,3,,,,,,,,,,10.0,751,,0.1,,,True,,,9.0,,
1586631600,"Суббота, 11 апреля
19:00 (UTC)",,,,,,,,,,74.3,,,северо-западный,,,,2,,,,,,,,,,,751,,-0.6,,,,,,,,
1586635200,"Суббота, 11 апреля
20:00 (UTC)",,,,,,,,,,67.7,,,северо-западный,,,,3,,,,,,,,,,,751,,-1.2,,,,,,,,
1586638800,"Суббота, 11 апреля
21:00 (UTC)",,,,,,,,,,72.7,,,северо-западный,,,,2,,,,,,,,,,10.0,752,,-3.4,,,,,,5.0,,
1586642400,"Суббота, 11 апреля
22:00 (UTC)",,,,,,,,,,70.9,,,северо-западный,,,,2,,,,,,,,,,,752,,-3.7,,,,,,,,
1586646000,"Суббота, 11 апреля
23:00 (UTC)",,,,,,,,,,72.0,,,северо-западный,,,,2,,,,,,,,,,,752,,-3.9,,,,,,,,
1586649600,"Воскресенье, 12 апреля
00:00 (UTC)",,,,,,,,,,82.0,,,северо-западный,,,,2,,,,,,,True,,,4.0,752,,-4.9,,,,,,0.0,,
1586653200,"Воскресенье, 12 апреля
01:00 (UTC)",,,,,,,,,,83.9,,,северо-западный,,,,1,,,,,,,,,,,752,,-5.0,,,,,,,,
1586656800,"Воскресенье, 12 апреля
02:00 (UTC)",,,,,,,,,,85.1,,,северо-западный,,,,1,,,,,,,,,,,752,,-5.5,,,,,,,,
1586660400,"Воскресенье, 12 апреля
03:00 (UTC)",,,,,,,,,,89.1,,-6.0,северо-западный,,,,2,,,0,,менее 0.1,,,,,10.0,753,,-5.9,,,,,,0.0,,
1586664000,"Воскресенье, 12 апреля
04:00 (UTC)",,,,,,,,,,79.2,,,северо-западный,,,,1,,,,,,,,,,,753,,-2.6,,,,,,,,
1586667600,"Воскресенье, 12 апреля
05:00 (UTC)",,,,,,,,,,46.9,,,северный,,,,4,,,,,,,,,,,753,,0.0,,,,,,,,
1586671200,"Воскресенье, 12 апреля
06:00 (UTC)",,,,,,,,,,35.6,,,северный,,,,4,,,,,,,,,,10.0,753,,1.5,,,,,,2.0,,
1586674800,"Воскресенье, 12 апреля
07:00 (UTC)",,,,,,,,,,27.6,,,северный,,,,4,,,,,,,,,,,753,,2.9,,,,,,,,
1586678400,"Воскресенье, 12 апреля
08:00 (UTC)",,,,,,,,,,26.9,,,северный,,,,6,,,,,,,,,,,753,,3.6,,,,,,,,
1586682000,"Воскресенье, 12 апреля
09:00 (UTC)",,11.0,,,,,,,,23.4,,,северный,,,,6,,,,,,,,,,10.0,753,,4.2,,,,,,2.0,,
1586685600,"Воскресенье, 12 апреля
10:00 (UTC)",,,,,,,,,,23.0,,,северный,,,,6,,,,,,,,,,,752,,4.8,,,,,,,,
1586689200,"Воскресенье, 12 апреля
11:00 (UTC)",,,,,,,,,,20.1,,,северный,,,,5,,,,,,,,,,,752,,5.3,,,,,,,,
1586692800,"Воскресенье, 12 апреля
12:00 (UTC)",,10.0,,,,,,,,19.9,,,северный,,,,6,,,,,,,,,,10.0,752,,5.9,,,,,,4.0,,
1586696400,"Воскресенье, 12 апреля
13:00 (UTC)",,,,,,,,,,18.6,,,северный,,,,5,,,,,,,,,,,752,,5.8,,,,,,,,
1586700000,"Воскресенье, 12 апреля
14:00 (UTC)",,,,,,,,,,20.0,,,северо-западный,,,,6,,,,,,,,,,,752,,5.6,,,,,,,,
1586703600,"Воскресенье, 12 апреля
15:00 (UTC)",,12.0,,,,,,,,20.7,,,северо-западный,,,6.0,5,,,0,,,,,,,10.0,752,,5.0,,,,,,2.0,,
1586707200,"Воскресенье, 12 апреля
16:00 (UTC)",,,,,,,,,,22.8,,,северный,,,,2,,,,,,,,,,,752,,4.0,,,,,,,,
1586710800,"Воскресенье, 12 апреля
17:00 (UTC)",,,,,,,,,,35.7,,,северо-западный,,,,1,,,,,,,,,,,752,,0.8,,,,,,,,
1586714400,"Воскресенье, 12 апреля
18:00 (UTC)",,,,,,,,,,46.5,,,,,,,0,,,,,,,,,,10.0,752,,-1.4,,,,,,0.0,,
1586718000,"Воскресенье, 12 апреля
19:00 (UTC)",,,,,,,,,,56.2,,,,,,,0,,,,,,,,,,,752,,-2.9,,,,,,,,
1586721600,"Воскресенье, 12 апреля
20:00 (UTC)",,,,,,,,,,60.1,,,,,,,0,,,,,,,,,,,751,,-3.8,,,,,,,,
1586725200,"Воскресенье, 12 апреля
21:00 (UTC)",,,,,,,,,,68.5,,,юго-западный,,,,1,,,,,,,True,,,4.0,751,,-4.9,,,,,,0.0,,
1586728800,"Воскресенье, 12 апреля
22:00 (UTC)",,,,,,,,,,72.3,,,юго-восточный,,,,1,,,,,,,,,,,751,,-5.0,,,,,,,,
1586732400,"Воскресенье, 12 апреля
23:00 (UTC)",,,,,,,,,,77.5,,,южный,,,,1,,,,,,,,,,,751,,-6.0,,,,,,,,
1586736000,"Понедельник, 13 апреля
00:00 (UTC)",,,,,,,,,,83.0,,,юго-восточный,,,,1,,,,,,,True,,,4.0,751,,-6.7,,,,,,0.0,,
1586739600,"Понедельник, 13 апреля
01:00 (UTC)",,,,,,,,,,79.9,,,южный,,,,1,,,,,,,,,,,750,,-6.3,,,,,,,,
1586743200,"Понедельник, 13 апреля
02:00 (UTC)",,,,,,,,,,84.9,,,юго-восточный,,,,1,,,,,,,,,,,750,,-7.1,,,,,,,,
1586746800,"Понедельник, 13 апреля
03:00 (UTC)",,,,,,,,,,67.6,,-7.3,юго-восточный,,,,2,,,0,,0,,True,,,4.0,750,,-4.3,,,,,,4.0,,
1586750400,"Понедельник, 13 апреля
04:00 (UTC)",,,,,,,,,,60.6,,,юго-восточный,,,,3,,,,,,,,,,,749,,-1.8,,,,,,,,
1586754000,"Понедельник, 13 апреля
05:00 (UTC)",,,,,,,,,,45.9,,,южный,,,,3,,,,,,,,,,,749,,1.5,,,,,,,,
1586757600,"Понедельник, 13 апреля
06:00 (UTC)",,,,,,,,,,36.9,,,южный,,,,4,,,,,,,,,,10.0,748,,4.0,,,,,,10.0,,
1586761200,"Понедельник, 13 апреля
07:00 (UTC)",,,,,,,,,,33.7,,,южный,,,,5,,,,,,,,,,,748,,5.2,,,,,,,,
1586764800,"Понедельник, 13 апреля
08:00 (UTC)",,,,,,,,,,32.3,,,южный,,,,6,,,,,,,,,,,747,,6.4,,,,,,,,
1586768400,"Понедельник, 13 апреля
09:00 (UTC)",,10.0,,,,,,,,28.6,,,южный,,,,5,,,,,,,,,,10.0,747,,9.4,,,,,,10.0,,
1586772000,"Понедельник, 13 апреля
10:00 (UTC)",,,,,,,,,,30.0,,,южный,,,,4,,,,,,,,,,,746,,9.3,,,,,,,,
1586775600,"Понедельник, 13 апреля
11:00 (UTC)",,,,,,,,,,30.0,,,южный,,,,4,,,,,,,,,,,745,,10.3,,,,,,,,
1586779200,"Понедельник, 13 апреля
12:00 (UTC)",,10.0,,,,,,,,28.3,,,южный,,,,5,,,,,,,,,,10.0,745,,11.3,,,,,,10.0,,
1586782800,"Понедельник, 13 апреля
13:00 (UTC)",,,,,,,,,,26.3,,,южный,,,,4,,,,,,,,,,,744,,11.4,,,,,,,,
1586786400,"Понедельник, 13 апреля
14:00 (UTC)",,,,,,,,,,25.3,,,южный,,,,5,,,,,,,,,,,744,,11.4,,,,,,,,
1586790000,"Понедельник, 13 апреля
15:00 (UTC)",,10.0,,,,,,,,26.9,,,южный,,,11.9,3,,,0,,,,,,,10.0,744,,10.7,,,,,,9.0,,
1586793600,"Понедельник, 13 апреля
16:00 (UTC)",,,,,,,,,,30.9,,,юго-восточный,,,,3,,,,,,,,,,,744,,9.3,,,,,,,,
1586797200,"Понедельник, 13 апреля
17:00 (UTC)",,,,,,,,,,34.1,,,юго-восточный,,,,4,,,,,,,,,,,743,,8.1,,,,,,,,
1586800800,"Понедельник, 13 апреля
18:00 (UTC)",,,,,,,,,,36.5,,,юго-восточный,,,,4,,,,,,,,,,10.0,743,,7.3,,,,,,7.0,,
1586804400,"Понедельник, 13 апреля
19:00 (UTC)",,,,,,,,,,37.9,,,юго-восточный,,,,4,,,,,,,,,,,743,,7.1,,,,,,,,
1586808000,"Понедельник, 13 апреля
20:00 (UTC)",,,,,,,,,,40.9,,,юго-восточный,,,,4,,,,,,,,,,,742,,6.2,,,,,,,,
1586811600,"Понедельник, 13 апреля
21:00 (UTC)",,,,,,,,,,44.8,,,юго-восточный,,,,4,,,,,,,,,,10.0,742,,5.0,,,,,,7.0,,
1586815200,"Понедельник, 13 апреля
22:00 (UTC)",,,,,,,,,,46.1,,,юго-восточный,,,,4,,,,,,,,,,,741,,4.7,,,,,,,,
1586818800,"Понедельник, 13 апреля
23:00 (UTC)",,,,,,,,,,45.4,,,юго-восточный,,,,4,,,,,,,,,,,741,,4.6,,,,,,,,
1586822400,"Вторник, 14 апреля
00:00 (UTC)",,,,,,,,,,42.7,,,юго-восточный,,,,4,,,,,,,,,,10.0,740,,4.8,,,,,,10.0,,
1586826000,"Вторник, 14 апреля
01:00 (UTC)",,,,,,,,,,46.3,,,юго-восточный,,,,4,,,,,,,,,,,740,,4.0,,,,,,,,
1586829600,"Вторник, 14 апреля
02:00 (UTC)",,,,,,,,,,,,,юго-восточный,,,,4,,,,,,,,,,,740,,,,,,,,,,
1586833200,"Вторник, 14 апреля
03:00 (UTC)",,,,,,,,,,46.6,,3.2,юго-восточный,,,,4,,,0,,0,,,,,10.0,740,,3.9,,,,,,10.0,,
1586836800,"Вторник, 14 апреля
04:00 (UTC)",,,,,,,,,,40.5,,,юго-восточный,,,,5,,,,,,,,,,,740,,5.8,,,,,,,,
1586840400,"Вторник, 14 апреля
05:00 (UTC)",,,,,,,,,,36.0,,,южный,,,,4,,,,,,,,,,,740,,8.3,,,,,,,,
1586844000,"Вторник, 14 апреля
06:00 (UTC)",,,,,,,,,,33.7,,,юго-восточный,,,,6,,,,,,,,,,10.0,739,,10.5,,,,,,7.0,,
1586847600,"Вторник, 14 апреля
07:00 (UTC)",,,,,,,,,,32.0,,,южный,,,,4,,,,,,,,,,,739,,12.0,,,,,,,,
1586851200,"Вторник, 14 апреля
08:00 (UTC)",,,,,,,,,,30.8,,,южный,,,,5,,,,,,,,,,,739,,13.7,,,,,,,,
1586854800,"Вторник, 14 апреля
09:00 (UTC)",,,,,,,,,,33.7,,,юго-западный,,,,5,,,,,,,,,,10.0,740,,12.8,,,,,,10.0,,
1586858400,"Вторник, 14 апреля
10:00 (UTC)",,,,,,,,,,35.9,,,южный,,,,4,,,,,,,,,,,740,,12.6,,,,,,,,
1586862000,"Вторник, 14 апреля
11:00 (UTC)",,,,,,,,,,54.3,,,западный,,,,4,,,,,,,,,,,740,,10.1,,,,,,,,
1586865600,"Вторник, 14 апреля
12:00 (UTC)",,,,,,True,,,,50.0,,,юго-западный,,,,4,,,,,,,,,,10.0,740,,10.8,,,,,,10.0,,
1586869200,"Вторник, 14 апреля
13:00 (UTC)",,,,,,,,,,52.4,,,юго-западный,,,,3,,,,,,,,,,,741,,10.1,,,,,,,,
1586872800,"Вторник, 14 апреля
14:00 (UTC)",,,,,,,,,,79.0,,,западный,,,,2,,,,,,,,,,,741,,7.3,,,,,,,,
1586876400,"Вторник, 14 апреля
15:00 (UTC)",,,,,,,,,,90.7,,,западный,,,14.0,1,,,1,,,True,,,,4.0,741,,6.2,,,,,,10.0,,
1586880000,"Вторник, 14 апреля
16:00 (UTC)",,,,,,,,,,92.0,,,северо-западный,,,,2,,,,,,,,,,,742,,6.0,,,,,,,,
1586883600,"Вторник, 14 апреля
17:00 (UTC)",,,,,,,,,,90.7,,,западный,,,,1,,,,,,,,,,,742,,5.5,,,,,,,,
1586887200,"Вторник, 14 апреля
18:00 (UTC)",,,,,,,,,,91.3,,,западный,,,,2,,,,,,True,,,,4.0,742,,4.9,,,,,,10.0,,
1586890800,"Вторник, 14 апреля
19:00 (UTC)",,,,,,,,,,91.9,,,западный,,,,1,,,,,,,,,,,742,,4.4,,,,,,,,
1586894400,"Вторник, 14 апреля
20:00 (UTC)",,,,,,,,,,93.2,,,западный,,,,2,,,,,,,,,,,742,,4.2,,,,,,,,
1586898000,"Вторник, 14 апреля
21:00 (UTC)",,,,,,,,,,89.9,,,северо-западный,,,,4,,,,,,True,,,,4.0,742,,3.1,,,,,,10.0,,
1586901600,"Вторник, 14 апреля
22:00 (UTC)",,,,,,,,,,91.1,,,северо-западный,,,,4,,,,,,,,,,,742,,2.5,,,,,,,,
1586905200,"Вторник, 14 апреля
23:00 (UTC)",,,,,,,,,,93.1,,,западный,,,,2,,,,,,,,,,,742,,2.3,,,,,,,,
1586908800,"Среда, 15 апреля
00:00 (UTC)",,,,,,,,,,94.4,,,западный,,,,2,,,,,,,,,,10.0,742,,2.1,,,True,,,10.0,,
1586912400,"Среда, 15 апреля
01:00 (UTC)",,,,,,,,,,93.8,,,,,,,0,,,,,,,,,,,741,,1.9,,,,,,,,
1586916000,"Среда, 15 апреля
02:00 (UTC)",,,,,,,,,,94.4,,,,,,,0,,,,,,,,,,,741,,1.6,,,,,,,,
1586919600,"Среда, 15 апреля
03:00 (UTC)",,,,,,,,,,95.1,,1.5,западный,,,,1,,,4,,5,,,,,10.0,741,,1.6,,,,,,10.0,,
1586930400,"Среда, 15 апреля
06:00 (UTC)",,,,,,,,True,,93.0,,1.2,северо-западный,,,,1,,,,,,,,,,4.0,740,,1.2,,,,,,10.0,,
1586934000,"Среда, 15 апреля
07:00 (UTC)",,,,,,,,,,90.4,,,северный,,,,1,,,,,,,,,,,739,,1.6,,,,,,,,
1586937600,"Среда, 15 апреля
08:00 (UTC)",,,,,,,,,,89.8,,,северо-западный,,,,3,,,,,,,,,,,738,,1.8,,,,,,,,
1586941200,"Среда, 15 апреля
09:00 (UTC)",,,,,,,,,,86.6,,,северо-западный,,,,3,,,,,,,,,,4.0,738,,2.0,,True,,,,10.0,,
1586944800,"Среда, 15 апреля
10:00 (UTC)",,,,,,,,,,92.4,,,западный,,,,3,,,,,,,,,,,737,,1.8,,,,,,,,
1586948400,"Среда, 15 апреля
11:00 (UTC)",,,,,,,,,,92.4,,,западный,,,,3,,,,,,,,,,,737,,1.9,,,,,,,,
1586952000,"Среда, 15 апреля
12:00 (UTC)",,,,True,,,,,,88.5,,,западный,,,,4,,,,,,,,,,10.0,736,,2.4,,,,,,10.0,,
1586955600,"Среда, 15 апреля
13:00 (UTC)",,,,,,,,,,87.9,,,западный,,,,5,,,,,,,,,,,736,,2.3,,,,,,,,
1586959200,"Среда, 15 апреля
14:00 (UTC)",,,,,,,,,,86.1,,,западный,,,,3,,,,,,,,,,,736,,2.9,,,,,,,,
1586962800,"Среда, 15 апреля
15:00 (UTC)",,,,,,,,,,84.2,,,западный,,,2.9,3,,,2,,,,,,,10.0,736,,2.7,,,True,,,10.0,,
1586966400,"Среда, 15 апреля
16:00 (UTC)",,,,,,,,,,82.4,,,западный,,,,2,,,,,,,,,,,736,,2.6,,,,,,,,
1586970000,"Среда, 15 апреля
17:00 (UTC)",,,,,,,,,,82.2,,,западный,,,,3,,,,,,,,,,,736,,1.4,,,,,,,,
1586973600,"Среда, 15 апреля
18:00 (UTC)",,,,,,,,,,81.5,,,западный,,,,2,,,,,,,,,,10.0,736,,0.4,,,True,,,4.0,,
1586977200,"Среда, 15 апреля
19:00 (UTC)",,,,,,,,,,85.7,,,западный,,,,2,,,,,,,,,,,735,,-0.4,,,,,,,,
1586980800,"Среда, 15 апреля
20:00 (UTC)",,,,,,,,,,86.2,,,юго-западный,,,,2,,,,,,,,,,,735,,-1.4,,,,,,,,
1586984400,"Среда, 15 апреля
21:00 (UTC)",,,,,,,,,,86.2,,,юго-западный,,,,2,,,,,,,,,,10.0,735,,-1.5,,,,,,0.0,,
1586988000,"Среда, 15 апреля
22:00 (UTC)",,,,,,,,,,88.1,,,юго-западный,,,,2,,,,,,,,,,,735,,-1.8,,,,,,,,
1586991600,"Среда, 15 апреля
23:00 (UTC)",,,,,,,,,,88.8,,,юго-западный,,,,2,,,,,,,,,,,735,,-1.9,,,,,,,,
1586995200,"Четверг, 16 апреля
00:00 (UTC)",,,,,,,,,,90.8,,,юго-западный,,,,2,,,,,,,,,,10.0,735,,-2.0,,,,,,7.0,,
1586998800,"Четверг, 16 апреля
01:00 (UTC)",,,,,,,,,,92.9,,,западный,,,,3,,,,,,,,,,,735,,-1.3,,,,,,,,
1587002400,"Четверг, 16 апреля
02:00 (UTC)",,,,,,,,,,92.2,,,западный,,,,3,,,,,,,,,,,735,,-1.3,,,,,,,,
1587006000,"Четверг, 16 апреля
03:00 (UTC)",,,,,,,,,,92.9,,-2.0,западный,,,,3,,,0,,2,,,,,10.0,734,,-1.0,,,,,,7.0,,
1587009600,"Четверг, 16 апреля
04:00 (UTC)",,,,,,,,,,89.6,,,западный,,,,4,,,,,,,,,,,734,,-0.3,,,,,,,,
1587016800,"Четверг, 16 апреля
06:00 (UTC)",,,,,,,,,,78.8,,,западный,,,,4,,,,,,,,,,10.0,734,,2.1,,,,,,9.0,,
1587020400,"Четверг, 16 апреля
07:00 (UTC)",,,,,,,,,,72.1,,,западный,,,,5,,,,,,,,,,,734,,2.1,,,,,,,,
1587024000,"Четверг, 16 апреля
08:00 (UTC)",,,,,,,,,,63.3,,,западный,,,,4,,,,,,,,,,,733,,3.3,,,,,,,,
1587027600,"Четверг, 16 апреля
09:00 (UTC)",,10.0,,,,,,,,59.7,,,западный,True,,,4,,,,,,,,,,10.0,733,,3.7,,,,,,10.0,,
1587031200,"Четверг, 16 апреля
10:00 (UTC)",,,,,,,,,,52.9,,,западный,,,,5,,,,,,,,,,,733,,4.9,,,,,,,,
1587034800,"Четверг, 16 апреля
11:00 (UTC)",,,,,,,,,,48.1,,,юго-западный,,,,4,,,,,,,,,,,732,,5.2,,,,,,,,
1587038400,"Четверг, 16 апреля
12:00 (UTC)",,,,,,,,,,51.4,,,юго-западный,,,,4,,,,,,,,,,10.0,732,,5.2,,,True,,,10.0,,
1587042000,"Четверг, 16 апреля
13:00 (UTC)",,,,,,,,,,57.4,,,южный,,,,4,,,,,,,,,,,731,,4.9,,,,,,,,
1587045600,"Четверг, 16 апреля
14:00 (UTC)",,,,,,,,,,62.8,,,южный,,,,3,,,,,,,,,,,731,,5.0,,,,,,,,
1587049200,"Четверг, 16 апреля
15:00 (UTC)",,,,True,,,,,,78.5,,,южный,,,5.7,2,,,0.4,,,,,,,4.0,730,,3.9,,,,,,10.0,,
1587052800,"Четверг, 16 апреля
16:00 (UTC)",,,,,,,,,,80.1,,,юго-восточный,,,,2,,,,,,,,,,,730,,3.6,,,,,,,,
1587056400,"Четверг, 16 апреля
17:00 (UTC)",,,,,,,,,,81.9,,,южный,,,,3,,,,,,,,,,,730,,3.4,,,,,,,,
1587060000,"Четверг, 16 апреля
18:00 (UTC)",,,,True,,,,,,89.8,,,юго-восточный,,,,2,,,,,,,,,,4.0,730,,2.6,,,,,,10.0,,
1587063600,"Четверг, 16 апреля
19:00 (UTC)",,,,,,,,,,93.1,,,юго-восточный,,,,2,,,,,,,,,,,729,,2.4,,,,,,,,
1587067200,"Четверг, 16 апреля
20:00 (UTC)",,,,,,,,,,92.4,,,юго-восточный,,,,2,,,,,,,,,,,729,,2.5,,,,,,,,
1587070800,"Четверг, 16 апреля
21:00 (UTC)",,,,True,,,,,,89.8,,,юго-восточный,,,,2,,,,,,,,,,4.0,730,,2.6,,,,,,10.0,,
1587074400,"Четверг, 16 апреля
22:00 (UTC)",,,,,,,,,,94.5,,,северный,,,,1,,,,,,,,,,,729,,2.5,,,,,,,,
1587078000,"Четверг, 16 апреля
23:00 (UTC)",,,,,,,,,,94.5,,,северо-западный,,,,1,,,,,,,,,,,729,,2.6,,,,,,,,
1587081600,"Пятница, 17 апреля
00:00 (UTC)",,,,True,,,,,,94.4,,,северный,,,,4,,,,,,,,,,4.0,730,,2.3,,,,,,10.0,,
1587085200,"Пятница, 17 апреля
01:00 (UTC)",,,,,,,,,,92.4,,,северо-западный,,,,5,,,,,,,,,,,730,,1.7,,,,,,,,
1587088800,"Пятница, 17 апреля
02:00 (UTC)",,,,,,,,,,93.0,,,северо-западный,,,,3,,,,,,,,,,,731,,1.4,,,,,,,,
1587092400,"Пятница, 17 апреля
03:00 (UTC)",,,,,,,,,,93.0,,1.3,северо-западный,,,,4,,,1,,2,,,,,10.0,731,,1.4,,,True,,,10.0,,
1587096000,"Пятница, 17 апреля
04:00 (UTC)",,,,,,,,,,87.8,,,северо-западный,,,,5,,,,,,,,,,,732,,1.1,,,,,,,,
1587099600,"Пятница, 17 апреля
05:00 (UTC)",,,,,,,,,,82.9,,,северо-западный,,,,6,,,,,,,,,,,732,,2.3,,,,,,,,
1587103200,"Пятница, 17 апреля
06:00 (UTC)",,11.0,,,,,,,,70.8,,0.8,северо-западный,,,,7,,,,,,,,,,10.0,732,,3.5,,,True,,,7.0,,
1587106800,"Пятница, 17 апреля
07:00 (UTC)",,,,,,,,,,66.9,,,северо-западный,,,,7,,,,,,,,,,,733,,4.0,,,,,,,,
1587110400,"Пятница, 17 апреля
08:00 (UTC)",,,,,,,,,,59.6,,,северо-западный,,,,8,,,,,,,,,,,733,,4.8,,,,,,,,
1587114000,"Пятница, 17 апреля
09:00 (UTC)",,13.0,,,,,,,,72.3,,,северо-западный,,,,6,,,,,,,,,,4.0,734,,3.4,,,,,,9.0,True,
1587117600,"Пятница, 17 апреля
10:00 (UTC)",,,,,,,,,,60.4,,,западный,,,,8,,,,,,,,,,,734,,4.6,,,,,,,,
