timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Пыльная (песчаная) буря, слабая или умеренная, ослабела","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,15.0,,,,,,,,,10,743,,,18.5,,23.9,,,юго-западный,4.0,,,10
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,18.0,,,,,,,,,10,742,,,19.3,,23.2,,,юго-западный,6.0,,,8
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,14.0,,,,,,,,,10,741,,,17.7,,26.5,,,юго-западный,5.0,,20.0,7
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,14.0,,,,,,,,,10,742,,,13.4,,30.5,,,южный,6.0,,,5
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,12.0,,,,,,,,,10,743,,,9.0,,59.3,,,южный,0.0,,,7
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,14.0,,,,,,,,,10,743,,,5.7,,79.3,,,южный,0.0,,,5
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,,10,743,,,6.0,,83.4,4.1,,южный,0.0,,,3
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,10,742,,,12.6,,54.2,,,южный,0.0,,,6
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,11.0,,,,,,,,,10,742,,,15.6,,45.6,,,юго-восточный,6.0,,,7
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,10,741,,,15.8,,41.9,,,южный,5.0,,,5
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,,10,740,,,16.1,,41.1,,,юго-восточный,5.0,,17.3,4
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,10,740,,,8.3,,67.3,,,юго-восточный,4.0,,,4
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,10,740,,,9.0,,69.9,,,юго-восточный,9.0,,,4
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,True,,,10,739,,,8.6,,67.9,,,южный,9.0,,,5
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,,,10,739,,,9.4,,71.4,6.5,,юго-западный,7.0,,,5
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,12.0,,,,,,,,,10,739,,,13.6,,43.1,,,юго-западный,5.0,,,10
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,19.0,,,,,,,,,10,739,,,13.2,,48.2,,,юго-западный,7.0,,,12
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,19.0,,,,,,,,,10,739,,,13.3,,51.8,,,западный,6.0,,,12
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,19.0,,,,,,,,,10,739,,,10.2,,60.9,,True,юго-западный,9.0,,15.6,12
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,19.0,,,,,,,,,10,740,,,8.1,,67.3,,True,западный,6.0,,,9
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,15.0,,,,,,,,,10,740,,,6.7,,76.7,,,западный,7.0,,,9
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,15.0,,,,,,,,,10,741,,,6.9,,75.7,,,западный,9.0,,,8
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,11.0,,,,,,,,,10,742,,,7.1,,71.5,6.5,,западный,7.0,,,8
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,15.0,,,,,,,,,10,743,,,11.2,,45.3,,,северо-западный,4.0,,,10
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,15.0,,,,,,,,,10,744,,,12.0,,34.4,,,западный,9.0,,,8
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,15.0,,,,,,,,,10,744,,,14.3,,26.1,,True,северо-западный,9.0,,,8
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,14.0,,,,,,,,,10,745,,,12.8,,28.1,,,северо-западный,7.0,,14.6,8
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,14.0,,,,,,,,,10,747,,,4.9,,50.6,,,западный,0.0,,,3
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,10,747,,,5.6,,49.6,,,юго-западный,6.0,,,3
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,10,748,,,2.3,,64.5,,,северо-западный,2.0,,,2
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,,,10,748,,,4.2,,67.4,-0.2,,западный,2.0,,,1
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,10,749,,,13.8,,32.5,,,западный,2.0,,,3
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,,10,748,,,16.3,,27.1,,,западный,5.0,,,3
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,10.0,,,,,,,,,10,747,,,18.6,,22.9,,,юго-западный,0.0,,,3
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,,,,,,,10,747,,,17.9,,27.3,,,юго-западный,0.0,,19.3,4
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,10,747,,,9.7,,50.8,,,южный,0.0,,,4
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,10,748,,,7.0,,59.7,,,южный,0.0,,,4
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,10,748,,,7.6,,54.8,,,южный,0.0,,,5
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,,,10,748,,,10.9,,46.2,6.9,,западный,2.0,,,2
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,10,748,,,18.3,,31.7,,,южный,0.0,,,5
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,11.0,,,,,,,,,10,748,,,21.0,,25.9,,,юго-западный,0.0,,,7
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,13.0,,,,,,,,,10,747,,,22.6,,21.0,,,южный,0.0,,,6
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,11.0,,,,,,,,,10,746,,,20.5,,23.1,,,юго-восточный,0.0,,23.1,5
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,11.0,,,,,,,,,10,747,,,13.4,,35.4,,,юго-восточный,0.0,,,5
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,10,746,,,10.1,,52.0,,,юго-восточный,0.0,,,5
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,10,746,,,10.2,,51.3,,,юго-восточный,0.0,,,5
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,,,10,746,,,10.5,,56.4,6.1,,юго-восточный,0.0,,,4
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,10,746,,,18.2,,32.8,,,южный,0.0,,,5
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,10,746,,,21.2,,31.2,,,южный,0.0,,,4
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,10.0,,,,,,,,,10,745,,,23.2,,29.0,,,южный,2.0,,,4
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,,,,,10,744,,,21.9,,32.7,,,юго-восточный,4.0,,23.8,4
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,10,745,,,13.2,,54.0,,,юго-восточный,2.0,,,4
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,10,745,,,14.0,,52.4,,,юго-восточный,6.0,,,5
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,10,745,,,11.0,,61.5,,,восточный,6.0,,,3
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,,,10,745,,,13.2,,59.5,9.5,,юго-восточный,6.0,,,4
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,10,746,,,19.4,,53.1,,,юго-восточный,4.0,,,5
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,10,745,,,22.8,,45.7,,,юго-восточный,4.0,,,6
1588420800,"Суббота, 2 мая
12:00 (UTC)",,True,14.0,,,,,,,,,10,746,,,18.7,,60.9,,,восточный,7.0,,,11
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,15.0,,0.0,,,,True,,,10,745,,,15.3,,76.5,,,восточный,7.0,,23.8,6
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,15.0,,,,,,,,,10,746,,,14.5,,82.2,,True,восточный,7.0,,,3
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,True,,,,,10,745,,,15.7,,70.7,,,восточный,7.0,,,4
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,10,745,,,13.9,,79.4,,True,восточный,9.0,,,7
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,,,10,746,,,13.9,,75.8,13.7,,восточный,9.0,,,5
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,12.0,,,,,,,,,10,746,,,14.5,,71.9,,,восточный,9.0,,,7
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,10,746,,,21.6,,35.5,,,восточный,9.0,,,7
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,11.0,,,,,,,,,10,745,,,24.3,,27.9,,,юго-восточный,9.0,,,6
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,,,10,745,,,22.0,,42.8,,,восточный,7.0,,25.3,2
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,10,745,,,18.3,,46.4,,,восточный,7.0,,,5
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,10,745,,,13.1,,62.5,,,восточный,7.0,,,5
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,10,745,,,11.4,,68.4,,,восточный,0.0,,,5
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,,,10,746,,,14.5,,56.7,10.0,,восточный,6.0,,,6
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,10.0,,,,,,,,,10,746,,,17.7,,49.8,,,восточный,6.0,,,7
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,14.0,,,,,,,,,10,746,,,24.0,,30.3,,,восточный,6.0,,,8
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,14.0,,,,,,,,,10,745,,,26.3,,24.1,,,восточный,5.0,,,8
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,13.0,,,,,,,,,10,745,,,23.8,,36.4,,,южный,7.0,,27.5,5
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,13.0,,,,,,,,,10,745,,,15.1,,70.6,,,восточный,7.0,,,1
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,10,745,,,16.3,,56.3,,,юго-восточный,7.0,,,5
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,10,745,,,14.0,,63.1,,,восточный,5.0,,,5
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,,,10,745,,,15.8,,64.4,11.8,,восточный,4.0,,,7
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,11.0,,,,,,,,,10,746,,,20.7,,53.0,,,восточный,6.0,,,7
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,12.0,,,,,,,,,10,745,,,25.3,,39.1,,,юго-восточный,6.0,,,8
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,12.0,,,,,,,,,10,744,,True,25.8,,37.4,,,юго-восточный,9.0,,,9
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,15.0,,,,,,,,,10,744,,True,19.6,,67.4,,,южный,9.0,,26.7,2
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,15.0,,,,,,True,,,10,744,,,15.4,,91.4,,,юго-восточный,9.0,,,6
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,True,,4,743,,,14.4,,96.8,,,восточный,5.0,,,4
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,True,,10,743,,,12.6,,97.4,,,восточный,0.0,,,4
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,,,,,,10,742,,,14.3,,93.1,10.6,,юго-восточный,5.0,,,3
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,,,10,743,,,18.8,,77.1,,,юго-западный,5.0,,,1
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,,,10,742,,,22.7,,52.5,,,юго-западный,9.0,,,2
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,,,10,742,,,24.0,,44.3,,,северо-восточный,7.0,,,1
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,,,,,10,741,,,21.5,,56.1,,,северо-западный,9.0,,24.8,4
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,10,741,,,19.2,,67.8,,,северный,6.0,,,4
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,10,741,,,14.3,,86.1,,,восточный,4.0,,,3
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,10,740,,,13.6,,85.4,,,северо-восточный,5.0,,,4
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,,,10,740,,,13.0,,90.6,12.1,,северо-западный,9.0,,,2
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,,10,741,,,16.7,,70.4,,,северо-западный,9.0,,,2
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,True,,,4,742,,,15.5,,92.0,,,северо-западный,9.0,,,3
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,,True,,,4,742,,,15.2,,90.2,,,,10.0,,,0
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,,,,True,,,4,743,,,15.3,,96.2,,,западный,9.0,,17.3,2
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,True,,,4,743,,,14.6,,98.7,,,северо-западный,10.0,,,3
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,True,,,,,,,,4,743,,,13.6,,96.8,,,западный,10.0,,,2
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,True,,,,,,,,10,743,,,13.3,,98.7,,,северный,10.0,,,2
1588906800,"Пятница, 8 мая
03:00 (UTC)",True,,,,,,,,,,,10,743,,,13.4,,98.1,12.7,,,9.0,,,0
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,10,744,,,15.9,,85.1,,True,западный,9.0,,,4
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,10,744,,,18.7,,64.2,,,западный,9.0,,,7
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,10.0,,,,,,,,,10,744,,,18.1,,66.6,,,западный,9.0,,,6
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,,,,10,745,,,17.2,,63.0,,,западный,9.0,,19.2,5
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,10,745,,,13.9,,74.3,,,юго-западный,7.0,,,3
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,10,746,,,11.9,,82.4,,,западный,5.0,,,4
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,10,745,,,10.3,,86.8,,,западный,7.0,,,3
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,,,10,745,,,10.9,,85.1,9.9,,западный,9.0,,,3
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,10,745,,,12.5,,75.6,,,западный,9.0,,,6
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,10,745,,,13.6,,63.9,,,юго-западный,9.0,,,6
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,10.0,,,,,,,,,10,744,,,16.2,,49.7,,,юго-западный,7.0,,,7
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,17.0,,,,,,,,,10,744,,,13.1,,61.6,,,юго-западный,9.0,,18.0,10
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,17.0,,,,,,,,,10,744,,,10.0,,77.8,,,юго-западный,4.0,,,5
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,10,744,,,8.7,,92.2,,,юго-западный,4.0,,,5
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,10,744,,,7.6,,96.0,,,юго-западный,0.0,,,7
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,,True,,4,744,,,8.7,,94.1,7.3,,юго-западный,2.0,,,6
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,10.0,,,,,,,,,10,745,,,13.6,,62.2,,,западный,4.0,,,9
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,14.0,,,,,,,,,10,744,,,16.6,,37.4,,,юго-западный,6.0,,,11
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,15.0,,,,,,,,,10,744,,,16.3,,47.1,,,юго-западный,6.0,,,8
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,13.0,,,,,,,,,10,744,,,16.0,,50.0,,,западный,6.0,,18.0,11
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,16.0,,,,,,,,,10,745,,,9.7,,77.2,,,юго-западный,4.0,,,3
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,10,745,,,9.7,,79.3,,,юго-западный,2.0,,,7
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,10,744,,,8.9,,88.5,,,юго-западный,7.0,,,5
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,11.0,,,,,,True,,,4,744,,,9.8,,94.8,8.5,,юго-западный,10.0,,,8
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,12.0,,,,,,True,,,10,743,,,11.2,,94.8,,,юго-западный,9.0,,,8
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,12.0,,,,,,,,,10,743,,,15.5,,75.5,,True,западный,9.0,,,6
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,12.0,,,,,,,,,10,743,,,17.0,,54.6,,True,северо-западный,9.0,,,8
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,12.0,,,,,,,,,10,744,,,16.3,,64.5,,,северо-западный,7.0,,18.4,5
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,12.0,,,,,,,,,10,745,,,12.4,,81.4,,,северный,5.0,,,2
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,10,745,,,7.3,,92.1,,,западный,0.0,,,1
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,10,745,,,6.4,,92.7,,,южный,0.0,,,1
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,,,10,745,,,10.9,,88.6,5.5,,юго-западный,0.0,,,2
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,10,745,,,17.6,,61.8,,,южный,0.0,,,2
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,10,745,,,21.3,,44.7,,,южный,4.0,,,4
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,10.0,,,,,,,,,10,744,,,24.1,,36.7,,,западный,5.0,,,6
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,11.0,,,,,,,,,10,743,,,22.7,,36.1,,,западный,2.0,,24.7,5
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,11.0,,,,,,,,,10,743,,,15.0,,62.1,,,юго-западный,7.0,,,4
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,10,742,,,14.4,,64.5,,,южный,7.0,,,3
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,True,,,10,742,,,14.4,,68.6,,,юго-западный,9.0,,,4
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,,,,,,,10,740,,,15.1,,62.5,12.8,True,юго-восточный,9.0,,,6
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,10,740,,,17.5,,62.6,,True,южный,9.0,,,6
1589360400,"Среда, 13 мая
09:00 (UTC)",,,12.0,,,,,,,,,10,741,,,21.6,,43.0,,True,западный,7.0,,,8
1589371200,"Среда, 13 мая
12:00 (UTC)",,,16.0,,,,,,,,,10,743,,,14.5,,74.4,,True,северо-западный,6.0,,,10
1589382000,"Среда, 13 мая
15:00 (UTC)",,,14.0,,,,,,,,,10,746,,,9.7,,71.0,,,северо-западный,9.0,,21.9,10
1589392800,"Среда, 13 мая
18:00 (UTC)",,,15.0,,,,,,,,,10,748,,,8.3,,62.7,,,северо-западный,9.0,,,8
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,,10,749,,,3.9,,84.3,,,северо-западный,0.0,,,4
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,,10,751,,,2.1,,91.8,,,северо-западный,0.0,,,3
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,,,,,,,,10,751,,,4.5,,86.8,1.0,,северо-западный,4.0,,,3
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,,,10,752,,,12.0,,41.7,,,северный,6.0,,,6
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,,10,752,,,14.0,,36.1,,,северный,9.0,,,4
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,,,,,,,,,10,751,,,14.3,,34.6,,,северо-западный,9.0,,,3
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,,,,,,,,,10,751,,,14.4,,33.6,,,западный,6.0,,15.5,2
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,,10,750,,,9.4,,61.2,,,южный,4.0,,,3
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,,10,749,,,8.1,,66.8,,,юго-восточный,6.0,,,4
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,,,,,,,,,10,748,,,8.7,,66.4,,,южный,7.0,,,4
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,,,,,,,,,10,746,,,11.2,,57.0,7.2,,южный,7.0,,,6
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,10.0,,,,,,,,,10,745,,,15.0,,54.9,,,южный,6.0,,,8
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,14.0,,,,,,,,,10,744,,,21.2,,48.8,,,юго-западный,4.0,,,9
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,14.0,,,,,,,,,10,744,,,20.7,,55.6,,,западный,7.0,,,10
1589554800,"Пятница, 15 мая
15:00 (UTC)",,,15.0,,,,,,,,,10,744,,,17.7,,57.5,,,западный,7.0,,22.0,7
1589565600,"Пятница, 15 мая
18:00 (UTC)",,,15.0,,,,,,,,,10,746,,,11.6,,63.0,,,северный,0.0,,,6
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,,10,747,,,6.8,,79.5,,,северный,0.0,,,3
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,,,,,,,,,10,746,,,5.6,,84.5,,,северный,2.0,,,2
1589598000,"Суббота, 16 мая
03:00 (UTC)",,,,,,,,,,,,10,746,,,10.7,,66.4,3.6,,северо-восточный,2.0,,,2
1589608800,"Суббота, 16 мая
06:00 (UTC)",,,,,,,,,,,,10,746,,,13.0,,51.0,,,восточный,9.0,,,4
1589619600,"Суббота, 16 мая
09:00 (UTC)",,,,,,,,,True,,,10,745,,,9.8,,85.0,,,северо-восточный,9.0,,,4
1589630400,"Суббота, 16 мая
12:00 (UTC)",,,,,,,,,True,,,10,746,,,8.8,,90.3,,,северо-восточный,10.0,,,3
1589641200,"Суббота, 16 мая
15:00 (UTC)",,,,,,,,True,,,,10,746,,,10.2,,76.7,,,северный,5.0,,14.1,3
1589652000,"Суббота, 16 мая
18:00 (UTC)",,,,,,,,,,,,10,748,,,8.6,,89.7,,True,северо-западный,9.0,,,4
1589662800,"Суббота, 16 мая
21:00 (UTC)",,,,,,,,,,,,10,749,,,5.0,,95.9,,,западный,5.0,,,3
