timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Изменение количества облаков неизвестно,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой снег умеренный или сильный,Снежная крупа (возможно с дождем) слабая,Дождь (незамерзающий) слабый с перерывами
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,True,2,740,,,14.8,,40.5,,,северный,7,,,,,2,,,,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,True,2,742,,,10.1,,60.9,,,восточный,10,,,,,1,,,,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,0,,,,0,,,,,10,745,,,9.1,,70.4,9.1,,северо-западный,10,,,,,2,,,,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,True,,,,,,10,749,,,8.5,,82.5,8.5,,северо-западный,10,,,,,1,,,,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,,10,751,,,12.8,,51.3,,True,северо-западный,10,,,,,2,,,,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,,10,752,,,13.5,,38.1,,,западный,10,,,,,2,,,,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,менее 0.1,,,,,,,,,10,753,,,12.3,,37.7,,,западный,10,,,,13.6,1,,,,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,,,,,,,,10,755,,,10.5,,31.8,,,западный,6,,,,,1,,,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,10,756,,,7.2,,33.5,,,,6,,,,,0,,,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,10,757,,,4.9,,49.1,,,,0,,,,,0,,,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,0,,,,менее 0.1,,,,,10,759,,,4.9,,67.1,3.7,,,6,,,,,0,,,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,,,10,759,,,11.6,,39.0,,,южный,6,,,,,1,,,,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,,10,759,,,14.8,,24.3,,,южный,7,,,,,1,,,,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,,10,757,,,17.2,,21.5,,,восточный,6,,,,,1,,,,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,0,,,,,,,,,10,756,,,16.7,,21.2,,,южный,4,,,,18.3,1,,,,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,,True,4,756,,,11.8,,33.9,,,,0,,,,,0,,,,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,True,4,756,,,7.5,,47.6,,,,0,,,,,0,,,,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,True,4,755,,,5.8,,54.8,,,восточный,0,,,,,1,,,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,0,,,,0,,,,True,4,755,,,5.0,,57.0,3.7,,восточный,0,,,,,1,,,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,,,True,4,755,,,14.2,,27.7,,,северо-восточный,0,,,,,1,,,,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,10,753,,,18.7,,15.3,,,северный,0,,,,,1,,,,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,10,751,,,21.1,,11.7,,,восточный,7,,,,,1,,,,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,0,,,,,,,,,10,750,,,20.3,,10.9,,,восточный,7,,,,21.2,2,,,,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,,,,10,749,,,14.1,,23.9,,,,4,,,,,0,,,,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,10,748,,,11.7,,29.8,,,восточный,0,,,,,1,,,,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,10,747,,,9.7,,36.4,,,восточный,0,,,,,1,,,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,0,,,,0,,,,True,4,746,,,8.8,,43.6,8.4,,восточный,10,,,,,1,,,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,,,True,4,746,,,11.8,,39.9,,,,10,,,,,0,,,,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,True,,,4,744,,,11.3,,67.9,,,восточный,10,,,,,1,,,,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,True,,,4,742,,,11.8,,78.6,,,восточный,10,,,,,2,,,,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,2,,,True,,,,,,10,741,,,13.0,,73.1,,,восточный,10,,,,13.0,3,,,,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,,,,10,741,,,13.1,,78.2,,,восточный,10,,,,,1,,,,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,,10,740,,,12.0,,83.5,,True,восточный,10,,,,,1,,,,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,10,738,,,11.7,,83.5,,,восточный,10,,,,,1,,,,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,0.3,,,,2,,,,,10,736,,,13.1,,74.1,11.7,,восточный,10,,,,,1,,,,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,,,,10,736,,,21.2,,51.4,,,юго-западный,10,,,,,2,,,,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,17.0,,,,,,,,,,,10,735,,,24.1,,35.0,,,юго-западный,10,,,,,6,,,,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,18.0,,,,,,,,,,,2,737,True,,20.1,,57.7,,,западный,10,,,,,5,,,,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,14.0,,0.4,,,,,,,,,10,740,,,18.6,,50.7,,True,западный,9,,,,24.8,3,,,,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,10.0,,,,,,,,,,,10,742,,,16.5,,59.5,,,западный,4,,,,,2,,,,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,,10,745,,,15.1,,66.0,,,западный,7,,,,,1,,,,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,,10,745,,,12.4,,77.6,,,,7,,,,,0,,,,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,0,,,,0.4,,,,,10,746,,,11.6,,70.4,11.3,,,2,,,,,0,,,,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,,,,10,747,,,16.3,,45.8,,,юго-западный,0,,,,,2,,,,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,10,746,,,20.6,,33.3,,,южный,4,,,,,2,,,,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,,10,745,,,22.9,,22.9,,,юго-западный,7,,,,,3,,,,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,13.0,,менее 0.1,,,True,,,,,,10,745,,,16.9,,48.6,,,северо-западный,10,,,,23.4,3,,,,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,10.0,,,,,True,,,,,,10,746,,,11.4,,63.4,,,северо-западный,10,,,,,1,,,,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,,10,747,,,9.2,,67.0,,True,западный,7,,,,,2,,,,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,10,748,,,6.6,,66.5,,,западный,10,,,,,1,,,,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,менее 0.1,,,,менее 0.1,,,,,10,748,,,7.5,,62.5,5.9,,западный,4,,,,,2,,,,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,,,,10,749,,,8.5,,73.3,,,западный,10,,,,,2,,,,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,10,748,,,11.8,,60.5,,,юго-западный,10,,,,,3,,,,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,10.0,,,,,,,,True,,,4,747,,,10.3,,89.2,,,западный,10,,,,,1,,,,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,3,,,,,,True,,,4,747,,,11.2,,76.4,,,западный,10,,,,13.3,1,,,,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,,,,,,10,743,,,10.9,,76.8,,True,юго-восточный,10,,,,,1,,,,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,True,,,4,744,,,11.2,,85.7,,,западный,10,,,,,1,,,,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,10,745,,,10.1,,75.7,,True,северо-западный,10,,,,,2,,,,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,5,,,,7,,,,,10,747,,,7.2,,68.5,6.7,True,западный,1,,,,,1,,,,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,,,,10,748,,,10.3,,56.8,,,западный,7,,,,,3,,,,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,10,750,,,11.0,,57.4,,,северо-западный,7,,,,,3,,,,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,10,750,,,14.2,,47.5,,,северо-западный,7,,,,,2,,,,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,0,,,,,,,,,10,751,,,13.8,,46.7,,,северо-западный,6,,,,14.9,1,,,,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,,,,10,751,,,10.0,,59.6,,,,4,,,,,0,,,,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,10,750,,,7.2,,75.2,,,,0,,,,,0,,,,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,10,750,,,5.5,,83.9,,,восточный,0,,,,,1,,,,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,0,,,,0,,,,,10,749,,,7.3,,74.7,4.9,,восточный,2,,,,,1,,,,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,,,,10,748,,,15.3,,47.1,,,южный,4,,,,,1,,,,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,10,747,,,19.4,,28.8,,,южный,6,,,,,1,,,,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,,10,745,,,22.5,,22.4,,,юго-западный,7,,,,,2,,,,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,0,,,,,,,,,10,743,,,21.5,,20.9,,,юго-западный,7,,,,23.2,1,,,,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,,,,10,742,,,18.3,,29.7,,,,10,,,,,0,,,,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,10,742,,,14.4,,56.2,,,восточный,10,,,,,1,,,,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,10,740,,,12.8,,64.2,,,северный,10,,,,,1,,,,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,0,,,,0,,,,,10,739,,,10.9,,81.7,10.8,,северо-восточный,10,,,,,2,,,,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,True,,,4,739,,,9.3,,81.5,9.3,,северный,10,,,,,1,,,,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,True,,,4,740,,,5.6,,87.0,,,северо-западный,10,,,,,2,,,,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,,4,744,,,2.0,,91.8,,,северо-западный,10,,,True,,2,,,,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,10.0,,14,,,,,,True,,,4,746,,,3.4,,89.9,,,северо-западный,10,,,,11.1,3,,,,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,,,True,,,4,749,,,3.2,,86.1,,,северо-западный,10,,,,,2,,,,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,,10,750,,,3.7,,79.0,,True,западный,10,,,,,1,,,,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,,10,751,,,3.6,,77.3,,True,западный,10,,,,,1,,,,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,2,,,,16,,,,,10,752,,,3.8,,81.9,3.2,True,западный,10,,,,,2,,,,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,,,,10,753,,,5.6,,72.2,,True,северо-западный,9,,,,,1,,,,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,,10,754,,,6.7,,57.5,,True,северо-западный,10,,,,,3,,,,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,,10,755,,,9.0,,56.4,,True,северо-западный,7,,,,,2,,,,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,менее 0.1,,,,,,,,,10,756,,,9.3,,51.4,,True,северо-западный,9,,,,9.8,2,,,,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,,,,,10,757,,,7.2,,64.2,,,,4,,,,,0,,,,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,,10,758,,,5.8,,66.8,,,западный,2,,,,,1,,,,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,10,758,,,4.8,,68.0,,,западный,0,,,,,1,,,,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,0,,,,менее 0.1,,,,,10,759,,,4.5,,70.0,3.8,,,10,,,,,0,,,,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,,,,,,,10,759,,,9.5,,53.4,,,юго-западный,10,,,,,2,,,,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,True,,,4,759,,,8.9,,64.6,,,западный,10,,,,,1,,,,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,,,,10,758,,,8.8,,66.9,,True,западный,10,,,,,2,,,,
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,2,,,,,,,,,10,757,,,9.7,,69.0,,True,юго-западный,10,,,,11.3,1,,,,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,,,,,,10,755,,,10.1,,68.2,,,южный,10,,,,,1,,,,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,,10,754,,,10.1,,64.4,,,западный,9,,,,,1,,,,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,10,753,,,10.3,,61.4,,,западный,6,,,,,1,,,,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,0,,,,2,,,,,10,753,,,12.1,,54.9,9.6,,западный,4,,,,,2,,,,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,,,,10,754,,,16.2,,45.1,,,северо-западный,7,,,,,2,,,,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,10.0,,,,,,,,,,,10,754,,,14.8,,62.0,,True,северо-западный,10,,,,,2,,,,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,,,10,755,,,17.5,,48.4,,,северо-западный,10,,,,,2,,,,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,1,,,,,,,,,10,755,,,18.0,,50.2,,,северный,6,,,,18.7,1,,,,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,,,,,,,,10,756,,,11.9,,51.8,,,,6,,,,,0,,,,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,,10,756,,,8.1,,64.9,,,,4,,,,,0,,,,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,,10,757,,,8.8,,64.1,,,восточный,9,,,,,1,,,,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,0,,,,1,,,,,10,757,,,10.3,,56.4,7.4,,восточный,6,,,,,1,,,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,,,,,,,10,758,,,16.5,,40.1,,,юго-восточный,4,,,,,1,,,,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,10,757,,,19.0,,28.9,,,западный,2,,,,,1,,,,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,,10,757,,,21.5,,22.0,,,северо-восточный,0,,,,,1,,,,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,0,,,,,,,,,10,756,,,21.9,,22.3,,,северо-западный,0,,,,22.3,1,,,,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,,,,,10,756,,,15.3,,40.6,,,,0,,,,,0,,,,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,10,757,,,11.5,,57.5,,,восточный,0,,,,,1,,,,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,10,757,,,8.9,,68.4,,,,0,,,,,0,,,,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,0,,,,0,,,,True,4,757,,,9.7,,66.2,7.7,,восточный,1,,,,,1,,,,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,,,,10,758,,,17.9,,35.9,,,южный,0,,,,,1,,,,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,,10,757,,,22.3,,24.9,,,восточный,0,,,,,1,,,,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,,10,756,,,25.4,,20.7,,,юго-восточный,0,,,,,1,,,,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,0,,,,,,,,,10,755,,,25.0,,21.5,,,восточный,0,,,,25.7,1,,,,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,,,,,,,10,755,,,18.8,,37.5,,,,0,,,,,0,,,,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,,10,755,,,16.2,,45.4,,,восточный,0,,,,,1,,,,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,10,755,,,13.0,,58.7,,,восточный,0,,,,,1,,,,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,0,,,,0,,,,True,10,755,,,12.6,,68.7,10.5,,,0,,,,,0,,,,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,,,,True,4,755,,,22.1,,36.9,,,,0,,,,,0,,,,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,,10,754,,,26.7,,23.4,,,восточный,0,,,,,3,,,,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,,10,753,,,28.0,,19.3,,,восточный,0,,,,,3,,,,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,0,,,,,,,,,10,752,,,27.5,,19.1,,,восточный,0,,,,28.3,2,,,,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,,,,,,,True,4,751,,,22.7,,26.5,,,восточный,0,,,,,1,,,,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,True,4,751,,,18.8,,35.7,,,восточный,0,,,,,1,,,,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,True,4,750,,,16.0,,43.8,,,восточный,0,,,,,1,,,,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,0,,,,0,,,,,10,750,,,16.6,,41.9,14.9,,восточный,0,,,,,2,,,,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,,,,10,749,,,23.7,,28.9,,,восточный,0,,,,,1,,,,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,,10,749,,,27.3,,24.2,,,юго-западный,4,,,,,1,,,,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,10,748,,,28.0,,18.3,,,западный,7,,,,,2,,,,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,0,,,,,,,,,10,748,,,26.4,,22.7,,,западный,7,,,,30.0,1,,,,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,,,,,,10,748,,,22.5,,29.0,,,,10,,,,,0,,,,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,10,748,,,20.4,,33.0,,,северо-западный,6,,,,,1,,,,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,10,748,,,15.6,,55.8,,,,2,,,,,0,,,,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,0,,,,0,,,,,10,748,,,16.6,,56.4,13.4,,,0,,,,,0,,,,
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,,,,10,748,,,24.3,,31.9,,,юго-восточный,0,,,,,1,,,,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,10,748,,,28.7,,22.0,,,,2,,,,,0,,,,
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,10,747,,,29.5,,18.0,,,восточный,7,,,,,1,,,,
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,0,,,,,,,,,10,747,,,27.8,,16.4,,,,10,,,,30.2,0,,,,
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,,,,,,,,10,747,,,23.0,,33.3,,,,10,,,,,0,,,,
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,True,4,747,,,18.2,,51.7,,,,6,,,,,0,,,,
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,True,4,747,,,15.2,,66.9,,,,6,,,,,0,,,,
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,0,,,,0,,,,True,4,747,,,16.9,,62.1,13.8,,,7,,,,,0,,,,
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,,,,,,,True,4,747,,,23.7,,41.3,,,,6,,,,,0,,,,
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,,10,746,,,29.0,,21.3,,,западный,7,,,,,1,,,,
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,,10,745,,,29.5,,20.7,,,северо-западный,7,,,,,1,,,,
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,0,,,,,,,,,10,744,,,29.4,,20.1,,,северо-западный,4,,,,30.4,3,,,,
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,,,,,,,,,True,4,743,,,24.4,,27.6,,,,2,,,,,0,,,,
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,,,True,4,743,,,22.1,,33.7,,,северо-западный,0,,,,,1,,,,
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,,True,4,744,,,17.3,,56.6,,,северо-западный,6,,,,,1,,,,
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,0,,,,0,,,,,10,744,,,18.0,,58.3,17.2,,северо-западный,6,,,,,2,,,,
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,,,,,,,,,10,745,,,21.2,,52.5,,,северо-западный,0,,,,,2,,,,
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,,,,10,746,,,23.3,,36.5,,,северо-восточный,0,,,,,1,,,,
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,,,10,746,,,23.5,,36.8,,,восточный,0,,,,,2,,,,
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,0,,,,,,,,,10,747,,,21.6,,28.8,,,восточный,0,,,,24.8,2,,,,
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,,,,,,,,,,10,747,,,17.0,,42.0,,,восточный,0,,,,,2,,,,
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,,,10,748,,,13.2,,51.8,,,восточный,0,,,,,1,,,,
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,,,10,748,,,10.9,,57.3,,,восточный,0,,,,,1,,,,
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,0,,,,0,,,,,10,747,,,10.9,,56.9,9.8,,восточный,0,,,,,1,,,,
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,,,,,,,,,,10,747,,,17.0,,37.0,,,восточный,2,,,,,2,,,,
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,,,,,,,,,,,10,746,,,22.9,,32.6,,,юго-восточный,6,,,,,1,,,,
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,,,,,,,,,,10,744,,,26.0,,28.6,,,южный,7,,,,,1,,,,
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,,0,,,,,,,,,10,743,,,26.8,,27.3,,,южный,10,,,,27.4,2,,,,
1589554800,"Пятница, 15 мая
15:00 (UTC)",,,,,,,,,,,,,10,743,,,23.1,,28.4,,,юго-восточный,7,,,,,1,,,,
1589565600,"Пятница, 15 мая
18:00 (UTC)",,,,,,,,,,,,,10,743,,,20.7,,39.7,,,западный,9,,,,,1,,,,
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,True,,,,,,10,743,,,17.6,,67.9,,,юго-западный,10,,,,,1,,,,
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,менее 0.1,,,,0,,,,,10,744,,,17.4,,61.0,16.6,True,юго-западный,2,,,,,3,,,,
1589598000,"Суббота, 16 мая
03:00 (UTC)",,12.0,,,,,,,,,,,10,744,,,18.7,,54.3,,,юго-западный,7,,,,,4,,,,
1589608800,"Суббота, 16 мая
06:00 (UTC)",,13.0,,,,,True,,,,,,10,745,,,17.5,,65.2,,,юго-западный,10,,,,,5,,,,
1589619600,"Суббота, 16 мая
09:00 (UTC)",,14.0,,,,,True,,,,,,10,746,,,18.0,,68.0,,,западный,10,,,,,1,,,,
1589630400,"Суббота, 16 мая
12:00 (UTC)",,10.0,,0.4,,,,,,,,,10,746,,,22.0,,41.4,,True,западный,4,,,,22.2,2,,,,
1589641200,"Суббота, 16 мая
15:00 (UTC)",,,,,,,,,,,,,10,747,,,17.8,,58.7,,,,7,,,,,0,,,,
1589652000,"Суббота, 16 мая
18:00 (UTC)",,,,,,,,,,,,,10,748,,,16.0,,54.7,,,,6,,,,,0,,,,
1589662800,"Суббота, 16 мая
21:00 (UTC)",,,,,,,,,,,,,10,748,,,12.3,,66.3,,,восточный,2,,,,,1,,,,
