timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой снег слабый,Снег слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,,,,,,,10,742,,,20.1,,30.4,,,,юго-западный,7,,,2,,,,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,743,,,16.2,,58.7,,,,западный,7,,,2,,,,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,0,,,,0,,,,,10,744,,,13.3,,74.2,13.3,,,северо-западный,9,,,1,,,,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,,,,,10,743,,,16.6,,60.4,,,,северный,10,,,1,,,,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,,,10,742,,,24.5,,25.9,,,,южный,10,,,3,,,,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,,,10,740,,,30.3,,13.2,,,,южный,9,,,4,,,,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,11.0,,0,,,,,,,,,10,739,,,29.9,,7.5,,,,южный,4,,31.5,3,,,,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,14.0,,,,,,,,,,,10,739,,,23.3,,11.2,,,,юго-восточный,7,,,2,,,,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,,,10,737,,,21.7,,12.5,,,,юго-восточный,0,,,3,,,,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,10.0,,,,,,,,,,,10,738,,,18.2,,16.3,,,,южный,0,,,2,,,,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,0,,,,0,,,,,10,740,,,15.1,,46.7,15.1,,,западный,9,,,5,,,,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,10.0,,,,,,,,,,,10,744,,,13.9,,56.9,12.2,,,северо-западный,7,,,2,,,,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,,,10,746,,,13.8,,58.5,,,,западный,10,,,3,,,,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,,,10,749,,,10.1,,77.2,,True,,западный,10,,,3,,,,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,10,750,,,9.8,,78.8,,True,,юго-западный,10,,15.7,3,,,,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,,,,,,,,,4,751,True,,7.7,,96.6,,,,западный,10,,,2,,,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,6.8,,94.6,,True,,южный,7,,,1,,,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,5.0,,95.9,,,,западный,10,,,1,,,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,8,,,,8,,,,,10,754,,,2.5,,97.2,2.4,,,,7,,,0,,,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,,,,10,754,,,10.0,,72.1,,,,северо-восточный,10,,,1,,,,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,12.9,,34.2,,,,северо-восточный,10,,,2,,,,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,15.6,,27.3,,,,северный,7,,,2,,,,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,0,,,,,,,,,10,752,,,14.9,,32.1,,,,северный,10,,16.3,2,,,,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,,,,10,751,,,9.5,,48.9,,,,,6,,,0,,,,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,,,10,750,,,6.3,,71.3,,,,,2,,,0,,,,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,750,,,1.8,,91.7,,,,,0,,,0,,,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,0,,,,0,,True,,,4,750,,,1.7,,96.5,1.2,,,,2,,,0,,,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,,,,,10,749,,,12.2,,47.3,,,,северный,7,,,2,,,,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,,10,748,,,17.5,,25.4,,,,северный,7,,,2,,,,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,,10,746,,,20.3,,16.0,,,,северный,7,,,2,,,,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,0,,,,,,,,,10,745,,,20.0,,17.1,,,,,9,,21.0,0,,,,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,,,,,10,744,,,11.1,,46.6,,,,юго-западный,4,,,1,,,,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,,10,743,,,8.1,,51.1,,,,,0,,,0,,,,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,742,,,5.5,,64.3,,,,,0,,,0,,,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,0,,,,0,,,,,10,741,,,5.3,,79.3,4.0,,,,4,,,0,,,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,,,,,10,741,,,16.5,,49.5,,,,юго-восточный,7,,,2,,,,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,,,10,739,,,22.4,,37.2,,,,юго-восточный,9,,,2,,,,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,,,,10,737,,,27.4,,26.3,,,,юго-восточный,9,,,3,,,,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,0,,,,,,,,,10,736,,,28.0,,28.0,,,,южный,9,,28.4,2,,,,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,,,,,10,736,,,22.3,,38.8,,,,южный,6,,,2,,,,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,,,10,735,,,21.5,,36.7,,,,южный,2,,,3,,,,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,734,,,18.6,,43.6,,,,южный,0,,,2,,,,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,0,,,,0,,,,,10,733,,,19.0,,45.9,18.5,,,южный,7,,,3,,,,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,,,,,10,734,,,25.0,,40.3,,,,юго-западный,4,,,5,,,,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,17.0,,,,,,,,,,,10,734,,,27.0,,34.4,,,,юго-западный,9,,,8,,,,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,19.0,,,,,,,,,,,10,736,,,23.3,,46.2,,True,,юго-западный,9,,,10,,,,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,21.0,,0.5,,,,,,,,,10,738,,,21.2,,51.8,,True,,юго-западный,9,,27.4,9,,,,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,14.0,,,,,,,,,,,10,740,,,18.3,,60.4,,,,юго-западный,5,,,4,,,,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,,,10,741,,,16.5,,68.6,,,,юго-западный,7,,,3,,,,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,742,,,15.2,,66.5,,,,юго-западный,7,,,2,,,,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,0,,,,0.5,,,,,10,743,,,13.8,,63.5,12.5,,,юго-западный,7,,,3,,,,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,17.8,,44.6,,,,западный,2,,,2,,,,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,,10,743,,,22.3,,25.7,,,,юго-западный,4,,,4,,,,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,,,10,741,,,23.9,,24.8,,,,юго-западный,9,,,3,,,,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,10.0,,0,,,,,,,,,10,741,,,20.7,,39.4,,,,южный,10,,24.0,3,,,,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,15.0,,,,,,,,,,,4,743,True,,12.6,,77.6,,,,западный,10,,,3,,,,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,10.0,,,,,,,,,,,10,745,,,10.3,,61.8,,True,,юго-западный,0,,,5,,,,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,,10,746,,,7.4,,62.9,,,,южный,0,,,2,,,,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,0.5,,,,0.5,,,,,10,746,,,8.4,,60.5,6.6,,,южный,10,,,3,,,,
1588302000,"Пятница, 1 мая
03:00 (UTC)",True,,,,,,,,,,,,,10,747,,,10.3,,64.0,,,,южный,10,,,3,,,,
1588312800,"Пятница, 1 мая
06:00 (UTC)",True,,,,,,,,,,,,,10,746,,,11.3,,69.9,,,,южный,10,,,2,,,,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,13.0,,,,,,,,,,,10,744,,,17.0,,45.4,,,,юго-западный,9,,,9,,,,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,13.0,,0.8,,,,,,,,,10,744,,,15.9,,51.4,,,,южный,9,,17.0,1,,,,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,,,,,,,10,742,,,14.6,,46.0,,,,юго-западный,2,,,2,,,,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,,10,741,,,14.2,,45.2,,,,южный,0,,,3,,,,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,11.0,,,,,,,,,,,10,742,,,14.8,,41.9,,,,юго-западный,0,,,6,,,,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,0,,,,0.8,,,,,10,743,,,11.7,,63.0,11.4,,,западный,2,,,2,,,,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,10.0,,,,,,,,,,,10,745,,,15.0,,38.8,,,,западный,0,,,5,,,,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,11.0,,,,,,,,,,,10,745,,,17.8,,31.8,,,,западный,0,,,4,,,,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,,10,745,,,19.6,,24.9,,,,западный,0,,,4,,,,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,0,,,,,,,,,10,745,,,17.9,,26.7,,,,западный,6,,19.6,3,,,,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,,,,,10,746,,,10.3,,46.0,,,,,2,,,0,,,,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,,10,746,,,5.6,,65.3,,,,,0,,,0,,,,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,,10,745,,,3.4,,80.1,,,,западный,0,,,1,,,,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,0,,,,0,,,,,10,745,,,3.0,,94.5,1.6,,,,6,,,0,,,,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,,,,,10,744,,,16.9,,34.4,,,,юго-восточный,6,,,2,,,,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,,10,743,,,21.1,,22.7,,,,южный,6,,,1,,,,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,,,10,741,,,22.8,,18.3,,,,северо-западный,5,,,1,,,,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,0,,,,,,,,,10,739,,,21.8,,22.6,,,,северный,5,,23.7,2,,,,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,,,,,10,738,,,14.0,,37.4,,,,,7,,,0,,,,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,,10,736,,,11.8,,45.1,,,,,7,,,0,,,,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,,10,734,,,11.8,,58.0,,,,,10,,,0,,,,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,менее 0.1,,,,менее 0.1,,,True,,4,732,,,11.5,,72.8,9.5,,,северо-западный,10,,,1,,,,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,,,,,4,732,True,,8.5,,92.8,8.5,,,западный,10,,,2,,,,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,12.0,,,,,,,,,True,,10,736,,,10.8,,92.3,,,,западный,10,,,4,,,,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,12.0,,,,,,,,,,,10,739,,,7.0,,81.8,,True,,западный,10,,,3,,,,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,10.0,,8,,,,,,,,,2,743,True,,4.1,,91.2,,,,западный,10,,11.9,3,,,,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,11.0,,,,,,,,,,,10,745,,,4.4,,87.5,,True,,юго-западный,10,,,3,,,,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,,,10,747,,,4.6,,82.6,,True,,юго-западный,10,,,3,,,,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,True,,10,747,,,3.6,,82.5,,,,юго-западный,10,,,2,,,,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,2,,,,11,,,,,10,748,,,3.4,,85.5,3.4,True,,юго-западный,9,,,3,,,,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,,,,,10,749,,,5.4,,72.7,3.0,,,западный,10,,,3,,,,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,True,,,,,,10,750,,,6.4,,74.5,,,,северо-западный,9,,,2,,,,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,True,,,,,,10,751,,,8.8,,52.8,,,,западный,9,,,2,,,,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,0.5,,,,,,,,,10,752,,,9.5,,52.6,,True,,западный,7,,10.3,2,,,,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,,,,,,10,753,,,3.9,,81.9,,,,западный,2,,,1,,,,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,1.6,,91.7,,,,юго-западный,0,,,1,,,,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,2.0,,89.8,,,,юго-западный,0,,,1,,,,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,0,,,,0.5,,,,,10,755,,,5.2,,78.7,1.2,,,юго-западный,4,,,2,,,,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,,,,,,,,10,756,,,9.8,,59.5,,,,западный,9,,,3,,,,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,11.6,,47.4,,,,юго-западный,9,,,5,,,,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,10.0,,,,,,,,,,True,10,756,,,10.2,,56.3,,,,юго-западный,10,,,4,,,,
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,10,755,,,10.4,,54.4,,True,,юго-западный,9,,12.4,3,,,,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,,,,,,,10,753,,,9.2,,62.4,,,,южный,7,,,2,,,,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,,,10,753,,,9.9,,56.3,,,,юго-западный,7,,,3,,,,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,10.2,,58.8,,,,юго-западный,7,,,3,,,,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,10,751,,,10.8,,60.2,9.2,,,юго-западный,4,,,4,,,,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,11.0,,,,,,,,,,,10,751,,,17.6,,43.1,,,,западный,4,,,5,,,,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,12.0,,,,,,,,,,,10,750,,,22.1,,27.5,,,,западный,5,,,5,,,,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,13.0,,,,,,,,,,,10,750,,,22.0,,28.7,,,,западный,9,,,5,,,,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,10.0,,0,,,,,,,,,10,750,,,21.8,,35.1,,,,западный,9,,22.8,2,,,,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,,,,,,,,,10,750,,,17.2,,56.9,,,,северный,9,,,1,,,,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,,,10,751,,,12.8,,80.3,,True,,,7,,,0,,,,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,,,10,751,,,11.4,,94.2,,True,,,7,,,0,,,,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,0.7,,,,0.7,,,,,10,752,,,11.1,,96.1,10.8,True,,северо-восточный,7,,,1,,,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,,,,,,,,10,753,,,15.4,,71.6,,,,северо-восточный,2,,,1,,,,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,,10,752,,,18.3,,37.1,,,,восточный,2,,,3,,,,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,,,10,751,,,20.3,,22.3,,,,восточный,1,,,2,,,,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,0,,,,,,,,,10,751,,,20.3,,20.9,,,,северо-восточный,0,,20.9,2,,,,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,,,,,,10,751,,,14.6,,33.7,,,,северный,0,,,1,,,,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,12.0,,47.2,,,,восточный,0,,,1,,,,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,5.4,,77.6,,,,,0,,,0,,,,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,0,,,,0,,,,,10,752,,,7.0,,84.7,5.0,,,северный,0,,,1,,,,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,,,,,10,752,,,15.9,,39.4,,,,северо-восточный,0,,,2,,,,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,10.0,,,,,,,,,,,10,751,,,20.9,,27.6,,,,северо-восточный,0,,,4,,,,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,11.0,,,,,,,,,,,10,750,,,23.4,,24.5,,,,северо-восточный,0,,,3,,,,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,0,,,,,,,,,10,749,,,23.2,,25.4,,,,северо-восточный,0,,23.9,3,,,,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,,,,,,,,10,749,,,18.2,,38.4,,,,северный,0,,,2,,,,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,,,10,749,,,13.9,,53.1,,,,северо-восточный,0,,,1,,,,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,,10,749,,,13.2,,54.0,,,,северо-восточный,0,,,2,,,,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,0,,,,0,,,,,10,749,,,12.5,,59.8,10.2,,,северо-восточный,0,,,2,,,,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,,,,,,10,749,,,19.3,,27.5,,,,северо-восточный,0,,,3,,,,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,,,10,748,,,24.5,,17.7,,,,северо-восточный,0,,,3,,,,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,,,10,747,,,27.3,,15.0,,,,северо-восточный,0,,,3,,,,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,0,,,,,,,,,10,746,,,27.7,,15.7,,,,северо-восточный,0,,28.2,1,,,,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,,,,,,,,,10,746,,,16.9,,46.0,,,,северо-восточный,0,,,1,,,,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,,,10,746,,,14.0,,49.5,,,,восточный,0,,,1,,,,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,,10,745,,,15.4,,45.9,,,,восточный,4,,,1,,,,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,0,,,,0,,,,,10,745,,,16.1,,46.1,12.7,,,юго-восточный,6,,,1,,,,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,,,,,10,745,,,23.5,,32.1,,,,южный,10,,,2,,,,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,,,10,745,,,25.3,,39.1,,,,северо-восточный,10,,,1,,,,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,,10,744,,,26.4,,42.6,,,,северо-восточный,10,,,2,,,,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,0,,,,,,,,,10,743,,,27.2,,31.6,,,,восточный,10,,27.5,1,,,,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,,,,,,,10,743,,,22.6,,37.5,,,,южный,10,,,1,,,,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,,10,743,,,20.3,,39.8,,,,западный,6,,,1,,,,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,,10,743,,,15.6,,61.4,,,,,10,,,0,,,,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,0,,,,0,,,,,10,743,,,17.2,,58.9,15.3,,,восточный,7,,,1,,,,
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,,,,,10,743,,,22.7,,40.2,,,,северный,4,,,2,,,,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,,10,743,,,27.7,,25.9,,,,северный,1,,,2,,,,
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,,10,742,,,29.6,,18.9,,,,восточный,4,,,1,,,,
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,0,,,,,,,,,10,742,,,27.5,,24.9,,,,северный,5,,29.7,1,,,,
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,,,,,,,,,10,742,,,19.6,,47.7,,,,северный,4,,,1,,,,
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,,10,742,,,14.2,,69.0,,,,,0,,,0,,,,
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,,10,742,,,11.3,,78.5,,,,,0,,,0,,,,
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,0,,,,0,,,,,10,742,,,13.7,,78.9,10.4,,,западный,0,,,1,,,,
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,,,,,,,,,10,742,,,22.9,,44.0,,,,северный,0,,,1,,,,
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,,,10,742,,,28.8,,22.0,,,,восточный,4,,,1,,,,
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,,,10,740,,,29.6,,20.3,,,,северо-западный,7,,,1,,,,
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,,0,,,,,,,,,10,739,,,28.7,,22.6,,,,западный,4,,30.1,1,,,,
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,,,,,,,,,,,10,739,,,21.3,,39.3,,,,западный,6,,,1,,,,
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,,,,,10,739,,,20.9,,45.2,,,,западный,0,,,1,,,,
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,,,,10,739,,,18.7,,49.4,,,,западный,0,,,2,,,,
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,0,,,,0,,,,,10,739,,,17.4,,59.0,15.3,,,юго-западный,6,,,1,,,,
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,,,,,,,,,,10,740,,,22.1,,58.2,,,,западный,5,,,2,,,,
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,,,,,10,740,,,28.3,,35.5,,,,западный,4,,,2,,,,
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,,,,10,740,,,28.1,,32.9,,,,северо-западный,2,,,2,,,,
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,,0,,,,,,,,,10,741,,,26.1,,33.5,,,,северный,0,,28.4,2,,,,
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,,,,,,,,,,,10,742,,,20.1,,44.4,,,,северо-восточный,0,,,1,,,,
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,,,,10,742,,,14.9,,55.6,,,,северо-восточный,0,,,2,,,,
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,,,,10,742,,,11.4,,67.0,,,,северо-восточный,0,,,1,,,,
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,,0,,,,0,,,,,10,742,,,11.2,,67.0,9.9,,,восточный,0,,,1,,,,
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,,,,,,,,,,,10,742,,,17.9,,47.9,,,,северо-восточный,2,,,2,,,,
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,,,,,,,,,,,,10,741,,,23.5,,38.3,,,,северо-восточный,5,,,2,,,,
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,,,,,,,,,,,10,740,,,25.7,,27.5,,,,северо-восточный,7,,,2,,,,
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,,,0,,,,,,,,,10,740,,,26.3,,28.3,,,,восточный,7,,27.5,2,,,,
