timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь со снегом,Ливневый дождь,Снежная крупа (возможно с дождем) умеренная или сильная,Количество облаков уменьшилось,Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1587362400,"Понедельник, 20 апреля
06:00 (UTC)",,5.0,,,,,,,,,,,71.5,,True,,восточный,,,,2,,,,,,,,,,,,20.0,749,,,4.6,,,,10.0,
1587373200,"Понедельник, 20 апреля
09:00 (UTC)",,8.0,,,,,True,,,,,,76.8,,,,юго-западный,,,,2,,,,,,,,,,,,4.0,749,,,3.9,,,,10.0,
1587384000,"Понедельник, 20 апреля
12:00 (UTC)",,6.0,,,,,,,,,,,56.7,,,,восточный,,,,3,,,,,,,,,,,,20.0,749,,,8.4,,,True,10.0,
1587394800,"Понедельник, 20 апреля
15:00 (UTC)",,8.0,,,,,,,,,,,68.3,,,,юго-восточный,,,9.0,3,,,,2,,,,,,,,4.0,749,True,,6.0,,,,10.0,
1587405600,"Понедельник, 20 апреля
18:00 (UTC)",,4.0,,,,,,,,,,,81.4,,,,северо-восточный,,,,1,,,,,,,,,,,,20.0,749,,,4.3,,,True,10.0,
1587416400,"Понедельник, 20 апреля
21:00 (UTC)",,3.0,,,,,,,,,,,77.4,,,,восточный,,,,2,,,,,,,,,,,,20.0,749,,,4.0,,,True,10.0,
1587427200,"Вторник, 21 апреля
00:00 (UTC)",,4.0,,,,,,,,,,,78.8,,,,восточный,,,,2,,,,,,,,,,,,20.0,749,,,2.3,,,True,2.0,
1587438000,"Вторник, 21 апреля
03:00 (UTC)",,4.0,,,,,,,,,,,75.4,,,0.9,восточный,,,,2,,,,1,,,3,,,,,20.0,749,,,2.3,,,,10.0,
1587448800,"Вторник, 21 апреля
06:00 (UTC)",,6.0,,,,,,,,,,,48.7,,,,северо-восточный,,,,3,,,,,,,,,,,,20.0,748,,,8.8,,,,9.0,
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,9.0,,,,,,,,,,,36.5,,,,северо-восточный,,,,4,,,,,,,,,,,,20.0,747,,,10.1,,,,10.0,
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,9.0,,,,,,,,,,,32.0,,,,северо-восточный,,,,4,,,,,,,,,,,,20.0,745,,,9.7,,,,10.0,
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,12.0,,,,,,,,,,,32.8,,,,северо-восточный,,,10.1,3,,,,0,,,,,,,,20.0,742,,,9.0,,,,10.0,
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,11.0,,,,,,,,,,,57.3,,,,северо-восточный,,,,4,,,,,,,,,,,,20.0,741,,,6.0,,,,10.0,
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,13.0,,,,,,,,,,,86.6,,,,северный,,,,5,,,,,,,,,,,,4.0,737,True,,2.6,,,,10.0,
1587513600,"Среда, 22 апреля
00:00 (UTC)",,12.0,,,,,,,,,,,89.1,,,,северный,,,,3,,,,,,,,,,,,4.0,734,True,,1.4,,,,10.0,
1587524400,"Среда, 22 апреля
03:00 (UTC)",,9.0,,,,,,,,,,,89.7,,,0.8,северный,,,,3,,,,13,,,13,,,,,10.0,732,,,0.8,,True,,10.0,
1587535200,"Среда, 22 апреля
06:00 (UTC)",,9.0,,,,,,,,,,,88.4,,,,северный,,,,4,,,True,,,,,,,,,2.0,731,,,1.1,,,,10.0,
1587546000,"Среда, 22 апреля
09:00 (UTC)",,11.0,,,,,,,True,,,,86.5,,,,северный,,,,4,,,,,,,,,,,,4.0,731,,,1.1,,,,10.0,
1587556800,"Среда, 22 апреля
12:00 (UTC)",,13.0,,,,,True,,,,,,87.0,,,,северный,,,,4,,,,,,,,,,,,2.0,732,,,0.2,,,,10.0,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,13.0,,,,,,,,,,,88.9,,,,северный,,,1.5,5,,True,,4,,,,,,,,1.0,733,,,-0.3,,,,10.0,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,13.0,,,,,,,,,,,80.0,,,,северо-западный,,,,3,,,,,,,,,,,,10.0,733,,,-1.1,,True,,10.0,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,9.0,,,,,,,,,,,66.1,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,733,,,-1.5,,,True,6.0,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,5.0,,,,,,,,,,,77.4,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,733,,,-2.5,,,True,9.0,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,6.0,,,,,,,,,,,71.2,,,-2.7,северо-западный,,,,2,,,,0.8,2.0,,5,,,,,20.0,734,,,-2.5,,,,9.0,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,8.0,,,,,,,,,,,56.2,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,734,,,-1.3,,,,9.0,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,8.0,,,,,,,,,,,55.4,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,735,,,0.4,,,True,7.0,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,9.0,,,,,,,,,,,60.3,,,,западный,,,,2,,,,,,,,,,,,10.0,736,,,-1.1,,,,9.0,True
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,8.0,,,,,,,,,,,73.5,,,,,,,1.1,0,,,,0.1,,,,,,,,20.0,736,,,-1.9,,,True,7.0,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,7.0,,,,,,,,,,,84.1,,,,западный,,,,2,,,,,,,,,,,,20.0,736,,,-3.3,,,True,10.0,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,5.0,,,,,,,,,,,84.0,,,,западный,,,,2,,,,,,,,,,,,20.0,736,,,-4.0,,,,10.0,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,5.0,,,,,,,,,,,80.2,,,,западный,,True,,2,,,,,,,,,,,,10.0,736,,,-4.1,,,,10.0,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,5.0,,,,,,,,,,,76.7,,,-5.1,западный,,,,2,,,,0.6,1.0,,0.7,,,,,20.0,736,,,-3.6,,,True,7.0,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,6.0,,,,,,,,,,,56.2,,,,западный,,,,3,,,,,,,,,,,,20.0,736,,,-1.4,,,True,10.0,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,9.0,,,True,,,,,,,,57.1,,,,юго-западный,,,,4,,,,,,,,,,,,20.0,736,,,-1.3,,,,9.0,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,9.0,,,,,,,,,,,56.2,,,,западный,,,,4,,,,,,,,,,,True,20.0,737,,,0.4,,,,7.0,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,8.0,,,,,,,,,,,47.4,,,,юго-западный,,,2.5,3,,,,0.1,,,,,,,,20.0,737,,,0.5,,,True,7.0,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,7.0,,,,,,,,,,,69.6,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,737,,,-2.1,,,True,6.0,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,4.0,,,,,,,,,,,72.2,,,,южный,,,,1,,,,,,,,,,,,20.0,737,,,-3.0,,,,0.0,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,4.0,,,,,,,,,,,69.4,,,,южный,,,,2,,,,,,,,,,,,20.0,736,,,-3.0,,,,2.0,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,7.0,,,,,,,,,,,62.1,,,-3.1,южный,,,,3,,,,0,,,0.1,,,,,20.0,735,,,-1.5,,,,10.0,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,9.0,,,,,,,,,,,88.8,,,,юго-восточный,,,,3,,,,,,,,,,,,4.0,733,,True,-1.4,,,,10.0,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,9.0,,,,,,,,,,,82.6,,,,юго-восточный,,,,2,,,,,,,,,,,,10.0,732,,,-0.3,,True,,10.0,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,5.0,,,,,,,,,,,84.1,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,733,,,1.7,,,True,10.0,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,6.0,,,,,,,,,,,67.7,,,,юго-западный,,,3.4,1,,,,1,,,,,,,,20.0,734,,,3.4,,,,9.0,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,3.0,,,,,,,,,,,81.4,,,,,,,,0,,,,,,,,,,,,20.0,735,,,-0.3,,,,2.0,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,4.0,,,,,,,,True,,,82.7,,,,юго-восточный,,,,1,,,,,,,,,,,,10.0,735,,,0.8,,,,10.0,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,5.0,True,,,,,,,,,,90.3,,,,юго-восточный,,,,2,,,,,,,,,,,,10.0,735,,,0.6,,,,10.0,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,3.0,,,,,,,,,,,91.7,,,-0.8,юго-западный,,,,1,,,,4,1.0,,6,,,,,4.0,734,,True,0.7,,,,10.0,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,5.0,,,,,,,,,,,75.0,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,736,,,3.3,,,True,6.0,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,7.0,,,,,,,,,,,56.9,,,,западный,,,,2,,,,,,,,,,,,20.0,737,,,5.9,,,,7.0,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,7.0,,,,,,,,,,,39.4,,,,западный,,,,2,,,,,,,,,,,,20.0,738,,,7.3,,,,10.0,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,6.0,,,,,,,,,,,44.3,,,,южный,,,7.6,1,,,,менее 0.1,,,,,,,,20.0,738,,,6.8,,,,10.0,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,5.0,,,,,,,,,,,68.8,,,,южный,,,,1,,,,,,,,,,,,20.0,739,,,3.7,,,,10.0,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,3.0,,,,,,,,,,,82.3,,,,южный,,,,1,,,,,,,,,,,,20.0,740,,,1.8,,,,6.0,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,4.0,,,,,,,,,,,88.4,,,,восточный,,,,1,,,,,,,,,,,,20.0,740,,,0.9,,,,9.0,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,2.0,,,,,,,,,,,89.8,,,-0.5,восточный,,,,1,,,,0,,,менее 0.1,,,,,20.0,740,,,1.9,,,,9.0,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,5.0,,,,,,,,,,,70.0,,,,восточный,,,,2,,,,,,,,,,,,20.0,740,,,4.5,,,,9.0,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,6.0,,,,,,,,,,,52.8,,,,восточный,,,,3,,,,,,,,,,,,20.0,739,,,7.4,,,,9.0,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,6.0,,,,,,,,,,,59.4,,,,юго-восточный,,,,2,,,,,,,,,,,,20.0,739,,,7.5,,,,9.0,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,6.0,,,,,,,,,,,65.8,,,,восточный,,,7.9,2,,,,0,,,,,,,,20.0,738,,,5.8,,,,10.0,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,5.0,,,,,,,,,,,78.5,,,,восточный,,,,1,,,,,,,,,,,,20.0,739,,,3.8,,,,10.0,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,5.0,,,,,,,,,,,81.2,,,,северный,,,,2,,,,,,,,,,,,20.0,737,,,3.1,,,,10.0,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,4.0,,,,,,,,,,,84.8,,,,северо-восточный,,,,2,True,,,,,,,,,,,20.0,736,,,2.3,,,,10.0,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,6.0,,,,,,,,,,,88.5,,,1.8,северо-восточный,,,,2,,,,1,,,1,,,,,4.0,735,True,,1.8,,,,10.0,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,5.0,,,,,,,,,,,87.9,,,,северо-восточный,,,,2,,,,,,,,,True,,,10.0,734,,,2.1,,,,10.0,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,5.0,,,,,,,,,,,89.2,,,,северный,,,,2,,,,,,,,,,,,4.0,734,True,,2.2,,,,10.0,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,8.0,,,,,,,,True,,,89.1,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,734,,,1.8,,,,10.0,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,8.0,,,,,,,,,,,89.1,,,,северо-западный,,,2.6,2,,,True,4,,,,,,,,4.0,735,,,1.3,,,,10.0,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,7.0,,,,,,,,,,,92.3,,,,северо-западный,,,,1,,True,,,,,,,,,,1.0,735,,,0.4,,,,10.0,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,5.0,,,,,,,,,,,92.3,,,,северо-западный,,,,2,,True,,,,,,,,,,1.0,735,,,0.4,,,,10.0,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,6.0,,,,,,,,,,,93.0,,,,северо-западный,,,,2,,,,,,,,,,,,4.0,736,,,0.8,,,,10.0,True
1588129200,"Среда, 29 апреля
03:00 (UTC)",,6.0,,,,True,,,,,,,89.8,,,0.4,северо-западный,,,,2,,,,16,3.0,,20,,,,,20.0,736,,,1.7,,,,10.0,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,6.0,,,,,,,,,,,81.8,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,738,,,3.0,,,True,10.0,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,6.0,,,,,,,,,,,50.8,,,,западный,,,,2,,,,,,,,,,,,20.0,738,,,8.3,,,,7.0,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,6.0,,,,,,,,,,,32.7,,,,западный,,,,2,,,,,,,,,,,,20.0,737,,,10.3,,,,7.0,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,9.0,,,,,,,,,,,41.4,,,,южный,,,10.5,4,,,,0,,,,,,,,20.0,736,,,8.8,,,,10.0,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,9.0,,,,,,,,,,,87.4,,,,восточный,,,,3,,,,,,,,,True,,,10.0,735,,,3.7,,,,10.0,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,7.0,,,,,,,,,,,89.3,,,,восточный,,,,2,,,,,,,,,True,,,10.0,733,,,4.4,,,,10.0,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,3.0,,,,,,,,,,,90.6,,,,южный,,,,1,,,,,,,,,True,,,10.0,733,,,4.9,,,,10.0,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,6.0,,,,,,,,,,,86.3,,,3.7,юго-западный,,,,2,,,,4,,,4,,,,,20.0,734,,,4.9,,,True,10.0,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,6.0,,,,,,,,,,,81.0,,,,юго-западный,,,,2,,,,,,,,,True,,,10.0,735,,,5.8,,,,10.0,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,8.0,,,,,,,,,,,85.6,,,,юго-западный,,,,3,,,,,,,,,True,,,10.0,735,,,4.1,,,,10.0,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,11.0,,,,,,,,,,,79.8,,,,западный,,,,4,,,,,,,,,True,,,10.0,737,,,5.1,,,,10.0,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,9.0,,,,,,,,,,,79.2,,,,северо-западный,,,5.9,2,,,,3,,,,,True,,,10.0,739,,,5.0,,,,7.0,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,7.0,,,,,,,,,,,78.9,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,742,,,3.0,,,True,7.0,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,6.0,,,,,,,,,,,84.8,,,,западный,,,,2,,,,,,,,,,,,20.0,744,,,2.3,,,,4.0,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,6.0,,,,,,,,,,,89.0,,,,западный,,,,2,,,,,,,,,,,,20.0,745,,,0.7,,,,9.0,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,6.0,,,,,,,,,,,87.7,,,0.2,западный,,,,3,,,,менее 0.1,,,3,,,,,20.0,747,,,0.7,,,,10.0,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,6.0,,,,,,,,,,,66.2,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,748,,,1.3,,,True,10.0,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,6.0,,,,,,,,,,,56.5,,,,западный,,,,2,,,,,,,,,,,,20.0,748,,,2.9,,,,10.0,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,5.0,,,,,,,,,,,47.4,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,748,,,5.3,,,,9.0,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,5.0,,,,,,,,,,,49.8,,,,северо-западный,,,5.5,1,,,,менее 0.1,,,,,,,,20.0,748,,,4.9,,,,9.0,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,2.0,,,,,,,,,,,71.6,,,,,,,,0,,,,,,,,,,,,20.0,748,,,2.5,,,,9.0,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,5.0,,,,,,,,,,,57.5,,,,северный,,,,2,,,,,,,,,,,,20.0,748,,,1.9,,,,9.0,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,5.0,,,,,,,,,,,65.1,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,749,,,0.8,,,,7.0,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,3.0,,,,,,,,,,,65.7,,,0.3,северо-западный,,,,1,,,,0,,,менее 0.1,,,,,20.0,750,,,1.2,,,,10.0,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,4.0,,,,,,,,,,,63.2,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,751,,,2.7,,,,10.0,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,5.0,,,,,,,,,,,46.6,,,,северо-западный,,,,2,,,,,,,,,,,,20.0,751,,,5.3,,,,10.0,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,6.0,,,,,,,,,,,39.6,,,,северо-западный,,,,1,,,,,,,,,,,,20.0,751,,,7.9,,,,6.0,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,5.0,,,,,,,,,,,34.4,,,,северо-западный,,,8.8,1,,,,0,,,,,,,,20.0,750,,,8.4,,,,0.0,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,3.0,,,,,,,,,,,45.0,,,,северный,,,,1,,,,,,,,,,,,20.0,751,,,4.6,,,,0.0,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,5.0,,,,,,,,,,,62.9,,,,юго-восточный,,,,2,,,,,,,,,,,,20.0,752,,,1.6,,,,0.0,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,4.0,,,,,,,,,,,71.0,,,,юго-восточный,,,,1,,,,,,,,,,,,20.0,752,,,-0.8,,,,2.0,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,3.0,,,,,,,,,,,57.7,,,-1.0,юго-восточный,,,,2,,,,0,,,0,,,,,20.0,753,,,2.6,,,,7.0,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,4.0,,,,,,,,,,,41.5,,,,южный,,,,2,,,,,,,,,,,,20.0,753,,,9.3,,,,7.0,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,5.0,,,,,,,,,,,29.0,,,,южный,,,,2,,,,,,,,,,,,20.0,753,,,12.8,,,,6.0,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,6.0,,,,,,,,,,,25.5,,,,южный,,,,3,,,,,,,,,,,,20.0,752,,,15.1,,,,7.0,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,6.0,,,,,,,,,,,25.4,,,,южный,,,15.3,3,,,,0,,,,,,,,20.0,751,,,14.7,,,,1.0,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,4.0,,,,,,,,,,,40.6,,,,южный,,,,1,,,,,,,,,,,,20.0,751,,,9.1,,,,2.0,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,3.0,,,,,,,,,,,45.4,,,,южный,,,,2,,,,,,,,,,,,20.0,751,,,7.1,,,,4.0,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,4.0,,,,,,,,,,,45.1,,,,южный,,,,1,,,,,,,,,,,,20.0,751,,,8.4,,,,10.0,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,5.0,,,,,,,,,,,40.0,,,7.0,южный,,,,2,,,,0,,,0,,,,,20.0,751,,,10.2,,,,10.0,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,6.0,,,,True,,,,,,,52.3,,,,юго-восточный,,,,4,,,,,,,,,,,,20.0,751,,,12.5,,,,7.0,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,6.0,,,,,,,,,,,30.1,,,,южный,,,,3,,,,,,,,,,,,20.0,751,,,21.0,,,,6.0,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,8.0,,,,,,,,,,,24.1,,,,юго-западный,,,,3,,,,,,,,,,,,20.0,750,,,23.7,,,,2.0,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,8.0,,,,,,,,,,,28.6,,,,юго-западный,,,24.1,2,,,,менее 0.1,,,,,,,,20.0,750,,,21.8,,,,7.0,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,5.0,,,,,,,,,,,37.4,,,,западный,,,,2,,,,,,,,,,,,20.0,751,,,17.6,,,,6.0,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,4.0,,,,,,,,,,,39.9,,,,юго-западный,,,,1,,,,,,,,,,,,20.0,751,,,15.9,,,,9.0,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,4.0,,,,,,,,,,,37.9,,,,южный,,,,2,,,,,,,,,,,,20.0,751,,,13.8,,,,10.0,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,6.0,,,,,,,,,,,33.6,,,12.7,южный,,,,3,,,,0,,,менее 0.1,,,,,20.0,751,,,14.2,,,,10.0,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,7.0,,,,,,,,,,,19.2,,,,южный,,,,3,,,,,,,,,,,,20.0,750,,,20.7,,,,9.0,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,6.0,,,,,,,,,,,12.1,,,,южный,,,,3,,,,,,,,,,,,20.0,750,,,24.4,,,,2.0,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,9.0,,,,,,,,,,,17.1,,,,юго-западный,,,,3,,,,,,,,,,,,20.0,749,,,26.8,,,,5.0,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,8.0,,,,,,,,,,,22.2,,,,южный,,,27.0,2,,,,0,,,,,,,,20.0,748,,,25.4,,,,4.0,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,6.0,,,,,,,,,,,31.6,,,,южный,,,,3,,,,,,,,,,,,20.0,748,,,20.3,,,,1.0,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,7.0,,,,,,,,,,,38.2,,,,южный,,,,2,,,,,,,,,,,,20.0,749,,,17.4,,,,0.0,
1588723200,"Среда, 6 мая
00:00 (UTC)",,5.0,,,,,,,,,,,40.4,,,,южный,,,,2,,,,,,,,,,,,20.0,748,,,14.4,,,,1.0,
1588734000,"Среда, 6 мая
03:00 (UTC)",,7.0,,,,,,,,,,,32.5,,,13.8,южный,,,,2,,,,0,,,0,,,,,20.0,748,,,16.4,,,,1.0,
1588744800,"Среда, 6 мая
06:00 (UTC)",,8.0,,,,,,,,,,,20.9,,,,южный,,,,4,,,,,,,,,,,,20.0,748,,,22.6,,,,1.0,
1588755600,"Среда, 6 мая
09:00 (UTC)",,11.0,,,,,,,,,,,15.2,,,,южный,,,,4,,,,,,,,,,,,20.0,747,,,25.8,,,,0.0,
1588766400,"Среда, 6 мая
12:00 (UTC)",,13.0,,,,,,,,,,,13.6,,,,южный,,,,4,,,,,,,,,,,,20.0,746,,,25.8,,,,6.0,
1588777200,"Среда, 6 мая
15:00 (UTC)",,12.0,,,,,,,,,,,17.9,,,,южный,,,26.2,5,,,,0,,,,,,,,20.0,745,,,22.2,,,,7.0,
1588788000,"Среда, 6 мая
18:00 (UTC)",,12.0,,,,,,,,,,,24.0,,,,южный,,,,3,,,,,,,,,,,,20.0,745,,,18.3,,,,7.0,
1588798800,"Среда, 6 мая
21:00 (UTC)",,8.0,,,,,,,,,,,40.0,,,,южный,,,,3,,,,,,,,,,,,20.0,745,,,16.1,,,,6.0,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,7.0,,,,,,,,,,,44.4,,,,юго-восточный,,,,3,,,,,,,,,,,,20.0,744,,,13.8,,,,7.0,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,7.0,,,,,,,,,,,42.0,,,13.2,южный,,,,3,,,,0,,,0,,,,,20.0,743,,,14.9,,,,10.0,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,8.0,,,,,,,,,,,35.3,,,,южный,,,,4,,,,,,,,,,,,20.0,743,,,19.3,,,,10.0,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,10.0,,,,,,,,,,,41.4,,,,южный,,,,4,,,,,,,,,,,,20.0,743,,,21.9,,,,10.0,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,11.0,,,,,,,,,,,43.3,,,,юго-западный,,,,2,,,,,,,,,,,,20.0,743,,,20.6,,,,10.0,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,8.0,,,,,,,,,,,44.3,,,,южный,,,23.6,2,,,,0,,,,,,,,20.0,743,,,19.7,,,,10.0,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,5.0,,,,,,,,,,,39.6,,,,южный,,,,3,,,,,,,,,,,,20.0,743,,,18.5,,,,10.0,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,10.0,,,,,,,,,,,82.1,,,,южный,,,,2,,,,,,,,,True,,,10.0,743,,,14.0,,,,10.0,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,7.0,,,,,,,,,,,86.0,,,,юго-восточный,,,,2,,,,,,,,,True,,,10.0,742,,,13.5,,,,10.0,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,7.0,,,,,,,,,,,87.1,,,13.1,южный,,,,2,,,,3,,,3,,True,,,10.0,742,,,13.1,,,,10.0,
