timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь со снегом слабый,"Высота снежного покрова, см",Ливневый дождь со снегом,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,1.2,,53.5,,-3.1,,западный,6.0,,,,2
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,,742,,,2.3,,33.3,,,,западный,7.0,,,,3
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,2.7,,38.6,,,,западный,9.0,,,,3
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,743,,,2.7,,38.9,,,,западный,9.0,,,3.7,2
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,0.1,,53.6,,,,юго-восточный,0.0,,,,1
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,-0.3,,80.8,,,,юго-восточный,10.0,,,,2
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,,,,741,,,0.7,,67.6,,,,юго-восточный,,,,,2
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,0,,,,,0,,True,10.0,,738,,,2.1,,75.9,,-0.8,,юго-восточный,10.0,,,,3
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,,737,,,6.7,,68.4,,-0.8,True,южный,10.0,,,,1
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,,736,,,10.4,,57.6,,,,юго-западный,10.0,,,,3
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,,738,,,10.2,,70.6,,,True,западный,7.0,,,,2
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,0.3,,,,,,,,10.0,,739,,,11.6,,51.7,,,,западный,9.0,,,12.6,3
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,8.3,,66.4,,,,восточный,6.0,,,,1
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,,739,,,7.8,,69.1,,,,юго-восточный,0.0,,,,2
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,,738,,,10.6,,51.4,,,,южный,10.0,,,,1
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,0,,,,,0.3,,,10.0,,740,,,11.7,,50.6,,6.6,,юго-западный,7.0,,,,2
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",True,,,,,,,,,,,,10.0,,740,,,12.4,,54.2,,,,юго-восточный,10.0,,,,1
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,True,,10.0,,741,,,7.2,,99.3,,,,восточный,10.0,,,,1
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,,741,,,11.5,,75.9,,,True,северо-восточный,10.0,,,,1
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,3,,,,,,,,10.0,,742,,,8.4,,88.4,,,True,северный,10.0,,,13.1,2
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,,741,,,9.5,,77.7,,,,восточный,10.0,,,,1
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,,741,,,9.3,,69.4,,,,восточный,9.0,,,,1
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,,741,,,8.1,,65.8,,,,восточный,9.0,,,,1
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,0,,,,,3,,,10.0,,741,,,7.6,,70.1,,6.2,,,9.0,,,,0
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,,741,,,13.3,,45.9,,,,юго-западный,7.0,,,,2
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,,741,,,14.7,,46.6,,,,западный,9.0,,,,3
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,15.2,,48.4,,,,западный,9.0,,,,2
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,0,,,,,,,,10.0,,740,,,11.5,,63.4,,,True,северный,9.0,,,16.1,1
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,10.8,,72.2,,,True,восточный,9.0,,,,2
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,,739,,,8.6,,84.9,,,,,4.0,,,,0
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,True,10.0,,737,,,8.8,,76.0,,,,юго-восточный,10.0,,,,2
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,737,,,8.2,,81.4,,7.3,,восточный,5.0,,,,1
1588053600,"Вторник, 28 апреля
06:00 (UTC)",True,,,,,,,,,,,,10.0,,736,,,9.3,,85.5,,,,западный,10.0,,,,2
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,,737,,,6.8,,92.1,,,True,западный,10.0,,,,3
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,,738,,,5.0,,75.9,,,True,северо-западный,10.0,,,,4
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,11.0,,0.5,,,,,,,,10.0,,740,,,4.6,,86.9,,,,западный,10.0,,,10.2,4
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,True,,10.0,,742,,,4.3,,86.2,,,,северо-западный,7.0,,,,3
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,,742,,,3.0,,92.5,,,True,юго-западный,4.0,,,,2
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,3.7,,72.4,,,,западный,0.0,,,,3
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,0.8,,,,,1,,,10.0,,744,,,3.7,,66.3,,2.5,,западный,0.0,,,,3
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,7.4,,48.0,,,,западный,0.0,,,,4
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,,744,,,10.9,,33.4,,,,западный,2.0,,,,3
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,11.7,,35.7,,,,юго-западный,10.0,,,,3
1588172400,"Среда, 29 апреля
15:00 (UTC)",True,,,,0,,,,,,,,10.0,,741,,,11.3,,49.8,,,,юго-восточный,10.0,,,12.4,2
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,10.0,,,,,,,,True,,10.0,,740,,,9.1,,97.3,,,,западный,10.0,,,,2
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,,739,,,8.7,,94.7,,,True,юго-западный,9.0,,,,4
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,7.5,,97.3,,,True,западный,2.0,,,,1
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,7,,,,,7,,,10.0,,741,,,7.9,,90.9,,6.9,,юго-западный,0.0,,,,2
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,,742,,,10.6,,58.1,,,,западный,9.0,,,,4
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,13.0,,,,,,,,,,10.0,,742,,,12.2,,47.9,,,,западный,7.0,,,,5
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,15.0,,,,,,,,,,10.0,,745,,,9.6,,46.2,,,,западный,7.0,,,,6
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,15.0,,0,,,,,,,,10.0,,747,,,9.1,,46.7,,,,западный,6.0,,,12.5,6
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,10.0,,,,,,,,,,10.0,,748,,,7.5,,54.8,,,,западный,2.0,,,,3
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,5.9,,61.6,,,,северо-западный,9.0,,,,2
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,5.6,,63.9,,,,северо-восточный,10.0,,,,1
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,True,0,,,,,0,,,10.0,,752,,,5.1,,74.3,,5.1,,,10.0,,,,0
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,6.0,,74.4,,,True,северо-западный,10.0,,,,2
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,8.1,,62.2,,,,северный,10.0,,,,1
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,9.1,,57.7,,,,северный,10.0,,,,2
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,2,,,,,,True,,10.0,,750,,,5.4,,94.6,,,,северный,10.0,,,9.6,2
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,4.5,,97.2,,,True,северо-восточный,10.0,,,,2
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,4.6,,93.9,,,,северный,10.0,,,,1
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,3.1,,91.2,,,,северо-восточный,0.0,,,,2
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,4,,,,,7,,,10.0,,753,,,4.1,,66.4,,2.5,,северо-восточный,0.0,,,,1
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,7.4,,40.1,,,,восточный,0.0,,,,3
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,9.4,,38.6,,,,северный,0.0,,,,3
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,11.8,,31.9,,,,северный,0.0,,,,2
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,0,,,,,,,,10.0,,753,,,11.6,,33.1,,,,восточный,0.0,,,12.6,1
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,8.7,,43.3,,,,восточный,0.0,,,,1
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,6.6,,50.7,,,,восточный,0.0,,,,1
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,2.8,,71.7,,,,,2.0,,,,0
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,756,,,5.8,,52.8,,2.6,,восточный,2.0,,,,2
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,757,,,10.5,,36.9,,,,восточный,2.0,,,,3
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,13.5,,30.1,,,,восточный,5.0,,,,2
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,15.7,,27.7,,,,юго-восточный,2.0,,,,2
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,0,,,,,,,,10.0,,755,,,15.2,,20.5,,,,юго-восточный,2.0,,,16.1,1
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,12.2,,29.5,,,,восточный,1.0,,,,1
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,10.0,,37.9,,,,восточный,0.0,,,,1
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,8.9,,45.6,,,,восточный,0.0,,,,2
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,756,,,10.5,,44.4,,8.3,,юго-восточный,1.0,,,,2
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,16.4,,36.8,,,,южный,4.0,,,,1
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,20.3,,25.9,,,,юго-восточный,4.0,,,,3
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,,756,,,21.0,,22.0,,,,южный,7.0,,,,2
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,0,,,,,,,,10.0,,755,,,20.6,,21.0,,,,юго-восточный,7.0,,,21.2,1
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,17.3,,27.7,,,,восточный,2.0,,,,2
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,14.9,,31.4,,,,восточный,0.0,,,,2
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,13.2,,32.6,,,,восточный,2.0,,,,1
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,755,,,15.4,,32.7,,12.9,,юго-восточный,7.0,,,,2
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,755,,,19.4,,39.8,,,,южный,2.0,,,,2
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,,755,,,25.1,,25.9,,,,южный,0.0,,,,3
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,,755,,,25.6,,25.1,,,,южный,2.0,,,,3
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,0,,,,,,,,10.0,,754,,,24.2,,21.3,,,,юго-восточный,0.0,,,25.9,2
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,17.6,,29.9,,,,восточный,0.0,,,,1
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,16.3,,31.1,,,,юго-восточный,0.0,,,,2
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,754,,,14.0,,36.9,,,,юго-восточный,0.0,,,,2
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,753,,,14.7,,39.9,,12.7,,юго-восточный,2.0,,,,2
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,753,,,18.9,,30.1,,,,южный,4.0,,,,3
1588755600,"Среда, 6 мая
09:00 (UTC)",,,10.0,,,,,,,,,,10.0,,752,,,20.8,,27.7,,,,юго-восточный,7.0,,,,4
1588766400,"Среда, 6 мая
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,,751,,,20.7,,25.6,,,,юго-восточный,9.0,,,,3
1588777200,"Среда, 6 мая
15:00 (UTC)",,,10.0,,0,,,,,,,,10.0,,751,,,17.7,,34.4,,,,южный,10.0,,,21.8,2
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,15.8,,41.6,,,,юго-восточный,7.0,,,,2
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,16.0,,43.8,,,,юго-восточный,7.0,,,,2
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,15.7,,47.6,,,,юго-восточный,10.0,,,,2
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,748,,,16.0,,41.4,,14.9,,юго-восточный,7.0,,,,2
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,19.8,,33.3,,,,юго-восточный,9.0,,,,3
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,20.8,,31.5,,,,южный,10.0,,,,1
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,,747,,,23.0,,28.8,,,,юго-восточный,10.0,,,,3
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,0.3,,,,,,True,,10.0,,747,,,19.1,,51.6,,,,южный,10.0,,,23.4,2
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,True,,10.0,,749,,,15.6,,81.3,,,,южный,10.0,,,,1
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,True,,10.0,,747,,,15.1,,78.5,,,,восточный,10.0,,,,1
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,13.6,,94.3,,,True,восточный,10.0,,,,1
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,3,,,,,3,,,10.0,,746,,,14.6,,76.9,,13.3,True,юго-восточный,10.0,,,,1
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,19.3,,62.6,,,,западный,6.0,,,,1
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,747,,,22.8,,43.6,,,,юго-восточный,2.0,,,,2
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,26.5,,28.3,,,,юго-западный,2.0,,,,1
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,0,,,,,,,,10.0,,745,,,26.6,,19.1,,,,юго-восточный,2.0,,,27.4,1
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,22.4,,25.9,,,,восточный,5.0,,,,1
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,18.7,,31.4,,,,восточный,0.0,,,,1
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,15.1,,41.1,,,,восточный,0.0,,,,2
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,746,,,16.6,,37.9,,14.7,,юго-восточный,0.0,,,,2
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,22.4,,27.6,,,,юго-восточный,0.0,,,,2
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,26.6,,14.0,,,,юго-восточный,0.0,,,,3
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,10.0,,,,,,,,,,10.0,,744,,,27.7,,16.5,,,,южный,5.0,,,,3
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,10.0,,0,,,,,,,,10.0,,743,,,25.0,,21.3,,,,восточный,7.0,,,28.1,1
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,742,,,21.2,,31.6,,,,юго-восточный,6.0,,,,1
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,19.1,,34.3,,,,восточный,4.0,,,,3
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,16.4,,42.7,,,,восточный,7.0,,,,2
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,741,,,14.7,,72.4,,14.1,,южный,7.0,,,,1
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,13.6,,68.9,,12.6,,южный,10.0,,,,2
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,14.3,,68.1,,,,южный,9.0,,,,2
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,15.8,,54.3,,,,юго-западный,7.0,,,,2
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,0,,,,,,,,10.0,,744,,,16.1,,51.5,,,,юго-восточный,5.0,,,17.2,1
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,13.4,,63.0,,,,восточный,5.0,,,,1
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,11.5,,72.8,,,,восточный,7.0,,,,1
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,10.7,,80.0,,,,восточный,2.0,,,,1
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,746,,,12.3,,72.0,,9.9,,юго-восточный,0.0,,,,1
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,15.8,,54.3,,,,южный,2.0,,,,2
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,17.0,,45.0,,,,южный,7.0,,,,1
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,18.3,,35.8,,,,юго-восточный,7.0,,,,1
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,0,,,,,,,,10.0,,745,,,18.3,,37.3,,,,южный,2.0,,,19.5,1
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,746,,,13.5,,59.2,,,,,0.0,,,,0
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,9.5,,77.7,,,,,0.0,,,,0
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,8.0,,86.0,,,,,0.0,,,,0
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,745,,,14.5,,65.0,,7.3,,,0.0,,,,0
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,745,,,17.2,,45.7,,,,западный,0.0,,,,2
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,744,,,20.5,,35.7,,,,западный,7.0,,,,3
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,,743,,,21.1,,37.6,,,,западный,6.0,,,,2
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,0,,,,,,,,10.0,,742,,,20.1,,35.6,,,,западный,6.0,,,21.5,1
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,742,,,14.9,,64.2,,,,юго-восточный,0.0,,,,1
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,741,,,12.7,,66.4,,,,юго-восточный,4.0,,,,1
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,741,,,11.5,,69.9,,,,юго-восточный,5.0,,,,1
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,740,,,13.7,,71.3,,11.3,,юго-восточный,7.0,,,,3
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,True,,,,,,,,,10.0,,740,,,13.6,,86.6,,,,юго-восточный,10.0,,,,1
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,740,,,16.3,,74.2,,,True,юго-восточный,10.0,,,,2
1589371200,"Среда, 13 мая
12:00 (UTC)",,,10.0,,,,,,True,,,,10.0,,741,,,16.1,,73.2,,,,юго-западный,10.0,,,,2
1589382000,"Среда, 13 мая
15:00 (UTC)",,,10.0,,5,,,,,,True,,10.0,,743,,,9.3,,98.7,,,,западный,10.0,,,19.0,5
1589392800,"Среда, 13 мая
18:00 (UTC)",True,,13.0,,,,,,,,,,10.0,,746,,,7.4,,85.9,,,,западный,6.0,,,,3
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,748,,,6.5,,69.4,,,,северо-западный,2.0,,,,3
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,5.0,,70.1,,,,северо-западный,0.0,,,,2
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,3,,,,,8,,,10.0,,751,,,6.5,,59.6,,4.6,,северо-западный,4.0,,,,2
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,,752,,,9.7,,45.2,,,,западный,4.0,,,,2
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,11.9,,37.3,,,,западный,1.0,,,,2
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,,751,,,13.9,,26.0,,,,западный,2.0,,,,3
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,,0,,,,,,,,10.0,,751,,,13.6,,29.4,,,,западный,1.0,,,14.0,2
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,8.4,,55.9,,,,юго-восточный,1.0,,,,1
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,,750,,,7.3,,64.3,,,,юго-восточный,7.0,,,,1
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,,749,,,7.9,,66.7,,,,юго-восточный,9.0,,,,1
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,,0,,,,,0,,,10.0,,748,,,9.4,,62.9,,7.2,,юго-восточный,10.0,,,,1
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,,True,,,,,,,,,10.0,,747,,,10.4,,63.6,,,,юго-восточный,10.0,,,,2
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,True,,,,,,,,,10.0,,745,,,8.6,,86.0,,,,юго-восточный,10.0,,,,2
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,,True,,,,,,,,,10.0,,744,,,8.2,,94.1,,,,юго-восточный,10.0,,,,3
1589554800,"Пятница, 15 мая
15:00 (UTC)",,,,True,7,,,,,,,,10.0,,742,,,8.1,,98.0,,,,юго-восточный,10.0,,,10.4,2
