timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Дождь (незамерзающий) слабый с перерывами,Туман без изменений (небо не видно),"Пыльная (песчаная) буря, слабая или умеренная","Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,"Осадки за 6 часов, мм",Балл общей облачности,Туман без изменений (небо видно),Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,17.7,,80.0,,,,,,юго-западный,,10.0,,,,,3.0
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,20.0,,73.9,,,,True,,южный,,9.0,,,,,4.0
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,,,,,,,,,True,,,,,10,,750,,,20.0,,83.9,,,,,,восточный,,9.0,,,,,2.0
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,,,,0.6,,,,,,,,,,10,,749,,,22.0,,80.0,,,,True,,восточный,,9.0,,,,22.4,1.0
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,18.8,,88.7,,,,True,,юго-восточный,,7.0,,,,,2.0
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,16.3,,94.4,,,,,,юго-восточный,,7.0,,,,,2.0
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,16.2,,94.4,,,,,,восточный,,7.0,,,,,1.0
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,,0,,,0.6,,,,,,,10,,751,,,16.1,,95.6,,15.2,,,,юго-восточный,,7.0,,,,,1.0
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,22.6,,66.3,,,,,,южный,,6.0,,,,,2.0
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,25.4,,62.4,,,,,,западный,,9.0,,,,,2.0
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,21.8,,85.7,,,,,,восточный,,10.0,,True,,,2.0
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,,0.7,,,,,,,,,,10,,751,,,21.7,,78.5,,,,,,восточный,,9.0,,,,27.1,2.0
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,18.8,,93.3,,,,,,южный,,7.0,,,,,1.0
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,,True,,,,3,,752,,,17.1,,95.7,,,,,,юго-восточный,,4.0,,,,,1.0
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,,True,,,,7,,751,,,15.6,,96.8,,,,,,,,4.0,,,,,0.0
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,0,,,0.7,,,,,,,10,,751,,,17.6,,92.7,,13.1,,,,,,4.0,,,,,0.0
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,23.5,,69.9,,,,,,восточный,,6.0,,,,,2.0
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,21.3,,82.0,,,,,,юго-восточный,,7.0,,True,,,3.0
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,25.9,,60.6,,,,True,,северо-восточный,,7.0,,,,,1.0
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,751,,,26.3,,61.8,,,,,,южный,,7.0,,,,27.2,1.0
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,22.1,,78.1,,,,,,,,7.0,,,,,0.0
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,17.3,,84.7,,,,,,северо-восточный,,5.0,,,,,1.0
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,14.9,,84.4,,,,,,северный,,5.0,,,,,1.0
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,753,,,17.5,,75.9,,14.3,,,,северный,,2.0,,,,,1.0
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,23.9,,49.2,,,,,,северо-восточный,,0.0,,,,,2.0
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,25.4,,47.7,,,,,,северо-восточный,,5.0,,,,,2.0
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,25.5,,47.7,,,,,,северо-восточный,,6.0,,,,,3.0
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,752,,,25.3,,46.1,,,,,,северо-восточный,,5.0,,,,26.8,3.0
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,20.7,,59.8,,,,,,,,2.0,,,,,0.0
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,16.8,,77.3,,,,,,северо-западный,,0.0,,,,,1.0
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,13.5,,94.9,,,,,,,,0.0,,,,,0.0
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,753,,,15.1,,93.1,,10.9,,,,,,2.0,,,,,0.0
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,25.0,,54.2,,,,,,,,2.0,,,,,0.0
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,26.0,,46.9,,,,,,,,7.0,,,,,
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,27.1,,42.8,,,,,,северо-западный,,9.0,,,,,3.0
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,751,,,26.8,,44.8,,,,,,западный,,7.0,,,,27.8,3.0
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,20.6,,68.9,,,,,,,,6.0,,,,,0.0
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,16.1,,90.2,,,,,,,,2.0,,,,,0.0
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,14.6,,95.6,,,,,,,,2.0,,,,,0.0
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,752,,,16.4,,92.0,,12.0,,,,,,2.0,,,,,0.0
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,25.7,,56.5,,,,,,северный,0.0,2.0,,,,,1.0
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,28.1,,42.3,,,,,,восточный,,2.0,,,,,3.0
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,29.0,,31.9,,,,,,восточный,,4.0,,,,,3.0
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,750,,,28.1,,39.9,,,,,,восточный,,4.0,,,,29.1,3.0
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,23.1,,50.9,,,,,,северо-восточный,,5.0,,,,,1.0
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,17.5,,79.9,,,,,,северо-западный,,4.0,,,,,1.0
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,16.7,,91.4,,,,,,северный,,0.0,,,,,3.0
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,749,,,19.0,,87.6,,13.8,,,,,,9.0,,,,,0.0
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,26.7,,47.4,,,,,,северо-восточный,,4.0,,,,,2.0
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,29.9,,38.3,,,,,,северо-восточный,,6.0,,,,,2.0
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,31.0,,34.0,,,,,,восточный,,5.0,,,,,2.0
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,747,,,30.2,,38.2,,,,,,северо-восточный,,5.0,,,,31.5,2.0
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,0,,748,,,22.4,,63.7,,,,,,северный,,5.0,,,,,2.0
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,19.1,,73.7,,,,,,,,5.0,,,,,0.0
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,17.1,,81.4,,,,,,северо-восточный,,5.0,,,,,2.0
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,747,,,18.0,,81.0,,16.6,,,,восточный,,4.0,,,,,2.0
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,21.7,,73.7,,,,,,северный,,6.0,,,,,5.0
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,748,,,17.9,,84.8,,,,,,северный,,10.0,,,,,6.0
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,12.0,,,,,,,,,,,,,10,,748,,,17.4,,79.9,,,,,,северо-восточный,,10.0,,,,,4.0
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,,10,,748,,,20.4,,74.4,,,,,,северо-восточный,,6.0,,,,23.1,4.0
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,17.7,,82.1,,,,,,северо-восточный,,7.0,,,,,3.0
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,15.0,,80.6,,,,,,северо-восточный,,9.0,,,,,4.0
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,14.1,,82.1,,,,,,северо-восточный,,10.0,,,,,3.0
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,4,,,4,,True,,,,,10,,752,,,12.5,,95.5,,12.3,,,,северо-восточный,,10.0,,,,,1.0
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,751,,,13.8,,89.5,,,,True,,северо-восточный,,9.0,,,,,4.0
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,753,,,18.0,,70.7,,,,,,восточный,,9.0,,,,,6.0
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,13.0,,,,,,,,,,,,,10,,753,,,20.8,,59.8,,,,,,северо-восточный,,7.0,,,,,7.0
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,12.0,,,0.8,,,,,,,,,,10,,753,,,21.0,,53.1,,,,,,северо-восточный,,7.0,,,,21.8,5.0
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,753,,,18.5,,63.3,,,,,,восточный,,7.0,,,,,3.0
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,15.9,,65.7,,,,,,восточный,,6.0,,,,,3.0
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,14.4,,63.6,,,,,,восточный,,5.0,,,,,3.0
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,0,,,0.8,,,,,,,10,,755,,,14.8,,59.9,,13.7,,,,восточный,,2.0,,,,,4.0
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,755,,,19.1,,50.2,,,,,,восточный,,7.0,,,,,4.0
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,755,,,23.6,,39.9,,,,,,восточный,,4.0,,,,,4.0
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,25.0,,40.1,,,,,,восточный,,4.0,,,,,4.0
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,754,,,23.3,,49.3,,,,,,северо-восточный,,9.0,,,,25.0,2.0
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,19.6,,61.9,,,,,,северо-восточный,,2.0,,,,,1.0
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,15.0,,76.5,,,,,,восточный,,2.0,,,,,1.0
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,15.0,,65.1,,,,,,восточный,,6.0,,,,,1.0
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,754,,,17.4,,52.9,,13.3,,,,восточный,,9.0,,,,,2.0
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,21.8,,42.8,,,,,,юго-восточный,,4.0,,,,,3.0
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,25.7,,29.9,,,,,,юго-восточный,,2.0,,,,,3.0
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,753,,,27.1,,26.8,,,,,,юго-восточный,,5.0,,,,,3.0
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,752,,,26.9,,33.3,,,,,,восточный,,5.0,,,,27.5,2.0
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,21.0,,48.4,,,,,,восточный,,4.0,,,,,1.0
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,14.9,,73.9,,,,,,северо-западный,,0.0,,,,,1.0
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,12.3,,84.7,,,,,,,,2.0,,,,,0.0
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,752,,,15.1,,84.5,,10.4,,,,,,2.0,,,,,0.0
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,24.4,,47.7,,,,,,,,2.0,,,,,0.0
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,28.0,,32.5,,,,,,восточный,,2.0,,,,,1.0
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,29.4,,29.7,,,,,,,,4.0,,,,,
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,750,,,29.3,,32.8,,,,,,,,2.0,,,,30.4,
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,24.3,,49.6,,,,,,,,2.0,,,,,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,17.2,,96.3,,,,,,,,0.0,,,,,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,14.4,,94.3,,,,,,,,0.0,,,,,0.0
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,751,,,16.2,,89.7,,12.5,,,,,,0.0,,,,,0.0
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,26.3,,59.2,,,,,,северный,,2.0,,,,,1.0
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,28.8,,49.2,,,,,,северо-западный,,2.0,,,,,4.0
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,True,26.0,,66.6,,,,,,восточный,,7.0,,,,,1.0
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,750,,True,26.5,,61.5,,,,,,северо-западный,,7.0,,,,30.1,3.0
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,750,,,20.0,,82.3,,,,True,,,,7.0,,,,,0.0
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,19.2,,84.4,,,,,,северный,,7.0,,,,,2.0
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,16.4,,95.0,,,,,,северный,,4.0,,,,,1.0
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10,,751,,,17.6,,95.1,,15.7,,,,северный,,7.0,,,,,2.0
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,22.8,,68.9,,,,,,северный,,6.0,,,,,2.0
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,25.3,,62.8,,,,,,восточный,,7.0,,,,,4.0
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,25.5,,55.3,,,,,,восточный,,9.0,,,,,3.0
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,749,,,25.2,,56.7,,,,,,восточный,,4.0,,,,26.3,4.0
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,21.4,,61.1,,,,,,,,4.0,,,,,0.0
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,16.7,,84.6,,,,,,северный,,4.0,,,,,1.0
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,15.6,,76.6,,,,,,восточный,,5.0,,,,,1.0
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,749,,,18.2,,74.5,,13.7,,,,,,4.0,,,,,0.0
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,23.1,,50.9,,,,,,восточный,,5.0,,,,,1.0
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,28.2,,38.9,,,,,,северный,,4.0,,,,,2.0
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,29.0,,40.7,,,,,,северо-восточный,,6.0,,,,,3.0
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,747,,,28.2,,41.8,,,,,,восточный,,6.0,,,,30.2,2.0
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,23.8,,57.1,,,,,,,,5.0,,,,,0.0
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,17.0,,82.5,,,,,,северо-западный,,4.0,,,,,1.0
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,747,,,15.6,,95.6,,,,,,северный,,4.0,,,,,2.0
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,747,,,17.7,,95.1,,14.3,,,,северный,,6.0,,,,,2.0
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,22.8,,73.0,,,,,,северо-восточный,,7.0,,,,,4.0
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,True,22.7,,64.2,,,,,,северо-восточный,,7.0,,,,,4.0
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,21.2,,82.0,,,,True,,северо-восточный,,7.0,,,,,3.0
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10,,748,,,22.0,,68.3,,,,,,северо-восточный,,7.0,,,,24.0,3.0
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,748,,,19.1,,72.8,,,,,,северо-восточный,,7.0,,,,,3.0
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,749,,,16.1,,68.5,,,,,,северо-восточный,,7.0,,,,,1.0
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,True,,,,,10,,749,,,15.1,,71.1,,,,,,северо-восточный,,7.0,,,,,2.0
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,менее 0.1,,,менее 0.1,,,,,,,10,,750,,,14.7,,74.9,,14.0,,True,,северо-восточный,,7.0,,,,,2.0
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,True,,,,,10,,751,,,14.6,,75.9,,,,,,восточный,,9.0,,,,,2.0
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,17.8,,70.7,,,,True,,северный,,9.0,,,,,2.0
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,22.0,,48.0,,,,True,,восточный,,9.0,,,,,3.0
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,0.8,,,,,,,,,,10,,751,,,20.8,,51.0,,,,,,восточный,,9.0,,,,22.3,2.0
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,17.8,,65.3,,,,,,восточный,,9.0,,,,,1.0
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,15.2,,79.6,,,,,,северо-восточный,,9.0,,,,,1.0
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,14.0,,80.0,,,,,,восточный,,9.0,,,,,1.0
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,0,,,0.8,,,,,,,10,,751,,,15.6,,68.8,,13.8,,,,юго-восточный,,9.0,,,,,2.0
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,16.7,,62.0,,,,,,восточный,,9.0,,,,,2.0
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,True,,,,,10,,751,,,18.8,,62.5,,,,,,восточный,,9.0,,,,,1.0
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,750,,,19.3,,64.7,,,,True,,юго-восточный,,10.0,,,,,1.0
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,,0.7,,,,,,,,,,10,,749,,,16.6,,91.4,,,,True,,северный,,9.0,,,,20.1,3.0
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,True,,,,,10,,750,,,15.0,,94.4,,,,,,северо-западный,,10.0,,,,,4.0
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,True,,,,,8,,749,,,14.1,,96.2,,,,,,северо-западный,,10.0,,,,,4.0
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,True,,,,,,,,,,,7,,749,,,13.2,,97.4,,,,,,северо-западный,,10.0,,,,,4.0
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,10.0,,True,15,,,15,,,,,,,5,,750,,,13.3,,97.4,,13.1,,,,северный,,10.0,,,,,5.0
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,True,,,,,,10,,750,,,14.4,,91.9,,,,,,северный,,9.0,,,,,4.0
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,17.2,,79.4,,,,,,северный,,6.0,,,,,5.0
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,22.9,,55.0,,,,,,северный,,5.0,,,,,4.0
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,0.4,,,,,,,,,,10,,751,,,23.8,,51.8,,,,,,северный,,5.0,,,,24.0,3.0
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,751,,,18.7,,74.1,,,,,,северо-западный,,2.0,,,,,2.0
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,752,,,14.9,,79.0,,,,,,северный,,4.0,,,,,3.0
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,12.1,,83.0,,,,,,северный,,0.0,,,,,3.0
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,0,,,0.4,,,,,,,10,,755,,,12.4,,77.6,,10.7,,,,северный,,2.0,,,,,3.0
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,756,,,17.7,,44.0,,,,,,северный,,2.0,,,,,4.0
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10,,756,,,19.3,,42.1,,,,,,северо-западный,,7.0,,,,,5.0
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10,,756,,,20.8,,36.3,,,,,,северный,,7.0,,,,,4.0
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10,,755,,,20.9,,41.4,,,,,,северо-западный,,7.0,,,,21.4,5.0
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,16.7,,73.8,,,,,,,,7.0,,,,,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,14.8,,80.1,,,,,,западный,,4.0,,,,,2.0
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10,,754,,,12.8,,95.5,,,,,,северо-западный,,0.0,,,,,2.0
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,0,,,0,,,,,,,10,,755,,,13.8,,94.3,,12.3,,,,северный,,9.0,,,,,3.0
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,,,,,,10,,755,,,18.7,,60.9,,,,,,северный,,2.0,,,,,4.0
