timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Метель низовая (слабая или умеренная),"Минимальная температура, °C",Направление ветра,Снег,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,15,,,,,,,,85.4,,,,северо-восточный,,,,10,,,,,,,,True,,,4.0,741,,,,2.7,,,,10.0,
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,16,,,,,,,,87.3,,,,северо-восточный,,,,8,,,,,,,,True,,,4.0,739,,,,2.5,,,,10.0,
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,12,,,,,,,,87.8,,,,северо-восточный,,,5.5,6,,,,15,,,,True,,,4.0,738,,,,1.5,,,,10.0,
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,8,,,,,,,,89.1,,,,северный,,,,4,,,,,,,,,,,10.0,737,,,,1.5,,,True,10.0,
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,7,,,,,,,,89.7,,,,северный,,,,6,,,,,,,,,,,10.0,734,,,,1.2,,,,10.0,
1587513600,"Среда, 22 апреля
00:00 (UTC)",,8,,,,,,,,91.0,,,,северный,,,,4,,,,,,,,,True,,4.0,733,,,,0.9,,,,10.0,
1587524400,"Среда, 22 апреля
03:00 (UTC)",,6,,,,,,,,91.6,,,0.2,северный,,,,4,,,,2,1.0,,17,,,,1.0,730,,,True,0.2,,,,10.0,
1587535200,"Среда, 22 апреля
06:00 (UTC)",,5,,,,,,,,92.3,,,0.2,северный,,,,3,,True,,,,,,,,,2.0,729,,,,0.6,,,,10.0,
1587546000,"Среда, 22 апреля
09:00 (UTC)",,9,,,,,,,,91.7,,,,северо-западный,,,,6,,True,,,,,,,,,2.0,729,,,,0.8,,,,10.0,
1587556800,"Среда, 22 апреля
12:00 (UTC)",,14,,,,,,,,88.4,,,,северный,,,,9,,True,,,,,,,,,2.0,731,,,,0.5,,,,10.0,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,17,,,,,,,,91.6,,,,северный,,,1.0,11,,True,,16,,,,,,,2.0,733,,,,-0.3,,,,10.0,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,19,,,,,,,,86.9,,,,северный,,,,11,,,,,,,,,,,4.0,735,,,,-1.0,,,,10.0,True
1587589200,"Среда, 22 апреля
21:00 (UTC)",,15,,,,,,,,72.0,,,,северо-западный,,,,5,,,,,,,,,,,10.0,736,,,,-0.9,,,True,10.0,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,11,,,,,,,,75.3,,,,северо-западный,,,,7,,,,,,,,,,,10.0,736,,,,-1.4,,,True,10.0,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,12,,,,,,,,82.3,,,-2.2,северо-западный,,,,7,,,,0.8,8.0,,17,,,,2.0,736,,,,-2.2,,,,10.0,True
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,12,,,,,,,,68.2,,,,северо-западный,,,,6,,,,,,,,,,,10.0,737,,,,-1.5,,,,9.0,True
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,13,,,,,,,,64.1,,,,западный,,,,9,,,,,,,,,,,10.0,737,,,,-1.3,,,True,7.0,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,13,,,,,,,,57.4,,,,северо-западный,,,,4,,,,,,,,,,,10.0,738,,,,-0.1,,,True,7.0,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,13,,,,,True,,,45.8,,,,северо-западный,,,1.0,4,,,,0.4,,,,,,,10.0,738,,,,0.1,,,,5.0,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,9,,,,,,,,73.1,,,,юго-западный,,,,3,,,,,,,,,,,10.0,739,,,,-3.9,,,True,6.0,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,5,,,,,,,,79.4,,,,западный,,,,4,,,,,,,,,,,10.0,738,,,,-5.1,,,,2.0,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,5,,,,,,,,74.3,,,,западный,,,,3,,,,,,,,,,,10.0,738,,,,-3.5,,,,0.0,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,5,,,,,,,,73.8,,,-6.6,западный,,,,3,,,,менее 0.1,4.0,,0.4,,,,10.0,738,,,,-3.4,,,,0.0,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,7,,,,,,,,43.4,,,,западный,,,,4,,,,,,,,,,,10.0,739,,,,0.3,,,,6.0,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,9,,,,,,,,43.1,,,,юго-западный,,,,7,,,,,,,,,,,10.0,738,,,,1.5,,,,7.0,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,9,,,,,,,,41.2,,,,западный,,,,5,,,,,,,,,,,10.0,739,,,,2.0,,,,7.0,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,10,,,,,,,,43.1,,,,юго-западный,,,2.3,6,,,,0,,,,,,,10.0,738,,,,1.7,,,,7.0,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,8,,,,,,,,50.2,,,,южный,,,,3,,,,,,,,,,,10.0,738,,,,-0.4,,,,6.0,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,6,,,,,,,,59.6,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,737,,,,-0.4,,,,6.0,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,7,,,,,,,,73.9,,,,юго-восточный,,,,5,,,True,,,,,,,,10.0,735,,,,0.0,,,,10.0,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,8,,,,,,,,90.9,,,-1.3,южный,,,,4,,,,0,4.0,,0,,,,10.0,733,,,,-0.1,,,,10.0,True
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,6,,,,,,,,89.2,,,,южный,,,,5,,,,,,,,,,,10.0,732,,,,2.6,,,True,7.0,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,7,,,,,,,,73.1,,,,юго-западный,,,,5,,,,,,,,,,,10.0,732,,,,7.6,,,,7.0,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,14,,,,,,,,73.3,,,,западный,,,,6,,,,,,,,True,,,10.0,733,,,,8.2,,,,7.0,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,11,,,,,,,,69.9,,,,северо-западный,,,9.0,2,,,,1,,,,,,,10.0,735,,,,6.6,,,True,7.0,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,6,,,,True,,,,75.4,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,734,,,,5.4,,,,6.0,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,6,,,,,,,,79.7,,,,восточный,,,,1,,,,,,,,,,,10.0,733,,,,4.4,,,,6.0,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,8,,,,,,,,87.4,,,,северо-западный,,,,3,,,,,,,,,,,10.0,734,,,,3.8,,,,6.0,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,7,True,,,,,,,88.0,,,3.1,северный,,,,3,,,,0.8,,,2,,,,10.0,736,,,,3.2,,,,10.0,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,4,,,,,,,,91.1,,,2.1,северо-восточный,,,,2,,,,,,,,True,,,10.0,737,,,,2.3,,,,10.0,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,5,,,,,,,,90.6,,,,восточный,,,,2,,,,,,,,True,,,10.0,738,,,,3.6,,,,10.0,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,6,,,,,,,,88.6,,,,северный,,,,5,,,,,,,,True,,,10.0,738,,,,3.7,,,,10.0,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,6,,,,,,,,90.6,,,,северо-восточный,,,4.3,3,,,,19,,,,,,,10.0,738,,,,3.6,,,True,10.0,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,6,,,,,,,,91.2,,,,северный,,,,3,,,,,,,,,,True,0.0,738,,,,3.0,,,,0.0,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,5,,,,,,,,91.8,,,,северо-восточный,,,,3,,,,,,,,,,True,0.0,737,,,,2.6,,,,0.0,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,5,,,,,,,,91.8,,,,северный,,,,3,,,,,,,,,,True,0.0,737,,,,2.3,,,,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,5,,,,,,,,92.4,,,2.2,северо-восточный,,,,3,,,,менее 0.1,,,19,,,True,0.0,737,,,,2.3,,,,,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,5,,True,,,,,,92.5,,,,северо-восточный,,,,3,,,,,,,,,,,1.0,737,,,,3.0,,,,10.0,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,5,,,,,,,,91.9,,,,восточный,,,,1,,,,,,,,,,,4.0,738,,,,4.0,,,,10.0,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,6,,,,,,,,91.9,,,,северо-восточный,,,,4,,,,,,,,,True,,4.0,737,,,,4.8,,,,10.0,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,5,,,,,,,,91.9,,,,северный,,,5.2,3,,,,менее 0.1,,,,,,,10.0,737,,,,5.1,,,,10.0,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,5,,,,,,,,92.6,,,,северо-восточный,,,,2,,,,,,,,,,,10.0,736,,,,4.6,,,,10.0,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,4,True,,,,,,,91.9,,,,северный,,,,3,,,,,,,,,,,2.0,735,,,,4.4,,,,10.0,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,6,,,,,,,,91.9,,,,северный,,,,3,,,,,,,,,,,0.0,734,,True,,4.0,,,,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,7,,,,,,,,91.9,,,3.6,северный,,,,5,True,,,0.9,,,0.9,,,,0.0,733,,,,3.6,,,,,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,10,,,,,,,,92.4,,,1.0,северо-западный,,,,5,,,,,,,,,,,10.0,734,,,,1.1,,,,10.0,True
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,11,,,,True,,,,85.0,,,,северо-западный,,,,6,,,,,,,,,,,10.0,735,,,,4.2,,,,10.0,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,13,,,,True,,,,79.2,,,,северо-западный,,,,6,,,,,,,,,,,10.0,736,,,,5.2,,,,10.0,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,12,,,,,,,,65.5,,,,северо-западный,,,7.0,3,,,,2,,,,,,,10.0,737,,,,6.7,,,True,6.0,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,15,,,,,,,,73.5,,,,северо-западный,,,,2,,,,,,,,,,,10.0,738,,,,3.7,,,True,4.0,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,8,,,,,,,,57.2,,,,западный,,,,5,,,,,,,,,,,10.0,739,,,,4.1,,,,4.0,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,10,,,,,,,,60.8,,,,западный,,,,4,,,,,,,,,,,10.0,740,,,,2.6,,,,2.0,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,7,,,,,,,,57.8,,,1.8,западный,,,,4,,,,менее 0.1,,,2,,,,10.0,740,,,,3.1,,,,0.0,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,8,,,,,,,,45.7,,,,юго-западный,,,,5,,,,,,,,,,,10.0,741,,,,8.1,,,,2.0,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,11,,,,,,,,36.7,,,,юго-западный,,,,4,,,,,,,,,,,10.0,739,,,,9.7,,,,7.0,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,13,True,,,,,,,53.9,,,,южный,,,,7,,,,,,,,,,,10.0,737,,,,10.0,,,,7.0,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,15,,,,,,,,87.2,,,,юго-западный,,,10.8,4,,,,4,,,,True,,,10.0,736,,,,8.0,,,,10.0,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,9,,,,,,,,82.5,,,,юго-западный,,,,6,,,,,,,,True,,,10.0,734,,,,8.5,,,,7.0,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,9,,,,,,,,87.6,,,,юго-западный,,,,5,,,,,,,,,,,10.0,735,,,,6.0,,,,0.0,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,7,,,,,,,,88.6,,,,юго-западный,,,,3,,,,,,,,,,,10.0,736,,,,3.4,,,,2.0,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,7,,,,,,,,79.3,,,3.4,юго-западный,,,,5,,,,2,,,7,,,,10.0,737,,,,5.5,,,,2.0,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,16,,,,,,,,56.6,,,,западный,,,,11,,,,,,,,,,,10.0,737,,,,8.1,,,,7.0,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,17,,,,,,,,53.9,,,,западный,,,,7,,,,,,,,,,,10.0,739,,,,7.0,,,,7.0,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,16,,,,,,,,50.0,,,,западный,,,,10,,,,,,,,,,,10.0,741,,,,8.0,,,,7.0,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,16,,,,,,,,48.9,,,,западный,,,8.9,7,,,,0,,,,,,,10.0,743,,,,8.0,,,,6.0,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,12,,,,,,,,60.3,,,,северо-западный,,,,5,,,,,,,,,,,10.0,745,,,,6.0,,,,6.0,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,7,,,,,,,,67.9,,,,западный,,,,1,,,,,,,,,,,10.0,746,,,,4.2,,,,6.0,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,3,,,,,,,,73.5,,,,,,,,0,,,,,,,,,,,10.0,747,,,,3.8,,,,7.0,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,2,,,,,,,,80.8,,,3.5,юго-западный,,,,1,,,,менее 0.1,,,менее 0.1,,,,10.0,748,,,,3.9,,,True,9.0,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,4,,,,,,,,77.5,,,,западный,,,,2,,,,,,,,,,,10.0,748,,,,5.1,,,True,10.0,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,3,,,,,,,,75.4,,,,северо-восточный,,,,1,,,,,,,,True,,,10.0,748,,,,5.2,,,,10.0,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,5,,,,,,,,82.5,,,,северо-восточный,,,,3,,,,,,,,True,,,10.0,747,,,,4.0,,,,10.0,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,5,,,,True,,,,87.4,,,,северо-восточный,,,5.5,3,,,,5,,,,,,,10.0,747,,,,3.6,,,,10.0,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,4,,,,,,,,87.4,,,,северный,,,,2,,,,,,,,,,,10.0,747,,,,3.4,,,True,7.0,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,4,,,,,,,,89.8,,,,северный,,,,1,,,,,,,,,,,10.0,748,,,,2.2,,,,7.0,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,5,,,,,,,,85.8,,,,северо-восточный,,,,2,,,,,,,,,,,10.0,748,,,,0.7,,,,0.0,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,3,,,,,,,,79.4,,,-0.1,северный,,,,1,,,,0,,,5,,,,10.0,750,,,,2.2,,,,0.0,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,6,,,,,,,,43.1,,,,восточный,,,,3,,,,,,,,,,,10.0,750,,,,7.1,,,,2.0,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,11,,,,,,,,43.1,,,,северный,,,,3,,,,,,,,,,,10.0,750,,,,7.1,,,,0.0,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,6,,,,,,,,30.3,,,,северо-восточный,,,,1,,,,,,,,,,,10.0,750,,,,12.1,,,,0.0,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,4,,,,,,,,31.2,,,,юго-восточный,,,12.7,2,,,,менее 0.1,,,,,,,10.0,750,,,,11.8,,,,0.0,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,3,,,,,,,,37.7,,,,восточный,,,,1,,,,,,,,,,,10.0,750,,,,8.3,,,,2.0,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,3,,,,,,,,40.1,,,,восточный,,,,1,,,,,,,,,,,10.0,750,,,,6.6,,,,2.0,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,4,,,,,,,,61.9,,,,юго-восточный,,,,3,,,,,,,,,,,10.0,751,,,,3.1,,,,2.0,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,4,,,,,,,,58.2,,,2.6,юго-восточный,,,,1,,,,0,,,0,,,,10.0,752,,,,6.2,,,,2.0,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,8,,,,,,,,39.5,,,,юго-восточный,,,,5,,,,,,,,,,,10.0,752,,,,10.6,,,,0.0,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,10,,,,,,,,33.1,,,,юго-восточный,,,,5,,,,,,,,,,,10.0,752,,,,13.3,,,,0.0,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,11,,,,,,,,29.4,,,,юго-восточный,,,,5,,,,,,,,,,,10.0,751,,,,15.8,,,,0.0,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,8,,,,,,,,30.4,,,,юго-восточный,,,16.0,4,,,,0,,,,,,,10.0,751,,,,15.3,,,,2.0,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,6,,,,,,,,44.5,,,,южный,,,,4,,,,,,,,,,,10.0,750,,,,10.6,,,,0.0,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,6,,,,,,,,56.6,,,,южный,,,,4,,,,,,,,,,,10.0,750,,,,8.2,,,,0.0,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,5,,,,,,,,60.6,,,,южный,,,,4,,,,,,,,,,,10.0,750,,,,7.2,,,,0.0,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,7,,,,,,,,47.1,,,6.6,южный,,,,5,,,,0,,,0,,,,10.0,751,,,,10.4,,,,2.0,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,7,,,,,,,,29.2,,,,южный,,,,5,,,,,,,,,,,10.0,751,,,,17.3,,,,4.0,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,9,,,,,,,,20.9,,,,южный,,,,6,,,,,,,,,,,10.0,751,,,,21.4,,,,6.0,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,9,,,,,,,,21.8,,,,юго-восточный,,,,5,,,,,,,,,,,10.0,751,,,,21.3,,,,7.0,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,9,,,,,,,,24.0,,,,юго-восточный,,,21.9,4,,,,0,,,,,,,10.0,750,,,,19.4,,,,7.0,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,8,,,,,,,,35.2,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,750,,,,13.5,,,,7.0,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,5,,,,,,,,40.9,,,,южный,,,,2,,,,,,,,,,,10.0,750,,,,12.1,,,,10.0,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,4,,,,,,,,43.7,,,,южный,,,,3,,,,,,,,,,,10.0,750,,,,10.1,,,,10.0,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,4,,,,,,,,42.0,,,10.0,юго-восточный,,,,3,,,,0,,,0,,,,10.0,750,,,,12.0,,,,10.0,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,9,,,,,,,,31.8,,,,южный,,,,6,,,,,,,,,,,10.0,749,,,,19.5,,,,2.0,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,12,,,,,,,,23.6,,,,южный,,,,8,,,,,,,,,,,10.0,749,,,,26.2,,,,2.0,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,14,,,,,,,,21.1,,,,южный,,,,8,,,,,,,,,,,10.0,749,,,,25.8,,,,2.0,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,15,,,,,,,,26.1,,,,юго-восточный,,,27.2,7,,,,0,,,,,,,10.0,748,,,,23.1,,,,0.0,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,11,,,,,,,,28.0,,,,южный,,,,5,,,,,,,,,,,10.0,748,,,,17.6,,,,0.0,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,9,,,,,,,,32.8,,,,южный,,,,3,,,,,,,,,,,10.0,748,,,,15.0,,,,0.0,
1588723200,"Среда, 6 мая
00:00 (UTC)",,5,,,,,,,,47.1,,,,южный,,,,3,,,,,,,,,,,10.0,748,,,,11.5,,,,0.0,
1588734000,"Среда, 6 мая
03:00 (UTC)",,5,,,,,,,,40.9,,,10.9,юго-восточный,,,,3,,,,0,,,0,,,,10.0,747,,,,14.2,,,,4.0,
1588744800,"Среда, 6 мая
06:00 (UTC)",,9,,,,,,,,28.9,,,,юго-восточный,,,,6,,,,,,,,,,,10.0,747,,,,20.0,,,,4.0,
1588755600,"Среда, 6 мая
09:00 (UTC)",,15,,,,,,,,29.6,,,,южный,,,,9,,,,,,,,,,,10.0,746,,,,22.2,,,,4.0,
1588766400,"Среда, 6 мая
12:00 (UTC)",,15,,,,,,,,45.1,,,,южный,,,,8,,,,,,,,,,,10.0,746,,,,17.3,,,,7.0,
1588777200,"Среда, 6 мая
15:00 (UTC)",,14,,,,,,,,56.4,,,,юго-восточный,,,23.0,7,,,,менее 0.1,,,,,,,10.0,745,,,,15.0,,,True,7.0,
1588788000,"Среда, 6 мая
18:00 (UTC)",,11,,,,,True,,,49.9,,,,юго-восточный,,,,5,,,,,,,,,,,10.0,744,,,,13.0,,,,2.0,
1588798800,"Среда, 6 мая
21:00 (UTC)",,7,,,,,,,,57.4,,,,юго-восточный,,,,3,,,,,,,,,,,10.0,743,,,,11.3,,,,4.0,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,5,,,,,,,,58.2,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,742,,,,11.2,,,,4.0,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,5,,,,,,,,58.0,,,10.3,юго-восточный,,,,2,,,,0,,,менее 0.1,,,,10.0,742,,,,13.4,,,,6.0,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,9,,,,,,,,56.7,,,,южный,,,,6,,,,,,,,,,,10.0,743,,,,17.7,,,True,7.0,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,10,,,,,,,,48.6,,,,южный,,,,4,,,,,,,,,,,10.0,743,,,,19.4,,,,9.0,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,8,,,,,,,,36.3,,,,южный,,,,5,,,,,,,,,,,10.0,742,,,,20.9,,,,7.0,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,11,,,,,,,,37.0,,,,южный,,,21.0,7,,,,менее 0.1,,,,,,,10.0,742,,,,19.8,,,,9.0,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,14,,,,,,,,87.1,,,,южный,,,,6,,,,,,,,True,,,10.0,743,,,,13.4,,,,10.0,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,9,True,,,,,,,90.6,,,,южный,,,,3,,,,,,,,,,,10.0,742,,,,13.2,,,,10.0,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,7,True,,,,,,,90.6,,,,южный,,,,5,,,,,,,,,,,4.0,742,,,,13.5,,,,10.0,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,7,,,,,,,,89.5,,,13.0,юго-западный,,,,3,,,,4,,,4,,,,10.0,742,,,,13.6,,,True,10.0,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,5,,,,,,,,83.9,,,,юго-западный,,,,3,,,,,,,,,,,10.0,742,,,,15.3,,,True,10.0,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,4,,,,,,,,67.2,,,,западный,,,,1,,,,,,,,,,,10.0,743,,,,18.7,,,,10.0,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,3,,,,,,,,58.9,,,,юго-западный,,,,1,,,,,,,,,,,10.0,743,,,,20.5,,,,6.0,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,4,,,,,,,,62.8,,,,северо-восточный,,,21.7,1,,,,менее 0.1,,,,,,,10.0,742,,,,20.2,,,,7.0,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,6,,,,,,,,69.1,,,,южный,,,,1,,,,,,,,,,,10.0,742,,,,16.8,,,True,6.0,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,3,,,,,,,,84.4,,,,юго-западный,,,,1,,,,,,,,,,,10.0,743,,,,14.3,,,,6.0,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,5,,,,,,,,82.2,,,,западный,,,,1,,,,,,,,,,,10.0,742,,,,14.8,,,,6.0,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,6,,,,,,,,78.3,,,,западный,,,,3,,,,менее 0.1,,,менее 0.1,,,,10.0,742,,,,16.7,,,True,6.0,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,6,,,,,,,,65.0,,,,северо-восточный,,,,4,,,,,,,,,,,10.0,741,,,,18.6,,,True,6.0,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,8,,,,,,,,39.5,,,,юго-восточный,,,,5,,,,,,,,,,,10.0,741,,,,23.8,,,,7.0,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,9,,,,,,,,19.9,,,,юго-восточный,,,,4,,,,,,,,,,,10.0,739,,,,25.2,,,,4.0,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,9,,,,,,,,60.2,,,,северо-западный,,,26.0,3,,,,0,,,,,,,10.0,739,,,,19.3,,,,6.0,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,5,,,,,,,,70.4,,,,северо-западный,,,,3,,,,,,,,,,,10.0,738,,,,16.4,,,,4.0,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,5,,,,,,,,71.9,,,,северо-восточный,,,,2,,,,,,,,,,,10.0,736,,,,14.6,,,,2.0,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,6,,,,,,,,55.9,,,,восточный,,,,3,,,,,,,,,,,10.0,735,,,,14.5,,,,2.0,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,8,,,,,,,,63.1,,,14.3,южный,,,,4,,,,0,,,0,,,,10.0,735,,,,15.6,,,,4.0,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,11,,,,,,,,70.5,,,12.0,южный,,,,6,,,,,,,,,,,10.0,737,,,,12.2,,,,10.0,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,9,,,,,,,,76.5,,,,юго-восточный,,,,2,,,,,,,,,,,10.0,739,,,,12.2,,,,10.0,
