timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Морось (незамерзающая). Снежные зерна,Ливневый дождь со снегом,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,"Пыльная (песчаная) буря, слабая или умеренная",Пыльная/песчаная буря,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Пыльная (песчаная) буря, слабая или умеренная началась (усилилась)",Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1587567600,"Среда, 22 апреля
15:00 (UTC)",,19.0,,,,,,,,,,44.6,,северный,,8.0,10.0,,,0.4,,,,,,,10.0,742,4.4,,True,6.0
1587578400,"Среда, 22 апреля
18:00 (UTC)",,15.0,,,,,,,,,,49.0,,северный,,,6.0,,,,,,,,,,10.0,744,2.2,,True,6.0
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,,,,,,,,,,53.7,,северо-западный,,,6.0,,,,,,,,,,10.0,745,-0.9,,,2.0
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,,,,,,,,,,64.8,,западный,,,4.0,,,,,,,,,,10.0,744,-2.7,,,2.0
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,,,,,,61.7,-3.2,западный,,,5.0,,,0,,0.4,,,,,10.0,744,-1.5,,,7.0
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,,,,,,,,,,36.6,,западный,,,6.0,,,,,,,,,,10.0,744,4.7,,,4.0
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,14.0,,,,,,,,,,16.4,,западный,,,8.0,,,,,,,,,,10.0,743,10.0,,,6.0
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,15.0,,,,,,,,,,11.3,,западный,,,10.0,,,,,,,,,,10.0,741,11.3,,,7.0
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,16.0,,,,,,,,,,16.9,,северо-западный,,12.1,9.0,,,0,,,,,,,10.0,740,10.5,,,9.0
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,15.0,,,,,,,,,,38.0,,западный,,,2.0,,,,,,,,,,10.0,740,4.6,,,7.0
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,43.3,,юго-западный,,,2.0,,,,,,,,,,10.0,740,3.2,,,7.0
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,,47.7,,западный,,,3.0,,,,,,,,,,10.0,739,1.6,,,6.0
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,,,56.6,-0.2,западный,,,2.0,,,0,,0,,,,,10.0,738,1.7,,,7.0
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,39.8,,западный,,,3.0,,,,,,,,,,10.0,739,8.5,,,7.0
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,29.0,,западный,,,4.0,,,,,,,,,,10.0,738,12.2,,,9.0
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,,32.9,,южный,,,2.0,,,,,,,,,,10.0,737,14.2,,,9.0
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,10.0,,,,,True,,,,,37.2,,юго-западный,,15.1,3.0,,,менее 0.1,,,,,,,10.0,735,14.0,,,9.0
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,56.6,,южный,,,4.0,,,,,,,,,,10.0,734,9.6,,True,9.0
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,58.6,,южный,,,4.0,,,,,,,,,,10.0,733,7.6,,,7.0
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,63.4,,западный,,,4.0,,,,,,,,,,10.0,733,5.4,,,2.0
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,,,73.1,3.0,западный,,,4.0,,,0,,менее 0.1,,,,,10.0,734,4.8,,,7.0
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,44.5,,западный,,,5.0,,,,,,,,,,10.0,734,12.8,,,10.0
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,11.0,,,,,,,,,,24.5,,юго-западный,,,7.0,,,,,,,,,,10.0,734,17.3,,,9.0
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,14.0,,,,,,,,,,27.9,,юго-западный,,,9.0,,,,,,,,,,10.0,733,17.0,,,10.0
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,18.0,,,,,True,,,,,64.6,,южный,,17.7,5.0,,,0.3,,,,,,,10.0,732,12.6,,,9.0
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,10.0,,,,,,,,,,66.4,,северный,,,3.0,,,,,,,,,,10.0,733,10.6,,True,10.0
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,74.4,,юго-западный,,,4.0,,,,,,,,,,10.0,733,8.6,,,9.0
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,True,,,,,86.0,,юго-западный,,,2.0,,,,,,,,,,10.0,733,8.4,,,10.0
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,True,,,,,91.5,7.6,южный,,,3.0,,,0.3,,0.6,,,,,10.0,733,8.0,,,10.0
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,60.9,,южный,,,5.0,,,,,,,,,,10.0,733,11.7,,True,10.0
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,33.0,,южный,,,6.0,,,,,,,,,,10.0,733,17.1,,,6.0
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,57.2,,северо-западный,,,5.0,,,,,,,,,,10.0,733,15.0,,,9.0
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,,81.2,,северный,,19.4,7.0,,,менее 0.1,,,True,,,,10.0,735,7.3,,,10.0
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,90.7,,северный,,,5.0,,,,,,,,,,10.0,735,5.5,,True,9.0
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,93.2,,северный,,,5.0,,,,,,,,,,10.0,735,4.8,,,9.0
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,93.2,,северный,,,5.0,,,,,,,,,,10.0,735,4.0,,,10.0
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,,,95.2,3.8,северо-восточный,,,5.0,,,0.4,,0.4,,,,,10.0,734,3.8,,,10.0
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,True,,,,97.2,,северный,,,5.0,,,,,,,,,,8.0,734,4.3,,,10.0
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,93.9,,северный,,,6.0,,,,,,,,,,10.0,735,5.0,,True,10.0
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,13.0,,,,,,,,,,81.6,,северный,,,9.0,,,,,,,,,,10.0,735,5.9,,True,10.0
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,13.0,,,,,,,,,,76.1,,северный,,6.2,7.0,,,3,,,,,,,10.0,736,6.2,,,10.0
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,11.0,,,,,,,,,,79.8,,северо-западный,,,4.0,,,,,,,,,,10.0,738,5.4,,,9.0
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,92.4,,западный,,,4.0,,,,,,,,,,10.0,738,1.8,,,6.0
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,80.3,,западный,,,5.0,,,,,,,,,,10.0,739,4.4,,,10.0
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,,,67.1,1.0,западный,,,4.0,,,0,,3,,,,,10.0,739,2.9,,,2.0
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,58.4,,северо-западный,,,6.0,,,,,,,,,,10.0,741,6.9,,,7.0
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,13.0,,,,,,,,,,40.7,,западный,,,7.0,,,,,,,,,,10.0,741,8.4,,,9.0
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,13.0,,,,,,,,,,35.4,,северо-западный,,,8.0,,,,,,,,,,10.0,742,9.2,,,9.0
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,11.0,,,,,,,,,,34.0,,западный,,10.9,5.0,,,0,,,,,,,10.0,742,10.4,,,4.0
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,48.0,,южный,,,3.0,,,,,,,,,,10.0,743,6.4,,,6.0
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,57.1,,южный,,,5.0,,,,,,,,,,10.0,742,5.2,,,7.0
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,59.1,,южный,,,6.0,,,,,,,,,,10.0,742,4.7,,,0.0
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,,,60.4,3.0,южный,,,6.0,,,0,,0,,,,,10.0,741,4.7,,,4.0
1588140000,"Среда, 29 апреля
06:00 (UTC)",,13.0,,,,,,,,,,37.7,,южный,,,9.0,,,,,,,,,,10.0,740,12.0,,,7.0
1588150800,"Среда, 29 апреля
09:00 (UTC)",,17.0,,,,,,,,,,21.5,,юго-западный,,,11.0,,,,,,,,,,10.0,738,20.2,,,7.0
1588161600,"Среда, 29 апреля
12:00 (UTC)",,19.0,,,,,,,,True,,22.9,,юго-западный,,,13.0,,,,,,,,,,3.0,737,20.5,,,7.0
1588172400,"Среда, 29 апреля
15:00 (UTC)",,22.0,,,,,,,,True,,22.1,,юго-западный,,21.5,12.0,,,0,,,,,,,3.0,737,20.2,,,9.0
1588183200,"Среда, 29 апреля
18:00 (UTC)",,16.0,,,,,,,,,,30.8,,юго-западный,,,7.0,,,,,,,,,,10.0,738,17.6,,True,9.0
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,61.3,,,,,0.0,,,,,,,,,,10.0,739,11.9,,,4.0
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,70.3,,юго-западный,,,3.0,,,,,,,,,,10.0,739,8.5,,,6.0
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,,,67.0,7.8,юго-западный,,,3.0,,,0,,0,,,,,10.0,740,9.1,,,7.0
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,67.5,,северо-восточный,,,4.0,,,,,,,,,,10.0,741,11.4,,,7.0
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,49.9,,северный,,,4.0,,,,,,,,,,10.0,742,14.1,,,4.0
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,,42.1,,северо-восточный,,,4.0,,,,,,,,,,10.0,741,17.5,,,4.0
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,10.0,,,,,,,,,,42.9,,северо-восточный,,17.9,8.0,,,0,,,,,,,10.0,741,14.0,,,5.0
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,66.8,,северо-восточный,,,4.0,,,,,,,,,,10.0,742,5.8,,,2.0
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,66.2,,северо-восточный,,,3.0,,,,,,,,,,10.0,742,3.4,,,2.0
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,81.0,,северо-восточный,,,3.0,,,,,,,,,,10.0,741,1.2,,,4.0
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,,,74.1,1.0,северо-западный,,,4.0,,,0,,0,,,,,10.0,741,4.4,,,6.0
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,70.6,,северный,,,4.0,,,,,,,,,,10.0,742,7.7,,,9.0
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,59.8,,северный,,,4.0,,,,,,,,,,10.0,742,12.5,,True,9.0
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,89.1,,северный,,,7.0,,,,,,True,,,,10.0,743,8.7,,,10.0
1588345200,"Пятница, 1 мая
15:00 (UTC)",,10.0,,,,,,,,,,92.7,,северный,,13.4,7.0,,,1,,,,,,,10.0,743,7.0,,True,9.0
1588356000,"Пятница, 1 мая
18:00 (UTC)",,10.0,,,,,,,,,,92.7,,северо-восточный,,,5.0,,,,,,,,,,10.0,745,6.3,,True,10.0
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,True,,,,,93.9,,северо-восточный,,,5.0,,,,,,,,,,10.0,744,5.8,,,10.0
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,95.3,,северо-восточный,,,3.0,,,,,,,,,,10.0,744,5.6,,True,10.0
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,,,98.6,5.2,северо-восточный,,,4.0,,,0.7,,2,,,,,10.0,744,5.3,,,10.0
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,91.5,,северо-восточный,,,4.0,,,,,,,,,,10.0,745,7.4,,,9.0
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,67.1,,северо-восточный,,,5.0,,,,,,,,,,10.0,745,14.0,,,9.0
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,48.2,,восточный,,,5.0,,,,,,,,,,10.0,744,19.2,,,7.0
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,,,49.1,,восточный,,20.0,4.0,,,0,,,,,,,10.0,744,18.8,,,2.0
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,72.1,,северо-восточный,,,5.0,,,,,,,,,,10.0,744,12.8,,,4.0
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,79.4,,северо-восточный,,,3.0,,,,,,,,,,10.0,744,9.9,,,2.0
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,89.0,,северо-восточный,,,2.0,,,,,,,,,,10.0,743,8.1,,,2.0
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,,,90.3,6.5,восточный,,,2.0,,,0,,0,,,,,10.0,744,9.1,,,9.0
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,62.3,,юго-восточный,,,4.0,,,,,,,,,,10.0,745,15.8,,,9.0
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,12.0,,,,,,,,,,34.3,,юго-восточный,,,7.0,,,,,,,,,,10.0,745,23.4,,,4.0
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,12.0,,,,,,,,,,36.1,,южный,,,9.0,,,,,,,,,,10.0,745,22.0,,True,9.0
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,11.0,,,,,,,,,,43.2,,юго-восточный,,23.9,6.0,,,менее 0.1,,,,,,,10.0,745,20.1,,,9.0
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,True,,,,,57.6,,юго-восточный,,,3.0,,,,,,,,,,10.0,745,16.6,,,9.0
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,84.8,,северо-восточный,,,3.0,,,,,,,,,,10.0,745,13.4,,True,9.0
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,79.3,,северо-восточный,,,2.0,,,,,,,,,,10.0,745,12.9,,True,9.0
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,,,64.4,9.4,восточный,,,5.0,,,0.4,,0.4,,,,,10.0,744,11.7,,,9.0
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,44.8,,юго-восточный,,,6.0,,,,,,,,,,10.0,744,16.0,,,7.0
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,30.9,,восточный,,,6.0,,,,,,,,,,10.0,744,23.3,,,7.0
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,13.0,,,,,,,,,,24.0,,южный,,,9.0,,,,,,,,,,10.0,743,24.6,,,7.0
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,10.0,,,,,,,,,,41.9,,юго-западный,,25.5,5.0,,,0,,,,,,,10.0,743,22.6,,,7.0
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,54.0,,северо-восточный,,,3.0,,,,,,,,,,10.0,744,17.4,,,9.0
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,67.4,,северо-восточный,,,3.0,,,,,,,,,,10.0,743,15.3,,,9.0
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,70.8,,северный,,,2.0,,,,,,,,,,10.0,743,13.7,,,4.0
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,,,79.7,12.1,северо-восточный,,,3.0,,,0,,0,,,,,10.0,742,12.1,,,7.0
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,61.5,,юго-восточный,,,5.0,,,,,,True,,,,10.0,743,16.1,,,9.0
1588669200,"Вторник, 5 мая
09:00 (UTC)",,11.0,,,,,,,,,,54.8,,юго-восточный,,,7.0,,,,,,,,,,10.0,743,20.6,,True,9.0
1588680000,"Вторник, 5 мая
12:00 (UTC)",,12.0,,,,,,,,,,48.0,,южный,,,6.0,,,,,,,,,,10.0,741,23.0,,True,9.0
1588690800,"Вторник, 5 мая
15:00 (UTC)",,13.0,,,,,True,,,,,54.6,,юго-восточный,,24.4,7.0,,,менее 0.1,,,,,,,10.0,741,19.8,,,9.0
1588701600,"Вторник, 5 мая
18:00 (UTC)",,11.0,,,,,,,,,,86.1,,юго-восточный,,,4.0,,,,,,,,,,10.0,741,15.2,,True,9.0
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,93.1,,южный,,,3.0,,,,,,,,,,10.0,740,13.9,,,7.0
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,96.1,,восточный,,,4.0,,,,,,,,,,10.0,740,12.8,,,9.0
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,True,,,,,94.3,10.6,юго-восточный,,,4.0,,,1,,1,,,,,10.0,739,13.3,,,9.0
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,,,96.8,,юго-восточный,,,2.0,,,,,,True,,,,7.0,739,14.0,,,10.0
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,,,83.6,,юго-восточный,,,4.0,,,,,,,,,,10.0,738,17.2,,True,9.0
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,,True,67.5,,юго-восточный,,,4.0,,,,,,,,,,10.0,738,18.2,,,10.0
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,,,,,85.1,,юго-восточный,,19.6,3.0,,,5,,,True,,,,8.0,738,16.2,,,10.0
1588788000,"Среда, 6 мая
18:00 (UTC)",,12.0,,,,,,,,,,88.3,,юго-восточный,,,4.0,,,,,,,,,,10.0,738,13.6,,True,9.0
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,93.1,,южный,,,5.0,,,,,,True,,,,8.0,738,13.6,,,10.0
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,94.8,,южный,,,3.0,,,,,,,,,,10.0,737,11.4,,True,2.0
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,,,98.7,10.5,южный,,,3.0,,,4,,9,,True,,,4.0,738,11.4,,,6.0
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,,80.7,,южный,,,4.0,,,,,,,,,,10.0,738,15.8,,,2.0
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,,51.4,,южный,,,7.0,,,,,,,,,,10.0,738,19.8,,,6.0
1588852800,"Четверг, 7 мая
12:00 (UTC)",,10.0,,,,,,,,,,48.4,,юго-западный,,,7.0,,,,,,,,,,10.0,738,20.0,,,9.0
1588863600,"Четверг, 7 мая
15:00 (UTC)",,10.0,,,,,,,,,,56.9,,юго-западный,,21.7,4.0,,,0,,,,,,,10.0,739,18.4,,,7.0
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,58.9,,западный,,,3.0,,,,,,,,,,10.0,740,14.0,,,9.0
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,68.0,,северо-западный,,,3.0,,,,,,,,,,10.0,740,11.8,,,9.0
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,72.7,,северный,,,1.0,,,,,,,,,,10.0,740,10.7,,,9.0
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,,,,,,78.4,9.9,северный,,,2.0,,,0,,0,,,,,10.0,740,10.3,,,9.0
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,81.1,,северо-западный,,,2.0,,,,,,True,,,,10.0,741,10.6,,,9.0
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,84.4,,северный,,,3.0,,,,,,True,,,,10.0,741,9.9,,,9.0
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,,,71.5,,северный,,,6.0,,,,,,,,,,10.0,741,12.1,,True,9.0
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,,,,75.4,,северный,,12.4,3.0,,,3,,,,,,,10.0,742,11.4,,,10.0
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,True,,,,,,,,94.8,,северо-западный,,,2.0,,,,,,,,,,8.0,742,9.9,,,10.0
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,96.0,,северный,,,1.0,,,,,,,,,,10.0,742,9.1,,True,7.0
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,96.0,,северный,,,1.0,,,,,,,,,,10.0,742,9.1,,True,7.0
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,,,93.5,9.1,,,,0.0,,,2,,5,,,,,10.0,741,9.8,,,7.0
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,80.8,,северо-восточный,,,1.0,,,,,,,,,,10.0,741,12.1,,,7.0
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,71.4,,северо-восточный,,,2.0,,,,,,,,,,10.0,740,14.1,,True,7.0
1589025600,"Суббота, 9 мая
12:00 (UTC)",,12.0,,,,,,,,,,61.6,,западный,,,1.0,,,,,,,,,,10.0,740,14.6,,True,6.0
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,,,,,,57.9,,западный,,15.5,1.0,,,0.7,,,,,,,10.0,739,14.9,,,9.0
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,86.3,,западный,,,2.0,,,,,,,,,,10.0,739,10.7,,,7.0
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,94.7,,западный,,,4.0,,,,,,,,,,10.0,739,9.3,,,9.0
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,94.7,,западный,,,4.0,,,,,,,,,,10.0,738,8.9,,,10.0
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,,,,94.7,8.3,западный,,,5.0,,,0,,0.7,,,,,10.0,737,8.5,,,10.0
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,94.7,8.1,западный,,,6.0,,,,,,True,,,,10.0,736,8.8,,,10.0
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,12.0,,,,,,,,,,94.7,,юго-западный,,,8.0,,,,,,True,,,,8.0,735,9.4,,,10.0
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,11.0,,,,,,,,,,97.4,,западный,,,6.0,,,,,,True,,,,6.0,735,9.8,,,10.0
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,11.0,,,,,True,,,,,78.7,,северо-западный,,12.5,7.0,,,10,,,,,,,10.0,735,12.4,,,9.0
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,12.0,,,,,,,,,,69.6,,западный,,,8.0,,,,,,,,,,10.0,736,12.2,,True,9.0
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,67.2,,северо-западный,,,5.0,,,,,,,,,,10.0,737,12.1,,,9.0
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,83.3,,северо-западный,,,3.0,,,,,,,,,,10.0,739,10.3,,,10.0
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,,,81.6,9.5,северо-западный,,,3.0,,,0,,10,,,,,10.0,739,10.0,,,9.0
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,72.6,,северо-западный,,,4.0,,,,,,,,,,10.0,740,13.0,,,9.0
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,61.8,,западный,,,4.0,,,,,,,,,,10.0,741,15.5,,,9.0
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,42.1,,северо-западный,,,4.0,,,,,,,,,,10.0,741,17.5,,,4.0
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,,,,,37.8,,западный,,19.4,3.0,,,0,,,,,,,10.0,741,18.8,,,2.0
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,58.2,,южный,,,3.0,,,,,,,,,,10.0,741,12.7,,,2.0
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,69.6,,южный,,,4.0,,,,,,,,,,10.0,740,10.1,,,2.0
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,68.2,,южный,,,5.0,,,,,,,,,,10.0,740,10.2,,,2.0
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,,,65.7,8.1,южный,,,6.0,,,0,,0,,,,,10.0,739,11.7,,,2.0
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,56.8,,южный,,,5.0,,,,,,,,,,10.0,738,16.7,,,2.0
1589274000,"Вторник, 12 мая
09:00 (UTC)",,10.0,,,,,,,,,,45.7,,восточный,,,7.0,,,,,,,,,,10.0,737,21.7,,,2.0
1589284800,"Вторник, 12 мая
12:00 (UTC)",,14.0,,,,,,,,,,28.1,,южный,,,11.0,,,,,,,,,,10.0,736,24.2,,,9.0
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,,,,,,,36.0,,юго-западный,,24.4,10.0,,,0,,,,,,,10.0,735,21.6,,,10.0
1589306400,"Вторник, 12 мая
18:00 (UTC)",,15.0,,,,,,,,,,81.7,,юго-западный,,,4.0,,,,,,,,,,10.0,735,14.9,,True,10.0
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,95.5,,южный,,,5.0,,,,,,True,,,,8.0,734,13.7,,,10.0
1589328000,"Среда, 13 мая
00:00 (UTC)",,11.0,,,,,,,,,,94.8,,западный,,,7.0,,,,,,True,,,,6.0,734,11.4,,,10.0
1589338800,"Среда, 13 мая
03:00 (UTC)",,12.0,,,,,,,,,,77.4,4.5,западный,,,9.0,,,3,,3,,,,,10.0,737,4.5,,True,9.0
