timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Туман ослабел (небо видно),Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Температура воздуха, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,10.0,,,,,,,,,48.5,,,,северный,,,3,,,,,,,,,,,,10,762,,18.9,,,,0.0,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,11.0,,,,,,,,,40.9,,,,северный,,,3,,,,,,,,,,,,10,762,,21.1,,,,0.0,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,10.0,,,,,,,,,41.3,,,,северный,,,4,,,0,,,,,,,,,10,762,,20.5,,,,0.0,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,9.0,,,,,,,,,50.0,,,,северный,,21.4,3,,,0,,,,,,,,,10,763,,17.0,,,,2.0,
1590958800,"Воскресенье, 31 мая
21:00 (UTC)",,8.0,,,,,,,,,69.7,,,,северный,,,2,,,,,,,,,,,,10,765,,12.7,,,,0.0,
1590969600,"Понедельник, 1 июня
00:00 (UTC)",,6.0,,,,,,,,,56.9,,,,северо-восточный,,,1,,,,,,,,,,,,10,765,,12.4,,,,0.0,
1590980400,"Понедельник, 1 июня
03:00 (UTC)",,4.0,,,,,,,,,67.2,,,9.6,северный,,,1,,,0,,,,,0,,,,10,766,,9.9,,,,0.0,
1590991200,"Понедельник, 1 июня
06:00 (UTC)",,5.0,,,,,,,,,47.4,,,9.6,северо-восточный,,,1,,,0,,,,,,,,,10,766,,15.2,,,,0.0,
1591002000,"Понедельник, 1 июня
09:00 (UTC)",,8.0,,,,,,,,,38.1,,,,северный,,,4,,,,,,,,,,,,10,766,,17.2,,,,2.0,
1591012800,"Понедельник, 1 июня
12:00 (UTC)",,9.0,,,,,,,,,39.2,,,,северный,,,3,,,,,,,,,,,,10,765,,18.2,,,,2.0,
1591023600,"Понедельник, 1 июня
15:00 (UTC)",,9.0,,,,,,,,,48.7,,,,северный,,,3,,,0,,,,,,,,,10,764,,17.4,,,,4.0,
1591034400,"Понедельник, 1 июня
18:00 (UTC)",,9.0,,,,,,,,,66.7,,,,северный,,18.6,3,,,0,,,,,,,,,10,763,,14.2,,,,9.0,
1591045200,"Понедельник, 1 июня
21:00 (UTC)",,6.0,,,,,,,,,82.4,,,,северный,,,2,,,,,,,,,,,,10,762,,11.8,,,,7.0,
1591056000,"Вторник, 2 июня
00:00 (UTC)",,4.0,,,,,,,,,77.4,,,,восточный,,,1,,,,,,,,,,,,10,762,,11.0,,,,0.0,
1591066800,"Вторник, 2 июня
03:00 (UTC)",,2.0,,,,,,,,,85.5,,,8.6,северный,,,1,,,0,,,,,0,True,,,4,762,,9.1,,,,2.0,
1591077600,"Вторник, 2 июня
06:00 (UTC)",,4.0,,,,,,,,,55.7,,,8.6,северо-восточный,,,1,,,0,,,,,,,,,10,761,,13.9,,,,2.0,
1591088400,"Вторник, 2 июня
09:00 (UTC)",,6.0,,,,,,,,,43.2,,,,северо-восточный,,,2,,,,,,,,,,,,10,760,,16.0,,,,1.0,
1591099200,"Вторник, 2 июня
12:00 (UTC)",,6.0,,,,,,,,,47.3,,,,северо-восточный,,,2,,,,,,,,,,,,10,759,,17.2,,,,2.0,
1591110000,"Вторник, 2 июня
15:00 (UTC)",,8.0,,,,,,,,,49.0,,,,северный,,,4,,,0,,,,,,,,,10,758,,15.9,,,,0.0,
1591120800,"Вторник, 2 июня
18:00 (UTC)",,8.0,,,,,,,,,59.2,,,,северный,,17.9,4,,,0,,,,,,,,,10,757,,13.6,,,,1.0,
1591131600,"Вторник, 2 июня
21:00 (UTC)",,7.0,,,,,,,,,78.0,,,,северный,,,2,,,,,,,,,,,,10,757,,11.2,,,,6.0,
1591142400,"Среда, 3 июня
00:00 (UTC)",,4.0,,,,,,,,,76.8,,,,северный,,,1,,,,,,,,,,,,10,756,,10.9,,,,6.0,
1591153200,"Среда, 3 июня
03:00 (UTC)",,2.0,,,,,,,,,78.7,,,8.5,северный,,,1,,,0,,,,,0,,,,10,755,,8.9,,,,1.0,
1591164000,"Среда, 3 июня
06:00 (UTC)",,3.0,,,,,,,,,64.8,,,8.5,северо-восточный,,,1,,,0,,,,,,,,,10,755,,13.6,,,,7.0,
1591174800,"Среда, 3 июня
09:00 (UTC)",,6.0,,,,,,,,,58.8,,,,восточный,,,2,,,,,,,,,,,,10,755,,15.1,,,,9.0,
1591185600,"Среда, 3 июня
12:00 (UTC)",,6.0,,,,,,,,,68.0,,,,восточный,,,2,,,,,,,,,,,,10,754,,13.9,,,,10.0,
1591196400,"Среда, 3 июня
15:00 (UTC)",,6.0,,,,,,,,,67.7,,,,северный,,,2,,,0,,,,,,,,,10,754,,14.8,,,,7.0,
1591207200,"Среда, 3 июня
18:00 (UTC)",,5.0,,,,,,,,,66.1,,,,северо-западный,,15.9,2,,,0,,,,,,,,,10,753,,13.4,,,,2.0,
1591218000,"Среда, 3 июня
21:00 (UTC)",,4.0,,,,,,,,,82.8,,,,северный,,,2,,,,,,,,,,,,10,752,,10.3,,,,2.0,
1591228800,"Четверг, 4 июня
00:00 (UTC)",,3.0,,,,,,,,,89.7,,,,северный,,,1,,,,,,,,,True,,,4,751,,9.3,,,,2.0,
1591239600,"Четверг, 4 июня
03:00 (UTC)",,2.0,,,,,,,,,92.2,,,8.3,северо-восточный,,,1,,,0,,,,,0,True,,,4,751,,8.6,,,,2.0,
1591250400,"Четверг, 4 июня
06:00 (UTC)",,3.0,,,,,,,,,72.7,,,8.3,южный,,,1,,,0,,,,,,,,,10,750,,13.7,,,,1.0,
1591261200,"Четверг, 4 июня
09:00 (UTC)",,4.0,,,,,,,,,58.0,,,,юго-восточный,,,1,,,,,,,,,,,,10,750,,16.6,,,,7.0,
1591272000,"Четверг, 4 июня
12:00 (UTC)",,4.0,,,,,,,,,55.3,,,,восточный,,,1,,,,,,,,,,,,10,749,,18.0,,,,6.0,
1591282800,"Четверг, 4 июня
15:00 (UTC)",,8.0,,,,,,,,,59.6,,,,восточный,,,1,,,0,,,,,,,,,10,748,,16.9,,,,4.0,
1591293600,"Четверг, 4 июня
18:00 (UTC)",,5.0,,,,,,,,,64.9,,,,северо-восточный,,20.1,1,,,0,,,,,,,,,10,748,,16.1,,,,0.0,
1591304400,"Четверг, 4 июня
21:00 (UTC)",,3.0,,,,,,,,,88.1,,,,восточный,,,1,,,,,,,,,True,,,4,748,,11.5,,,,0.0,
1591315200,"Пятница, 5 июня
00:00 (UTC)",,2.0,,,,,,,,,90.4,,,,восточный,,,1,,,,,,,,,True,,,4,747,,9.6,,,,0.0,
1591326000,"Пятница, 5 июня
03:00 (UTC)",,3.0,,,,,,,,,83.8,,,7.3,юго-восточный,,,1,,,0,,,,,0,,,,10,747,,9.3,,,,4.0,
1591336800,"Пятница, 5 июня
06:00 (UTC)",,8.0,,,,,,,,,65.5,,,7.3,юго-восточный,,,3,,,0,,,,,,,,,10,746,,14.7,,,,10.0,
1591347600,"Пятница, 5 июня
09:00 (UTC)",,9.0,,,,,,,,,51.3,,,,юго-восточный,,,4,,,,,,,,,,,,10,745,,19.2,,,,10.0,
1591358400,"Пятница, 5 июня
12:00 (UTC)",,8.0,,,,,,,,,58.6,,,,юго-восточный,,,3,,,,,,,,,,,,10,744,,19.3,,,,10.0,
1591369200,"Пятница, 5 июня
15:00 (UTC)",,10.0,,,,,,,,,90.9,,,,южный,,,2,,,1,,,,,,,True,,4,744,,16.6,,,,10.0,
1591380000,"Пятница, 5 июня
18:00 (UTC)",,5.0,,,,,,,,,94.9,,,,северо-западный,,20.6,2,,,10,,,,,,True,,,4,745,,13.2,,,,10.0,
1591390800,"Пятница, 5 июня
21:00 (UTC)",,6.0,,,,,,,,,94.9,,,,южный,,,1,,,,,,,,,True,,,4,746,,12.1,,,,10.0,
1591401600,"Суббота, 6 июня
00:00 (UTC)",,6.0,,,,,,,,,96.1,,,,юго-восточный,,,1,,,,,,,,,True,,,4,747,,10.7,,,,7.0,
1591412400,"Суббота, 6 июня
03:00 (UTC)",,4.0,,,,,,,,,96.1,,,10.3,юго-восточный,,,2,,,9,,,,,10,,,,14,746,,11.6,,,,,
1591423200,"Суббота, 6 июня
06:00 (UTC)",,6.0,,,,,,,,,83.8,,,10.3,юго-западный,,,2,,,0.2,,,,,,True,,,4,748,,14.2,,,,9.0,
1591434000,"Суббота, 6 июня
09:00 (UTC)",,9.0,,,,,,,,,55.8,,,,юго-западный,,,2,,,,,,,,,,,,10,750,,15.9,,,,7.0,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,8.0,,,,,,,,,44.6,,,,юго-западный,,,2,,,,,,,,,,,,10,751,,18.6,,,,7.0,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,9.0,,,,,,,,,43.2,,,,южный,,,2,,,0,,,,,,,,,10,752,,19.1,,,,7.0,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,7.0,,,,,,,,,56.1,,,,западный,,20.0,1,,,0,,,,,,,,,10,753,,16.9,,,,9.0,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,3.0,,,,,,,,,81.4,,,,,,,0,,,,,,,,,,,,10,754,,12.3,,,,2.0,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,1.0,,,,,,,,,92.9,,,,,,,0,,,,,,,,,True,,,4,754,,9.6,,,,2.0,
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,1.0,,,,,,,,,94.8,,,9.4,,,,0,,,0,,,,,0,True,,,4,754,,10.7,,,,9.0,
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,2.0,,,,,,,,,81.8,,,9.4,юго-восточный,,,1,,,0,,,,,,,,,10,755,,15.5,,,,9.0,
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,3.0,,,,,,True,,,81.4,,,,,,,0,,,,,,,,,,,,4,756,,17.0,,,,10.0,
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,3.0,,,,,,,,,70.7,,,,восточный,,,1,,,,,,,,,,,,10,755,,20.3,True,,,7.0,
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,4.0,,,,,,,,,52.0,,,,северный,,,2,,,0.9,,,,,,,,,10,755,,23.2,,,,6.0,
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,6.0,,,,,,,,,66.6,,,,северо-восточный,,23.7,1,,,0.9,,,,,,,,,10,755,,18.1,,,,7.0,
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,4.0,,,,,,,,,82.3,,,,северный,,,2,,,,,,,,,True,,,4,755,,15.5,,,,6.0,
1591574400,"Понедельник, 8 июня
00:00 (UTC)",True,8.0,,,,,,,,,96.2,,,,северный,,,1,,,,,,,,,,,,4,753,,15.0,,,,10.0,
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,4.0,,,,,,True,,,96.8,,,14.0,северо-западный,,,1,,,9,,,,,10,,,,4,754,,14.2,,,,10.0,
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,4.0,,,,,,,,,96.2,,,14.0,северный,,,1,,,9,,,,,,True,,,4,754,,15.3,,,,10.0,
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,5.0,,,,,,,,,91.9,,,,северо-западный,,,3,,,,,,,,,True,,,4,755,,14.2,,,,10.0,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,7.0,,,,,,,,,88.3,,,,северо-западный,,,3,,,,,,,,,True,,,4,757,,13.4,,,,10.0,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,8.0,,,,,,,,,84.8,,,,северо-западный,,,3,,,0,,,,,,True,,,4,758,,12.8,,,,10.0,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,7.0,,,,,,,,,85.8,,,,северо-западный,,15.4,2,,,0,,,,,,True,,,4,759,,11.8,,,,10.0,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,6.0,,,,,,,,,92.3,,,,северо-западный,,,2,,,,,,,,,True,,,4,760,,11.0,,,,10.0,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,5.0,,,,,,,,,85.2,,,,северо-западный,,,2,,,,,,,,,True,,,4,760,,11.6,,,,10.0,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,5.0,,,,,,,,,85.8,,,10.9,северный,,,1,,,0,,,,,менее 0.1,True,,,4,760,,11.8,,,,10.0,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,6.0,,,,,,,,,76.4,,,10.9,северный,,,2,,,0,,,,,,,,,10,760,,14.4,,,,7.0,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,7.0,,,,,,,,,79.4,,,,северный,,,2,,,,,,,,,,,,10,761,,13.8,,,,10.0,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,7.0,,,,,,,,,77.9,,,,северный,,,3,,,,,,,,,,,,10,761,,14.3,,,,10.0,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,5.0,,,,,,,,,83.2,,,,северный,,,2,,,0,,,,,,,,,10,760,,13.9,,,,10.0,
1591725600,"Вторник, 9 июня
18:00 (UTC)",,4.0,,,,,,,,,84.8,,,,северный,,15.9,1,,,0,,,,,,True,,,4,760,,13.4,,,,10.0,
1591736400,"Вторник, 9 июня
21:00 (UTC)",,3.0,,,,,,,,,88.8,,,,северо-западный,,,1,,,,,,,,,True,,,4,760,,12.9,,,,10.0,
1591747200,"Среда, 10 июня
00:00 (UTC)",,4.0,,,,,,,,,89.4,,,,северо-западный,,,1,,,,,,,,,True,,,4,760,,12.7,,,,10.0,
1591758000,"Среда, 10 июня
03:00 (UTC)",,4.0,,,,,,,,,94.9,,,12.7,северный,,,2,,,0,,,,,0,True,,,4,759,,13.5,,,,10.0,
1591768800,"Среда, 10 июня
06:00 (UTC)",,4.0,,,,,,,,,93.2,,,12.7,северный,,,1,,,0,,,,,,True,,,4,759,,16.1,,,,10.0,
1591779600,"Среда, 10 июня
09:00 (UTC)",,4.0,,,,,,,,,84.7,,,,северный,,,2,,,,,,,,,True,,,4,759,,17.7,,,,10.0,
1591790400,"Среда, 10 июня
12:00 (UTC)",,4.0,,,,,,,,,86.4,,,,восточный,,,2,,,,,,,,,True,,,4,759,,17.4,,,,10.0,
1591801200,"Среда, 10 июня
15:00 (UTC)",,4.0,,,,,,,,,83.7,,,,северо-восточный,,,1,,,0,,,,,,,,,10,758,,18.5,,,,10.0,
1591812000,"Среда, 10 июня
18:00 (UTC)",,5.0,,,,,,,,,87.0,,,,северный,,19.5,1,,,0,,,,,,True,,,4,758,,18.3,,,,0.0,
1591822800,"Среда, 10 июня
21:00 (UTC)",,5.0,,,,,,,,,93.1,,,,северный,,,2,,,,,,,,,True,,,4,758,,15.0,,,,6.0,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,5.0,,,,,,,,,95.0,,,,северный,,,2,,,,,,,,,True,,,4,757,,15.9,,,,6.0,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,4.0,,,,,,,,,96.2,,,15.0,северо-восточный,,,1,,,0,,,,,0,True,,,4,757,,16.0,,,,10.0,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,4.0,,,,,,,,,93.9,,,15.0,северо-восточный,,,1,,,0,,,,,,True,,,4,756,,17.7,,,,10.0,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,4.0,,,,,,,,,80.0,,,,восточный,,,1,,,,,,,,,,,,10,756,,21.9,True,,,7.0,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,4.0,,,,,,,,,61.3,,,,восточный,,,2,,,,,,,,,,,,10,757,,25.5,True,,,7.0,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,5.0,,,,,,,,,67.4,,,,восточный,,,1,,,0.3,,,,,,,,,10,756,,26.2,,,,6.0,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,4.0,,,,,,,,,75.8,,,,северный,,26.6,2,,,0.3,,,,,,,,,10,756,,23.0,,,,2.0,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,4.0,,,,,,,,,88.2,,,,северный,,,1,,,,,,,,,True,,,4,757,,19.8,,,,4.0,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,3.0,,,,,,,,,92.8,,,,северо-восточный,,,1,,,,,,,,,True,,,4,757,,19.7,,,,4.0,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,4.0,,,,,,,,,95.7,,,18.5,северо-восточный,,,1,,,0,,,,,0.3,True,,,1,757,,18.5,,,,10.0,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,5.0,,,,,,,,,92.8,,,18.5,восточный,,,2,,,0,,,,,,True,,,4,758,,19.9,,,,10.0,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,4.0,,,,,,,,,66.0,,,,юго-восточный,,,2,,,,,,,,,,,,10,758,,25.2,,,,6.0,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,5.0,,,,,,,,,54.3,,,,восточный,,,1,,,,,,,,,,,,10,758,,28.3,,,,2.0,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,5.0,,,,,,,,,50.6,,,,восточный,,,2,,,0,,,,,,,,,10,758,,28.2,,,,1.0,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,5.0,,,,,,,,,65.2,,,,восточный,,28.9,1,,,0,,,,,,,,,10,758,,25.3,,,,0.0,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,5.0,,,,,,,,,72.8,,,,восточный,,,2,,,,,,,,,,,,10,759,,21.9,,,,0.0,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,4.0,,,,,,,,,87.1,,,,восточный,,,1,,,,,,,,,True,,,4,760,,19.3,,,,0.0,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,5.0,,,,,,,,,93.3,,,18.1,восточный,,,1,,,0,,,,,0,True,,,4,760,,18.1,,,,10.0,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,6.0,,,,,,,,,88.1,,,17.8,восточный,,,1,,,0,,,,,,True,,,4,761,,18.6,,,,10.0,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,5.0,,,,,,,,,82.2,,,,северо-восточный,,,2,,,,,,,,,,,,10,761,,19.2,,,,10.0,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,7.0,,,,,,,,,73.4,,,,восточный,,,3,,,,,,,,,,,,10,761,,20.3,,,,10.0,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,9.0,,,,,,,,,73.8,,,,восточный,,,3,,,0,,,,,,,,,10,761,,19.7,,,,10.0,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,8.0,,,,,,,,,69.1,,,,восточный,,20.8,2,,,0,,,,,,,,,10,760,,19.2,,,,0.0,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,6.0,,,,,,,,,77.2,,,,северо-восточный,,,1,,,,,,,,,,,,10,762,,16.1,,,,0.0,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,5.0,,,,,,,,,73.4,,,,северо-восточный,,,2,,,,,,,,,,,,10,761,,14.7,,,,0.0,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,6.0,,,,,,,,,76.6,,,12.3,восточный,,,1,,,0,,,,,0,,,,10,761,,12.4,,,,0.0,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,5.0,,,,,,,,,64.2,,,12.3,восточный,,,2,,,0,,,,,,,,,10,761,,16.7,,,,0.0,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,8.0,,,,,,,,,51.2,,,,восточный,,,2,,,,,,,,,,,,10,761,,20.2,,,,6.0,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,7.0,,,,,,,,,47.8,,,,восточный,,,2,,,,,,,,,,,,10,760,,20.2,,,,7.0,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,11.0,,,,,,,,,60.4,,,,восточный,,,4,,,0,,,,,,,,,10,760,,16.7,,,,10.0,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,8.0,,,,,,,,,72.5,,,,северо-восточный,,21.8,1,,,0,,,,,,,,,10,760,,15.1,,,,7.0,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,6.0,,,,,,,,,85.9,,,,северо-восточный,,,1,,,,,,,,,True,,,4,760,,13.0,,,,9.0,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,4.0,,,,,,,,,89.4,,,,восточный,,,1,,,,,,,,,True,,,4,759,,12.6,,,,9.0,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,2.0,,,,,,,,,88.8,,,12.5,северный,,,1,,,0,,,,,0,True,,,4,759,,12.9,,,,9.0,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,2.0,,,,,,,,,87.1,,,12.5,северо-западный,,,1,,,0,,,,,,True,,,4,759,,13.7,,,,10.0,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,4.0,,,,,,,,,68.1,,,,северо-западный,,,1,,,,,,,,,,,,10,759,,16.6,,,,10.0,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,5.0,,,,,,,,,66.5,,,,северный,,,1,,,,,,,,,,,,10,759,,17.6,,,,7.0,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,4.0,,,,,,,,,49.1,,,,северо-западный,,,2,,,0,,,,,,,,,10,759,,20.1,,,,7.0,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,5.0,,,,,,,,,66.7,,,,западный,,20.9,1,,,0,,,,,,,,,10,759,,16.4,,,,7.0,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,3.0,,,,,,,,,81.2,,,,северо-западный,,,1,,,,,,,,,,,,10,759,,15.1,,,,10.0,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,3.0,,,,,,,,,87.7,,,,юго-восточный,,,1,,,,,,,,,True,,,4,759,,14.0,,,,10.0,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,3.0,,,,,,,,,94.3,,,13.3,,,,0,,,0.4,,,,,0.4,True,,,4,759,,13.4,,,,10.0,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,3.0,,,,,,,,,80.3,,,13.3,южный,,,1,,,0,,,,,,,,,10,759,,16.7,True,,,7.0,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,5.0,,,,,,,,,68.5,,,,юго-западный,,,1,,,,,,,,,,,,10,759,,18.6,,,,7.0,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,6.0,,,,,,,,,51.9,,,,южный,,,2,,,,,,,,,,,,10,758,,22.9,,,,6.0,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,6.0,,,,,,,,,42.4,,,,западный,,,1,,,0,,,,,,,,,10,758,,24.4,,,,6.0,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,5.0,,,,,,,,,66.4,,,,северный,,24.7,1,,,0,,,,,,,,,10,758,,19.0,,,,7.0,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,2.0,,,,,,,,,91.3,,,,,,,0,,,,,,,,,True,,,4,758,,14.1,,,,2.0,
1592352000,"Среда, 17 июня
00:00 (UTC)",,2.0,,,,,,,,,93.0,,,,,,,0,,,,,,,,,True,,,4,759,,12.5,,,,2.0,
1592362800,"Среда, 17 июня
03:00 (UTC)",,3.0,,,,,,,,,91.2,,,12.4,северный,,,1,,,0,,,,,0,True,,,4,759,,13.6,,,,0.0,
1592373600,"Среда, 17 июня
06:00 (UTC)",,3.0,,,,,,,,,73.5,,,12.4,восточный,,,1,,,0,,,,,,,,,10,759,,20.8,,,,1.0,
1592384400,"Среда, 17 июня
09:00 (UTC)",,4.0,,,,,,,,,50.1,,,,восточный,,,1,,,,,,,,,,,,10,759,,24.9,,,,1.0,
1592395200,"Среда, 17 июня
12:00 (UTC)",,6.0,,,,,,,,,40.4,,,,северо-восточный,,,2,,,,,,,,,,,,10,758,,26.1,,,,1.0,
1592406000,"Среда, 17 июня
15:00 (UTC)",,7.0,,,,,,,,,47.6,,,,северный,,,3,,,0,,,,,,,,,10,757,,25.0,,,,2.0,
1592416800,"Среда, 17 июня
18:00 (UTC)",,8.0,,,,,,,,,65.6,,,,северный,,27.3,3,,,0,,,,,,,,,10,757,,19.3,,,,6.0,
1592427600,"Среда, 17 июня
21:00 (UTC)",,7.0,,,,,,,,,70.2,,,,восточный,,,3,,,,,,,,,,,,10,758,,18.1,,,,6.0,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,9.0,,,,,,,,,96.2,,,,северный,,,2,,,,,,,,,True,,,4,756,,16.4,,,,9.0,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,6.0,,,,,,,,,92.0,,,16.2,северный,,,3,,,18,,,,,18,True,,,4,755,,16.8,,,,7.0,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,5.0,,,,,,,,,75.5,,,16.2,северо-восточный,,,1,,,17,,,,,,,,,10,755,,21.1,,,,7.0,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,5.0,,,,,,,,,63.7,,,,восточный,,,2,,,,,,,,,,,,10,755,,26.1,,,,0.0,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,7.0,,,,,,,,,50.5,,,,юго-восточный,,,2,,,,,,,,,,,,10,755,,29.1,,,,6.0,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,7.0,,,,,,,,,50.8,,,,юго-восточный,,,2,,,0,,,,,,,,,10,754,,29.0,,,,2.0,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,7.0,,,,,,,,,68.6,,,,западный,True,29.6,1,,,0,,,,,,,,,10,755,,23.6,,,,7.0,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,6.0,,,,,,,,,96.3,,,,,True,,0,,,,,,,,,,,,4,755,,18.5,,,,2.0,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,2.0,,,,,,,,,96.9,,,,,,,0,,,,,,,,,,,,2,755,,16.6,,True,,5.0,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,2.0,,,,,,,,,96.9,,,16.3,восточный,,,1,,,7,,,,,7,,,,4,756,,16.9,,True,,4.0,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,3.0,,,,,,,,,77.2,,,16.3,юго-восточный,,,1,,,7,,,,,,,,,10,756,,23.1,,,,2.0,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,6.0,,,,,,,,,76.5,,,,восточный,,,3,,,,,,,,,,,,10,756,,24.2,,,,6.0,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,8.0,,,,,,,,,60.3,,,,юго-восточный,,,3,,,,,,,,,,,,10,756,,26.5,,,,4.0,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,6.0,,,,,,,,,54.1,,,,юго-восточный,,,2,,,0,,,,,,,,,10,755,,27.6,,,,4.0,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,6.0,,,,,,,,,76.2,,,,,True,28.3,0,,,0.1,,,,,,,,,10,756,,22.6,,,,7.0,
