timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,,,,10,751,,,28.0,,61.8,,,,юго-западный,9.0,,,5
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,751,,,24.1,,73.2,,,,юго-западный,10.0,,29.8,5
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,,,,10,751,,,22.0,,86.3,,,,западный,10.0,,,3
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,21.5,,83.6,,,,западный,9.0,,,1
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,,,10,751,,,21.2,,84.1,,,,юго-западный,6.0,,,3
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,0,,,1,,,,,,10,751,,,20.4,,91.1,,20.0,,южный,10.0,,,3
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,,10,751,,,21.8,,81.5,,,,юго-восточный,10.0,,,1
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,,,,,10,751,,,25.4,,64.4,,,,западный,7.0,,,1
1592049600,"Суббота, 13 июня
12:00 (UTC)",,True,,,,,,,,,,,,4,752,,,19.9,,95.2,,,,южный,10.0,,,7
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,6,,,,,,,,,10,751,,,21.8,,80.0,,,True,юго-восточный,7.0,,26.7,3
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,,,10,751,,,19.0,,95.1,,,True,восточный,5.0,,,2
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,,,,10,751,,,18.2,,98.8,,,,северный,4.0,,,1
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,,,,,10,752,,,19.7,,98.2,,,,северо-восточный,9.0,,,1
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,0,,,6,,,,,,10,752,,,18.8,,98.1,,17.8,,западный,9.0,,,1
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,,,,10,753,,,22.1,,85.2,,,,южный,10.0,,,2
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,25.1,,69.4,,,,южный,10.0,,,3
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,True,,,,,,,,,,,,10,755,,,22.1,,85.2,,,,западный,10.0,,,1
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,0.4,,,,,,,,,10,754,,,23.1,,83.7,,,True,юго-западный,7.0,,26.8,2
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,19.5,,96.3,,,True,северо-восточный,6.0,,,1
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,17.6,,98.7,,,,северный,5.0,,,2
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,17.2,,98.7,,,,юго-восточный,5.0,,,1
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,0,,,0.4,,True,,,,4,755,,,18.4,,98.8,,16.8,,западный,5.0,,,1
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,24.4,,77.0,,,,северо-восточный,9.0,,,2
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,25.6,,74.4,,,,юго-восточный,9.0,,,3
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,26.7,,69.2,,,,юго-восточный,9.0,,,4
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,755,,,25.5,,72.1,,,,северный,9.0,,27.3,2
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,21.6,,77.5,,,,северный,5.0,,,2
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,20.3,,87.7,,,,восточный,2.0,,,3
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,17.8,,95.7,,,,северо-восточный,4.0,,,1
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,18.4,,95.1,,17.3,,восточный,10.0,,,2
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,22.3,,79.6,,,,восточный,9.0,,,2
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,27.4,,55.1,,,,южный,7.0,,,2
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,31.0,,36.7,,,,юго-восточный,5.0,,,1
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,30.7,,41.9,,,,южный,4.0,,31.4,1
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,26.5,,57.0,,,,северо-западный,4.0,,,3
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,22.2,,78.6,,,,северо-западный,2.0,,,1
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,20.4,,88.9,,,,западный,4.0,,,1
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,20.8,,91.1,,19.9,,северо-западный,6.0,,,1
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,24.4,,71.9,,,,северо-западный,9.0,,,3
1592384400,"Среда, 17 июня
09:00 (UTC)",,True,,,,,,,,,,,,4,756,,,21.5,,94.6,,,,северный,9.0,,,3
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,25.8,,76.2,,,True,северо-восточный,6.0,,,3
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,5,,,,,,,,,10,754,,,29.0,,58.3,,,,северо-восточный,10.0,,29.3,2
1592416800,"Среда, 17 июня
18:00 (UTC)",,,14.0,,,,,,,,,,,10,754,,,19.8,,88.8,,,True,восточный,9.0,,,3
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,18.2,,91.0,,,,северный,0.0,,,2
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,,,10,753,,,16.9,,96.3,,,,юго-восточный,0.0,,,1
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,0,,,5,,,,,,10,753,,,18.9,,96.3,,16.3,,северо-восточный,9.0,,,1
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,,,10,752,,,23.1,,78.2,,,,юго-восточный,4.0,,,2
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,,,10,752,,,28.1,,61.5,,,,северо-восточный,5.0,,,2
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,,,10,752,,,30.3,,50.9,,,,северо-восточный,9.0,,,2
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,751,,,28.5,,60.8,,,,юго-восточный,9.0,,31.0,3
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,,,,,10,751,,,23.0,,64.3,,,True,восточный,7.0,,,2
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,,,10,751,,,19.5,,82.8,,,,северный,4.0,,,2
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,,,10,751,,,17.5,,90.3,,,,,2.0,,,0
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,751,,,20.6,,87.2,,16.5,,северо-восточный,7.0,,,1
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,,,10,752,,,25.7,,64.9,,,,южный,2.0,,,2
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,,,10,752,,,27.8,,58.8,,,,южный,5.0,,,3
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,,,10,751,,,28.2,,52.6,,,,юго-восточный,9.0,,,5
1592578800,"Пятница, 19 июня
15:00 (UTC)",,True,15.0,,5,,,,,,,,,10,753,,,19.6,,93.4,,,,северный,10.0,,29.6,2
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,19.3,,96.9,,,True,северо-западный,10.0,,,1
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,19.5,,96.9,,,,южный,10.0,,,1
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,,,10,752,,,18.5,,95.7,,,,юго-западный,9.0,,,2
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,2,,,8,,,,,,10,752,,,18.8,,98.8,,17.6,,северо-восточный,7.0,,,2
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,,,10,753,,,20.7,,88.9,,,,восточный,10.0,,,3
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,,10,752,,,23.5,,78.8,,,True,южный,10.0,,,2
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,,,10,752,,,26.1,,58.4,,,True,восточный,10.0,,,1
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,0.2,,,,,,,,,10,752,,,22.5,,80.1,,,,юго-западный,10.0,True,28.0,2
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,21.2,,87.8,,,True,юго-западный,10.0,,,2
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,20.0,,88.8,,,,южный,7.0,,,1
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,,,10,751,,,20.0,,88.3,,,,юго-западный,9.0,,,2
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,0,,,0.2,,,,,,10,751,,,20.4,,91.1,,18.7,,восточный,10.0,,,1
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,,,10,752,,,22.8,,74.3,,,,южный,10.0,,,6
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,,,10,752,,,22.1,,77.6,,,,южный,10.0,,,6
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,True,,,,,,,10,752,,,22.0,,82.6,,,,южный,9.0,,,2
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,1,,,,,,,,,10,752,,,24.6,,68.4,,,,южный,7.0,,25.1,6
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,21.0,,80.9,,,,южный,7.0,,,3
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,19.0,,93.3,,,,,6.0,,,0
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,,,10,753,,,18.2,,94.5,,,,южный,5.0,,,1
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,0,,,1,,True,,,,4,754,,,18.8,,98.8,,16.9,,,2.0,,,0
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,23.9,,74.1,,,,юго-восточный,5.0,,,2
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,,,10,754,,,26.7,,59.3,,,,юго-восточный,5.0,,,2
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,29.0,,47.7,,,,юго-восточный,4.0,,,3
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,29.1,,42.6,,,,юго-восточный,4.0,,29.9,3
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,23.2,,73.9,,,,северный,5.0,,,2
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,21.6,,83.1,,,,северо-западный,2.0,,,2
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,18.9,,95.1,,,,западный,2.0,,,1
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,20.6,,89.4,,18.8,,западный,7.0,,,1
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,26.8,,64.3,,,,южный,2.0,,,1
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,30.4,,47.5,,,,восточный,2.0,,,4
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,32.9,,31.5,,,,восточный,2.0,,,2
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,32.8,,27.8,,,,восточный,2.0,,33.3,2
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,25.4,,54.6,,,,северо-восточный,7.0,,,1
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,23.4,,66.5,,,,северный,0.0,,,3
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,21.5,,79.0,,,,западный,0.0,,,1
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,21.8,,85.7,,19.7,,,10.0,,,0
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,27.2,,63.6,,,,восточный,10.0,,,1
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,28.6,,67.9,,,,южный,10.0,,,4
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,30.2,,54.8,,,,юго-западный,10.0,,,3
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,756,,,26.9,,48.7,,,,северный,9.0,,32.8,4
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,22.4,,68.4,,,,северный,7.0,,,2
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,,,10,759,,,20.4,,75.4,,,,западный,7.0,,,1
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,,,,10,758,,,20.0,,78.8,,,,северный,7.0,,,2
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,759,,,19.7,,83.4,,19.5,,северный,4.0,,,3
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,,,10,760,,,23.6,,60.8,,,,северо-восточный,0.0,,,3
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,,,10,760,,,27.2,,46.9,,,,северный,7.0,,,3
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,,,,,,,,,,10,760,,,28.6,,40.5,,,,северо-восточный,7.0,,,4
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,760,,,28.2,,39.1,,,,северо-восточный,7.0,,29.0,5
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,,,,10,761,,,22.7,,60.2,,,,северо-восточный,2.0,,,2
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,,,10,761,,,20.4,,69.3,,,,северо-восточный,5.0,,,1
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,,,10,761,,,19.9,,58.8,,,,северо-восточный,4.0,,,5
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,761,,,19.0,,63.4,,18.4,,северо-восточный,0.0,,,5
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,,,10,761,,,24.7,,48.4,,,,северо-восточный,0.0,,,7
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,13.0,,,,,,,,,,,10,761,,,28.7,,32.9,,,,восточный,0.0,,,8
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,13.0,,,,,,,,,,,10,760,,,29.2,,28.9,,,,северо-восточный,0.0,,,8
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,12.0,,0,,,,,,,,,10,760,,,28.3,,25.9,,,,северо-восточный,0.0,,29.8,7
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,12.0,,,,,,,,,,,10,760,,,23.8,,34.9,,,,северо-восточный,0.0,,,5
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,,,10,760,,,21.8,,38.9,,,,северо-восточный,0.0,,,4
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,,,10,759,,,20.2,,40.6,,,,восточный,0.0,,,5
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,760,,,19.2,,47.9,,18.4,,северо-восточный,0.0,,,4
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,11.0,,,,,,,,,,,10,760,,,25.9,,32.3,,,,восточный,0.0,,,8
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,13.0,,,,,,,,,,,10,760,,,29.0,,24.8,,,,северо-восточный,0.0,,,8
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,11.0,,,,,,,,,,,10,759,,,30.2,,25.0,,,,восточный,0.0,,,7
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,758,,,30.0,,24.8,,,,восточный,0.0,,30.8,4
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,,,,,10,757,,,23.1,,40.6,,,,северный,0.0,,,3
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,,,10,757,,,19.5,,47.7,,,,северо-восточный,0.0,,,3
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,,,,,10,758,,,15.7,,65.7,,,,северо-восточный,0.0,,,1
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,758,,,16.8,,68.6,,14.1,,юго-восточный,0.0,,,1
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,,,,,,,,,,,,10,758,,,25.6,,41.6,,,,северо-восточный,0.0,,,2
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,,,,,10,757,,,29.5,,24.0,,,,восточный,0.0,,,5
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,,,,,,,,,,,,10,756,,,31.9,,16.7,,,,восточный,0.0,,,6
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,755,,,31.6,,19.7,,,,восточный,0.0,,32.6,3
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,23.8,,42.2,,,,северный,0.0,,,2
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,,,10,755,,,18.8,,64.2,,,,северный,0.0,,,2
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,19.2,,75.2,,,,западный,0.0,,,1
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,0,,,0.1,,,,,,10,754,,,17.9,,83.1,,14.6,,западный,0.0,,,1
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,,,,,,,,,10,754,,,26.5,,51.2,,,,южный,0.0,,,2
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,,,,,10,753,,,31.2,,29.2,,,,южный,0.0,,,4
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,,,,,,,,,,,,10,752,,,32.8,,23.7,,,,южный,2.0,,,5
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,752,,,30.6,,36.8,,,,юго-западный,2.0,,33.8,7
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,,,,,10,752,,,26.5,,41.6,,,,западный,2.0,,,3
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,,,,,10,752,,,20.3,,73.4,,,,,2.0,,,0
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,,,,,,,,,,10,752,,,17.9,,89.8,,,,южный,0.0,,,1
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,,,0,,,0,,,,,,10,752,,,19.0,,84.9,,17.2,,южный,6.0,,,2
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,,,,,,,,,,,,10,753,,,26.7,,48.0,,,,юго-восточный,6.0,,,1
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,,,,,,,,,,,,10,752,,,30.9,,29.4,,,,южный,6.0,,,3
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,,,,,,,,,,,,10,752,,,32.1,,34.9,,,,западный,6.0,,,4
1593529200,"Вторник, 30 июня
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,True,28.9,,54.4,,,,северо-западный,9.0,,33.1,4
1593540000,"Вторник, 30 июня
18:00 (UTC)",,,,,,,,,True,,,,,10,753,,,26.2,,61.4,,,,северо-западный,5.0,,,1
1593550800,"Вторник, 30 июня
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,21.9,,82.1,,,,северо-западный,2.0,,,1
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,,,,,,,,,,,10,755,,,20.1,,94.0,,,,юго-западный,0.0,,,1
1593572400,"Среда, 1 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,21.4,,86.7,,19.5,,восточный,0.0,,,1
1593583200,"Среда, 1 июля
06:00 (UTC)",,,,,,,,,,,,,,10,756,,,26.6,,68.4,,,,южный,0.0,,,2
1593594000,"Среда, 1 июля
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,31.0,,41.7,,,,юго-восточный,5.0,,,3
1593604800,"Среда, 1 июля
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,32.8,,35.6,,,,юго-восточный,6.0,,,4
1593615600,"Среда, 1 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,755,,,31.5,,44.6,,,,западный,9.0,True,33.6,4
1593626400,"Среда, 1 июля
18:00 (UTC)",,,,,,,,,True,,,,,10,756,,,26.9,,63.1,,,,северо-западный,5.0,,,3
1593637200,"Среда, 1 июля
21:00 (UTC)",,,,,,,,,,,,,,10,756,,,23.4,,79.7,,,,юго-западный,2.0,,,1
1593648000,"Четверг, 2 июля
00:00 (UTC)",,,,,,,,,,,,,,10,756,,,22.5,,83.7,,,,северо-западный,2.0,,,2
1593658800,"Четверг, 2 июля
03:00 (UTC)",,,,,0,,,0,,True,,,,4,756,,,22.7,,91.8,,21.5,,северо-западный,0.0,,,2
1593669600,"Четверг, 2 июля
06:00 (UTC)",,,,,,,,,,,,,,10,757,,,28.1,,66.6,,,,юго-восточный,1.0,,,1
1593680400,"Четверг, 2 июля
09:00 (UTC)",,,,,,,,,,,,,,10,756,,,31.5,,53.1,,,,южный,1.0,,,4
1593691200,"Четверг, 2 июля
12:00 (UTC)",,,,,,,,,,,,,,10,755,,,34.0,,41.5,,,,юго-восточный,2.0,,,5
1593702000,"Четверг, 2 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,34.2,,32.3,,,,северо-восточный,4.0,,35.1,2
1593712800,"Четверг, 2 июля
18:00 (UTC)",,,,,,,,,,,,,,10,755,,,28.7,,49.8,,,,северный,2.0,,,2
1593723600,"Четверг, 2 июля
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,24.9,,61.1,,,,северный,0.0,,,2
1593734400,"Пятница, 3 июля
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,21.4,,74.6,,,,северо-восточный,0.0,,,1
1593745200,"Пятница, 3 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,755,,,21.1,,78.9,,18.7,,северо-восточный,0.0,,,1
1593756000,"Пятница, 3 июля
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,28.1,,51.6,,,,восточный,0.0,,,3
1593766800,"Пятница, 3 июля
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,33.7,,28.2,,,,восточный,0.0,,,4
1593777600,"Пятница, 3 июля
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,35.6,,22.9,,,,восточный,0.0,,,5
1593788400,"Пятница, 3 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,754,,,35.2,,20.2,,,,восточный,0.0,,35.8,3
1593799200,"Пятница, 3 июля
18:00 (UTC)",,,,,,,,,,,,,,10,754,,,28.1,,35.0,,,,северо-восточный,0.0,,,3
1593810000,"Пятница, 3 июля
21:00 (UTC)",,,,,,,,,,,,,,10,754,,,25.1,,39.6,,,,северо-восточный,0.0,,,3
1593820800,"Суббота, 4 июля
00:00 (UTC)",,,,,,,,,,,,,,10,754,,,21.7,,54.4,,,,северо-восточный,0.0,,,3
1593831600,"Суббота, 4 июля
03:00 (UTC)",,,,,0,,,0,,,,,,10,754,,,22.0,,63.7,,20.1,,северо-восточный,0.0,,,2
1593842400,"Суббота, 4 июля
06:00 (UTC)",,,,,,,,,,,,,,10,755,,,28.8,,45.0,,,,северо-восточный,0.0,,,2
1593853200,"Суббота, 4 июля
09:00 (UTC)",,,,,,,,,,,,,,10,755,,,33.1,,40.2,,,,восточный,0.0,,,3
1593864000,"Суббота, 4 июля
12:00 (UTC)",,,,,,,,,,,,,,10,754,,,35.9,,26.5,,,,восточный,0.0,,,2
1593874800,"Суббота, 4 июля
15:00 (UTC)",,,,,0,,,,,,,,,10,753,,,35.1,,28.0,,,,восточный,0.0,,36.5,4
1593885600,"Суббота, 4 июля
18:00 (UTC)",,,,,,,,,,,,,,10,753,,,26.4,,56.6,,,,северный,0.0,,,1
1593896400,"Суббота, 4 июля
21:00 (UTC)",,,,,,,,,,,,,,10,753,,,25.7,,64.9,,,,западный,0.0,,,1
1593907200,"Воскресенье, 5 июля
00:00 (UTC)",,,,,,,,,,,,,,10,753,,,23.2,,81.2,,,,западный,0.0,,,2
