timestamp,date,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,менее 0.1,,,,,,,20,739,,,21.5,,70.0,,,южный,5,True,26.9,3
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,20,739,,,18.1,,81.6,,True,,7,,,0
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,20,739,,,16.1,,91.4,,,,9,,,0
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,True,,4,739,,,16.2,,98.1,,,южный,10,,,2
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,0,,,менее 0.1,,,,20,739,,,17.5,,79.9,15.0,,южный,10,,,3
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,20,740,,,23.6,,70.4,,,северо-восточный,6,,,2
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,20,740,,,25.4,,65.2,,,юго-западный,10,,,1
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,20,740,,,20.6,,84.5,,,северо-восточный,10,True,,1
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,1,,,,True,,,20,740,,,24.5,,61.8,,,юго-восточный,7,,26.2,1
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,True,,,20,740,,,17.5,,93.3,,,восточный,2,,,1
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,20,739,,,15.7,,91.4,,,северный,0,,,2
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,20,738,,,17.1,,84.1,,,южный,2,,,2
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,0,,,1,,,,20,739,,,18.6,,78.0,15.1,,восточный,10,,,1
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,20,739,,,23.3,,58.4,,,южный,9,,,2
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,20,739,,,29.7,,35.2,,,южный,9,,,1
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,20,739,,,30.7,,36.9,,,восточный,4,,,3
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,0,,,,,,,20,739,,,29.7,,39.0,,,северо-восточный,6,,31.3,2
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,20,739,,,21.0,,84.6,,,,4,,,0
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,20,739,,,20.7,,85.1,,,южный,0,,,1
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,20,739,,,19.1,,86.5,,,южный,0,,,1
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,0,,,0,,,,20,740,,,19.9,,80.8,18.0,,южный,10,,,1
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,20,740,,,23.1,,73.5,,,северо-западный,9,,,1
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,20,739,,,25.6,,68.2,,,западный,9,,,2
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,,,,,,,20,739,,,26.2,,64.6,,,северный,7,,,2
1592406000,"Среда, 17 июня
15:00 (UTC)",,True,16.0,6,,,,,,,10,740,,,19.0,,83.8,,,юго-восточный,10,,28.1,2
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,True,,,20,739,,,17.8,,85.8,,,юго-восточный,9,,,1
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,20,738,,,15.1,,91.3,,,северо-восточный,6,,,2
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,10,737,,,14.6,,98.7,,,юго-восточный,4,,,1
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,0.3,,,7,,,,10,737,,,15.7,,94.4,13.3,,северо-восточный,1,,,1
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,20,737,,,23.3,,64.8,,,юго-западный,1,,,1
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,20,736,,,27.2,,57.5,,,северный,1,,,2
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,20,736,,,27.7,,54.5,,,южный,9,,,1
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,10.0,0,,,,,,,20,736,,True,23.9,,58.6,,,юго-восточный,9,,28.6,1
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,True,,,20,736,,,17.7,,86.4,,,восточный,6,,,1
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,20,735,,,18.1,,84.2,,,юго-восточный,2,,,2
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,20,736,,,17.2,,78.9,,,южный,4,,,1
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,0,,,0,,,,20,736,,,18.9,,75.6,16.2,,юго-восточный,9,,,1
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,20,736,,,21.3,,72.7,,,,10,,,0
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,20,737,,,25.6,,60.5,,,северный,9,,,2
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,20,736,,True,24.0,,59.8,,,южный,10,,,2
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,0.1,True,,,,,,20,737,,,21.9,,70.5,,,западный,10,,27.7,2
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,10,737,,,17.5,,98.1,,True,юго-восточный,10,,,1
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,10,737,,,15.4,,98.7,,,юго-западный,2,,,1
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,10,736,,,16.1,,98.1,,,юго-восточный,7,,,2
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,13,,,13,,,,20,737,,,16.7,,94.4,14.7,True,южный,9,,,1
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,20,737,,,18.9,,87.1,,True,южный,10,,,1
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,20,737,,,24.8,,62.3,,,северный,7,,,2
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,20,737,,,25.5,,57.5,,,,7,,,0
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,0.8,,True,,,,,20,736,,,20.4,,80.3,,,южный,10,,27.2,2
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,True,,,,,20,737,,,19.3,,83.3,,,южный,10,,,1
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,20,736,,,16.5,,92.6,,,южный,10,,,1
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,20,736,,,17.5,,84.2,,,юго-восточный,10,,,2
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,0.1,,,1,,,,20,736,,,18.3,,80.6,16.0,,юго-восточный,7,,,1
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,20,736,,,23.2,,63.5,,,восточный,7,,,2
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,20,736,,,26.5,,53.2,,,восточный,7,,,1
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,20,737,,,20.2,,85.0,,,северо-восточный,10,True,,3
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,0.5,,True,,,,,20,737,,,21.4,,77.5,,,восточный,10,,26.5,1
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,20,737,,,18.6,,89.3,,True,южный,10,,,1
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,True,,4,738,,,17.3,,97.5,,,юго-восточный,9,,,1
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,20,737,,,16.5,,89.1,,,южный,9,,,2
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,0,,,0.5,,,,20,738,,,16.9,,83.0,16.1,,южный,1,,,1
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,20,739,,,23.3,,62.3,,,южный,1,,,1
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,20,739,,,26.7,,52.9,,,северный,7,,,2
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,20,738,,,28.1,,48.1,,,северо-восточный,6,,,2
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,0,,,,,,,20,739,,,26.2,,55.9,,,восточный,9,,28.9,1
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,20,739,,,21.4,,82.5,,,юго-восточный,9,,,1
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,20,739,,,20.4,,82.9,,,южный,2,,,2
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,20,739,,,19.2,,81.2,,,южный,4,,,2
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,0,,,0,,,,20,740,,,19.0,,76.6,18.0,,южный,2,,,2
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,20,740,,,26.1,,53.7,,,южный,0,,,1
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,20,740,,,29.8,,44.4,,,северо-восточный,1,,,2
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,20,740,,,31.6,,31.4,,,северный,2,,,1
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,0,,,,,,,20,739,,,30.9,,33.3,,,северо-восточный,6,,31.9,2
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,20,739,,,22.9,,73.4,,,юго-восточный,2,,,1
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,20,739,,,21.4,,75.1,,,юго-восточный,0,,,2
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,20,739,,,20.6,,74.0,,,южный,0,,,3
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,0,,,0,,,,20,739,,,21.2,,66.4,19.8,,южный,7,,,3
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,20,739,,,28.2,,46.9,,,юго-западный,9,,,1
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,20,739,,,28.0,,51.9,,,западный,9,,,1
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,20,740,,,27.0,,59.0,,,южный,9,,,3
1593010800,"Среда, 24 июня
15:00 (UTC)",,,11.0,0,,,,,,,20,740,,,23.8,,59.3,,,северный,9,,30.4,1
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,20,741,,,19.5,,84.9,,,юго-восточный,10,,,1
1593032400,"Среда, 24 июня
21:00 (UTC)",True,,,,,,,,,,20,742,,,20.0,,78.8,,,западный,9,,,1
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,20,743,,,18.1,,93.3,,True,,9,,,0
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,0.4,,,0.4,,,,10,743,,,17.5,,98.7,15.5,,восточный,7,,,1
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,20,744,,,21.6,,75.1,,,западный,9,,,1
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,20,745,,,23.6,,64.8,,,западный,9,,,2
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,,,,,,,20,744,,,27.1,,40.4,,,северный,4,,,3
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,0,,,,,,,20,745,,,25.9,,43.1,,,северо-восточный,2,,27.5,3
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,20,745,,,19.1,,71.4,,,восточный,0,,,1
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,20,745,,,19.1,,66.4,,,восточный,0,,,2
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,20,745,,,13.3,,90.6,,,восточный,0,,,1
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,0,,,0,,,,20,745,,,17.4,,78.4,12.6,,восточный,0,,,1
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,20,745,,,23.8,,54.6,,,северо-восточный,0,,,4
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,11.0,,,,,,,,20,745,,,27.7,,32.8,,,северо-восточный,1,,,5
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,12.0,,,,,,,,20,744,,,28.8,,29.2,,,северо-восточный,0,,,5
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,12.0,0,,,,,,,20,743,,,27.4,,30.0,,,северо-восточный,0,,29.1,4
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,20,744,,,20.7,,38.6,,,северо-восточный,0,,,2
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,20,744,,,17.2,,51.1,,,северо-восточный,0,,,2
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,20,743,,,14.7,,61.2,,,северо-восточный,0,,,2
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,0,,,0,,,,20,743,,,16.5,,51.6,13.5,,восточный,0,,,2
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,10.0,,,,,,,,20,743,,,23.6,,39.4,,,северо-восточный,0,,,4
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,11.0,,,,,,,,20,743,,,27.8,,26.3,,,северо-восточный,1,,,5
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,11.0,,,,,,,,20,743,,,29.1,,24.0,,,северо-восточный,0,,,4
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,10.0,0,,,,,,,20,742,,,28.0,,23.6,,,северо-восточный,0,,29.4,4
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,,20,742,,,17.2,,66.5,,,восточный,0,,,1
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,20,742,,,13.2,,78.8,,,восточный,0,,,1
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,,20,742,,,15.1,,72.5,,,юго-восточный,0,,,2
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,0,,,0,,,,20,742,,,15.1,,73.0,12.9,,южный,0,,,2
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,,,,,,,,,20,742,,,22.6,,46.6,,,северный,0,,,1
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,,20,741,,,27.5,,37.2,,,северо-восточный,0,,,3
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,,,,,,,,,20,741,,,29.8,,30.2,,,восточный,0,,,2
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,0,,,,,,,20,740,,,30.0,,19.6,,,восточный,0,,30.7,2
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,,,,,20,740,,,17.8,,62.7,,,,0,,,0
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,20,740,,,18.4,,66.7,,,юго-восточный,0,,,2
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,,20,739,,,16.6,,67.7,,,южный,0,,,2
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,0,,,0,,,,20,739,,,17.2,,65.6,16.3,,южный,0,,,2
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,,,,,,20,739,,,24.8,,49.4,,,юго-западный,0,,,2
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,,20,738,,,30.1,,32.0,,,северо-западный,0,,,2
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,,,,,,,,,20,737,,,31.5,,22.0,,,западный,1,,,2
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,0,,,,,,,20,737,,,30.4,,26.2,,,западный,1,,31.8,2
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,,20,737,,,23.2,,61.9,,,южный,1,,,1
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,,20,737,,,20.4,,73.5,,,южный,0,,,1
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,,,,,,,20,737,,,18.7,,79.1,,,юго-восточный,0,,,2
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,,0,,,0,,,,20,737,,,18.5,,74.1,18.1,,юго-восточный,1,,,3
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,,,,,,,,,20,737,,,26.7,,40.8,,,южный,1,,,2
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,,,,,,,,,20,737,,,30.5,,27.0,,,северный,1,,,2
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,,,,,,,,,20,737,,,32.4,,24.6,,,северо-западный,1,,,2
1593529200,"Вторник, 30 июня
15:00 (UTC)",,,,0,,,,,,,20,737,,,30.7,,29.3,,,западный,2,,32.6,2
1593540000,"Вторник, 30 июня
18:00 (UTC)",,,,,,,,,,,20,738,,,20.3,,80.3,,,,2,,,0
1593550800,"Вторник, 30 июня
21:00 (UTC)",,,,,,,,,,,20,739,,,21.6,,70.5,,,южный,0,,,2
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,,,,,,,,20,739,,,20.1,,72.0,,,южный,0,,,3
1593572400,"Среда, 1 июля
03:00 (UTC)",,,,0,,,0,,,,20,740,,,19.9,,69.7,19.1,,юго-восточный,0,,,3
1593583200,"Среда, 1 июля
06:00 (UTC)",,,,,,,,,,,20,740,,,27.2,,52.7,,,западный,0,,,1
1593594000,"Среда, 1 июля
09:00 (UTC)",,,,,,,,,,,20,740,,,30.4,,39.7,,,северо-западный,2,,,1
1593604800,"Среда, 1 июля
12:00 (UTC)",,,,,,,,,,,20,739,,,31.2,,35.1,,,северный,2,,,1
1593615600,"Среда, 1 июля
15:00 (UTC)",,,,0,,,,,,,20,740,,True,26.3,,60.3,,,южный,7,,32.2,2
1593626400,"Среда, 1 июля
18:00 (UTC)",,,,,,,,True,,,20,741,,,23.0,,59.5,,,южный,7,,,2
1593637200,"Среда, 1 июля
21:00 (UTC)",,,,,,,,,,,20,741,,,22.0,,60.4,,,южный,9,,,2
1593648000,"Четверг, 2 июля
00:00 (UTC)",,,,,,,,,,,20,741,,,20.2,,68.4,,,южный,7,,,3
1593658800,"Четверг, 2 июля
03:00 (UTC)",,,,0,,,0,,,,20,741,,,19.1,,70.0,19.1,,юго-восточный,2,,,3
1593669600,"Четверг, 2 июля
06:00 (UTC)",,,,,,,,,,,20,741,,,26.3,,49.5,,,юго-восточный,7,,,2
1593680400,"Четверг, 2 июля
09:00 (UTC)",,,,,,,,,,,20,740,,,31.8,,39.4,,,северо-восточный,1,,,2
1593691200,"Четверг, 2 июля
12:00 (UTC)",,,,,,,,,,,20,740,,,33.0,,31.9,,,восточный,2,,,3
1593702000,"Четверг, 2 июля
15:00 (UTC)",,,,0,,,,,,,20,739,,,33.3,,29.8,,,северо-восточный,2,,33.9,2
1593712800,"Четверг, 2 июля
18:00 (UTC)",,,,,,,,,,,20,740,,,23.8,,55.6,,,юго-восточный,0,,,2
1593723600,"Четверг, 2 июля
21:00 (UTC)",,,,,,,,,,,20,739,,,21.9,,73.7,,,юго-восточный,0,,,2
1593734400,"Пятница, 3 июля
00:00 (UTC)",,,,,,,,,,,20,739,,,20.8,,68.1,,,юго-восточный,0,,,2
1593745200,"Пятница, 3 июля
03:00 (UTC)",,,,0,,,0,,,,20,740,,,20.4,,67.1,19.3,,южный,0,,,2
1593756000,"Пятница, 3 июля
06:00 (UTC)",,,,,,,,,,,20,740,,,28.1,,42.8,,,восточный,0,,,1
1593766800,"Пятница, 3 июля
09:00 (UTC)",,,,,,,,,,,20,739,,,32.4,,31.2,,,северо-восточный,0,,,4
1593777600,"Пятница, 3 июля
12:00 (UTC)",,,,,,,,,,,20,739,,,34.0,,27.0,,,северо-восточный,0,,,3
1593788400,"Пятница, 3 июля
15:00 (UTC)",,,,0,,,,,,,20,738,,,33.6,,22.3,,,восточный,1,,34.3,3
1593799200,"Пятница, 3 июля
18:00 (UTC)",,,,,,,,,,,20,739,,,23.0,,63.5,,,восточный,6,,,1
1593810000,"Пятница, 3 июля
21:00 (UTC)",,,,,,,,,,,20,739,,,23.0,,69.4,,,юго-восточный,4,,,1
1593820800,"Суббота, 4 июля
00:00 (UTC)",,,,,,,,,,,20,739,,,20.6,,75.9,,,юго-восточный,4,,,1
1593831600,"Суббота, 4 июля
03:00 (UTC)",,,,0,,,0,,,,20,739,,,21.5,,71.3,19.2,,юго-восточный,0,,,2
1593842400,"Суббота, 4 июля
06:00 (UTC)",,,,,,,,,,,20,739,,,28.8,,47.7,,,западный,0,,,1
1593853200,"Суббота, 4 июля
09:00 (UTC)",,,,,,,,,,,20,739,,,33.7,,33.6,,,северный,0,,,2
1593864000,"Суббота, 4 июля
12:00 (UTC)",,,,,,,,,,,20,739,,,35.6,,25.1,,,северо-восточный,1,,,2
1593874800,"Суббота, 4 июля
15:00 (UTC)",,,,0,,,,,,,20,738,,,34.6,,23.4,,,северный,1,,35.9,2
1593885600,"Суббота, 4 июля
18:00 (UTC)",,,,,,,,,,,20,738,,,23.2,,55.1,,,,0,,,0
1593896400,"Суббота, 4 июля
21:00 (UTC)",,,,,,,,,,,20,738,,,24.4,,65.4,,,юго-восточный,0,,,2
1593907200,"Воскресенье, 5 июля
00:00 (UTC)",,,,,,,,,,,20,738,,,20.2,,78.8,,,юго-восточный,0,,,1
1593918000,"Воскресенье, 5 июля
03:00 (UTC)",,,,0,,,0,,,,20,738,,,22.4,,68.4,19.8,,южный,0,,,2
1593928800,"Воскресенье, 5 июля
06:00 (UTC)",,,,,,,,,,,20,738,,,29.8,,44.7,,,южный,0,,,1
1593939600,"Воскресенье, 5 июля
09:00 (UTC)",,,,,,,,,,,20,738,,,33.8,,32.4,,,северо-западный,0,,,2
1593950400,"Воскресенье, 5 июля
12:00 (UTC)",,,,,,,,,,,20,737,,,34.6,,29.8,,,южный,2,,,2
1593961200,"Воскресенье, 5 июля
15:00 (UTC)",,,,0,,,,,,,20,736,,,34.3,,31.9,,,южный,4,,36.4,1
1593972000,"Воскресенье, 5 июля
18:00 (UTC)",,,19.0,,,,,True,,,20,737,,,25.2,,48.9,,,южный,7,,,4
1593982800,"Воскресенье, 5 июля
21:00 (UTC)",,,,,,,,,,,20,737,,,22.8,,63.4,,,южный,2,,,3
1593993600,"Понедельник, 6 июля
00:00 (UTC)",,,,,,,,,,,20,737,,,21.4,,69.1,,,южный,9,,,2
1594004400,"Понедельник, 6 июля
03:00 (UTC)",,,,0.8,,,0.8,,,,20,737,,,21.5,,67.8,20.5,,южный,9,,,2
1594015200,"Понедельник, 6 июля
06:00 (UTC)",,,,,,,,,,,20,737,,,26.0,,57.6,,,юго-восточный,7,,,2
1594026000,"Понедельник, 6 июля
09:00 (UTC)",,,,,,,,,,,20,736,,,33.1,,37.1,,,северный,2,,,1
1594036800,"Понедельник, 6 июля
12:00 (UTC)",,,,,,,,,,,20,735,,,33.8,,32.0,,,северо-западный,2,,,2
1594047600,"Понедельник, 6 июля
15:00 (UTC)",,,,0,,,,,,,20,735,,True,31.5,,34.5,,,северо-западный,7,,36.7,3
1594058400,"Понедельник, 6 июля
18:00 (UTC)",,,,,,,,True,,,20,735,,,28.2,,53.3,,,южный,4,,,3
1594069200,"Понедельник, 6 июля
21:00 (UTC)",,,,,,,,,,,20,734,,,25.8,,53.3,,,южный,6,,,3
1594080000,"Вторник, 7 июля
00:00 (UTC)",,,,,,,,,,,20,734,,,23.2,,60.7,,,южный,2,,,2
1594090800,"Вторник, 7 июля
03:00 (UTC)",,,,0,,,0,,,,20,734,,,22.4,,60.2,22.0,,южный,0,,,4
1594101600,"Вторник, 7 июля
06:00 (UTC)",,,,,,,,,,,20,734,,,30.1,,37.9,,,южный,1,,,2
1594112400,"Вторник, 7 июля
09:00 (UTC)",,,,,,,,,,,20,733,,,36.4,,24.6,,,северный,0,,,1
1594123200,"Вторник, 7 июля
12:00 (UTC)",,,,,,,,,,,20,733,,,38.3,,17.7,,,северный,2,,,3
