timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Мгла,Дождь (незамерзающий) слабый с перерывами,Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C","Пыль, песок или брызги, поднятые ветром",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,763,,,,,6.1,,59.5,5.4,,,юго-западный,9.0,,,2
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,,10.0,,,,,,,,,,,10,763,,,,,12.2,,32.0,,,,западный,6.0,,,5
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,,13.0,,,,,,,,,,,10,763,,,,,13.4,,29.8,,True,,западный,7.0,,,6
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,,14.0,,,,,,,,,,,10,763,,,,,12.9,,19.4,,True,,западный,1.0,,,5
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,,11.0,,0,,,,,,,,,10,764,,,,,11.4,,24.7,,,,западный,2.0,,13.7,4
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,7.0,,42.1,,,,северо-западный,0.0,,,2
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,2.7,,65.1,,,,юго-западный,0.0,,,1
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,4.1,,70.4,,,,южный,0.0,,,2
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,766,,,,,5.2,,56.7,2.5,,,южный,0.0,,,2
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,12.9,,21.8,,,,южный,0.0,,,4
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,16.4,,12.3,,,,южный,0.0,,,4
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,17.2,,12.8,,,,южный,0.0,,,3
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,12.0,,0,,,,,,,,,10,764,,,,,13.4,,24.9,,,,юго-восточный,0.0,,17.4,5
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,12.0,,,,,,,,,,,10,764,,,,,9.5,,56.2,,,,юго-восточный,0.0,,,4
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,8.2,,72.7,,,,юго-восточный,0.0,,,2
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,4.3,,86.8,,,,восточный,0.0,,,1
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,0,,0,,,,,,,4,764,,,,,5.7,,94.6,3.3,,,восточный,0.0,,,1
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,14.8,,33.0,,,,южный,1.0,,,5
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,11.0,,,,,,,,,,,10,763,,,,,15.9,,31.7,,,,юго-восточный,4.0,,,6
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,12.0,,,,,,,,,,,10,761,,,,,15.9,,34.6,,,,юго-восточный,7.0,,,6
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,12.0,,0,,,,,,,,,10,761,,,,,13.3,,42.7,,,,восточный,9.0,,16.3,3
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,9.3,,57.7,,,,восточный,2.0,,,1
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,7.8,,74.2,,,,северный,0.0,,,1
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,8.7,,78.7,,,,северо-восточный,9.0,,,1
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,True,менее 0.1,,менее 0.1,,,,,,,10,758,,,,,10.2,,82.2,6.3,,,северный,10.0,,,1
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",True,,,,,,,,,,,,,,4,758,,,,,11.1,,88.7,,,,восточный,10.0,,,1
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,,True,,10,757,,,,,12.9,,75.1,,,,северо-восточный,10.0,,,1
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,15.9,,56.2,,,True,северо-западный,10.0,,,2
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,10,756,,,,,15.0,,60.0,,,,северо-западный,9.0,,16.0,1
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,11.8,,78.0,,,,восточный,9.0,,,1
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,11.1,,84.6,,,,юго-восточный,7.0,,,1
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,True,,,,,,4,757,,,,,9.5,,86.7,,,,юго-западный,0.0,,,1
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,0,,менее 0.1,True,,,,,,4,757,,,,,10.1,,84.5,8.7,,,южный,0.0,,,1
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,17.8,,38.5,,,,южный,4.0,,,3
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,20.6,,26.1,,,,западный,4.0,,,4
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,21.8,,23.9,,,,юго-западный,7.0,,,4
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,10.0,,0,,,,,,,,,10,757,,,,,19.2,,29.1,,,,западный,9.0,,22.3,4
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,13.0,,,,,,,,,,,10,759,,,,,16.0,,38.0,,,,западный,9.0,,,3
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,15.0,,,,,,True,,,,,4,761,,,,,10.7,,71.7,,,,южный,10.0,,,1
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,9.1,,83.8,,,True,южный,9.0,,,1
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,1,,1,,,,,,,10,761,,,,,10.3,,75.2,9.0,,,юго-западный,9.0,,,3
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,12.9,,42.6,,,,юго-западный,7.0,,,5
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,13.0,,,,,,,,,,,10,762,,,,,15.7,,27.5,,,,юго-западный,9.0,,,6
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,13.0,,,,,,,,,,,10,762,,,,,15.6,,27.3,,,,западный,7.0,,,6
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,12.0,,0,,,,,,,,,10,762,,,,,14.8,,29.3,,,,юго-западный,7.0,,16.1,4
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,10.0,,,,,,,,,,,10,764,,,,,11.6,,41.6,,,,юго-западный,2.0,,,1
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,9.3,,60.7,,,,южный,2.0,,,1
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,8.4,,61.4,,,,юго-западный,4.0,,,1
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,0,,0,,,,,,,10,766,,,,,10.6,,50.3,8.4,,,юго-западный,7.0,,,2
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,15.9,,33.8,,,,юго-западный,0.0,,,2
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,19.1,,22.7,,,,южный,6.0,,,4
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,,,,,,10,765,,,,,20.3,,18.7,,,,южный,4.0,,,3
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,0,,,,,,,,,10,765,,,,,18.1,,29.9,,,,юго-восточный,7.0,,20.8,4
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,13.7,,53.4,,,,юго-восточный,0.0,,,3
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,10.5,,72.2,,,,юго-восточный,0.0,,,2
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,True,,,,,,4,766,,,,,7.0,,87.1,,,,восточный,0.0,,,1
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,0,,0,True,,,,,,4,766,,,,,8.5,,87.2,6.4,,,восточный,0.0,,,2
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,,,10,766,,,,,17.7,,31.3,,,,юго-восточный,0.0,,,3
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,12.0,,,,,,,,,,,10,765,,,,,19.7,,22.2,,,,восточный,0.0,,,4
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,12.0,,,,,,,,,,,10,764,,,,,20.6,,24.8,,,,восточный,0.0,,,4
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,0,,,,,,,,,10,763,,,,,19.6,,29.0,,,,восточный,4.0,,21.1,3
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,13.5,,58.0,,,,северо-восточный,1.0,,,1
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,12.4,,71.0,,,,северо-восточный,2.0,,,1
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,True,,,,,,4,762,,,,,10.6,,87.4,,,,восточный,2.0,,,1
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,0,,0,True,,,,,,2,762,,,,,11.9,,87.6,10.0,,,восточный,2.0,,,1
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,21.9,,36.3,,,,юго-восточный,2.0,,,3
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,24.0,,32.4,,,,юго-восточный,7.0,,,4
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,21.4,,39.3,,,,юго-восточный,9.0,,,3
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,0,,,,,,,,,10,761,,,,,20.1,,49.5,,,,юго-восточный,7.0,,24.1,4
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,15.4,,67.9,,,,восточный,4.0,,,2
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,13.6,,84.8,,,,северо-восточный,2.0,,,1
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,True,,,,,,4,761,,,,,13.6,,88.3,,,,северо-восточный,0.0,,,1
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,0,,0,,,,,,,10,761,,,,,15.7,,78.1,13.3,,,восточный,7.0,,,1
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,22.7,,42.7,,,,юго-восточный,7.0,,,4
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,24.7,,34.7,,,,восточный,9.0,,,4
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,11.0,,,,,,,,,,,10,760,,,,,24.0,,34.3,,,,восточный,9.0,,,5
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,0,,,,,,,,,10,760,,,,,22.0,,42.8,,,,восточный,9.0,,25.3,2
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,17.4,,63.0,,,,восточный,4.0,,,2
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,16.4,,68.1,,,,северо-восточный,7.0,,,2
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,16.5,,59.9,,,,северо-восточный,6.0,,,2
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,0,,0,,,,,,,10,759,,,,,17.4,,63.9,15.9,,,северо-восточный,9.0,,,2
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,23.7,,29.6,,,,северо-восточный,9.0,,,4
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,10.0,,,,,,,,,,,10,760,,,,,25.7,,22.8,,,,восточный,9.0,,,4
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,13.0,,,,,,,,,,,10,760,,,,,23.6,,39.1,,,,восточный,9.0,,,3
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,менее 0.1,True,,,,,,,,10,760,,,,,22.5,,42.7,,,,восточный,9.0,,26.7,3
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,19.7,,49.0,,,True,северо-восточный,9.0,,,1
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,18.6,,53.9,,,,северо-восточный,9.0,,,2
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,,,,10,759,,,,,18.0,,53.4,,,,северо-восточный,10.0,,,2
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,менее 0.1,True,менее 0.1,,,,,,,10,760,,,,,17.6,,65.2,17.2,,,северо-восточный,7.0,,,1
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,24.7,,34.2,,,True,восточный,4.0,,,3
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,13.0,,,,,,,,,,,10,760,,,,,27.5,,22.6,,,,восточный,2.0,,,5
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,13.0,,,,,,,,,,,10,760,,,,,26.4,,26.6,,,,восточный,2.0,,,6
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,13.0,,0,,,,,,,,,10,760,,,,,25.2,,26.8,,,,восточный,4.0,,28.4,5
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,12.0,,,,,,,,,,,10,761,,,,,19.9,,55.4,,,,северо-восточный,1.0,,,2
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,17.6,,76.4,,,,северо-восточный,4.0,,,1
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,17.0,,76.3,,,,северо-восточный,2.0,,,2
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,0,,0,,,,,,,10,761,,,,,19.0,,64.2,16.8,,,восточный,9.0,,,4
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,11.0,,,True,,,,,,,,10,761,,,,,20.7,,52.3,,,,восточный,9.0,,,4
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,10.0,,,True,,,,,,,,10,761,,,,,20.1,,62.0,,,,восточный,9.0,,,3
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,14.0,,,,,,,,,,,10,760,,,,,24.0,,42.5,,,True,восточный,7.0,,,6
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,13.0,,0.3,,,,,,,,,10,759,,,,,22.4,,49.1,,,,восточный,7.0,,25.0,6
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,12.0,,,,,,,,,,True,4,759,,,,,18.2,,68.9,,,,восточный,7.0,,,3
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,,True,4,758,,,,,15.0,,81.2,,,,,9.0,,,0
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,,,,10,757,,,,,16.2,,81.3,,,,северо-восточный,9.0,,,1
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,0,,0.3,,,,,,,10,757,,,,,17.9,,69.3,14.6,,,северо-восточный,10.0,,,3
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,12.0,,,,,,,,,,,10,756,,,,,21.4,,50.1,,,,восточный,9.0,,,6
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,15.0,,,,,,,,,,,10,756,,,,,23.4,,41.5,,True,,восточный,7.0,,,7
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,15.0,,,,,,,,,,,10,755,,,,,22.8,,43.1,,,,восточный,9.0,,,5
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,10.0,,0,,,,,,,,,10,755,,,,,21.5,,53.6,,,,восточный,9.0,,24.5,4
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,,,,10,754,,,,,17.7,,71.6,,,,,9.0,,,0
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,,,10,754,,,,,15.6,,78.6,,,,,7.0,,,0
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,True,,,,,,,,4,754,,,,,15.7,,87.9,,,,северо-западный,10.0,,,1
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,менее 0.1,True,менее 0.1,,,,,,,4,755,,,,,16.6,,86.3,14.9,,,северный,10.0,,,2
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,20.6,,65.9,,,True,северный,9.0,,,2
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,,,,,10,754,,,,,24.9,,46.0,,,,северный,10.0,,,3
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,,,,,,,,10,754,,,,,27.7,,28.5,,,,восточный,9.0,,,2
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,0,,,,,,,,,10,755,,,,,25.0,,39.0,,,,восточный,10.0,,28.3,1
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,,,,10,755,,,,,21.2,,58.7,,,,северо-западный,10.0,,,2
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,10.0,,,,,,,,,,,10,755,,,,,18.7,,71.8,,,,северо-западный,10.0,,,4
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,11.0,,,,,,,,,,,10,755,,,,,16.4,,83.5,,,,западный,10.0,,,4
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,11.0,,0,,0,,,,,,,10,756,,,,,17.0,,79.9,16.1,,,северо-западный,9.0,,,2
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,,,10,756,,,,,21.2,,57.9,,,,северо-западный,7.0,,,2
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,13.0,,,,,,,,,,,10,757,,,,,24.0,,44.0,,,,северо-западный,9.0,,,5
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,15.0,,,,,,,,,,,10,758,,,,,22.8,,46.0,,True,,северо-западный,9.0,,,5
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,12.0,,0,,,,,,,,,10,759,,,,,20.7,,58.6,,,,северо-западный,9.0,,24.1,4
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,18.8,,65.1,,,True,западный,9.0,,,4
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,15.9,,72.7,,,,северо-западный,7.0,,,2
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,13.1,,66.9,,,,западный,9.0,,,3
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,менее 0.1,,менее 0.1,,,,,,,10,761,,,,,14.4,,65.9,12.8,,,западный,9.0,,,4
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,10.0,,,,,,,,,,,10,762,,,,,16.0,,60.2,,,,западный,9.0,,,5
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,11.0,,,,,,,,,True,,4,763,,,,,12.9,,82.0,,,,западный,10.0,,,4
1589025600,"Суббота, 9 мая
12:00 (UTC)",True,,,,,,,,,,,,,,10,763,,,,,16.5,,57.5,,,,юго-западный,9.0,,,2
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,11.0,,0.5,,,,,,,,,10,763,,,,,17.2,,46.0,,,,юго-западный,7.0,,18.2,4
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,14.0,,62.3,,,,южный,4.0,,,1
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,14.1,,64.5,,,,юго-западный,9.0,,,3
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,11.2,,72.8,,,,западный,4.0,,,1
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,0,,0.5,,,,,,,10,763,,,,,11.7,,66.2,10.9,,,западный,9.0,,,1
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,12.9,,64.6,,,,юго-западный,10.0,,,2
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,True,,,,,,,,,,10,765,,,,,13.3,,71.2,,,,южный,10.0,,,4
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,15.4,,52.4,,,True,южный,10.0,,,2
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,1,,,,,,,,,10,763,,,,,16.1,,46.4,,,,южный,10.0,,16.6,2
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,13.6,,64.8,,,,южный,10.0,,,3
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,,,10,764,,,,,13.4,,66.1,,,,южный,6.0,,,3
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,11.6,,77.5,,,,юго-западный,0.0,,,2
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,0,,1,,,,,,,10,764,,,,,12.3,,68.6,11.2,,,юго-западный,1.0,,,3
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,,,,10,763,,,,,16.6,,50.2,,,,юго-западный,2.0,,,3
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,12.0,,,,,,,,,,,10,763,,,,,18.6,,36.9,,,,юго-западный,9.0,,,6
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,12.0,,,True,,,,,,,,10,762,,,,,18.2,,44.1,,,,западный,9.0,,,4
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,10.0,,0.1,,,,,,,,,10,761,,,,,19.4,,43.0,,,,южный,9.0,,20.2,2
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,15.0,,,,,,True,,,,,10,761,,,,,16.2,,68.5,,,,юго-западный,9.0,,,2
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,15.9,,64.4,,,True,юго-западный,6.0,,,2
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,15.6,,64.4,,,True,юго-западный,6.0,,,3
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,0.5,,0.6,,,,,,,10,762,,,,,14.2,,70.0,14.2,,,юго-западный,7.0,,,3
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,18.7,,55.4,,,,юго-западный,2.0,,,3
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,,,10,761,,,,,23.9,,32.6,,,,юго-западный,4.0,,,4
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,10.0,,,,,,,,,,,10,760,,,,,24.8,,23.7,,,,юго-западный,7.0,,,5
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,0,,,,,,,,,10,760,,,,,25.7,,23.1,,,,западный,7.0,,26.3,2
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,20.1,,46.2,,,,юго-восточный,9.0,,,1
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,18.6,,51.1,,,,южный,7.0,,,3
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,15.1,,59.6,,,,южный,4.0,,,1
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,0,,0,,,,,,,10,760,,,,,15.5,,63.9,12.5,,,юго-восточный,9.0,,,1
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,21.3,,39.0,,,,юго-восточный,10.0,,,3
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,21.9,,33.4,,,True,юго-восточный,10.0,,,4
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,10.0,,,,,,,,,,,10,760,,,,,22.1,,33.5,,,True,юго-восточный,10.0,,,4
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,10,759,,,,,21.3,,44.1,,,True,юго-восточный,9.0,,23.6,3
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,,,,,,10,760,,,,,16.9,,79.8,,,True,южный,6.0,,,1
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,,,,,10,762,,,,,15.6,,67.0,,,,северо-западный,7.0,,,3
