timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Снежная крупа (возможно с дождем) умеренная или сильная,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C",Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый,Туман без изменений (небо видно)
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,56.0,,,11.5,восточный,,,4,,,0,,,,,,,,20,763,,,18.1,,,0.0,,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,12.0,,,,,,,,,,34.9,,,,восточный,,,5,,,,,,,,,,,20,763,,,20.2,,,7.0,,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,11.0,,,,,,,,,,28.9,,,,восточный,,,5,,,,,,,,,,,20,763,,,21.4,,,4.0,,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,11.0,,,,,,,,,,33.8,,,,восточный,,,4,,,0,,,,,,,,20,763,,,20.8,,,7.0,,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,38.1,,,,восточный,,22.1,4,,,0,,,,,,,,20,763,,,19.1,,,2.0,,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,,58.3,,,,северо-восточный,,,2,,,,,,,,,,,20,764,,,14.6,,,0.0,,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,,,64.9,,,,северо-восточный,,,1,,,,,,,,,,,20,764,,,12.0,,,0.0,,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,,,,,,65.4,,,11.3,восточный,,,3,,,0,,,0,,,,,20,764,,,12.2,,,2.0,,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,,46.0,,,11.3,северо-восточный,,,3,,,0,,,,,,,,20,763,,,18.1,,,9.0,,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,12.0,,,,,,,,,,33.9,,,,восточный,,,6,,,,,,,,,,,20,762,,,20.4,,,7.0,,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,12.0,,,,,,,,,,36.5,,,,восточный,,,6,,,,,,,,,,,20,762,,,20.9,,,7.0,,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,13.0,,,,,,,,,,32.2,,,,восточный,,,6,,,0,,,,,,,,20,760,,,21.6,,,7.0,,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,12.0,,,True,,,,,,,54.8,,,,юго-восточный,,22.2,2,,,0.3,,,,,,,,20,761,,,17.8,,,10.0,,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,57.4,,,,восточный,,,3,,,,,,,,,,,20,760,,,17.4,,,10.0,,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,61.5,,,,восточный,,,2,,,,,,,,,,,20,760,,,16.2,,,7.0,,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,,,,,,64.9,,,15.9,восточный,,,3,,,0.3,,,0.3,,,,,20,759,,,16.1,,,7.0,,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,,67.9,,,15.9,восточный,,,3,,,0,,,,,,,,20,759,,,17.8,,,7.0,,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,80.0,,,,юго-восточный,,,2,,,,,,,True,,,,10,759,,,18.3,,,10.0,,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,,86.1,,,,,,,0,,,,,,,True,,,,20,758,,,20.8,,,10.0,,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,True,,,,,62.8,,,,юго-восточный,,,3,,,0.6,,,,,,,,20,757,,,25.3,,,7.0,,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,,74.9,,,,,,25.7,0,,,0.6,,True,,,,,,20,757,,,23.2,,,10.0,,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,True,79.9,,,,северо-восточный,,,2,,,,,,,,,,,20,757,,,20.9,,,10.0,,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,True,95.7,,,,,,,0,,,,,,,,,,,20,757,,,18.8,,,10.0,,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,,,,,,96.9,,,17.8,,,,0,,,7,,,8,,,,,20,757,,,18.0,,True,10.0,,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,True,,,,,79.6,,,17.8,южный,,,1,,,7,,,,,,,,20,757,,,22.1,,,7.0,,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,64.0,,,,южный,,,1,,,,,,,,,,,20,758,,,25.3,,,7.0,,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,,54.4,,,,юго-восточный,,,2,,,,,,,,,,,20,757,,,27.3,,,,,
1592319600,"Вторник, 16 июня
15:00 (UTC)",True,12.0,,,,,,,,,,88.2,,,,северный,,,1,,,0.4,,,,,,,,4,757,,,18.7,,,9.0,,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,True,,,,,81.9,,,,северный,,28.7,1,,,1,,,,,,,,20,758,,,20.7,,,7.0,,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,True,93.9,,,,юго-западный,,,1,,,,,,,,,,,20,757,,,17.8,,,7.0,,
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,True,,,,,95.6,,,,,,,0,,,,,,,,,,,20,757,,,16.9,,,4.0,,
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,,,,,,96.9,,,16.3,северо-восточный,,,1,,,0.4,,,0.8,,,,,20,758,,,17.0,,,9.0,,
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,76.7,,,16.3,юго-восточный,,,1,,,0,,,,,,,,20,758,,,22.7,,,5.0,,
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,65.6,,,,восточный,,,1,,,,,,,,,,,20,758,,,25.5,,,9.0,,
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,,,,,,,,49.4,,,,юго-восточный,,,2,,,,,,,,,,,20,758,,,28.5,,,5.0,,
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,,,,,,48.4,,,,юго-восточный,,,1,,,0,,,,,,,,20,757,,,29.2,,,7.0,,
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,,60.7,,,,восточный,,29.8,1,,,0,,,,,,,,20,757,,,26.6,,,4.0,,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,80.7,,,,восточный,,,2,,,,,,,,,,,20,757,,,23.1,,,0.0,,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,88.9,,,,восточный,,,1,,,,,,,,,,,20,757,,,21.3,,,2.0,,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,,,,,,90.0,,,20.4,восточный,,,1,,,0,,,0,,,,,20,757,,,20.9,,,7.0,,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,65.4,,,20.4,южный,,,1,,,0,,,,,,,,20,757,,,26.4,,,7.0,,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,34.9,,,,южный,,,1,,,,,,,,,,,20,757,,,31.1,,,2.0,,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,33.5,,,,юго-восточный,,,3,,,,,,,,,,,20,756,,,30.8,,,0.0,,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,,,,,,31.1,,,,южный,,,2,,,0,,,,,,,,20,756,,,31.4,,,0.0,,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,,,54.4,,,,,,32.6,0,,,0,,,,,,,,20,756,,,27.5,,,0.0,,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,85.0,,,,юго-восточный,,,1,,,,,,,,,,,20,756,,,20.1,,,0.0,,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,92.1,,,,юго-восточный,,,1,,,,,,,,,,,20,756,,,18.1,,,0.0,,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,,,,,,89.3,,,16.8,южный,,,1,,,0,,,0,,,,,20,756,,,19.2,,,0.0,,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,63.5,,,16.8,юго-западный,,,1,,,0,,,,,,,,20,756,,,26.6,,,4.0,,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,36.4,,,,юго-западный,,,2,,,,,,,,,,,20,757,,,29.9,,,6.0,,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,32.5,,,,юго-западный,,,2,,,,,,,,,,,20,756,,,32.1,,,4.0,,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,,,,,,30.6,,,,юго-западный,,,1,,,0,,,,,,,,20,756,,,31.9,,,5.0,,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,56.2,,,,южный,,33.1,1,,,0,,,,,,,,20,756,,,27.6,,,7.0,,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,68.7,,,,северо-западный,,,1,,,,,,,,,,,20,757,,,21.5,,,6.0,,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,78.3,,,,восточный,,,3,,,,,,,,,,,20,757,,,20.3,,,9.0,,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,,,,,,84.9,,,18.6,юго-восточный,,,2,,,0,,,0,,,,,20,757,,,19.0,,,4.0,,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,67.6,,,18.6,северо-восточный,,,2,,,0,,,,,,,,20,757,,,22.6,,,6.0,,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,68.9,,,,восточный,,,3,,,,,,,,,,,20,759,,,22.6,,,9.0,,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,67.5,,,,северо-восточный,,,4,,,,,,,,,,,20,759,,,22.2,,,9.0,,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,,,,,,76.1,,,,восточный,,,4,,,0,,,,,,,,20,759,,,19.2,,,10.0,,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,76.5,,,,восточный,,25.2,3,,,0,,,,,,,,20,760,,,18.6,,,10.0,,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,72.4,,,,восточный,,,3,,,,,,,,,,,20,760,,,17.2,,,7.0,,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,81.2,,,,северо-восточный,,,2,,,,,,,,,,,20,760,,,15.0,,,,,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,,,,,,81.7,,,14.4,восточный,,,2,,,0,,,0,,,,,20,760,,,14.6,,,5.0,,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,61.2,,,14.4,восточный,,,4,,,0,,,,,,,,20,760,,,18.2,,,2.0,,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,45.0,,,,северо-восточный,,,4,,,,,,,,,,,20,760,,,21.1,,,0.0,,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,,36.1,,,,восточный,,,3,,,,,,,,,,,20,760,,,22.9,,,0.0,,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,,,,,,37.2,,,,восточный,,,4,,,0,,,,,,,,20,759,,,22.3,,,2.0,,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,,41.5,,,,восточный,,23.6,3,,,0,,,,,,,,20,759,,,20.3,,,0.0,,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,57.0,,,,северо-восточный,,,1,,,,,,,,,,,20,759,,,17.5,,,7.0,,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,64.0,,,,северо-восточный,,,2,,,,,,,,,,,20,759,,,16.1,,,7.0,,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,,,,,,73.9,,,14.3,восточный,,,2,,,0,,,0,,,,,20,759,,,14.5,,,9.0,,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,60.1,,,14.3,юго-восточный,,,1,,,0,,,,,,,,20,759,,,20.5,,,0.0,,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,48.2,,,,юго-восточный,,,1,,,,,,,,,,,20,759,,,22.6,,,5.0,,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,43.6,,,,юго-восточный,,,3,,,,,,,,,,,20,759,,,22.8,,,5.0,,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,,,,,,44.5,,,,восточный,,,3,,,0,,,,,,,,20,758,,,22.7,,,4.0,,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,49.9,,,,юго-восточный,,25.8,2,,,0,,,,,,,,20,758,,,21.6,,,5.0,,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,88.9,,,,,,,0,,,,,,,,,,,20,759,,,13.8,,,2.0,,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,94.9,,,,западный,,,1,,,,,,,,,,,20,759,,,12.3,,,0.0,,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,,,,,,96.1,,,10.7,,,,0,,,0,,,0,,,,,20,759,,,13.0,,,0.0,,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,45.8,,,10.7,восточный,,,2,,,0,,,,,,,,20,760,,,21.9,,,0.0,,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,32.9,,,,северо-восточный,,,2,,,,,,,,,,,20,760,,,24.8,,,4.0,,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,,28.6,,,,северный,,,3,,,,,,,,,,,20,760,,,26.0,,,4.0,,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,,,,,,,37.0,,,,северо-западный,,,2,,,0,,,,,,,,20,761,,,26.0,,,4.0,,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,45.5,,,,северо-западный,,27.0,1,,,0,,,,,,,,20,761,,,24.0,,,2.0,,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,72.3,,,,северный,,,1,,,,,,,,,,,20,762,,,16.6,,,0.0,,
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,,96.1,,,,,,,0,,,,,,,,,,,10,758,,,10.1,,,0.0,,
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,,,,,,95.5,,,10.4,,,,0,,,0,,,0,,,,,20,764,,,12.8,,,0.0,,
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,46.7,,,10.4,юго-восточный,,,1,,,0,,,,,,,,20,765,,,23.9,,,0.0,,
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,28.8,,,,северо-восточный,,,1,,,,,,,,,,,20,765,,,26.9,,,0.0,,
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,29.8,,,,юго-западный,,,1,,,,,,,,,,,20,765,,,28.8,,,1.0,,
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,,,,,,31.4,,,,западный,,,1,,,0,,,,,,,,20,765,,,28.7,,,1.0,,
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,47.9,,,,,,29.6,0,,,0,,,,,,,,20,765,,,25.0,,,1.0,,
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,90.2,,,,,,,0,,,,,,,,,,,20,766,,,16.1,,,0.0,,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,,96.1,,,,,,,0,,,,,,,,,,,20,767,,,12.9,,,0.0,,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,,,,,,96.8,,,12.3,,,,0,,,0,,,0,,,,,20,767,,,14.0,,,0.0,,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,66.7,,,12.3,западный,,,1,,,0,,,,,,,,20,762,,,22.6,,,2.0,,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,33.6,,,,северо-западный,,,1,,,,,,,,,,,20,767,,,28.9,,,2.0,,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,,,,,,,,32.5,,,,северо-западный,,,2,,,,,,,,,,,20,766,,,28.8,,,2.0,,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,,,,,,,,28.2,,,,северо-западный,,,2,,,0,,,,,,,,20,766,,,28.9,,,0.0,,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,,39.1,,,,северо-западный,,30.2,1,,,0,,,,,,,,20,765,,,26.3,,,0.0,,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,93.2,,,,,,,0,,,,,,,,,,,20,766,,,15.3,,,0.0,,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,96.2,,,,,,,0,,,,,,,,,,,20,766,,,13.1,,,0.0,,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,,,,,,95.0,,,12.8,,,,0,,,0,,,0,,,,,20,766,,,14.9,,,0.0,,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,52.0,,,12.8,северо-западный,,,1,,,0,,,,,,,,20,766,,,25.9,,,0.0,,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,31.4,,,,западный,,,1,,,,,,,,,,,20,765,,,29.6,,,1.0,,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,,,,,,,,27.7,,,,юго-западный,,,1,,,,,,,,,,,20,764,,,31.2,,,2.0,,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,,,,,,,31.7,,,,,,,0,,,0,,,,,,,,20,763,,,30.7,,,2.0,,
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,47.4,,,,,,32.4,0,,,0,,,,,,,,20,761,,,26.7,,,1.0,,
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,83.7,,,,,,,0,,,,,,,,,,,20,761,,,18.1,,,0.0,,
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,83.7,,,,,,,0,,,,,,,,,,,20,761,,,18.1,,,2.0,,
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,,,,,,88.6,,,15.2,,,,0,,,0,,,0,,,,,20,760,,,17.2,,,0.0,,
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,54.0,,,15.2,западный,,,1,,,0,,,,,,,,20,759,,,25.7,,,0.0,,
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,,,32.0,,,,западный,,,1,,,,,,,,,,,20,758,,,30.3,,,2.0,,
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,,,,,,,,27.0,,,,южный,,,1,,,,,,,,,,,20,757,,,31.9,,,6.0,,
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,,,,,,,,32.3,,,,восточный,,,2,,,0,,,,,,,,20,756,,,29.8,,,4.0,,
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,,,51.5,,,,юго-восточный,,32.1,1,,,0,,,,,,,,20,755,,,26.5,,,4.0,,
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,91.0,,,,,,,0,,,,,,,,,,,20,755,,,18.6,,,4.0,,
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,,,95.6,,,,,,,0,,,,,,,,,,,20,754,,,16.4,,,2.0,,
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,,,,,,,95.7,,,15.3,северный,,,1,,,0,,,0,,,,,20,754,,,17.7,,,4.0,,
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,,,,,,,,,,64.5,,,15.3,восточный,,,2,,,0,,,,,,,,20,753,,,23.8,,,2.0,,
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,,,41.6,,,,восточный,,,2,,,,,,,,,,,20,753,,,28.5,,,5.0,,
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,12.0,,,,,,,,,True,67.8,,,,,,,0,,,,,,,,,,,20,753,,,21.5,,,7.0,,
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,,,,,,,True,68.0,,,,северный,,,1,,,менее 0.1,,,,,,,,20,753,,,22.6,,,10.0,,
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,True,,,,,78.9,,,,,,31.3,0,,,менее 0.1,,,,,,,,20,754,,,20.7,,,7.0,,
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,87.6,,,,восточный,,,2,,,,,,,,,,,20,754,,,19.0,,,2.0,,
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,,,86.3,,,,восточный,,,2,,,,,,,,,,,20,754,,,17.0,,,0.0,,
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,,,,,,,,79.2,,,15.6,восточный,,,2,,,менее 0.1,,,менее 0.1,,,,,20,754,,,16.0,,,0.0,,
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,,,,,,,69.3,,,15.6,восточный,,,2,,,0,,,,,,,,20,754,,,20.4,,,0.0,,
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,,,57.9,,,,юго-восточный,,,2,,,,,,,,,,,20,754,,,25.6,,,9.0,,
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,,,,,,,,,,50.0,,,,юго-восточный,,,2,,,,,,,,,,,20,753,,,26.9,,,7.0,,
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,,,,,,,,,56.1,,,,юго-восточный,,,2,,,0,,,,,,,,20,752,,,25.7,,,10.0,,
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,,,71.2,,,,юго-восточный,,29.0,2,,,0,,,,,,,,20,751,,,23.1,,,10.0,,
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,,,77.4,,,,,,,0,,,,,,,,,,,20,750,,,21.0,,,10.0,,
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,,,,,,,,83.9,,,,юго-восточный,,,2,,,,,,,,,,,20,748,,,19.4,,,10.0,,
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,,,,,,,,,,80.3,,,19.0,юго-восточный,,,3,,,0,,,0,,,,,20,746,,,20.0,,,9.0,,
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,,,,,,,,,,69.8,,,19.0,южный,,,4,,,0,,,,,,,,20,744,,,22.7,,,10.0,,
1593507600,"Вторник, 30 июня
09:00 (UTC)",,12.0,,,,,,,,,,86.6,,,,южный,,,3,,,,,,,True,,,,10,742,,,19.9,,,10.0,,
1593518400,"Вторник, 30 июня
12:00 (UTC)",,10.0,,,,,,,,,,76.4,,,,западный,,,4,,,,,,,,,,,20,745,,,17.4,,True,10.0,,
1593529200,"Вторник, 30 июня
15:00 (UTC)",,11.0,,,,,,,,,,65.1,,,,северо-западный,,,1,,,1,,,,,,,,20,747,,,18.9,,,9.0,,
1593540000,"Вторник, 30 июня
18:00 (UTC)",,11.0,,,True,,,,,,,93.1,,,,юго-западный,,25.0,1,,,4,,,,,,,,20,747,,,15.1,,,7.0,,
1593550800,"Вторник, 30 июня
21:00 (UTC)",,,,,,,,,,,,96.1,,,,юго-западный,,,1,,,,,,,,,,,20,748,,,12.5,,,4.0,,
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,,,,,,,,,95.5,,,,юго-западный,,,1,,,,,,,,,,,20,748,,,12.3,,,4.0,,
1593572400,"Среда, 1 июля
03:00 (UTC)",,,,,,,,,,,,94.3,,,11.5,юго-западный,,,1,,,2,,,4,,,,,20,747,,,13.0,,,7.0,,
1593583200,"Среда, 1 июля
06:00 (UTC)",,,,,,,,,,,,75.4,,,11.5,юго-западный,,,2,,,0,,,,,,,,20,747,,,17.5,,,9.0,,
1593594000,"Среда, 1 июля
09:00 (UTC)",,,,,,,,,,,,82.4,,,,юго-западный,,,2,,,,,,,True,,,,10,747,,,16.4,,,10.0,,
1593604800,"Среда, 1 июля
12:00 (UTC)",,,,,,,True,,,,,60.1,,,,юго-западный,,,3,,,,,,,,,,,20,747,,,20.5,,,6.0,,
1593615600,"Среда, 1 июля
15:00 (UTC)",,,,,,,,,,,,68.3,,,,юго-западный,,,3,,,2,,True,,,,,,20,748,,,17.3,,,7.0,,
1593626400,"Среда, 1 июля
18:00 (UTC)",,,,,,,True,,,,,75.4,,,,юго-западный,,21.8,2,,,2,,,,,,,,20,749,,,17.5,,,7.0,,
1593637200,"Среда, 1 июля
21:00 (UTC)",,,,,,,,,,,,88.3,,,,юго-западный,,,1,,,,,,,,,,,20,749,,,14.3,,,7.0,,
1593648000,"Четверг, 2 июля
00:00 (UTC)",,,,,,,,,,,,87.8,,,,юго-западный,,,1,,,,,,,,,,,20,750,,,14.4,,,7.0,,
