timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Мгла,Дождь (незамерзающий) умеренный с перерывами,"Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,Град,"Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1591401600,"Суббота, 6 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,18.2,25.3,,,,True,,восточный,7.0,,,4
1591412400,"Суббота, 6 июня
03:00 (UTC)",,,,,,0.2,,,,0.2,,,,,20.0,,753,,,16.0,40.0,,,15.3,True,,восточный,9.0,,,5
1591423200,"Суббота, 6 июня
06:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,753,True,,15.4,63.9,,,,,,восточный,10.0,,,4
1591434000,"Суббота, 6 июня
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,753,,,21.1,54.6,,,,True,,юго-восточный,7.0,,,6
1591444800,"Суббота, 6 июня
12:00 (UTC)",,,,16.0,,,,,,,,,,,20.0,,752,,,23.8,48.5,,,,True,,юго-восточный,7.0,,,8
1591455600,"Суббота, 6 июня
15:00 (UTC)",,,,18.0,,0.8,,,,,,,,,20.0,,753,,,22.1,45.8,,,,,,юго-восточный,7.0,,24.9,7
1591466400,"Суббота, 6 июня
18:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,754,,,17.8,55.6,,,,,,юго-восточный,2.0,,,2
1591477200,"Суббота, 6 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,14.9,63.3,,,,,,восточный,6.0,,,2
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,11.2,80.1,,,,,,восточный,6.0,,,3
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,,,,,0,,,,0.8,,,,,20.0,,755,,,16.5,61.6,,,10.8,,,восточный,9.0,,,3
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,755,,,22.4,39.6,,,,,,юго-восточный,9.0,,,4
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,755,,,26.3,34.9,,,,,,западный,10.0,,,3
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,22.9,50.2,,,,,,северо-восточный,10.0,,,4
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,754,,,22.2,55.2,,,,,,северо-восточный,10.0,,26.6,2
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,17.9,81.0,,,,True,,западный,10.0,,,2
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,True,,,,,,,,,,10.0,,754,,,16.5,92.6,,,,,,восточный,10.0,,,2
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,16.8,85.7,,,,True,,юго-восточный,9.0,,,3
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,1,,,,1,,,,,20.0,,754,,,18.3,75.5,,,16.4,,,восточный,9.0,,,3
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,754,,,21.4,56.5,,,,,,южный,9.0,,,5
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,27.3,28.2,,,,,,юго-восточный,7.0,,,3
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,753,,,27.0,23.3,,,,,,южный,10.0,,,5
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,11.0,,0,,,,,,,,,20.0,,753,,,22.0,63.3,,,,,,северо-восточный,9.0,,28.9,2
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,,,True,,,,,,20.0,,753,,,21.0,65.1,,,,,,восточный,9.0,,,1
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,18.7,65.5,,,,,,южный,9.0,,,2
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,18.1,72.6,,,,,,южный,9.0,,,2
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,менее 0.1,,,,менее 0.1,,,,,20.0,,756,,,18.4,74.6,,,17.4,,,северо-восточный,9.0,,,1
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,756,,,23.1,47.1,,,,,,восточный,9.0,,,4
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,756,,,26.5,33.8,,,,True,,юго-восточный,9.0,,,5
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,756,,,25.7,33.4,,,,True,,восточный,9.0,,,4
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,менее 0.1,,,,,,,,,20.0,,755,,,25.5,35.9,,,,,,восточный,9.0,,27.2,2
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,756,,,22.2,37.4,,,,,,юго-восточный,10.0,,,3
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,756,,,21.2,39.3,,,,,,юго-восточный,6.0,,,2
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,756,,,20.1,45.6,,,,,,восточный,7.0,,,4
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,,,20.0,,756,,,21.5,47.6,,,19.1,,,восточный,9.0,,,4
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,755,,,29.5,22.0,,,,,,юго-восточный,7.0,,,6
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,15.0,,,,,,,,,,,20.0,,755,,,30.8,17.5,,,,,,юго-западный,9.0,,,7
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,15.0,,,,,,,,,,,20.0,,755,,,30.6,15.4,,,,True,,юго-западный,9.0,,,5
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,12.0,,менее 0.1,,,,,,,,,20.0,,755,,,27.6,31.7,,,,,,западный,9.0,,32.6,4
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,16.0,,,,,,,,,,,20.0,,754,,,26.8,24.6,,,,,,,7.0,,,0
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,755,,,21.3,51.1,,,,,,северо-западный,7.0,,,2
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,20.4,53.3,,,,,,юго-восточный,7.0,,,3
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,18.0,,менее 0.1,,,,менее 0.1,,,,,20.0,,753,,,26.2,29.0,,,19.4,True,,юго-восточный,10.0,,,4
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,753,,,29.4,25.3,,,,True,,юго-западный,9.0,,,4
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,31.1,25.7,,,,,,юго-восточный,10.0,,,3
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,751,,,32.4,19.1,,,,,,южный,9.0,,,3
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,750,,,30.7,20.6,,,,,,южный,9.0,,33.5,2
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,24.6,44.4,,,,,,северный,9.0,,,2
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,19.3,70.5,,,,,,северо-западный,2.0,,,1
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,17.4,80.4,,,,,,западный,9.0,,,2
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,749,,,20.3,73.0,,,17.0,,,северо-западный,7.0,,,1
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,27.7,43.0,,,,,,северный,1.0,,,3
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,30.0,33.0,,,,,,северный,6.0,,,3
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,30.4,28.3,,,,,,северо-западный,2.0,,,4
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,747,,,28.5,33.3,,,,,,северо-западный,0.0,,30.6,4
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,22.5,57.9,,,,,,западный,7.0,,,1
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,18.5,76.0,,,,,,западный,0.0,,,2
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,19.0,83.8,,,,,,северный,0.0,,,3
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,748,,,18.8,80.1,,,18.1,,,северный,9.0,,,4
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,18.5,71.2,,,17.9,,,северный,9.0,,,5
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,23.9,40.8,,,,,,северный,6.0,,,6
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,749,,,24.5,32.6,,,,,,северный,7.0,,,7
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,12.0,,0,,,,,,,,,20.0,,749,,,21.5,37.0,,,,,,северный,2.0,,24.6,6
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,17.7,45.9,,,,,,северный,2.0,,,6
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,750,,,13.8,56.5,,,,,,северный,0.0,,,4
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,12.2,60.6,,,,,,северный,10.0,,,4
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,751,,,14.8,59.5,,,11.8,,,северный,7.0,,,4
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,21.6,44.2,,,,,,восточный,10.0,,,3
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,753,,,19.7,47.1,,,,,,северо-восточный,10.0,,,7
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,754,,,20.8,42.2,,,,,,восточный,6.0,,,5
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,754,,,19.0,52.6,,,,,,восточный,0.0,,22.1,3
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,755,,,15.3,68.3,,,,,,северо-восточный,0.0,,,1
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,756,,,13.2,75.7,,,,,,северо-восточный,0.0,,,2
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,756,,,9.8,87.4,,,,,,северный,0.0,,,2
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,757,,,14.3,55.1,,,7.7,,,северный,0.0,,,1
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,757,,,20.0,38.6,,,,,,северный,0.0,,,2
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,756,,,23.7,23.6,,,,,,северный,0.0,,,4
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,755,,,25.1,19.7,,,,,,северо-восточный,1.0,,,4
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,755,,,23.6,24.4,,,,,,северо-восточный,1.0,,25.2,4
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,755,,,18.3,42.7,,,,,,северный,0.0,,,2
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,755,,,13.3,63.8,,,,,,северо-западный,0.0,,,2
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,755,,,11.0,77.9,,,,,,,0.0,,,0
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,755,,,16.6,61.2,,,10.4,,,северный,0.0,,,1
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,755,,,22.7,43.6,,,,,,северный,0.0,,,2
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,754,,,26.8,24.2,,,,,,северный,4.0,,,3
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,28.4,20.1,,,,,,северный,5.0,,,3
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,752,,,27.2,23.7,,,,,,северный,2.0,,28.5,2
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,22.5,34.5,,,,,,северо-восточный,2.0,,,3
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,15.5,53.9,,,,,,южный,0.0,,,1
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,12.4,71.0,,,,,,западный,2.0,,,2
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,752,,,19.2,50.9,,,12.1,,,,0.0,,,0
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,26.0,33.2,,,,,,северо-западный,7.0,,,3
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,27.2,29.3,,,,,,северо-западный,7.0,,,5
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,750,,,28.5,25.2,,,,,,северо-западный,7.0,,,6
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,10.0,,0,,,,,,,,,20.0,,749,,,26.8,28.2,,,,,,северо-западный,2.0,,28.7,4
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,20.6,49.3,,,,,,западный,4.0,,,2
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,16.5,66.3,,,,,,западный,0.0,,,2
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,15.1,75.0,,,,,,западный,10.0,,,2
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,750,,,19.3,67.3,,,14.7,,,северо-западный,7.0,,,1
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,26.1,48.2,,,,,,северо-западный,1.0,,,3
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,749,,,27.0,49.4,,,,,,северный,6.0,True,,7
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,749,,,27.2,31.8,,,,True,,северный,6.0,,,7
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,11.0,,менее 0.1,,,,,,,,,20.0,,750,,,23.8,21.2,,,,,,северный,2.0,,28.5,6
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,751,,,18.3,33.3,,,,,,северный,0.0,,,5
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,751,,,15.4,42.7,,,,,,северный,0.0,,,7
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,10.0,,,,,,,,,,,20.0,,751,,,13.6,52.2,,,,,,северо-восточный,0.0,,,4
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,0,,,,менее 0.1,,,,,20.0,,753,,,16.5,46.5,,,13.3,,,северо-восточный,0.0,,,5
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,21.9,32.3,,,,,,восточный,0.0,,,5
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,24.9,26.0,,,,,,восточный,1.0,,,4
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,26.1,23.2,,,,,,северо-восточный,0.0,,,3
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,752,,,25.1,24.0,,,,,,восточный,1.0,,26.5,2
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,20.6,35.0,,,,,,восточный,0.0,,,2
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,15.4,53.1,,,,,,восточный,0.0,,,1
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,753,,,14.0,46.8,,,,,,северо-восточный,0.0,,,1
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,753,,,18.6,34.6,,,13.4,,,юго-восточный,0.0,,,2
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,26.0,21.3,,,,,,юго-западный,0.0,,,4
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,29.2,16.6,,,,,,южный,0.0,,,3
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,31.5,14.0,,,,,,юго-западный,0.0,,,4
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,14.0,,0,,,,,,,,,20.0,,748,,,30.7,14.6,,,,,,юго-западный,0.0,,31.6,3
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,24.5,25.4,,,,,,южный,1.0,,,1
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,17.8,39.9,,,,,,западный,0.0,,,1
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,746,,,17.1,47.0,,,,,,юго-восточный,7.0,,,2
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,745,,,22.2,28.3,,,14.9,,,южный,6.0,,,3
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,745,,,26.0,24.7,,,,,,северо-западный,6.0,,,2
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,744,,,29.7,29.6,,,,,,северо-восточный,7.0,,,5
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,744,,,27.8,38.5,,,,,,северный,7.0,,,7
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,12.0,,0,,,,,,,,,20.0,,745,,,24.4,41.5,,,,,,северный,6.0,,30.2,7
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,746,,,18.9,36.5,,,,,,северный,7.0,,,7
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,747,,,15.2,46.4,,,,,,северный,2.0,,,6
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,747,,,11.3,61.6,,,,,,северный,7.0,,,5
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,747,,,13.2,54.4,,,10.8,,,северный,6.0,,,6
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,18.3,46.0,,,,,,северный,1.0,,,4
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,22.6,34.6,,,,,,северный,2.0,,,5
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,23.9,26.1,,,,,,северный,0.0,,,4
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,11.0,,0,,,,,,,,,20.0,,749,,,20.3,33.9,,,,,,северный,0.0,,24.0,7
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,750,,,14.6,52.9,,,,,,северный,0.0,,,6
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,750,,,10.8,67.4,,,,,,северный,1.0,,,5
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,9.0,73.4,,,,,,северный,0.0,,,3
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,752,,,12.3,62.3,,,9.0,,,северный,0.0,,,4
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,18.6,43.6,,,,,,северо-восточный,0.0,,,3
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,752,,,23.5,28.5,,,,,,восточный,0.0,,,2
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,25.6,23.6,,,,,,западный,0.0,,,2
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,751,,,25.4,20.5,,,,,,северо-западный,9.0,,26.6,1
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,18.6,41.3,,,,,,северо-западный,7.0,,,1
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,14.1,57.7,,,,,,северо-западный,2.0,,,2
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,10.3,72.6,,,,,,северо-западный,2.0,,,2
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,751,,,15.3,60.5,,,10.1,,,западный,9.0,,,2
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,751,,,21.0,44.6,,,,,,северо-западный,7.0,,,3
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,23.6,28.9,,,,,,северо-западный,9.0,,,4
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,25.9,29.0,,,,,,западный,7.0,,,4
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,0,,,,,,,,,20.0,,750,,,21.9,39.5,,,,,,северо-западный,9.0,,26.0,5
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,18.4,62.9,,,,,,северо-западный,9.0,,,3
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,748,,,15.6,84.0,,,,True,,западный,6.0,,,2
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,True,,,,,,,,,,20.0,,748,,,14.8,86.7,,,,,,западный,7.0,,,1
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,True,2,,,,2,,,,,10.0,,747,,,14.2,90.7,,,14.1,,,юго-западный,10.0,,,3
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,True,,,,,,,,,,10.0,,747,,,14.2,91.3,,,14.0,,,северный,10.0,,,4
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,747,,,19.0,49.5,,,,True,,северный,7.0,,,6
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,747,,,19.5,34.2,,,,True,,северный,7.0,,,7
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,13.0,,5,,,,,,,,,20.0,,748,,,18.2,32.4,,,,,,северный,7.0,,20.6,6
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,749,,,14.2,42.4,,,,,,северный,6.0,,,4
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,11.1,57.4,,,,,,северный,1.0,,,5
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,6.4,81.1,,,,,,северо-западный,2.0,,,1
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,0,,,,5,,,,,20.0,,751,,,10.9,64.2,,,6.3,,,северный,2.0,,,4
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,12.0,,,,,,,,,,,20.0,,751,,,15.0,42.6,,,,,,северный,7.0,,,8
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,750,,,17.4,36.8,,,,,,северный,7.0,,,8
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,13.0,,,,,,,,,,,20.0,,749,,,19.0,34.3,,,,,,северо-западный,7.0,,,6
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,20.0,,0,,,,,,,,,20.0,,749,,,16.1,49.7,,,,,,северо-западный,6.0,,19.6,4
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,12.7,63.3,,,,,,северо-западный,4.0,,,3
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,7.7,86.6,,,,,,западный,0.0,,,2
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,,,,20.0,,750,,,7.6,89.0,,,,,,западный,2.0,,,2
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,0,,,,0,,,,,20.0,,750,,,13.0,72.6,,,6.5,,,юго-западный,2.0,,,2
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,,,,20.0,,749,,,20.4,41.5,,,,,,северо-западный,9.0,,,4
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,11.0,,,,,,,,,,,20.0,,747,,,22.8,33.5,,,,,,западный,10.0,,,6
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,16.0,,,,,,,,,,,20.0,,747,,,21.0,57.1,,,,,,западный,10.0,,,7
