timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Снег,Гроза,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Снег умеренный с перерывами,Ливневой снег слабый
1591423200,"Суббота, 6 июня
06:00 (UTC)",,3.0,,,,,,,,,,97.5,,,,юго-восточный,,,,,2,,,,,,,,,True,,4,751,,,,15.5,,,,,10,,
1591434000,"Суббота, 6 июня
09:00 (UTC)",,7.0,,,,,,,,,,88.6,,,,юго-восточный,,,,,4,,,,,,,,,,,20,751,,,,17.3,,,True,,10,,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,6.0,,,,,,,,,,74.3,,,,юго-восточный,,,,,3,,,,,,,,,,,50,751,,,,19.6,,,True,,10,,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,6.0,,,,,,,,,,99.4,,,,северо-восточный,,,,19.7,2,,,,16,,,,,,,4,751,True,,,13.3,,,,,10,,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,7.0,,,,,,,,,,99.3,,,,,,True,,,0,,,,,,,,,,,10,751,,,,11.9,,,,,10,,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,5.0,,,,,,,,,,99.3,,,,южный,,,,,1,,,,,,,,,,,10,751,,,,10.6,,,,,7,,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,2.0,,,,,,,,,,99.3,,,,северо-восточный,,,,,1,,,,,True,,,,,,0,752,,,,8.1,,,,,6,,
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,3.0,,,,,,,,,,99.3,,,7.8,западный,,,,,1,,,,21,,,,37,,,0,752,,,,10.3,,,,True,10,,
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,2.0,,,,,,,,,,99.4,,,,северо-западный,,,,,1,,,,,,,,,True,,10,753,,,,13.7,,,,,10,,
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,2.0,,,,True,,,,,,92.5,,,,,,,,,0,,,,,,,,,,,10,753,,,,15.0,,,,,9,,
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,4.0,,,,,,,,,,81.9,,,,северо-восточный,,,,,1,,,,,,,,,,,10,753,,,,16.8,,,True,,9,,
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,3.0,,,,,,,,,,78.9,,,,северный,,,,18.0,2,,,,1,,,,,,,20,753,,,,17.7,,,,,5,,
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,3.0,,,,,,,,,,96.2,,,,западный,,,,,1,,,,,,,,,,,10,754,,,,14.7,,,,,2,,
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,2.0,,,,,,,,,,99.3,,,,северо-западный,,,,,2,,,,,,,,,,,10,754,,,,12.4,,,,,0,,
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,3.0,,,,,,,,,,99.3,,,,северный,,,,,2,,,,,,,,,,True,2,754,,,,10.9,,,,,1,,
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,3.0,,,,,,,,,,100.0,,,9.8,северный,,,,,1,,,,0,,,,1,,True,4,754,,,,12.6,,,,,4,,
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,5.0,,,,,,,,,,79.0,,,,северо-восточный,,,,,3,,,,,,,,,,,20,755,,,,18.1,,,,,7,,
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,5.0,,,,True,,,,,,79.5,,,,восточный,,,,,2,,,,,,,,,,,10,755,,,,18.3,,,,,9,,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,7.0,,,,,,,,,,74.4,,,,восточный,,,,,3,,,,,,,,,,,50,755,,,,20.6,,,True,,7,,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,6.0,,,,,,,,,,69.5,,,,северо-восточный,,,,21.6,2,,,,менее 0.1,,,,,,,50,754,,,,21.2,,,,,5,,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,4.0,,,,,,,,,,89.7,,,,,,,,,0,,,,,,,,,,,10,755,,,,16.5,,,,,1,,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,2.0,,,,,,,,,,100.0,,,,северный,,,,,1,,,,,,,,,,,10,755,,,,13.9,,,,,0,,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,2.0,,,,,,,,,,99.3,,,,северо-восточный,,,,,1,,,,,,,,,,True,4,756,,,,12.1,,,,,2,,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,3.0,,,,,,,,,,94.4,,,11.9,северо-восточный,,,,,2,,,,0,,,,менее 0.1,,,10,757,,,,16.0,,,,,0,,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,5.0,,,,,,,,,,71.0,,,,восточный,,,,,3,,,,,,,,,,,20,757,,,,21.9,,,,,1,,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,9.0,,,,,,,,,,56.6,,,,восточный,,,,,6,,,,,,,,,,,50,756,,,,24.9,,,,,2,,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,9.0,,,,,,,,,,37.8,,,,юго-восточный,,,,,4,,,,,,,,,,,50,756,,,,27.0,,,,,7,,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,9.0,,,,,,,,,,72.3,,,,северный,,True,,27.4,2,,,,менее 0.1,,,,,,,50,755,,,,18.9,,,,,7,,
1591725600,"Вторник, 9 июня
18:00 (UTC)",,4.0,,,,,,,,,,90.3,,,,,,,,,0,,,,,,,,,,,10,755,,,,17.2,,,True,,7,,
1591736400,"Вторник, 9 июня
21:00 (UTC)",,2.0,,,,,,,,,,100.0,,,,северный,,,,,1,,,,,,,,,,,10,756,,,,13.8,,,,,5,,
1591747200,"Среда, 10 июня
00:00 (UTC)",,2.0,,,,,,,,,,100.0,,,,северо-западный,,,,,1,,,,,,,,,,,10,756,,,,12.6,,,,,2,,
1591758000,"Среда, 10 июня
03:00 (UTC)",,3.0,,,,,,,,,,93.2,,,12.3,северо-западный,,,,,1,,,,менее 0.1,,,,менее 0.1,,,20,755,,,,16.8,,,,,4,,
1591768800,"Среда, 10 июня
06:00 (UTC)",,5.0,,,,,,,,,,66.2,,,,восточный,,,,,1,,,,,,,,,,,50,755,,,,22.1,,,,,2,,
1591779600,"Среда, 10 июня
09:00 (UTC)",,6.0,,,,,,,,,,58.6,,,,северо-восточный,,,,,2,,,,,,,,,,,50,754,,,,24.0,,,,,7,,
1591790400,"Среда, 10 июня
12:00 (UTC)",,6.0,,,,,,,,,True,61.1,,,,юго-западный,,,,,2,,,,,,,,,,,50,753,,,,23.2,,,,,9,,
1591801200,"Среда, 10 июня
15:00 (UTC)",,5.0,,,,,,,,,,62.9,,,,юго-восточный,,,,24.7,2,,,,менее 0.1,,,,,,,50,753,,,,22.2,,,True,,7,,
1591812000,"Среда, 10 июня
18:00 (UTC)",,4.0,,,,,True,,,,,92.1,,,,северо-западный,,,,,1,,,,,,,,,,,10,752,,,,18.0,,,,,2,,
1591822800,"Среда, 10 июня
21:00 (UTC)",,3.0,,,,,,,,,,99.4,,,,,,,,,0,,,,,,,,,,,10,752,,,,15.2,,,,,7,,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,3.0,,,,,,,,,,100.0,,,,юго-западный,,,,,1,,,,,,,,,,True,4,752,,,,14.3,,,,,1,,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,4.0,,,,,,,,,,89.3,,,14.3,юго-западный,,,,,2,,,,0,,,,менее 0.1,,,10,752,,,,18.3,,,,,1,,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,5.0,,,,,,,,,,62.9,,,,западный,,,,,2,,,,,,,,,,,20,751,,,,24.2,,,,,1,,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,6.0,,,,,,,,,,54.4,,,,северо-западный,,,,,3,,,,,,,,,,,50,751,,,,25.9,,,,,5,,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,9.0,,,,,,,,,,49.9,,,,северный,,,,,3,,,,,,,,,,,50,750,,,,26.5,,,,,5,,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,6.0,,,,,,,,,,49.9,,,,северо-западный,,,,27.8,1,,,,0,,,,,,,20,749,,,,27.7,,,,,5,,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,4.0,,,,,,,,,,64.4,,,,южный,,,,,1,,,,,,,,,,,10,749,,,,23.3,,,,,7,,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,7.0,,,,,,,,,,93.3,,,,юго-западный,,True,,,1,,,,,,,,,,,10,748,,,,18.8,,,,,6,,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,6.0,,,,,,,,,,99.4,,,,северо-западный,,,,,1,,,,,,,,,,True,4,748,,,,16.9,,,,,6,,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,8.0,,,,,,,,,,98.8,,,16.7,северо-западный,,,,,3,,,,1,,,,1,,,10,748,,,,18.2,,,,,7,,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,9.0,,,,True,,,,,,98.7,,,15.9,северный,,,,,4,,,,,,,,,,,10,749,,,,15.9,,,,,10,,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,10.0,,,,,,,,,,82.9,,,,северный,,,,,4,,,,,,,,,,,20,751,,,,15.9,,,True,,9,,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,9.0,,,,,,,,,,73.0,,,,северный,,,,,4,,,,,,,,,,,20,752,,,,15.1,,,,,9,,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,9.0,,,,,,,,,,66.4,,,,северный,,,,18.9,3,,,,0.4,,,,,,,50,753,,,,14.8,,,,,7,,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,5.0,,,,,,,,,,83.7,,,,северный,,,,,2,,,,,,,,,,,20,753,,,,13.0,,,,,7,,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,3.0,,,,,,,,,,91.7,,,,,,,,,0,,,,,,,,,,,10,754,,,,10.7,,,,,6,,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,2.0,,,,,,,,,,94.7,,,,северный,,,,,1,,,,,,,,,,,10,754,,,,8.8,,,,,4,,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,6.0,,,,,,,,,,82.8,,,7.7,северо-восточный,,,,,3,,,,0,,,,0.4,,,20,755,,,,10.6,,,,,2,,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,7.0,,,,,,,,,,64.4,,,,северо-восточный,,,,,4,,,,,,,,,,,50,755,,,,14.0,,,,,9,,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,8.0,,,,,,,,,,57.0,,,,северо-восточный,,,,,4,,,,,,,,,,,50,756,,,,14.4,,,,,9,,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,7.0,,,,,,,,,,58.3,,,,северо-восточный,,,,,3,,,,,,,,,,,50,756,,,,14.7,,,,,9,,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,8.0,,,,,,,,,,55.6,,,,северо-восточный,,,,15.7,4,,,,0,,,,,,,50,755,,,,14.9,,,,,7,,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,6.0,,,,,,,,,,71.4,,,,северо-западный,,,,,1,,,,,,,,,,,20,756,,,,11.9,,,,,4,,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,2.0,,,,,,,,,,87.8,,,,северо-западный,,,,,1,,,,,,,,,,,10,757,,,,8.5,,,,,2,,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,2.0,,,,,,,,,,99.3,,,,,,,,,0,,,,,,,,,,,20,758,,,,4.9,,,,,0,,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,2.0,,,,,,,,,,88.0,,,4.7,северо-восточный,,,,,1,,,,0,,,,0,,,20,758,,,,10.2,,,,,0,,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,2.0,,,,,,,,,,45.8,,,,северо-восточный,,,,,1,,,,,,,,,,,50,759,,,,17.3,,,,,7,,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,5.0,,,,,,,,,,42.8,,,,северный,,,,,2,,,,,,,,,,,50,760,,,,18.9,,,,,6,,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,5.0,,,,,,,,,,44.2,,,,северо-восточный,,,,,3,,,,,,,,,,,50,759,,,,20.4,,,,,2,,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,7.0,,,,,,,,,,45.7,,,,северо-восточный,,,,20.5,3,,,,0,,,,,,,50,758,,,,19.3,,,,,0,,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,5.0,,,,,,,,,,67.2,,,,северо-восточный,,,,,1,,,,,,,,,,,20,759,,,,14.5,,,,,0,,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,1.0,,,,,,,,,,87.5,,,,,,,,,0,,,,,,,,,,,10,759,,,,10.9,,,,,0,,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,1.0,,,,,,,,,,99.3,,,,,,,,,0,,,,,,,,,,,10,759,,,,8.2,,,,,1,,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,2.0,,,,,,,,,,87.7,,,7.5,восточный,,,,,1,,,,0,,,,0,,,10,760,,,,13.0,,,,,1,,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,3.0,,,,,,,,,,51.0,,,,северо-восточный,,,,,1,,,,,,,,,,,50,760,,,,19.4,,,,,5,,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,4.0,,,,,,,,,,45.0,,,,восточный,,,,,1,,,,,,,,,,,50,759,,,,21.1,,,,,7,,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,4.0,,,,,,,,,,45.3,,,,северо-восточный,,,,,2,,,,,,,,,,,50,758,,,,22.3,,,,,7,,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,4.0,,,,,,,,,,49.7,,,,северо-восточный,,,,22.8,2,,,,0,,,,,,,50,757,,,,22.2,,,,,5,,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,3.0,,,,,,,,,,62.5,,,,юго-западный,,,,,1,,,,,,,,,,,20,756,,,,18.7,,,,,2,,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,2.0,,,,,,,,,,84.3,,,,юго-западный,,,,,1,,,,,,,,,,,10,756,,,,14.0,,,,,4,,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,4.0,,,,,,,,,,80.3,,,,юго-западный,,,,,1,,,,,,,,,,,10,756,,,,12.7,,,,,2,,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,4.0,,,,,,,,,,77.6,,,11.8,юго-западный,,,,,2,,,,0,,,,0,,,10,756,,,,15.8,,,,,4,,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,5.0,,,,,,,,,,47.0,,,,западный,,,,,2,,,,,,,,,,,50,755,,,,21.8,,,,,4,,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,6.0,,,,,,,,,,44.0,,,,западный,,,,,3,,,,,,,,,,,50,754,,,,24.1,,,,,7,,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,7.0,,,,,,,,,,41.6,,,,западный,,,,,3,,,,,,,,,,,50,753,,,,24.8,,,,,7,,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,8.0,,,,,,,,,,49.9,,,,юго-западный,,,,25.3,2,,,,0,,,,,,,50,752,,,,24.2,,,,,7,,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,7.0,,,,,,,,,,61.7,,,,юго-западный,,,,,2,,,,,,,,,,,20,751,,,,20.7,,,,,2,,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,6.0,,,,,,,,,,73.5,,,,западный,,,,,3,,,,,,,,,,,10,752,,,,18.1,,,,,4,,
1592352000,"Среда, 17 июня
00:00 (UTC)",,6.0,,,,,,,,,,81.4,,,,западный,,,,,2,,,,,,,,,,,10,751,,,,16.6,,,,,7,,
1592362800,"Среда, 17 июня
03:00 (UTC)",,5.0,,,,,,,,,,76.6,,,16.5,западный,,,,,1,,,,0,,,,0,,,10,751,,,,19.2,,,,,5,,
1592373600,"Среда, 17 июня
06:00 (UTC)",,4.0,,,,,,,,,,67.4,,,,северо-западный,,,,,1,,,,,,,,,,,50,751,,,,23.8,,,,,5,,
1592384400,"Среда, 17 июня
09:00 (UTC)",,6.0,,,,,,,,,,64.0,,,,северный,,,,,4,,,,,,,,,,,50,751,,,,25.4,,,,,7,,
1592395200,"Среда, 17 июня
12:00 (UTC)",,7.0,,,,,,,,,,65.8,,,,северо-восточный,,,,,2,,,,,,,,,,,50,751,,,,24.4,,,,,7,,
1592406000,"Среда, 17 июня
15:00 (UTC)",,6.0,,,,,,,,,,63.2,,,,северо-восточный,,,,26.6,3,,,,менее 0.1,,,,,,,50,751,,,,23.8,,,True,,7,,
1592416800,"Среда, 17 июня
18:00 (UTC)",,5.0,,,,,True,,,,,83.9,,,,северный,,,,,1,,,,,,,,,,,20,751,,,,19.4,,,,,5,,
1592427600,"Среда, 17 июня
21:00 (UTC)",,3.0,,,,,,,,,,91.9,,,,северо-восточный,,,,,2,,,,,,,,,,,10,752,,,,14.5,,,,,4,,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,2.0,,,,,,,,,,89.9,,,,северо-восточный,,,,,1,,,,,,,,,,,10,753,,,,11.3,,,,,2,,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,4.0,,,,,,,,,,75.8,,,11.0,северо-восточный,,,,,3,,,,0,,,,менее 0.1,,,50,754,,,,14.1,,,,,4,,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,6.0,,,,,,,,,,50.5,,,,восточный,,,,,4,,,,,,,,,,,50,754,,,,19.0,,,,,2,,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,9.0,,,,,,,,,,45.6,,,,северо-восточный,,,,,4,,,,,,,,,,,50,755,,,,20.2,,,,,1,,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,7.0,,,,,,,,,,42.8,,,,восточный,,,,,4,,,,,,,,,,,50,755,,,,20.9,,,,,0,,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,7.0,,,,,,,,,,45.2,,,,восточный,,,,21.1,3,,,,0,,,,,,,50,755,,,,19.8,,,,,0,,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,5.0,,,,,,,,,,70.4,,,,северо-восточный,,,,,1,,,,,,,,,,,20,755,,,,14.3,,,,,0,,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,2.0,,,,,,,,,,85.7,,,,северный,,,,,1,,,,,,,,,,,10,756,,,,11.3,,,,,0,,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,1.0,,,,,,,,,,92.2,,,,,,,,,0,,,,,,,,,,,20,756,,,,9.1,,,,,0,,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,1.0,,,,,,,,,,74.4,,,8.7,,,,,,0,,,,0,,,,0,,,20,756,,,,14.8,,,,,1,,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,5.0,,,,,,,,,,45.3,,,,южный,,,,,2,,,,,,,,,,,20,756,,,,20.3,,,,,2,,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,8.0,,,,,,,,,,42.7,,,,южный,,,,,3,,,,,,,,,,,50,755,,,,22.4,,,,,4,,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,8.0,,,,,,,,,,40.5,,,,западный,,,,,2,,,,,,,,,,,50,754,,,,23.7,,,,,2,,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,7.0,,,,,,,,,,42.5,,,,юго-западный,,,,23.8,3,,,,0,,,,,,,20,752,,,,22.9,,,,,1,,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,6.0,,,,,,,,,,59.4,,,,южный,,,,,1,,,,,,,,,,,10,751,,,,17.8,,,,,2,,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,4.0,,,,,,,,,,64.4,,,,юго-западный,,,,,2,,,,,,,,,,,10,751,,,,15.8,,,,,2,,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,8.0,,,,,,,,,,70.3,,,,юго-западный,,,,,4,,,,,,,,,,,10,748,,,,15.9,,,,,4,,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,8.0,,,,,,,,,,77.3,,,15.2,западный,,,,,2,,,,0,,,,0,,,10,749,,,,16.9,,,,,6,,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,5.0,,,,,,,,,,74.8,,,,северо-западный,,,,,3,,,,,,,,,,,50,749,,,,19.8,,,,,9,,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,7.0,,,,,,,,,,74.4,,,,северо-западный,,,,,2,,,,,,,,,,,50,749,,,,20.6,,,,,7,,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,11.0,,,,True,,,,,,76.4,,,,северный,,,,,3,,,,,,,,,,,50,750,,,,20.6,,,,,9,,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,7.0,,,,,,,,,,70.6,,,,северный,,,,24.1,2,,,,менее 0.1,,,,,,,50,749,,,,19.9,,,,,7,,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,6.0,,,,,,,,,,74.8,,,,северный,,,,,2,,,,,,,,,,,20,750,,,,14.3,,,,,2,,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,4.0,,,,,,,,,,79.3,,,,северный,,,,,2,,,,,,,,,,,10,751,,,,9.2,,,,,2,,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,3.0,,,,,,,,,,88.3,,,,северный,,,,,2,,,,,,,,,,,20,752,,,,7.2,,,,,7,,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,4.0,,,,,,,,,,70.2,,,6.7,северо-восточный,,,,,2,,,,0,,,,менее 0.1,,,50,752,,,,10.8,,,,,4,,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,8.0,,,,,,,,,,53.4,,,,северный,,,,,3,,,,,,,,,,,50,752,,,,13.8,,,,,5,,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,8.0,,,,,,,,,,50.4,,,,северный,,,,,4,,,,,,,,,,,50,752,,,,16.2,,,,,4,,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,8.0,,,,,,,,,,45.3,,,,северный,,,,,3,,,,,,,,,,,50,752,,,,17.9,,,,,4,,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,8.0,,,,,,,,,,47.0,,,,северный,,,,18.0,3,,,,0,,,,,,,50,752,,,,17.2,,,,,5,,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,5.0,,,,,,,,,,64.1,,,,северный,,,,,1,,,,,,,,,,,20,752,,,,12.7,,,,,4,,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,3.0,,,,,,,,,,83.6,,,,северный,,,,,1,,,,,,,,,,,10,753,,,,7.8,,,,,0,,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,2.0,,,,,,,,,,90.7,,,,северный,,,,,1,,,,,,,,,,,20,753,,,,6.1,,,,,2,,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,2.0,,,,,,,,,,83.2,,,5.9,северный,,,,,1,,,,0,,,,0,,,50,754,,,,9.3,,,,,7,,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,6.0,,,,,,,,,,63.4,,,,северный,,,,,3,,,,,,,,,,,50,754,,,,11.6,,,,,10,,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,6.0,,,,,,,,,,63.8,,,,северный,,,,,2,,,,,,,,,,,50,754,,,,13.1,,,,,9,,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,6.0,,,,,,,,,,52.6,,,,северо-восточный,,,,,2,,,,,,,,,,,50,754,,,,16.4,,,,,4,,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,7.0,,,,,,,,,,49.9,,,,восточный,,,,17.1,1,,,,0,,,,,,,50,753,,,,16.9,,,,,1,,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,4.0,,,,,,,,,,72.1,,,,южный,,,,,2,,,,,,,,,,,20,753,,,,12.9,,,,,2,,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,4.0,,,,,,,,,,82.7,,,,южный,,,,,2,,,,,,,,,,,10,753,,,,10.1,,,,,7,,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,4.0,,,,,,,,,,86.1,,,,юго-западный,,,,,2,,,,,,,,,,,20,753,,,,9.2,,,,,2,,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,5.0,,,,,,,,,,76.1,,,9.1,южный,,,,,3,,,,0,,,,0,,,20,753,,,,13.0,,,,,1,,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,6.0,,,,,,,,,,57.8,,,,западный,,,,,3,,,,,,,,,,,20,752,,,,19.1,,,,,2,,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,8.0,,,,,,,,,,42.0,,,,западный,,,,,3,,,,,,,,,,,50,752,,,,21.0,,,,,5,,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,7.0,,,,,,,,,,40.2,,,,западный,,,,,3,,,,,,,,,,,50,751,,,,21.6,,,,,6,,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,7.0,,,,,,,,,,54.4,,,,западный,,,,22.2,3,,,,0,,,,,,,20,750,,,,20.3,,,,,7,,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,7.0,,,,,,,,,,66.9,,,,юго-западный,,,,,1,,,,,,,,,,,10,750,,,,17.2,,,,,6,,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,6.0,,,,,,,,,,77.0,,,,западный,,,,,3,,,,,,,,,,,10,750,,,,14.9,,,,,7,,
1592956800,"Среда, 24 июня
00:00 (UTC)",,6.0,,,,,,,,,,79.5,,,,западный,,,,,3,,,,,,,,,,,10,750,,,,14.7,,,,,7,,
1592967600,"Среда, 24 июня
03:00 (UTC)",,5.0,,,,,,,,,,78.1,,,14.0,западный,,,,,2,,,,0,,,,0,,,20,750,,,,15.9,,,,,0,,
1592978400,"Среда, 24 июня
06:00 (UTC)",,8.0,,,,,,,,,,52.1,,,,северо-западный,,,,,4,,,,,,,,,,,50,751,,,,19.6,,,,,4,,
1592989200,"Среда, 24 июня
09:00 (UTC)",,9.0,,,,,,,,,,44.9,,,,северный,,,,,5,,,,,,,,,,,50,751,,,,20.8,,,,,5,,
1593000000,"Среда, 24 июня
12:00 (UTC)",,11.0,,,,,,,,,,39.3,,,,северный,,,,,5,,,,,,,,,,,50,751,,,,20.3,,,,,2,,
1593010800,"Среда, 24 июня
15:00 (UTC)",,10.0,,,,,,,,,,42.1,,,,северный,,,,20.9,4,,,,0,,,,,,,50,752,,,,17.4,,,,,2,,
1593021600,"Среда, 24 июня
18:00 (UTC)",,9.0,,,,,,,,,,60.7,,,,северный,,,,,2,,,,,,,,,,,20,754,,,,11.2,,,,,2,,
