timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Ливневый дождь со снегом,Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,Мгла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,10.0,732,,,5.4,,59.7,,,,западный,7.0,,,1,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,0,,,,0,,,,,10.0,732,,,4.0,,65.9,,3.6,,южный,9.0,,,2,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,0,,,,,,,,,10.0,732,,,11.2,,42.7,,3.6,,юго-западный,9.0,,,2,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,10.0,,,,,,,,,,10.0,730,,,16.4,,30.5,,,,юго-западный,9.0,,,5,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,17.0,,,,,,,,,,10.0,730,,,15.6,,39.0,,,True,северо-западный,9.0,,,2,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,730,,,13.6,,48.7,,,True,северный,9.0,,,1,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,730,,,10.2,,70.6,,,True,северный,10.0,,17.5,2,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,10.0,731,,,8.4,,79.7,,,True,северо-восточный,10.0,,,2,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,True,,10.0,730,,,7.7,,86.6,,,,северо-восточный,10.0,,,1,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,2,,,,2,,True,,,4.0,731,,,6.2,,93.3,,6.2,,северный,10.0,,,3,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,7,,,,,,,True,,10.0,732,,,5.1,,93.2,,5.1,,северо-восточный,10.0,,,3,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,10.0,733,,,4.9,,88.1,,,True,северо-восточный,10.0,,,3,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,10.0,734,,,4.7,,86.2,,,True,северо-восточный,10.0,,,3,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,7,,,,,,,True,,10.0,734,,,4.8,,82.1,,,,северо-восточный,10.0,,,2,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,2,,,,,True,,,,10.0,735,,,5.1,,75.3,,,,восточный,10.0,,5.3,1,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,10.0,735,,,4.1,,79.1,,,,северо-восточный,10.0,,,1,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,10.0,735,,,3.9,,81.9,,,,восточный,10.0,,,1,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,0,,,,8,,,,,10.0,735,,,3.3,,88.6,,3.1,,северо-западный,10.0,,,1,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,735,,,6.7,,65.5,,3.1,,северо-западный,9.0,,,1,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,10.0,735,,,11.1,,42.4,,,,северо-западный,7.0,,,2,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,10.0,736,,,13.6,,27.7,,,,северо-западный,7.0,,,2,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,0,,,,,,,,,10.0,736,,,10.7,,33.0,,,,северный,9.0,,,2,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,0,,,,,,,,,10.0,738,,,4.9,,52.1,,,,северо-западный,7.0,,13.7,1,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,10.0,739,,,1.6,,64.3,,,,,0.0,,,0,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,10.0,739,,,-0.1,,73.9,,,,северо-западный,0.0,,,1,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,0,,,,0,,,,,10.0,740,,,-0.9,,82.5,,-1.1,,северо-западный,5.0,,,1,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,0,,,,,,,,,10.0,741,,,6.5,,55.0,,-1.1,,западный,9.0,,,1,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,10.0,,,,,,,,,,10.0,741,,,10.6,,33.5,,,,северо-западный,7.0,,,2,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,,10.0,740,,,13.6,,27.7,,,,северо-западный,6.0,,,3,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,0,,,,,,,,,10.0,740,,,14.1,,28.7,,,,западный,9.0,,,3,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,0,,,,,,,,,10.0,740,,,11.1,,38.8,,,,южный,9.0,,15.4,2,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,10.0,739,,,8.5,,52.0,,,,южный,9.0,,,2,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,10.0,738,,,9.0,,52.5,,,,южный,7.0,,,3,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,0,,,,0,,,,,10.0,736,,,9.3,,50.7,,8.3,,юго-западный,9.0,,,3,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,10.0,0,,,,,,,,,10.0,736,,,15.3,,33.2,,8.3,,юго-западный,7.0,,,5,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,13.0,,,,,,,,,,10.0,735,,,20.4,,27.0,,,,юго-западный,9.0,,,4,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,14.0,,,,,,,,,,10.0,734,,,21.5,,25.3,,,,юго-западный,9.0,,,5,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,14.0,0,,,,,,,,,10.0,735,,,19.8,,30.4,,,,юго-западный,9.0,,,2,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,736,,,13.8,,59.3,,,True,северо-западный,10.0,,21.7,1,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,10.0,737,,,10.8,,60.2,,,,северный,10.0,,,1,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,10.0,738,,,6.9,,78.4,,,,северный,10.0,,,1,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,менее 0.1,,,,менее 0.1,,,,,10.0,738,,,7.6,,74.2,,6.9,,северо-восточный,9.0,,,2,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,0,,,,,,,,,10.0,739,,,8.6,,52.8,,6.9,,северо-восточный,9.0,,,2,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,10.0,740,,,13.0,,47.1,,,,восточный,7.0,,,3,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,,10.0,739,,,15.7,,41.3,,,,северо-восточный,6.0,,,3,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,0,,,,,,,,,10.0,739,,,12.4,,40.9,,,,северо-восточный,6.0,,,4,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,10.0,менее 0.1,,,,,,,True,,10.0,740,,,8.2,,45.1,,,,северо-восточный,10.0,,15.9,3,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,10.0,740,,,7.5,,52.5,,,True,северо-восточный,10.0,,,2,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,True,,10.0,740,,,5.9,,71.3,,,,северо-восточный,10.0,,,1,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,1,,,,1,,,True,,10.0,740,,,4.6,,88.1,,4.4,,восточный,10.0,,,2,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,2,,,,,,,True,,4.0,741,,,5.1,,90.0,,4.4,,северо-восточный,10.0,,,2,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,True,,10.0,742,,,6.3,,85.8,,,,северо-восточный,10.0,,,2,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,10.0,742,,,6.8,,81.7,,,True,северо-восточный,10.0,,,3,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,1,,,,,,,,,10.0,742,,,7.1,,80.6,,,,северо-восточный,10.0,,,3,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,0.7,,,,,,,,,10.0,742,,,6.8,,81.2,,,,восточный,10.0,,7.9,2,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,10.0,742,,,6.9,,82.9,,,,восточный,10.0,,,2,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,10.0,742,,,6.6,,84.1,,,,восточный,10.0,,,2,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,0,,,,1,,True,,,4.0,742,,,6.5,,84.0,,6.5,,восточный,10.0,,,2,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,0,,,,,,True,,,4.0,742,,,7.7,,81.9,,6.5,,восточный,10.0,,,2,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,10.0,742,,,11.0,,75.3,,,,восточный,10.0,,,2,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,10.0,742,,,14.9,,70.6,,,,восточный,9.0,,,2,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,0,,,,,,,,,10.0,741,,,17.3,,60.1,,,,юго-восточный,2.0,,,3,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,0,,,,,,,,,10.0,741,,,14.9,,70.6,,,,северо-восточный,9.0,,17.5,2,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,10.0,741,,,11.4,,84.6,,,,северо-восточный,9.0,,,1,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,10.0,740,,,11.3,,84.0,,,,восточный,9.0,,,1,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,0,,,,0,,,,,10.0,740,,,9.7,,86.2,,8.3,,юго-восточный,6.0,,,1,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,0,,,,,,,,,10.0,741,,,16.7,,60.0,,8.3,,юго-восточный,7.0,,,3,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,10.0,,,,,,,,,,10.0,741,,,22.2,,42.9,,,,юго-восточный,7.0,,,5,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,11.0,,,,,,,,,,10.0,740,,,23.9,,33.1,,,,юго-восточный,7.0,,,5,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,12.0,0,,,,,,,,,10.0,741,,,19.9,,53.9,,,,южный,9.0,,,4,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,0,,,,,,,,,10.0,742,,,16.7,,60.4,,,,южный,7.0,,24.5,2,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,10.0,742,,,15.1,,70.6,,,,юго-восточный,9.0,,,3,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,True,,10.0,742,,,13.6,,79.4,,,,восточный,10.0,,,2,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,менее 0.1,,,,менее 0.1,,,,,10.0,741,,,13.0,,78.8,,12.7,True,северо-восточный,9.0,,,2,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,741,,,16.4,,66.7,,12.7,True,юго-восточный,9.0,,,3,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,10.0,741,,,18.7,,60.5,,,,юго-восточный,9.0,,,4,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,10.0,741,,,18.7,,63.8,,,,юго-восточный,10.0,,,2,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,11.0,0,,,,,,,,,10.0,741,,,18.0,,60.7,,,True,южный,10.0,,,3,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,0,,,,,,,,,10.0,741,,,16.7,,67.2,,,True,юго-восточный,10.0,,20.3,1,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,10.0,740,,,13.7,,77.8,,,,юго-восточный,6.0,,,1,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,10.0,739,,,12.4,,81.4,,,,юго-восточный,4.0,,,1,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,0,,,,0,,,,,10.0,739,,,11.7,,81.8,,11.0,,юго-восточный,5.0,,,2,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,0,,,,,,,,,10.0,739,,,17.7,,66.1,,11.0,,юго-восточный,7.0,,,3,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,10.0,739,,,19.8,,56.5,,,,юго-восточный,7.0,,,4,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,,,10.0,739,,,14.8,True,87.2,,,,южный,9.0,,,2,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,6,,,,,,,,,10.0,738,,,15.2,,84.5,,,True,юго-восточный,0.0,,,1,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,6,,,,,,,,,10.0,737,,,14.0,,90.7,,,True,юго-восточный,5.0,,21.3,2,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,True,,,4.0,737,,,12.6,,94.3,,,,западный,7.0,,,1,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,True,,,4.0,736,,,12.5,,95.5,,,,восточный,4.0,,,1,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,0,,,,6,,True,,,4.0,735,,,12.1,,93.0,,11.8,,юго-восточный,10.0,,,1,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,0.5,,,True,,,,,,4.0,735,,,14.7,,87.8,,11.8,,юго-восточный,9.0,,,3,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,True,,10.0,734,,,16.8,,76.3,,,,южный,9.0,,,2,
1588766400,"Среда, 6 мая
12:00 (UTC)",,10.0,,,,,,,,,,10.0,734,,,19.8,,53.5,,,True,южный,9.0,,,4,
1588777200,"Среда, 6 мая
15:00 (UTC)",,12.0,2,,,,,,,,,10.0,734,,,17.2,,59.3,,,,юго-западный,7.0,,,3,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,1,,,,,,,,,10.0,735,,,14.5,,65.4,,,,юго-западный,7.0,,20.2,1,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,10.0,735,,,10.5,,85.1,,,,юго-западный,7.0,,,1,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,10.0,734,,,10.4,,89.8,,,,южный,6.0,,,2,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,0,,,,2,,,,,10.0,734,,,10.4,,92.9,,9.6,,юго-восточный,9.0,,,2,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,0,,,,,,,,,10.0,734,,,15.7,,72.1,,9.6,,южный,7.0,,,4,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,10.0,,,True,,,,,,,10.0,735,,,14.0,,68.0,,,,южный,7.0,,,3,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,12.0,,,,,,,,,,10.0,736,,,14.2,,52.4,,,True,юго-западный,7.0,,,4,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,10.0,менее 0.1,,,,,,,,,10.0,737,,,13.3,,48.3,,,,юго-западный,7.0,,,2,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,738,,,11.8,,54.4,,,,южный,9.0,,15.8,2,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,10.0,738,,,7.0,,80.1,,,,,7.0,,,0,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,10.0,739,,,4.4,,92.6,,,,,6.0,,,0,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,0,,,,менее 0.1,,True,,,4.0,739,,,4.4,,95.2,,3.6,,северо-западный,9.0,,,1,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,0,,,,,,,,,10.0,740,,,8.4,,81.4,,3.6,,северный,10.0,,,1,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,10.0,740,,,9.8,,75.1,,,,юго-восточный,10.0,,,1,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,,,10.0,740,,,11.6,,65.7,,,,южный,10.0,,,1,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,0,,,,,,,,,10.0,741,,,10.4,,79.5,,,,северный,10.0,,,1,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,менее 0.1,,,,,,,True,,10.0,742,,,8.9,,89.7,,,,,10.0,,12.7,0,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,10.0,742,,,8.2,,90.9,,,True,,10.0,,,0,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,True,,,,10.0,741,,,6.7,,93.3,,,,,9.0,,,0,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,менее 0.1,,,,менее 0.1,,,,,10.0,741,,,7.2,,93.4,,6.0,,северный,10.0,,,1,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,менее 0.1,,,,,,,,,10.0,740,,,10.4,,81.7,,6.0,,северный,10.0,,,1,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,True,,10.0,740,,,11.0,,82.3,,,,северо-западный,10.0,,,1,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,True,,10.0,740,,,9.0,,85.5,,,,северный,10.0,,,2,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,6,,,,,,,True,,4.0,740,,,7.5,,90.8,,,,северный,10.0,,,1,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,7,,,,,,,True,,4.0,740,,,6.8,,93.3,,,,западный,10.0,,12.0,1,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,10.0,739,,,7.4,,89.6,,,True,западный,10.0,,,1,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,True,,,4.0,738,,,7.5,,91.5,,,,западный,10.0,,,2,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,2,,,,7,,,,,10.0,737,,,7.5,,90.8,,6.7,,,10.0,,,0,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,0.8,,,,,,,True,,10.0,738,,,10.3,,77.8,,6.8,,западный,10.0,,,1,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,10.0,738,,,12.5,,62.3,,,True,северо-западный,10.0,,,2,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,12.0,,,,,,,,,,10.0,738,,,13.8,,52.3,,,True,северо-западный,10.0,,,1,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,0.6,,,,,,,,,10.0,738,,,14.9,,50.8,,,True,,9.0,,,0,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,0.3,,,,,True,,,,10.0,739,,,11.7,,69.5,,,,,9.0,,15.1,0,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,10.0,739,,,8.8,,70.3,,,,северо-западный,5.0,,,1,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,10.0,739,,,5.5,,82.2,,,,,0.0,,,0,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,0,,,,0.6,,,,,10.0,740,,,5.8,,79.9,,4.3,,западный,0.0,,,1,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,0,,,,,,,,,10.0,740,,,15.3,,47.5,,4.3,,западный,0.0,,,1,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,10.0,740,,,18.5,,30.6,,,,юго-западный,0.0,,,2,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,10.0,739,,,21.1,,29.9,,,,западный,4.0,,,2,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,0,,,,,,,,,10.0,738,,,20.8,,31.7,,,,южный,6.0,,,3,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,0,,,,,,,,,10.0,737,,,17.2,,44.2,,,,юго-восточный,4.0,,21.7,1,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,10.0,737,,,13.2,,62.9,,,,юго-восточный,6.0,,,2,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,10.0,736,,,11.7,,69.0,,,,юго-восточный,7.0,,,2,
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,0,,,,0,,,,,10.0,734,,,12.3,,67.7,,11.6,,южный,6.0,,,3,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,10.0,0,,,,,,,,,10.0,733,,,18.9,,45.3,,11.6,,южный,7.0,,,5,
1589274000,"Вторник, 12 мая
09:00 (UTC)",,14.0,,,,,,,,,,10.0,732,,,21.7,,38.6,,,,южный,9.0,,,6,
1589284800,"Вторник, 12 мая
12:00 (UTC)",,14.0,,,,,,,,True,,10.0,732,,,15.4,,75.5,,,,юго-западный,10.0,,,3,
1589295600,"Вторник, 12 мая
15:00 (UTC)",,10.0,0.6,,,,,,,True,,10.0,731,,,15.5,,73.6,,,,южный,10.0,,,4,
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,0.6,,,,,,,,,10.0,732,,,13.7,,79.9,,,True,западный,10.0,,22.4,3,
1589317200,"Вторник, 12 мая
21:00 (UTC)",,11.0,,,,,,,,,,10.0,735,,,5.2,,74.3,,,,западный,10.0,,,4,
1589328000,"Среда, 13 мая
00:00 (UTC)",,12.0,,,,,,,,,,10.0,737,,,2.4,,77.7,,,,северо-западный,9.0,,,3,
1589338800,"Среда, 13 мая
03:00 (UTC)",,10.0,менее 0.1,,,,0.6,,,,,10.0,739,,,3.0,,71.7,,2.2,,северо-западный,7.0,,,2,
1589349600,"Среда, 13 мая
06:00 (UTC)",,10.0,0,,,,,,,,,10.0,742,,,7.5,,56.0,,2.2,,северо-западный,2.0,,,2,
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,10.0,743,,,11.6,,33.8,,,,северо-западный,4.0,,,3,
1589371200,"Среда, 13 мая
12:00 (UTC)",,10.0,,,,,,,,,,10.0,743,,,12.3,,31.3,,,,западный,5.0,,,3,
1589382000,"Среда, 13 мая
15:00 (UTC)",,,0,,,,,,,,,10.0,744,,,13.1,,29.7,,,,западный,7.0,,,2,
1589392800,"Среда, 13 мая
18:00 (UTC)",,,0,,,,,,,,,10.0,744,,,8.0,,48.5,,,,западный,7.0,,14.2,1,
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,,10.0,745,,,7.5,,55.2,,,,южный,2.0,,,1,
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,,10.0,744,,,4.8,,68.5,,,,южный,0.0,,,2,
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,0,,,,0,,,,,10.0,744,,,5.3,,67.6,,3.5,,юго-восточный,9.0,,,2,
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,0,,,,,,,,,10.0,743,,,10.0,,47.7,,3.5,,южный,10.0,,,4,
1589446800,"Четверг, 14 мая
09:00 (UTC)",,12.0,,,,,,,,True,,10.0,743,,,9.7,,70.0,,,,юго-западный,10.0,,,4,
1589457600,"Четверг, 14 мая
12:00 (UTC)",,10.0,,,,,,,,True,,10.0,743,,,7.2,,87.1,,,,южный,10.0,,,4,
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,7,,,,,,,True,,4.0,741,,,6.5,,91.4,,,,южный,10.0,,,3,
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,8,,,,,,,True,,4.0,740,,,6.5,,94.6,,,,восточный,10.0,,12.1,1,
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,True,,4.0,739,,,6.7,,95.3,,,,,10.0,,,0,
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,,,,,True,,,,10.0,739,,,4.9,,95.9,,,,северо-западный,9.0,,,1,
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,3,,,,10,,,,,10.0,740,,,5.2,,95.2,,4.5,,,6.0,,,0,
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,2,,,,,,,,,10.0,741,,,9.7,,64.4,,4.5,,северо-западный,6.0,,,3,
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,,,,,,,,,10.0,742,,,13.5,,44.0,,,,северо-западный,7.0,,,2,
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,,,,,,,,,,10.0,742,,,11.9,,36.5,,,,северо-западный,7.0,,,3,
1589554800,"Пятница, 15 мая
15:00 (UTC)",,,0,,,,,,,,,10.0,742,,,11.5,,40.7,,,,северо-западный,7.0,,,1,
1589565600,"Пятница, 15 мая
18:00 (UTC)",,,0,,,,,,,,,10.0,742,,,6.6,,64.6,,,,,7.0,,14.4,0,
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,,10.0,743,,,4.6,,75.3,,,,,7.0,,,0,
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,,,,,,,,,10.0,743,,,2.0,,92.4,,,,юго-восточный,4.0,,,1,
