timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый,Дождь (незамерзающий)
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,68.3,,,,,0,,,,,,,,,10,745,,,,17.4,,,,4.0,,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,,,,56.7,16.8,юго-восточный,,,2,,0,,,,,,,10,744,,,,22.1,,,,5.0,,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,21.7,,юго-западный,,,2,,,,,,,,,20,743,,,,31.0,,,,6.0,,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,10.0,,,,,,,,14.3,,юго-западный,,,4,,,,,,,,,20,742,,,,31.5,,,,7.0,,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,10.0,,,,,,,,20.9,,северо-западный,,,3,,,,,,,,,20,740,,,,31.0,,,,5.0,,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,True,,,,29.5,,юго-западный,,33.1,1,,менее 0.1,,,,,,,10,740,,,,27.8,,,,5.0,,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,37.7,,северо-западный,,,2,,,,,,,,,10,739,,,,23.0,,True,,4.0,,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,True,,,,59.8,,северо-западный,,,1,,,,,,,,,10,739,,,,19.1,,,,10.0,,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,62.0,,западный,,,1,,,,,,,,,10,738,,,,18.2,,True,,7.0,,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,,,57.4,16.8,западный,,,1,,0.3,,,,,,,10,737,,,,21.9,,,,5.0,,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,40.7,,западный,,,3,,,,,,,,,10,736,,,,25.5,,,,2.0,,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,33.5,,западный,,,2,,,,,,,,,10,735,,,,26.3,,,,7.0,,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,26.8,,западный,,,2,,,,,,,,,10,734,,,,28.4,,,,6.0,,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,,,,35.0,,северо-западный,,29.0,1,,0,,,,,,,10,733,,,,25.7,,,,7.0,,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,58.8,,северный,,,2,,,,,,,,,10,734,,,,21.4,,,,9.0,,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,93.9,,северный,,,3,,,,,,,,True,10,735,,,,17.3,,,,7.0,,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,10.0,,,,,,,,83.6,,северный,,,3,,,,,,,,,10,736,,,,12.5,,True,,10.0,,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,,,,74.6,12.4,северный,,,4,,5,,,,,,,10,738,,,,13.1,,,,10.0,,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,55.4,,северный,,,3,,,,,,,,,10,738,,,,15.7,,,,10.0,,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,10.0,,,,,,,,38.9,,северный,,,3,,,,,,,,,10,739,,,,18.0,,,,7.0,,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,,,,,,30.1,,северный,,,3,,,,,,,,,10,739,,,,18.9,,,,6.0,,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,,,,,,26.3,,северный,,19.2,3,,0,,,,,,,10,740,,,,16.4,,,,0.0,,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,37.9,,северный,,,1,,,,,,,,,4,742,,,,12.0,,,,0.0,,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,52.2,,северо-восточный,,,1,,,,,,,,,4,742,,,,9.3,,,,0.0,,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,72.9,,северо-западный,,,1,,,,,,,,,10,744,,,,6.3,,,,0.0,,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,,,,50.0,6.1,северный,,,3,,0,,,,,,,10,744,,,,12.0,,,,0.0,,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,34.5,,северо-западный,,,2,,,,,,,,,10,744,,,,14.9,,,,5.0,,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,23.7,,северный,,,3,,,,,,,,,20,744,,,,18.4,,,,4.0,,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,,,24.9,,северо-западный,,,4,,,,,,,,,20,744,,,,18.7,,,,2.0,,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,,,,,,,28.0,,северный,,19.4,2,,0,,,,,,,10,744,,,,17.5,,,,0.0,,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,51.4,,западный,,,1,,,,,,,,,4,745,,,,11.9,,,,0.0,,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,56.3,,северо-западный,,,2,,,,,,,,,4,745,,,,10.1,,,,0.0,,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,76.8,,северо-западный,,,1,,,,,,,,,10,746,,,,7.4,,,,0.0,,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,,,,53.6,7.2,северо-западный,,,2,,0,,,,0,,,10,746,,,,14.7,,,,0.0,,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,33.1,,северный,,,3,,,,,,,,,20,746,,,,20.6,,,,2.0,,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,27.1,,северный,,,3,,,,,,,,,20,745,,,,23.3,,,,5.0,,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,25.6,,северный,,,2,,,,,,,,,20,744,,,,24.1,,,,7.0,,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,,,,30.4,,северо-западный,,24.3,2,,0,,,,,,,20,744,,,,21.3,,,,6.0,,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,53.3,,северо-западный,,,1,,,,,,,,,4,744,,,,16.0,,,,6.0,,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,78.5,,,,,0,,,,,,,,,4,744,,,,11.4,,,,0.0,,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,81.2,,северо-западный,,,1,,,,,,,,,10,744,,,,11.0,,,,0.0,,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,,,,50.9,10.4,северо-западный,,,1,,0,,,,,,,10,744,,,,19.3,,,,2.0,,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,26.6,,северо-западный,,,1,,,,,,,,,20,744,,,,24.4,,,,2.0,,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,22.9,,южный,,,2,,,,,,,,,20,743,,,,26.1,,,,6.0,,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,,,,,,21.6,,юго-западный,,,1,,,,,,,,,20,742,,,,26.6,,,,7.0,,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,,,,,22.5,,западный,,27.1,1,,0,,,,,,,20,741,,,,24.7,,,,6.0,,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,40.9,,западный,,,1,,,,,,,,,4,740,,,,18.2,,,,0.0,,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,63.4,,,,,0,,,,,,,,,4,740,,,,13.5,,,,0.0,,
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,69.3,,северо-западный,,,1,,,,,,,,,10,739,,,,13.1,,,,0.0,,
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,,,,48.3,11.6,западный,,,1,,0,,,,,,,10,739,,,,20.5,,,,0.0,,
1592373600,"Среда, 17 июня
06:00 (UTC)",,10.0,,,,,,,,31.9,,западный,,,4,,,,,,,,,10,737,,,,24.4,,,,7.0,,
1592384400,"Среда, 17 июня
09:00 (UTC)",,11.0,,,,,,,,22.9,,западный,,,3,,,,,,,,,10,737,,,,26.1,,,,7.0,,
1592395200,"Среда, 17 июня
12:00 (UTC)",,10.0,,,,,,,,24.1,,северо-западный,,,3,,,,,,,,,10,736,,,,26.3,,,,6.0,,
1592406000,"Среда, 17 июня
15:00 (UTC)",,10.0,,,,,,,,41.8,,северо-западный,,26.8,3,,0,,,,,,,10,736,,,,22.3,,,,6.0,,
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,61.6,,северо-западный,,,3,,,,,,,,,4,736,,,,18.5,,,,4.0,,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,68.7,,северо-восточный,,,2,,,,,,,,,4,737,,,,14.9,,,,0.0,,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,69.7,,северо-восточный,,,2,,,,,,,,,10,738,,,,12.9,,,,7.0,,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,,,,59.4,12.7,северный,,,2,,0,,,,,,,10,739,,,,14.1,,,,6.0,,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,31.5,,северный,,,2,,,,,,,,,20,740,,,,17.5,,,,7.0,,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,34.4,,северный,,,3,,,,,,,,,20,740,,,,18.6,,,,6.0,,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,10.0,,,,,,,,24.2,,северный,,,3,,,,,,,,,20,741,,,,18.3,,,,7.0,,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,10.0,,,,,,,,25.5,,северный,,19.4,3,,0,,,,,,,20,742,,,,15.6,,,,6.0,,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,39.0,,северо-западный,,,1,,,,,,,,,4,743,,,,11.6,,,,2.0,,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,65.1,,северо-западный,,,1,,,,,,,,,4,743,,,,6.8,,,,0.0,,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,77.2,,,,,0,,,,,,,,,10,744,,,,6.4,,,,5.0,,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,,,,40.6,5.7,северо-восточный,,,1,,0,,,,,,,10,745,,,,14.2,,,,6.0,,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,26.7,,северный,,,1,,,,,,,,,2,745,,,,17.2,,,,7.0,,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,26.2,,северо-восточный,,,1,,,,,,,,,20,744,,,,17.4,,,,6.0,,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,22.0,,северо-западный,,,2,,,,,,,,,20,743,,,,20.4,,,,5.0,,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,,,,23.4,,северо-западный,,20.6,1,,0,,,,,,,10,743,,,,19.1,,,,7.0,,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,54.0,,южный,,,1,,,,,,,,,4,742,,,,11.7,,,,0.0,,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,58.7,,,,,0,,,,,,,,,4,742,,,,9.7,,,,0.0,,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,72.4,,,,,0,,,,,,,,,10,741,,,,6.6,,,,0.0,,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,,,,48.3,6.6,юго-восточный,,,1,,0,,,,,,,10,740,,,,15.8,,,,2.0,,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,21.8,,южный,,,3,,,,,,,,,20,739,,,,22.5,,,,2.0,,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,17.6,,юго-западный,,,2,,,,,,,,,20,737,,,,25.4,,,,0.0,,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,21.5,,западный,,,3,,,,,,,,,20,736,,,,23.3,,,,7.0,,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,,,,27.9,,западный,,25.5,2,,0,,,,,,,20,736,,,,21.3,,,,10.0,,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,83.2,,западный,,,1,,,,,,,,,4,736,,,,13.9,,True,,10.0,,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,79.0,,западный,,,2,,,,,,,,,4,735,,,,14.4,,True,,2.0,,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,78.3,,северный,,,3,,,,,,,,,10,735,,,,13.2,,True,,10.0,,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,,,,51.6,12.0,северный,,,3,,0.4,,,,,,,10,736,,,,13.8,,,,0.0,,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,34.5,,северо-западный,,,3,,,,,,,,,10,735,,,,16.3,,,,7.0,,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,34.7,,северо-западный,,,3,,,,,,,,,10,735,,,,17.2,,,,7.0,,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,27.6,,северо-западный,,,3,,,,,,,,,10,735,,,,19.8,,,,7.0,,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,,,,34.5,,северный,,20.7,3,,0,,,,,,,10,736,,,,16.6,,,,6.0,,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,47.8,,северный,,,2,,,,,,,,,4,737,,,,11.8,,,,0.0,,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,60.2,,северо-западный,,,1,,,,,,,,,4,737,,,,9.0,,,,0.0,,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,60.0,,северный,,,2,,,,,,,,,10,738,,,,9.9,,,,10.0,,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,,,,64.0,8.5,северо-западный,,,2,,0,,,,,,,10,738,,,,10.3,,,,10.0,,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,48.9,,северо-западный,,,2,,,,,,,,,10,739,,,,13.0,,True,,9.0,,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,38.1,,северный,,,3,,,,,,,,,10,739,,,,16.4,,,,7.0,,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,40.9,,северный,,,2,,,,,,,,,10,739,,,,15.4,,,,7.0,,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,,,,47.0,,северо-западный,,18.1,3,,менее 0.1,,,,,,,10,739,,,,13.8,,,,10.0,,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,55.2,,северо-западный,,,2,,,,,,,,,4,740,,,,10.6,,,,5.0,,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,73.9,,северо-западный,,,2,,,,,,,,,4,740,,,,8.7,,,,0.0,,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,80.3,,северо-западный,,,2,,,,,,,,,10,740,,,,8.6,,,,5.0,,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,,,,64.1,7.6,северо-западный,,,3,,0,,,,менее 0.1,,,10,741,,,,12.4,,,,9.0,,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,38.3,,западный,,,3,,,,,,,,,20,741,,,,16.0,,,,5.0,,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,27.5,,северо-западный,,,3,,,,,,,,,20,740,,,,20.1,,,,2.0,,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,26.3,,западный,,,2,,,,,,,,,20,740,,,,21.4,,,,2.0,,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,,,,,29.6,,северо-западный,,22.0,2,,0,,,,,,,10,740,,,,20.1,,,,4.0,,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,47.7,,западный,,,1,,,,,,,,,4,740,,,,15.0,,,,2.0,,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,70.2,,,,,0,,,,,,,,,4,739,,,,10.5,,,,0.0,,
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,82.0,,,,,0,,,,,,,,,10,739,,,,8.9,,,,9.0,,
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,,,,61.3,8.4,западный,,,1,,0,,,,,,,10,738,,,,15.1,,,,10.0,,
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,44.2,,западный,,,2,,,,,,,,,10,736,,,,18.3,,,,10.0,,
1592989200,"Среда, 24 июня
09:00 (UTC)",,10.0,,,,,,,,27.8,,западный,,,3,,,,,,,,,10,735,,,,23.0,,,,2.0,,
1593000000,"Среда, 24 июня
12:00 (UTC)",,12.0,,,,,,,,83.6,,западный,,,2,,,,,,,,True,10,736,,,,12.7,,,,10.0,,
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,,,,73.0,,западный,,23.0,3,,2,,,,,,,10,736,,,,14.9,,True,,6.0,,
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,80.8,,западный,,,2,,,,,,,,,4,737,,,,12.3,,True,,2.0,,
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,84.4,,северо-западный,,,2,,,,,,,,,4,736,,,,10.0,,,,0.0,,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,91.5,,северо-западный,,,1,,,,,,,,,10,737,,,,8.1,,,,9.0,,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,,,,56.0,6.7,северный,,,2,,0,,,,,,,10,736,,,,12.0,,,,7.0,,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,39.8,,северо-западный,,,3,,,,,,,,,10,736,,,,14.4,,,,7.0,,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,34.7,,западный,,,2,,,,,,,,,10,735,,,,14.6,,,,10.0,,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,,,,,,32.2,,северный,,,3,,,,,,,,,10,735,,,,16.2,,,,7.0,,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,11.0,,,,,,,,33.7,,северо-западный,,17.5,3,,0,,,,,,,10,736,,,,13.6,,,,6.0,,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,10.0,,,,,,,,52.5,,северо-западный,,,2,,,,,,,,,4,736,,,,10.5,,,,6.0,,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,73.5,,северный,,,2,,,,,,,,,4,736,,,,9.3,,,,10.0,,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,84.2,,северо-западный,,,2,,,,,,,,,10,736,,,,7.9,,True,,7.0,,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,,,,64.8,7.8,северо-западный,,,3,,0.6,,,,,,,10,736,,,,11.8,,,,0.0,,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,10.0,,,,,,,,44.1,,северо-западный,,,3,,,,,,,,,10,735,,,,13.6,,,,7.0,,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,10.0,,,,,,,,79.5,,северо-западный,,,3,,,,,,,,True,10,735,,,,10.7,,,,10.0,,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,,,,,,50.0,,северный,,,3,,,,,,,,True,10,735,,,,13.4,,,,10.0,,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,10.0,,,,,,,,58.6,,северо-западный,,16.5,2,,2,,,,,,,10,735,,,,11.2,,True,,5.0,,
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,True,,,79.7,,северо-западный,,,2,,,,,,,,,10,735,,,,8.4,,,,5.0,,
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,87.7,,северо-западный,,,2,,,,,,,,,4,735,,,,6.8,,,,0.0,,
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,89.4,,северо-западный,,,2,,,,,,,,,10,735,,,,5.8,,,,2.0,,
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,,,,73.1,5.7,северо-западный,,,2,,0,,,,,,,10,736,,,,10.0,,,,7.0,,
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,39.9,,северо-западный,,,4,,,,,,,,,10,735,,,,14.0,,,,7.0,,
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,41.0,,северо-западный,,,3,,,,,,,,,10,734,,,,14.6,,,,9.0,,
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,,,,,,34.4,,западный,,,2,,,,,,,,,10,733,,,,16.1,,,,7.0,,
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,,,,,,35.5,,западный,,17.2,2,,0,,,,,,,10,733,,,,15.6,,,,4.0,,
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,60.2,,западный,,,1,,,,,,,,,4,731,,,,10.8,,,,7.0,,
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,74.8,,южный,,,1,,,,,,,,,4,729,,,,11.1,,,,10.0,,
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,94.7,,южный,,,1,,,,,,,,,4,727,,,True,9.4,,,,10.0,,
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,,,,,90.5,9.2,юго-западный,,,1,,9,,,,,,,10,725,,,,12.1,,True,,10.0,,
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,10.0,,,,,,,,46.1,,западный,,,4,,,,,,,,,10,724,,,,18.5,,True,,7.0,,
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,16.0,,,,,,,,57.3,,северо-западный,,,7,,,,,,,,True,10,726,,,,15.7,,,,9.0,,
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,15.0,,,,,,,,54.3,,западный,,,7,,,,,,,,,10,727,,,,14.3,,True,,9.0,,
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,13.0,,,,,,,,53.9,,северо-западный,,19.5,6,,1,,,,,,,10,728,,,,12.9,,,,10.0,,
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,13.0,,,,,,,,61.1,,северо-западный,,,4,,,,,,,,,4,729,,,,10.9,,,,10.0,,
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,11.0,,,,,,,,67.2,,северо-западный,,,3,,,,,,,,,4,729,,,,10.1,,,,9.0,,
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,69.9,,северо-западный,,,3,,,,,,,,,10,729,,,,9.3,,,,6.0,,
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,,,,,,58.3,8.9,северо-западный,,,4,,0,,,,,,,10,730,,,,11.5,,,,5.0,,
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,13.0,,,,,,,,37.7,,северо-западный,,,6,,,,,,,,,10,731,,,,15.1,,,,6.0,,
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,11.0,,,,,,,,34.2,,северо-западный,,,3,,,,,,,,,10,732,,,,17.8,,,,7.0,,
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,10.0,,,,,,,,30.4,,северо-западный,,,3,,,,,,,,,10,732,,,,18.4,,,,6.0,,
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,,,,,,,35.5,,северо-западный,,19.3,2,,0,,,,,,,10,732,,,,16.5,,,,7.0,,
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,59.3,,,,,0,,,,,,,,,4,733,,,,12.4,,,,7.0,,
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,73.1,,северо-западный,,,1,,,,,,,,,4,733,,,,10.0,,,,0.0,,
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,,,,,,74.2,,северный,,,1,,,,,,,,,10,733,,,,10.8,,,,10.0,,
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,,,,,,,,70.9,10.0,северный,,,2,,0,,,,,,,10,733,,,,11.5,,,,10.0,,
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,,,,,,,,82.9,,северный,,,3,,,,,,,,True,10,734,,,,11.2,,,,10.0,,
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,,,,,,,,82.0,,северный,,,2,,,,,,,,True,10,735,,,,12.8,,,,10.0,,
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,,,,,,,,60.8,,северный,,,2,,,,,,,,,10,736,,,,13.4,,True,,10.0,,
1593529200,"Вторник, 30 июня
15:00 (UTC)",,,,,,,,,,48.9,,северо-западный,,16.5,3,,2,,,,,,,10,736,,,,14.3,,,,5.0,,
1593540000,"Вторник, 30 июня
18:00 (UTC)",,,,,,,,,,74.1,,северо-западный,,,2,,,,,,,,,10,737,,,,10.1,,,,4.0,,
1593550800,"Вторник, 30 июня
21:00 (UTC)",,,,,,,,,,87.2,,северо-западный,,,1,,,,,,,,,10,737,,,,8.2,,,,2.0,,
1593561600,"Среда, 1 июля
00:00 (UTC)",,,,,,,,,,92.7,,западный,,,1,,,,,,,,,10,739,,,,6.4,,,,2.0,,
1593572400,"Среда, 1 июля
03:00 (UTC)",,,,,,,,,,76.9,5.7,северо-западный,,,2,,0,,,,,,,10,739,,,,11.3,,,,5.0,,
1593583200,"Среда, 1 июля
06:00 (UTC)",,,,,,,,,,61.5,,северо-западный,,,2,,,,,,,,,10,740,,,,14.2,,,,9.0,,
1593594000,"Среда, 1 июля
09:00 (UTC)",,,,,,,,,,56.2,,северный,,,3,,,,,,,,True,10,740,,,,15.9,,,,9.0,,
1593604800,"Среда, 1 июля
12:00 (UTC)",,,,,,,,,,46.8,,северо-западный,,,3,,,,,,,,,10,741,,,,16.4,,True,,7.0,,
1593615600,"Среда, 1 июля
15:00 (UTC)",,11.0,,,,,,,,66.0,,северный,,18.4,2,,0.3,,,,,,True,10,741,,,,12.9,,,,10.0,,
1593626400,"Среда, 1 июля
18:00 (UTC)",,,,,,,,,,89.1,,северный,,,1,,,,,,,,,10,742,,,,9.6,,True,,0.0,,
1593637200,"Среда, 1 июля
21:00 (UTC)",,,,,,,,,,93.3,,,,,0,,,,,,,,,10,741,,,,7.0,,,,0.0,,
1593648000,"Четверг, 2 июля
00:00 (UTC)",,,,,,,,,,95.9,,,,,0,,,,,,,,,10,742,,,,6.4,,,,0.0,,
1593658800,"Четверг, 2 июля
03:00 (UTC)",,,,,,,,,,70.4,6.1,северный,,,2,,0.8,,,,,,,10,742,,,,14.0,,,,0.0,,
