timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь очень сильный,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Дождь (незамерзающий) слабый с перерывами,"Дождь замерзающий, образующий гололёд, слабый","Горизонтальная видимость, км",Дождь (незамерзающий) умеренный непрерывный,"Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,,,,,,,,True,,,,,,20.0,,705.0,,,7.4,,69.1,,,северный,7.0,,,1.0
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,,,,5,,,,,,,,,,20.0,,705.0,,,7.6,,61.2,,,северный,9.0,,8.0,1.0
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,70,,,,,,,,,,2.0,,707.0,,,5.1,,73.2,,,,10.0,,,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,706.0,,,4.3,,75.7,,,,0.0,,,0.0
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,706.0,,,2.1,,81.7,,,восточный,0.0,,,2.0
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,0,,,5,,,,,,,20.0,,705.0,,,4.2,,58.1,-0.5,,южный,1.0,,,2.0
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,9.8,,38.1,,,восточный,2.0,,,2.0
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,12.1,,33.2,,,юго-восточный,2.0,,,2.0
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,12.2,,35.0,,,восточный,6.0,,,3.0
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,11.1,,41.2,,,восточный,0.0,,12.2,2.0
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,5.6,,54.7,,,юго-восточный,0.0,,,2.0
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,4.3,,55.2,,,южный,0.0,,,2.0
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,2.5,,59.9,,,юго-восточный,0.0,,,2.0
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,700.0,,,3.4,,58.3,2.5,,южный,6.0,,,2.0
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,8.0,,39.9,,,восточный,4.0,,,2.0
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,12.2,,44.3,,,восточный,6.0,,,2.0
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,697.0,,,13.1,,40.6,,,восточный,6.0,,,2.0
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,697.0,,,10.4,,47.4,,,северо-восточный,6.0,,13.1,2.0
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,697.0,,,8.0,,50.0,,,восточный,0.0,,,2.0
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,697.0,,,3.0,,70.7,,,восточный,0.0,,,2.0
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,697.0,,,3.1,,69.2,,,северо-восточный,0.0,,,2.0
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,697.0,,,4.0,,65.9,3.1,,западный,4.0,,,2.0
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,697.0,,,11.5,,50.6,,,северо-западный,2.0,,,2.0
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,697.0,,,14.0,,39.9,,,юго-восточный,0.0,,,2.0
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,697.0,,,16.3,,34.7,,,восточный,0.0,,,2.0
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,697.0,,,15.0,,47.7,,,юго-восточный,0.0,,18.0,2.0
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,10.1,,49.1,,,южный,0.0,,,2.0
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,698.0,,,6.0,,62.6,,,северный,0.0,,,2.0
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,3.4,,66.2,,,восточный,0.0,,,2.0
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,699.0,,,7.0,,49.3,3.4,,юго-западный,0.0,,,2.0
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,10.1,,39.4,,,южный,0.0,,,2.0
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,15.8,,39.9,,,восточный,7.0,,,2.0
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,17.5,,40.4,,,восточный,7.0,,,2.0
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,699.0,,,15.4,,45.5,,,восточный,10.0,,18.1,2.0
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",True,,,,,,,,,,,,,,,10.0,,702.0,,,9.0,,83.8,,,восточный,10.0,,,1.0
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,702.0,,,7.1,,84.1,,,северо-восточный,10.0,,,1.0
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,True,,,,,,,,,,,10.0,,702.0,,,7.0,,84.1,,,,10.0,,,0.0
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,17,,,17,,,,,,,4.0,True,701.0,,,6.1,,86.4,5.7,,,10.0,,,0.0
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,10.0,,705.0,,,5.3,,88.8,4.5,True,западный,10.0,,,1.0
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,7.0,,76.7,,,южный,10.0,,,1.0
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,8.4,,63.6,,,западный,9.0,,,2.0
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,1,,,,,,,,,,20.0,,705.0,,,9.4,,61.2,,,юго-западный,9.0,,10.2,2.0
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,706.0,,,8.5,,66.4,,,восточный,10.0,,,1.0
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,7.8,,70.6,,,южный,9.0,,,1.0
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,3.5,,79.6,,,северо-восточный,0.0,,,1.0
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,0,,,1,,,,,,,20.0,,706.0,,,6.6,,56.6,2.0,,южный,0.0,,,1.0
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,12.8,,39.6,,,восточный,0.0,,,2.0
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,14.3,,36.7,,,восточный,0.0,,,2.0
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,15.1,,39.4,,,восточный,0.0,,,2.0
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,704.0,,,14.2,,42.7,,,северо-восточный,0.0,,15.1,2.0
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,10.3,,49.5,,,восточный,0.0,,,2.0
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,6.4,,59.1,,,юго-восточный,0.0,,,2.0
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,4.2,,65.0,,,юго-восточный,0.0,,,2.0
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,703.0,,,8.3,,55.8,4.2,,южный,0.0,,,2.0
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,11.8,,41.4,,,восточный,0.0,,,2.0
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,18.0,,39.7,,,северный,4.0,,,2.0
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,20.1,,41.7,,,восточный,4.0,,,2.0
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,702.0,,,16.3,,51.5,,,восточный,6.0,,20.1,2.0
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,14.0,,58.9,,,восточный,6.0,,,2.0
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,9.4,,62.5,,,восточный,6.0,,,2.0
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,5.1,,64.2,,,северо-восточный,6.0,,,2.0
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,701.0,,,10.2,,61.4,5.1,,южный,4.0,,,2.0
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,701.0,,,13.8,,52.3,,,восточный,4.0,,,2.0
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,20.1,,40.9,,,северо-западный,2.0,,,2.0
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,20.4,,39.8,,,северо-восточный,6.0,,,2.0
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,700.0,,,18.1,,43.8,,,восточный,6.0,,20.4,2.0
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,15.3,,46.1,,,восточный,6.0,,,2.0
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,7.3,,55.2,,,восточный,6.0,,,2.0
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,5.0,,57.9,,,восточный,0.0,,,1.0
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,699.0,,,12.1,,56.0,5.0,,юго-западный,0.0,,,1.0
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,15.1,,49.4,,,юго-западный,0.0,,,2.0
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,True,,,,,,20.0,,699.0,,,17.6,,50.8,,,северо-восточный,7.0,,,1.0
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,19.2,,48.9,,,восточный,9.0,,,2.0
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,True,менее 0.1,,,,,,,,,,10.0,,698.0,,,16.2,,50.4,,,южный,9.0,,20.6,1.0
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,12.5,,51.2,,True,восточный,9.0,,,1.0
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,9.8,,60.0,,,южный,7.0,,,1.0
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,698.0,,,9.3,,61.1,,,,7.0,,,0.0
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,менее 0.1,,,менее 0.1,,,,,,,20.0,,699.0,,,12.8,,76.6,9.0,,юго-западный,9.0,,,1.0
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,15.4,,70.7,,,южный,7.0,,,1.0
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,19.4,,54.9,,,южный,7.0,,,1.0
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,17.8,,63.6,,,восточный,9.0,,,2.0
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,699.0,,,16.4,,67.6,,,восточный,9.0,,21.0,1.0
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,12.8,,71.1,,True,северный,9.0,,,1.0
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,12.0,,72.4,,,,4.0,,,0.0
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,10.0,,74.1,,,,6.0,,,0.0
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,менее 0.1,,,менее 0.1,,,,,,,20.0,,699.0,,,11.0,,62.4,8.1,,южный,6.0,,,1.0
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,16.6,,69.5,,,юго-западный,7.0,,,1.0
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,19.2,,63.9,,,северо-восточный,6.0,,,2.0
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,19.4,,61.4,,,восточный,10.0,,,2.0
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,698.0,,,19.0,,65.5,,,восточный,6.0,,19.4,2.0
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,16.5,,67.6,,,северный,6.0,,,2.0
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,9.5,,65.2,,,восточный,6.0,,,2.0
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,699.0,,,7.0,,67.0,,,,6.0,,,0.0
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,700.0,,,11.6,,60.8,7.0,,северо-западный,2.0,,,2.0
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,15.2,,68.7,,,восточный,2.0,,,1.0
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,22.1,,45.5,,,восточный,2.0,,,1.0
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,700.0,,,22.6,,43.3,,,восточный,2.0,,,2.0
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,700.0,,,17.3,,65.6,,,северо-восточный,10.0,,22.6,3.0
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,700.0,,,14.4,,67.7,,True,юго-восточный,10.0,,,2.0
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,10.0,,66.7,,,восточный,10.0,,,2.0
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,8.1,,68.2,,,восточный,10.0,,,2.0
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,менее 0.1,,,менее 0.1,,,,,,,10.0,,698.0,,,10.0,,64.4,8.1,,восточный,10.0,,,2.0
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,,,,,,,10.0,,699.0,,,15.1,,62.1,,,западный,10.0,,,2.0
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,698.0,,,19.1,,54.4,,,северо-западный,7.0,,,2.0
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,,,,,,,10.0,,698.0,,,17.1,,58.9,,True,северный,10.0,,,2.0
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,36,,,,,,,,,,1.0,,697.0,True,,13.3,,97.4,,,северо-западный,10.0,,19.1,2.0
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,True,,,,,2.0,,698.0,,,10.1,,94.8,,,северный,10.0,,,1.0
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,True,,,,,2.0,,698.0,,,6.5,,94.0,,,северо-западный,10.0,,,1.0
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,True,,,,,2.0,,698.0,,,5.0,,93.9,,,северо-западный,10.0,,,2.0
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,55,,,55,,True,,,,,2.0,,699.0,,,7.2,,92.7,5.0,,западный,10.0,,,2.0
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,True,,,,,2.0,,699.0,,,8.0,,92.8,,,западный,10.0,,,2.0
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,True,,,,,,,,4.0,,700.0,,,11.2,,85.2,,,северо-западный,10.0,,,1.0
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,,,,True,,,,,4.0,,700.0,,,12.3,,94.2,,,северо-западный,10.0,,,2.0
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,27,,,,,,,,,,4.0,,701.0,True,,10.8,,97.4,,,западный,10.0,,12.8,1.0
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,0.5,,,,True,северный,10.0,,,1.0
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,9.1,,84.9,,,северный,10.0,,,1.0
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,700.0,,,8.7,,84.9,,,северный,2.0,,,1.0
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,1,,,28,,,,,,,20.0,,701.0,,,11.4,,82.9,7.0,,южный,1.0,,,1.0
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,,,,50.0,,701.0,,,16.7,,65.0,,,восточный,1.0,,,1.0
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,18.2,,63.6,,,восточный,7.0,,,2.0
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,15.6,,74.6,,,восточный,10.0,,,2.0
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,5,,,,,True,,,,,2.0,,703.0,,,13.4,,95.5,,,северо-восточный,10.0,,19.0,1.0
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,True,,,,,2.0,,704.0,,,11.2,,96.1,,,,10.0,,,0.0
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,True,,,,,2.0,,704.0,,,9.6,,96.0,,,,10.0,,,0.0
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,True,,,,,2.0,,704.0,,,9.0,,96.0,,,,10.0,,,0.0
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,17,,,22,,,,,,,2.0,,705.0,,,8.5,,97.3,6.0,,,10.0,,,0.0
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,True,,,,,4.0,,705.0,,,7.4,,97.3,5.0,,южный,10.0,,,1.0
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,,,,,10.0,,705.0,,,8.1,,94.0,,True,северо-восточный,10.0,,,2.0
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,11.2,,84.0,,,восточный,10.0,,,2.0
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,6,,,,,,,,,,10.0,,704.0,,,8.4,,86.0,,,восточный,10.0,,11.2,2.0
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10.0,,705.0,,,7.0,,87.1,,,южный,10.0,,,2.0
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,6.6,,83.5,,,южный,10.0,,,1.0
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,704.0,,,6.0,,84.6,,,юго-восточный,10.0,,,2.0
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,12,,,19,,True,,,,,4.0,,704.0,,,7.1,,87.1,6.0,,западный,10.0,,,2.0
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,,,,,4.0,,704.0,,,9.0,,83.8,,,южный,10.0,,,1.0
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,True,,,,,4.0,,705.0,,,11.1,,81.2,,,северный,10.0,,,2.0
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,,,,,,,10.0,,705.0,,,8.1,,75.3,,True,северо-западный,10.0,,,2.0
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,7,,,,,,,,,,20.0,,705.0,,,10.2,,65.8,,,юго-западный,2.0,,11.1,1.0
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,8.5,,66.4,,,восточный,6.0,,,1.0
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,7.3,,63.3,,,восточный,6.0,,,1.0
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,5.8,,65.3,,,,6.0,,,0.0
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,707.0,,,7.7,,63.9,5.8,,юго-западный,7.0,,,1.0
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,11.1,,55.4,,,юго-западный,2.0,,,1.0
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,707.0,,,12.6,,56.6,,,юго-западный,2.0,,,1.0
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,15.0,,47.7,,,западный,2.0,,,2.0
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,706.0,,,18.3,,44.2,,,северо-восточный,0.0,,18.3,2.0
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,15.0,,47.7,,,восточный,6.0,,,1.0
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,10.1,,53.9,,,северо-восточный,0.0,,,1.0
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,,,,,20.0,,706.0,,,8.0,,57.8,,,северо-восточный,0.0,,,2.0
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,705.0,,,10.6,,48.9,8.0,,южный,0.0,,,2.0
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,705.0,,,18.2,,42.9,,,восточный,0.0,,,2.0
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,19.5,,43.9,,,восточный,0.0,,,2.0
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,20.8,,41.3,,,,0.0,,,0.0
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,0,,,,,,,,,,20.0,,703.0,,,20.8,,41.3,,,,0.0,,22.0,0.0
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,15.1,,60.4,,,восточный,0.0,,,1.0
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,12.2,,81.9,,,,0.0,,,0.0
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,701.0,,,10.1,,78.3,,,,0.0,,,0.0
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,0,,,0,,,,,,,20.0,,700.0,,,15.8,,53.6,9.0,,,9.0,,,0.0
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,703.0,,,16.4,,65.8,,,юго-западный,10.0,,,1.0
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,702.0,,,21.0,,43.7,,,восточный,9.0,,,1.0
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20.0,,704.0,,,17.8,,54.5,,True,юго-западный,9.0,,,1.0
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,,,2,,True,,,,,,,,20.0,,704.0,,,16.8,,62.5,,,юго-западный,9.0,,22.0,1.0
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,,True,,,,,10.0,,706.0,,,14.7,,76.9,,,северо-западный,10.0,,,1.0
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,True,,,,,,10.0,,706.0,,,12.0,,81.9,,,,7.0,,,0.0
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10.0,,708.0,,,10.4,,82.2,,,,10.0,,,0.0
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,,5,,,7,,,,,,,10.0,,708.0,,,10.0,,80.5,9.5,,восточный,10.0,,,1.0
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,12.6,,67.7,,,северный,7.0,,,1.0
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20.0,,708.0,,,21.1,,39.5,,,юго-восточный,0.0,,,2.0
