timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Дождь со снегом слабый,В окрестности станции местами туман,"Гроза, но без осадков","Относительная влажность, %",Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Температура воздуха, °C","Гроза, дождь слабый",Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Туман ослабел (небо не видно),Ливневой снег слабый
1586458800,"Четверг, 9 апреля
19:00 (UTC)",,,,,,,,,,,38.7,,,,южный,,,3,,,,,,,,,,,,742.0,9.9,,,,,,,
1586462400,"Четверг, 9 апреля
20:00 (UTC)",,,,,,,,,,,41.8,,,,южный,,,3,,,,,,,,,,,,741.0,9.2,,,,,,,
1586466000,"Четверг, 9 апреля
21:00 (UTC)",,,,,,,,,,,42.1,,,,юго-западный,,,4,,,,,,,,,,,50.0,741.0,10.0,,,,,10.0,,
1586469600,"Четверг, 9 апреля
22:00 (UTC)",,,,,,,,,,,48.0,,,,юго-западный,,,4,,,,,,,,,,,,741.0,10.1,,,,,,,
1586473200,"Четверг, 9 апреля
23:00 (UTC)",,,,,,,,,,,78.5,,,,западный,,,3,,,,,,,,,,,,740.0,7.8,,,,,,,
1586476800,"Пятница, 10 апреля
00:00 (UTC)",,10.0,True,,,,,,,,88.9,,,,южный,,,2,,,,,,,,,,,50.0,740.0,6.8,,,,,10.0,,
1586480400,"Пятница, 10 апреля
01:00 (UTC)",,,,,,,,,,,,,,,южный,,,3,,,,,,,,,,,,740.0,,,,,,,,
1586484000,"Пятница, 10 апреля
02:00 (UTC)",,,,,,,,,,,92.0,,,,южный,,,3,,,,,,,,,,,,739.0,6.5,,,,,,,
1586487600,"Пятница, 10 апреля
03:00 (UTC)",,,,,,,,,,,93.2,,5.1,,северо-западный,,,3,,,0.3,,,,0.3,True,,,30.0,739.0,5.1,,,,,10.0,,
1586491200,"Пятница, 10 апреля
04:00 (UTC)",,,,,,,,,,,94.5,,,,северо-западный,,,2,,,,,,,,,,,,740.0,3.9,,,,,,,
1586494800,"Пятница, 10 апреля
05:00 (UTC)",,,,,,,,,,,95.2,,,,северо-западный,,,2,,,,,,,,,,,,741.0,3.9,,,,,,,
1586498400,"Пятница, 10 апреля
06:00 (UTC)",,,True,,,,,,,,94.5,,3.8,,северо-западный,,,2,,,,,,,,,,,30.0,741.0,3.9,,,,,10.0,,
1586502000,"Пятница, 10 апреля
07:00 (UTC)",,,,,,,,,,,89.9,,,,северо-западный,,,3,,,,,,,,,,,,742.0,4.1,,,,,,,
1586505600,"Пятница, 10 апреля
08:00 (UTC)",,,,,,,,,,,89.3,,,,северо-западный,,,3,,,,,,,,,,,,743.0,4.2,,,,,,,
1586509200,"Пятница, 10 апреля
09:00 (UTC)",,10.0,,,,,,,,,86.9,,,,северный,,,3,,,,,,,,True,,,30.0,743.0,4.7,,,,,10.0,,
1586512800,"Пятница, 10 апреля
10:00 (UTC)",,,,,,,,,,,77.0,,,,северный,,,4,,,,,,,,,,,,744.0,5.3,,,,,,,
1586516400,"Пятница, 10 апреля
11:00 (UTC)",,,,,,,,,,,64.8,,,,северный,,,5,,,,,,,,,,,,745.0,5.8,,,,,,,
1586520000,"Пятница, 10 апреля
12:00 (UTC)",,,,,,,,,,,54.5,,,,северный,,,4,,,,,,,,,,,30.0,745.0,6.3,,,True,,6.0,,
1586523600,"Пятница, 10 апреля
13:00 (UTC)",,,,,,,,,,,64.3,,,,западный,,,5,,,,,,,,,,,,745.0,5.5,,,,,,,
1586527200,"Пятница, 10 апреля
14:00 (UTC)",,,,,,,,,,,59.0,,,,северо-западный,,,2,,,,,,,,,,,,746.0,5.8,,,,,,,
1586530800,"Пятница, 10 апреля
15:00 (UTC)",,,,,,,,,,,55.9,,,,северо-западный,,7.4,2,,,2,,,,,,,,30.0,746.0,5.6,,,,,2.0,,
1586538000,"Пятница, 10 апреля
17:00 (UTC)",,,,,,,,,,,67.7,,,,западный,,,2,,,,,,,,,,,,747.0,3.2,,,,,,,
1586541600,"Пятница, 10 апреля
18:00 (UTC)",,,,,,,,,,,63.6,,,,,,,0,,,,,,,,,,,50.0,747.0,2.5,,,,,9.0,,
1586545200,"Пятница, 10 апреля
19:00 (UTC)",,,,,,,,,,,60.4,,,,,,,0,,,,,,,,,,,,747.0,2.6,,,,,,,
1586548800,"Пятница, 10 апреля
20:00 (UTC)",,,,,,,,,,,69.0,,,,северо-западный,,,1,,,,,,,,,,,,747.0,2.4,,,,,,,
1586552400,"Пятница, 10 апреля
21:00 (UTC)",,,,,,,,,,,76.9,,,,северо-западный,,,1,,,,,,,,,,,50.0,747.0,1.3,,,,,10.0,,
1586556000,"Пятница, 10 апреля
22:00 (UTC)",,,,,,,,,,,88.9,,,,,,,0,,,,,,,,,,,,748.0,-1.3,,,,,,,
1586559600,"Пятница, 10 апреля
23:00 (UTC)",,,,,,,,,,,86.2,,,,,,,0,,,,,,,,,,,,748.0,-1.4,,,,,,,
1586563200,"Суббота, 11 апреля
00:00 (UTC)",,,,,,,,,,,75.9,,,,,,,0,,,,,,,,,,,50.0,747.0,-1.1,,,,,10.0,,
1586566800,"Суббота, 11 апреля
01:00 (UTC)",,,,,,,,,,,70.6,,,,северо-западный,,,1,,,,,,,,,,,,748.0,0.1,,,,,,,
1586570400,"Суббота, 11 апреля
02:00 (UTC)",,,,,,,,,,,80.6,,,,,,,0,,,,,,,,,,,,748.0,-1.2,,,,,,,
1586574000,"Суббота, 11 апреля
03:00 (UTC)",,,,,,,,,,,88.9,,-1.7,,северный,,,1,,,0,,,,2,,,,30.0,748.0,-0.8,,,,,10.0,,
1586577600,"Суббота, 11 апреля
04:00 (UTC)",,,,,,,,,,,83.8,,,,северный,,,1,,,,,,,,,,,,748.0,-0.1,,,,,,,
1586581200,"Суббота, 11 апреля
05:00 (UTC)",,,,,,,,,,,66.2,,,,северный,,,2,,,,,,,,,,,,748.0,1.1,,,,,,,
1586584800,"Суббота, 11 апреля
06:00 (UTC)",,,,,,,,,,,62.7,,,,северо-восточный,,,2,,,,,,,,,,,30.0,748.0,2.6,,,True,,7.0,,
1586588400,"Суббота, 11 апреля
07:00 (UTC)",,,,,,,,,,,61.7,,,,северный,,,3,,,,,,,,,,,,748.0,2.5,,,,,,,
1586592000,"Суббота, 11 апреля
08:00 (UTC)",,,,,,,,,,,44.4,,,,северный,,,2,,,,,,,,,,,,749.0,3.6,,,,,,,
1586595600,"Суббота, 11 апреля
09:00 (UTC)",,,,,,,,,,,41.9,,,,северо-восточный,,,2,,,,,,,,,,,30.0,749.0,5.2,,,,,7.0,,
1586599200,"Суббота, 11 апреля
10:00 (UTC)",,,,,,,,,,,45.0,,,,северный,,,3,,,,,,,,,,,,749.0,4.5,,,,,,,
1586602800,"Суббота, 11 апреля
11:00 (UTC)",,,,,,,,,,,42.4,,,,северный,,,4,,,,,,,,,,,,749.0,4.8,,,,,,,
1586606400,"Суббота, 11 апреля
12:00 (UTC)",,,,,,,,,,,38.7,,,,северный,,,4,,,,,,,,,,,30.0,749.0,5.8,,,,,9.0,,
1586610000,"Суббота, 11 апреля
13:00 (UTC)",,,,,,,,,,,38.8,,,,северный,,,4,,,,,,,,,,,,749.0,5.2,,,,,,,
1586613600,"Суббота, 11 апреля
14:00 (UTC)",,,,,,,,,,,36.2,,,,северный,,,4,,,,,,,,,,,,749.0,5.2,,,,,,,
1586617200,"Суббота, 11 апреля
15:00 (UTC)",,,,,,,,,,,39.5,,,,северный,,6.0,4,,,менее 0.1,,,,,,,,30.0,750.0,3.7,,,,,10.0,,
1586620800,"Суббота, 11 апреля
16:00 (UTC)",,,,,,,,,,,41.0,,,,северный,,,4,,,,,,,,,,,,750.0,3.2,,,,,,,
1586624400,"Суббота, 11 апреля
17:00 (UTC)",,,,,,,,,,,50.7,,,,северный,,,3,,,,,,,,,,,,751.0,1.2,,,,,,,
1586628000,"Суббота, 11 апреля
18:00 (UTC)",,,,,,,,,,,51.2,,,,северный,,,3,,,,,,,,,,,50.0,751.0,0.2,,,,,4.0,,
1586631600,"Суббота, 11 апреля
19:00 (UTC)",,,,,,,,,,,48.7,,,,северный,,,2,,,,,,,,,,,,751.0,-0.3,,,,,,,
1586635200,"Суббота, 11 апреля
20:00 (UTC)",,,,,,,,,,,54.5,,,,северный,,,2,,,,,,,,,,,,752.0,-1.3,,,,,,,
1586638800,"Суббота, 11 апреля
21:00 (UTC)",,,,,,,,,,,52.7,,,,северо-западный,,,2,,,,,,,,,,,50.0,752.0,-1.6,,,,,0.0,,
1586642400,"Суббота, 11 апреля
22:00 (UTC)",,,,,,,,,,,59.2,,,,северо-западный,,,2,,,,,,,,,,,,752.0,-2.0,,,,,,,
1586646000,"Суббота, 11 апреля
23:00 (UTC)",,,,,,,,,,,62.3,,,,северо-западный,,,1,,,,,,,,,,,,752.0,-2.7,,,,,,,
1586649600,"Воскресенье, 12 апреля
00:00 (UTC)",,,,,,,,,,,71.8,,,,,,,0,,,,,,,,,,,50.0,752.0,-4.9,,,,,0.0,,
1586653200,"Воскресенье, 12 апреля
01:00 (UTC)",,,,,,,,,,,72.5,,,,западный,,,2,,,,,,,,,,,,752.0,-4.3,,,,,,,
1586656800,"Воскресенье, 12 апреля
02:00 (UTC)",,,,,,,,,,,63.8,,,,западный,,,2,,,,,,,,,,,,752.0,-2.8,,,,,,,
1586660400,"Воскресенье, 12 апреля
03:00 (UTC)",,,,,,,,,,,72.7,,-5.1,,северо-западный,,,1,,,0,,,,менее 0.1,,,,30.0,753.0,-3.4,,,,,6.0,,
1586664000,"Воскресенье, 12 апреля
04:00 (UTC)",,,,,,,,,,,70.2,,,,северо-западный,,,1,,,,,,,,,,,,753.0,-2.2,,,,,,,
1586667600,"Воскресенье, 12 апреля
05:00 (UTC)",,,,,,,,,,,54.4,,,,северный,,,3,,,,,,,,,,,,753.0,-0.1,,,,,,,
1586671200,"Воскресенье, 12 апреля
06:00 (UTC)",,,,,,,,,,,39.5,,,,северный,,,3,,,,,,,,,,,30.0,753.0,1.4,,,,,0.0,,
1586674800,"Воскресенье, 12 апреля
07:00 (UTC)",,,,,,,,,,,32.3,,,,северный,,,4,,,,,,,,,,,,753.0,2.3,,,,,,,
1586678400,"Воскресенье, 12 апреля
08:00 (UTC)",,,,,,,,,,,29.9,,,,северный,,,4,,,,,,,,,,,,753.0,3.4,,,,,,,
1586682000,"Воскресенье, 12 апреля
09:00 (UTC)",,,,,,,,,,,27.3,,,,северный,,,5,,,,,,,,,,,30.0,753.0,4.0,,,,,2.0,,
1586685600,"Воскресенье, 12 апреля
10:00 (UTC)",,,,,,,,,,,25.4,,,,северо-западный,,,3,,,,,,,,,,,,753.0,5.5,,,,,,,
1586689200,"Воскресенье, 12 апреля
11:00 (UTC)",,,,,,,,,,,24.0,,,,северный,,,5,,,,,,,,,,,,752.0,5.5,,,,,,,
1586692800,"Воскресенье, 12 апреля
12:00 (UTC)",,10.0,,,,,,,,,22.4,,,,северный,,,4,,,,,,,,,,,30.0,752.0,5.5,,,,,2.0,,
1586696400,"Воскресенье, 12 апреля
13:00 (UTC)",,,,,,,,,,,21.9,,,,северный,,,3,,,,,,,,,,,,752.0,5.4,,,,,,,
1586700000,"Воскресенье, 12 апреля
14:00 (UTC)",,,,,,,,,,,22.8,,,,северный,,,3,,,,,,,,,,,,752.0,5.4,,,,,,,
1586703600,"Воскресенье, 12 апреля
15:00 (UTC)",,,,,,,,,,,25.4,,,,северо-западный,,6.0,3,,,0,,,,,,,,30.0,752.0,4.8,,,,,1.0,,
1586707200,"Воскресенье, 12 апреля
16:00 (UTC)",,,,,,,,,,,32.9,,,,северный,,,1,,,,,,,,,,,,752.0,2.6,,,,,,,
1586710800,"Воскресенье, 12 апреля
17:00 (UTC)",,,,,,,,,,,35.7,,,,,,,0,,,,,,,,,,,,752.0,0.0,,,,,,,
1586714400,"Воскресенье, 12 апреля
18:00 (UTC)",,,,,,,,,,,43.4,,,,южный,,,1,,,,,,,,,,,50.0,751.0,-2.0,,,,,1.0,,
1586718000,"Воскресенье, 12 апреля
19:00 (UTC)",,,,,,,,,,,36.0,,,,южный,,,1,,,,,,,,,,,,751.0,-0.9,,,,,,,
1586721600,"Воскресенье, 12 апреля
20:00 (UTC)",,,,,,,,,,,46.2,,,,юго-западный,,,2,,,,,,,,,,,,751.0,-2.4,,,,,,,
1586725200,"Воскресенье, 12 апреля
21:00 (UTC)",,,,,,,,,,,44.8,,,,южный,,,2,,,,,,,,,,,50.0,751.0,-2.2,,,,,0.0,,
1586728800,"Воскресенье, 12 апреля
22:00 (UTC)",,,,,,,,,,,57.5,,,,южный,,,2,,,,,,,,,,,,750.0,-4.9,,,,,,,
1586732400,"Воскресенье, 12 апреля
23:00 (UTC)",,,,,,,,,,,51.7,,,,южный,,,3,,,,,,,,,,,,750.0,-3.5,,,,,,,
1586736000,"Понедельник, 13 апреля
00:00 (UTC)",,,,,,,,,,,62.9,,,,южный,,,4,,,,,,,,,,,50.0,750.0,-4.5,,,,,0.0,,
1586739600,"Понедельник, 13 апреля
01:00 (UTC)",,,,,,,,,,,60.0,,,,южный,,,3,,,,,,,,,,,,749.0,-4.2,,,,,,,
1586743200,"Понедельник, 13 апреля
02:00 (UTC)",,,,,,,,,,,59.6,,,,южный,,,3,,,,,,,,,,,,749.0,-3.8,,,,,,,
1586746800,"Понедельник, 13 апреля
03:00 (UTC)",,,,,,,,,,,50.6,,-5.2,,южный,,,4,,,0,,,,0,,,,30.0,748.0,-1.8,,,,,10.0,,
1586750400,"Понедельник, 13 апреля
04:00 (UTC)",,,,,,,,,,,53.3,,,,южный,,,5,,,,,,,,,,,,748.0,-0.9,,,,,,,
1586754000,"Понедельник, 13 апреля
05:00 (UTC)",,,,,,,,,,,49.8,,,,юго-восточный,,,5,,,,,,,,,,,,748.0,0.8,,,,,,,
1586757600,"Понедельник, 13 апреля
06:00 (UTC)",,11.0,,,,,,,,,38.6,,,,южный,,,7,,,,,,,,,,,30.0,747.0,3.7,,,,,10.0,,
1586761200,"Понедельник, 13 апреля
07:00 (UTC)",,,,,,,,,,,34.8,,,,южный,,,7,,,,,,,,,,,,746.0,5.3,,,,,,,
1586764800,"Понедельник, 13 апреля
08:00 (UTC)",,,,,,,,,,,32.1,,,,южный,,,7,,,,,,,,,,,,746.0,6.7,,,,,,,
1586768400,"Понедельник, 13 апреля
09:00 (UTC)",,13.0,,,,,,,,,30.4,,,,южный,,,7,,,,,,,,,,,30.0,745.0,8.2,,,,,10.0,,
1586772000,"Понедельник, 13 апреля
10:00 (UTC)",,,,,,,,,,,29.8,,,,южный,,,7,,,,,,,,,,,,745.0,9.4,,,,,,,
1586775600,"Понедельник, 13 апреля
11:00 (UTC)",,,,,,,,,,,33.1,,,,южный,,,6,,,,,,,,,,,,744.0,9.1,,,,,,,
1586779200,"Понедельник, 13 апреля
12:00 (UTC)",,12.0,,,,,,,,,31.7,,,,южный,,,6,,,,,,,,,,,30.0,744.0,10.3,,,,,10.0,,
1586782800,"Понедельник, 13 апреля
13:00 (UTC)",,,,,,,,,,,30.2,,,,южный,,,6,,,,,,,,,,,,743.0,10.9,,,,,,,
1586786400,"Понедельник, 13 апреля
14:00 (UTC)",,,,,,,,,,,29.0,,,,южный,,,6,,,,,,,,,,,,743.0,11.4,,,,,,,
1586790000,"Понедельник, 13 апреля
15:00 (UTC)",,13.0,,,,,,,,,29.9,,,,южный,,11.4,6,,,0,,,,,,,,30.0,743.0,10.7,,,,,10.0,,
1586793600,"Понедельник, 13 апреля
16:00 (UTC)",,,,,,,,,,,31.5,,,,южный,,,4,,,,,,,,,,,,743.0,9.7,,,,,,,
1586797200,"Понедельник, 13 апреля
17:00 (UTC)",,,,,,,,,,,35.0,,,,юго-восточный,,,4,,,,,,,,,,,,743.0,8.6,,,,,,,
1586800800,"Понедельник, 13 апреля
18:00 (UTC)",,,,,,,,,,,35.4,,,,юго-восточный,,,5,,,,,,,,,,,50.0,742.0,8.3,,,,,10.0,,
1586804400,"Понедельник, 13 апреля
19:00 (UTC)",,13.0,,,,,,,,,36.9,,,,юго-восточный,,,5,,,,,,,,,,,,742.0,7.6,,,,,,,
1586808000,"Понедельник, 13 апреля
20:00 (UTC)",,,,,,,,,,,40.1,,,,юго-восточный,,,5,,,,,,,,,,,,741.0,6.7,,,,,,,
1586811600,"Понедельник, 13 апреля
21:00 (UTC)",,,,,,,,,,,42.9,,,,юго-восточный,,,5,,,,,,,,,,,50.0,741.0,6.3,,,,,10.0,,
1586815200,"Понедельник, 13 апреля
22:00 (UTC)",,,,,,,,,,,43.8,,,,юго-восточный,,,6,,,,,,,,,,,,740.0,6.1,,,,,,,
1586818800,"Понедельник, 13 апреля
23:00 (UTC)",,,,,,,,,,,44.4,,,,юго-восточный,,,6,,,,,,,,,,,,740.0,5.8,,,,,,,
1586822400,"Вторник, 14 апреля
00:00 (UTC)",,10.0,,,,,,,,,46.6,,,,юго-восточный,,,6,,,,,,,,,,,50.0,739.0,5.2,,,,,10.0,,
1586826000,"Вторник, 14 апреля
01:00 (UTC)",,,,,,,,,,,46.9,,,,юго-восточный,,,7,,,,,,,,,,,,739.0,4.9,,,,,,,
1586829600,"Вторник, 14 апреля
02:00 (UTC)",,,,,,,,,,,48.6,,,,юго-восточный,,,7,,,,,,,,,,,,739.0,4.4,,,,,,,
1586833200,"Вторник, 14 апреля
03:00 (UTC)",,11.0,,,,,,,,,48.6,,4.3,,юго-восточный,,,6,,,0,,,,0,,,,30.0,738.0,4.4,,,,,10.0,,
1586836800,"Вторник, 14 апреля
04:00 (UTC)",,,,,,,,,,,45.0,,,,юго-восточный,,,7,,,,,,,,,,,,738.0,5.5,,,,,,,
1586840400,"Вторник, 14 апреля
05:00 (UTC)",,,,,,,,,,,39.5,,,,южный,,,6,,,,,,,,,,,,738.0,7.4,,,,,,,
1586844000,"Вторник, 14 апреля
06:00 (UTC)",,11.0,,,,,,,,,35.6,,,,юго-восточный,,,6,,,,,,,,,,,30.0,738.0,9.8,,,,,10.0,,
1586847600,"Вторник, 14 апреля
07:00 (UTC)",,,,,,,,,,,31.9,,,,южный,,,5,,,,,,,,,,,,739.0,11.8,,,,,,,
1586851200,"Вторник, 14 апреля
08:00 (UTC)",,,,,,,,,,,30.7,,,,южный,,,6,,,,,,,,,,,,738.0,13.2,,,,,,,
1586854800,"Вторник, 14 апреля
09:00 (UTC)",,11.0,,,,,,,,,32.0,,,,южный,,,5,,,,,,,,,,,30.0,739.0,13.1,,,,,10.0,,
1586858400,"Вторник, 14 апреля
10:00 (UTC)",,,,,,,,,,,35.9,,,,юго-западный,,,5,,,,,,,,,,,,739.0,12.4,,,,,,,
1586862000,"Вторник, 14 апреля
11:00 (UTC)",,,,,,,,,,,41.6,,,,юго-западный,,,4,,,,,,,,,,,,740.0,11.4,,,,,,,
1586865600,"Вторник, 14 апреля
12:00 (UTC)",,,,,,,True,,,,53.7,,,,юго-западный,,,2,,,,,,,,,,,30.0,740.0,9.2,,,,,10.0,,
1586869200,"Вторник, 14 апреля
13:00 (UTC)",,,,,,,,,,,53.8,,,,юго-западный,,,2,,,,,,,,,,,,740.0,9.5,,,,,,,
1586872800,"Вторник, 14 апреля
14:00 (UTC)",,,,,,,,,,,74.7,,,,западный,,,2,,,,,,,,,,,,741.0,7.7,,,,,,,
1586876400,"Вторник, 14 апреля
15:00 (UTC)",,,,,,,,,,,87.0,,,,юго-западный,,13.9,3,,,0.3,,,,,True,,,30.0,741.0,6.4,,,,,10.0,,
1586880000,"Вторник, 14 апреля
16:00 (UTC)",,,,,,,,,,,91.4,,,,,,,0,,,,,,,,,,,,741.0,5.9,,,,,,,
1586883600,"Вторник, 14 апреля
17:00 (UTC)",,,,,,,,,,,91.3,,,,юго-западный,,,1,,,,,,,,,,,,741.0,5.4,,,,,,,
1586887200,"Вторник, 14 апреля
18:00 (UTC)",,,,,,,,,,,94.6,,,,южный,,,2,,,,,,,,True,,,50.0,741.0,4.7,,,,,10.0,,
1586890800,"Вторник, 14 апреля
19:00 (UTC)",,,,,,,,,,,95.9,,,,южный,,,2,,,,,,,,,,,,741.0,4.6,,,,,,,
1586894400,"Вторник, 14 апреля
20:00 (UTC)",,,,,,,,,,,93.2,,,,западный,,,2,,,,,,,,,,,,741.0,4.0,,,,,,,
1586898000,"Вторник, 14 апреля
21:00 (UTC)",,,True,,,,,,,,94.5,,,,западный,,,2,,,,,,,,,,,50.0,741.0,3.4,,,,,10.0,,
1586901600,"Вторник, 14 апреля
22:00 (UTC)",,,,,,,,,,,94.5,,,,западный,,,2,,,,,,,,,,,,741.0,3.0,,,,,,,
1586905200,"Вторник, 14 апреля
23:00 (UTC)",,,,,,,,,,,95.1,,,,южный,,,1,,,,,,,,,,,,741.0,2.6,,,,,,,
1586908800,"Среда, 15 апреля
00:00 (UTC)",,,,,,,,,,,95.8,,,,южный,,,1,,,,,,,,,,,50.0,741.0,2.0,,,True,,10.0,,
1586912400,"Среда, 15 апреля
01:00 (UTC)",,,,,,,,,,,96.5,,,,южный,,,1,,,,,,,,,,,,741.0,1.4,,,,,,,
1586916000,"Среда, 15 апреля
02:00 (UTC)",,,,,,,,,,,97.2,,,,южный,,,2,,,,,,,,,,,,740.0,1.0,,,,,,,
1586919600,"Среда, 15 апреля
03:00 (UTC)",,,,,,,,,,,97.2,,1.0,,южный,,,2,,,4,,,,4,,,,30.0,740.0,1.4,,,,,10.0,,
1586930400,"Среда, 15 апреля
06:00 (UTC)",,,,,,,,,,,92.5,,,,южный,,,2,,,,,,,,,,,30.0,739.0,2.6,,,,,10.0,,
1586934000,"Среда, 15 апреля
07:00 (UTC)",,,,,,,,,,,80.7,,,,юго-западный,,,1,,,,,,,,,,,,739.0,3.7,,,,,,,
1586937600,"Среда, 15 апреля
08:00 (UTC)",,,,,,,,,,,74.6,,,,юго-восточный,,,1,,,,,,,,,,,,738.0,4.2,,,,,,,
1586941200,"Среда, 15 апреля
09:00 (UTC)",,,,,,,,,,,67.9,,,,северо-западный,,,2,,,,,,,,,,,30.0,737.0,4.3,,,,,10.0,,
1586944800,"Среда, 15 апреля
10:00 (UTC)",,,,,,,,,,,63.4,,,,северо-западный,,,1,,,,,,,,,,,,737.0,3.6,,,,,,,
1586948400,"Среда, 15 апреля
11:00 (UTC)",,,,,,,,,,,92.4,,,,западный,,,1,,,,,,,,,,,,737.0,1.8,,,,,,,
1586952000,"Среда, 15 апреля
12:00 (UTC)",,,,,,,,True,,,93.1,,,,северо-западный,,,1,,,,,,,,,,,30.0,736.0,2.0,,,,,10.0,,
1586955600,"Среда, 15 апреля
13:00 (UTC)",,,,,,,,,,,91.7,,,,западный,,,2,,,,,,,,,,,,736.0,1.8,,,,,,,
1586959200,"Среда, 15 апреля
14:00 (UTC)",,,,,,,,,,,94.4,,,,северо-западный,,,1,,,,,,,,,,,,735.0,1.3,,,,,,,
1586962800,"Среда, 15 апреля
15:00 (UTC)",,,,,True,,,,,,95.8,,,,северный,,4.5,1,,,3,,,,,,,,30.0,735.0,1.3,,,,,10.0,,
1586966400,"Среда, 15 апреля
16:00 (UTC)",,,,,,,,,,,96.5,,,,юго-западный,,,1,,,,,,,,,,,,735.0,1.0,,,,,,,
1586970000,"Среда, 15 апреля
17:00 (UTC)",,,,,,,,,,,97.2,,,,юго-западный,,,2,,,,,,,,,,,,735.0,0.6,,,,,,,
1586973600,"Среда, 15 апреля
18:00 (UTC)",,,,,,,,,,,80.4,,,,юго-западный,,,3,,,,,,,,,,,50.0,734.0,1.4,,,True,,10.0,,
1586977200,"Среда, 15 апреля
19:00 (UTC)",,,,,,,,,,,81.5,,,,юго-западный,,,4,,,,,,,,,,,,734.0,1.0,,,,,,,
1586980800,"Среда, 15 апреля
20:00 (UTC)",,,,,,,,,,,81.5,,,,юго-западный,,,4,,,,,,,,,,,,734.0,0.8,,,,,,,
1586984400,"Среда, 15 апреля
21:00 (UTC)",,,,,,,,,,,83.3,,,,юго-западный,,,4,,,,,,,,,,,50.0,734.0,0.2,,,,,7.0,,
1586988000,"Среда, 15 апреля
22:00 (UTC)",,,,,,,,,,,87.6,,,,юго-западный,,,4,,,,,,,,,,,,734.0,-0.8,,,,,,,
1586991600,"Среда, 15 апреля
23:00 (UTC)",,,,,,,,,,,86.3,,,,юго-западный,,,4,,,,,,,,,,,,733.0,-0.9,,,,,,,
1586995200,"Четверг, 16 апреля
00:00 (UTC)",,,,,,,,,,,86.3,,,,юго-западный,,,3,,,,,,,,,,,50.0,733.0,-1.1,,,,,0.0,,
1586998800,"Четверг, 16 апреля
01:00 (UTC)",,,,,,,,,,,88.8,,,,юго-западный,,,4,,,,,,,,,,,,733.0,-1.6,,,,,,,
1587002400,"Четверг, 16 апреля
02:00 (UTC)",,,,,,,,,,,90.8,,,,юго-западный,,,4,,,,,,,,,,,,733.0,-2.0,,,,,,,
1587006000,"Четверг, 16 апреля
03:00 (UTC)",,,,,,,,,,,90.8,,-2.0,,юго-западный,,,4,,,0,,,,3,,,,30.0,733.0,-1.7,,,,,4.0,,
1587009600,"Четверг, 16 апреля
04:00 (UTC)",,,,,,,,,,,87.6,,,,юго-западный,,,4,,,,,,,,,,,,733.0,-0.4,,,,,,,
1587016800,"Четверг, 16 апреля
06:00 (UTC)",,,,,,,,,,,83.3,,,,юго-западный,,,4,,,,,,,,,,,30.0,732.0,0.8,,,,,10.0,,
1587020400,"Четверг, 16 апреля
07:00 (UTC)",,,,,,,,,,,76.4,,,,юго-западный,,,5,,,,,,,,,,,,732.0,1.5,,,,,,,
1587024000,"Четверг, 16 апреля
08:00 (UTC)",,,,,,,,,,,64.2,,,,юго-западный,,,6,,,,,,,,,,,,732.0,2.8,,,,,,,
1587027600,"Четверг, 16 апреля
09:00 (UTC)",,12.0,,,,,,,,,60.2,,,,юго-западный,,,6,,,,,,,,,,,30.0,732.0,3.6,,,,,9.0,,
1587031200,"Четверг, 16 апреля
10:00 (UTC)",,12.0,,,,,,,,,49.4,,,,юго-западный,,,6,,,,,,,,,,,,731.0,4.7,,,,,,,
1587034800,"Четверг, 16 апреля
11:00 (UTC)",,12.0,,,,,,,,,41.7,,,,юго-западный,,,5,,,,,,,,,,,,731.0,5.7,,,,,,,
1587038400,"Четверг, 16 апреля
12:00 (UTC)",,11.0,,,,,,,,,52.8,,,,юго-западный,,,4,,,,,,,,,,,30.0,731.0,4.4,,,,,9.0,,
1587042000,"Четверг, 16 апреля
13:00 (UTC)",,,,,,,,,,,48.1,,,,юго-западный,,,3,,,,,,,,,,,,730.0,5.3,,,,,,,
1587045600,"Четверг, 16 апреля
14:00 (UTC)",,,,,,,,,,,50.8,,,,южный,,,4,,,,,,,,,,,,730.0,5.6,,,,,,,
1587049200,"Четверг, 16 апреля
15:00 (UTC)",,,,,,,,,,,56.9,,,,южный,,5.8,4,,,менее 0.1,,,,,,,,30.0,730.0,4.6,,,True,,9.0,,
1587052800,"Четверг, 16 апреля
16:00 (UTC)",,,,,,,,,,,71.3,,,,южный,,,5,,,,,,,,,,,,730.0,3.4,,,,,,,
