timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Мгла,Ухудшение видимости из-за дыма или вулканического пепла,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег умеренный или сильный,Морось (незамерзающая) умеренная непрерывная,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый,Дождь (незамерзающий)
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,31.5,,,южный,,1,,,,,,,,,,,10.0,742,,,24.5,,,0.0,,
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,38.8,,,юго-восточный,,1,,,,,,,,,,,10.0,741,,,21.5,,,0.0,,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,49.8,,,юго-восточный,,2,,,,,,,,,,,10.0,740,,,18.9,,,10.0,,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,,,,40.9,,18.5,юго-восточный,,2,,,,0,,,,,,,20.0,739,,,23.2,,,9.0,,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,33.4,,,южный,,1,,,,,,,,,,,20.0,739,,,25.9,,,9.0,,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,26.8,,,южный,,3,,,,,,,,,,,20.0,737,,,29.8,,True,9.0,,
1591876800,"Четверг, 11 июня
12:00 (UTC)",True,11.0,,,,,,,,38.8,,,западный,,4,,,,,,,,,,,20.0,736,,,25.3,,,10.0,,
1591887600,"Четверг, 11 июня
15:00 (UTC)",True,18.0,,,,,,,,70.7,,,западный,29.8,5,,,,7,,,,,,,20.0,736,,,17.9,,,9.0,,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,14.0,,,,,,,,76.7,,,южный,,1,,,True,,,,,,,,10.0,735,,,16.5,,,6.0,,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,82.9,,,западный,,1,,,,,,,,,,,10.0,734,,,15.6,,,6.0,,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,86.7,,,южный,,1,,,,,,,,,,,10.0,733,,,14.7,,,2.0,,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,,,76.1,,14.6,юго-западный,,3,,,,0,,,,,,,20.0,732,,,18.7,,,7.0,,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,11.0,,,,,,,,55.7,,,западный,,5,,,,,,,,,,,20.0,731,,,22.7,,,9.0,,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,11.0,,,,,,,,46.2,,,западный,,4,,,,,,,,,,,20.0,730,,,24.5,,,9.0,,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,12.0,,,,True,,,,74.0,,,юго-западный,,1,,,,,,,,,,,20.0,730,,,20.7,,,9.0,,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,10.0,,,,,,,,76.1,,,западный,26.9,2,,,,1,,,,,,,20.0,729,,,18.9,,True,9.0,,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,11.0,,,,,,,,87.1,,,северный,,3,,,,,,,True,,,,4.0,732,,,13.0,,,10.0,,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,10.0,,,,,,,,84.5,,,северо-западный,,2,,,,,,,,,,,10.0,733,,,10.9,,True,7.0,,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,80.5,,,северо-западный,,3,,,,,,,,,,,20.0,734,,,10.1,,True,7.0,,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,,,,68.2,,9.7,западный,,1,,,,4,,,,,,,50.0,735,,,10.3,,,7.0,,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,11.0,,,,,,,,60.2,,,северо-западный,,5,,,,,,,,,,,50.0,735,,,10.6,,,9.0,,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,10.0,,,,,,,,30.9,,,северо-западный,,5,,,,,,,,,,,50.0,736,,,14.6,,,4.0,,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,11.0,,,,,,,,26.9,,,северо-западный,,4,,,,,,,,,,,50.0,736,,,16.4,,,7.0,,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,11.0,,,,,,,,32.0,,,северный,16.5,2,,,,0,,,,,,,50.0,737,,,14.4,,,9.0,,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,45.8,,,северный,,2,,,,,,,,,,,10.0,738,,,10.6,,,7.0,,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,54.7,,,северо-западный,,3,,,,,,,,,,,10.0,739,,,8.4,,,7.0,,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,,,,,,63.2,,,северо-западный,,3,,,,,,,,,,,20.0,740,,,6.8,,,0.0,,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,,,,57.3,,6.8,северо-западный,,2,,,,0,,,,,,,50.0,740,,,9.3,,,0.0,,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,41.6,,,северо-западный,,5,,,,,,,,,,,50.0,741,,,11.6,,,7.0,,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,10.0,,,,,,,,33.1,,,северо-западный,,3,,,,,,,,,,,50.0,740,,,16.0,,,6.0,,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,,,,,,31.3,,,северо-западный,,3,,,,,,,,,,,50.0,740,,,17.0,,,4.0,,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,10.0,,,,,,,,34.6,,,северо-западный,17.7,4,,,,0,,,,,,,50.0,740,,,16.0,,,2.0,,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,50.9,,,северо-западный,,3,,,,,,,,,,,10.0,741,,,12.8,,,0.0,,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,64.1,,,западный,,2,,,,,,,,,,,10.0,741,,,10.7,,,2.0,,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,69.5,,,западный,,2,,,,,,,,,,,50.0,741,,,9.6,,,7.0,,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,,,,58.0,,9.5,северо-западный,,2,,,,0,,0,,,,,50.0,742,,,13.7,,,10.0,,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,39.6,,,западный,,3,,,,,,,,,,,50.0,742,,,20.5,,,2.0,,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,32.5,,,северо-западный,,3,,,,,,,,,,,50.0,741,,,22.8,,,6.0,,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,25.5,,,северо-западный,,2,,,,,,,,,,,50.0,740,,,23.7,,,5.0,,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,,,,23.8,,,северный,24.3,1,,,,0,,,,,,,50.0,740,,,22.5,,,2.0,,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,35.7,,,,,0,,,,,,,,,,,10.0,740,,,18.7,,,1.0,,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,58.2,,,юго-западный,,1,,,,,,,,,,,10.0,740,,,14.2,,,0.0,,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,72.4,,,юго-западный,,1,,,,,,,,,,,20.0,740,,,11.6,,,1.0,,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,,,,48.4,,11.6,юго-западный,,1,,,,0,,,,,,,10.0,740,,,18.5,,,2.0,,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,,,,27.9,,,западный,,3,,,,,,,,,,,20.0,740,,,24.1,,,4.0,,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,11.0,,,,,,,,24.9,,,западный,,3,,,,,,,,,,,50.0,738,,,24.9,,,9.0,,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,10.0,,,,,,,,26.6,,,западный,,3,,,,,,,,,,,50.0,737,,,25.7,,,7.0,,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,10.0,,,,,,,,29.2,,,западный,26.8,4,,,,0,,,,,,,50.0,736,,,23.8,,,7.0,,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,41.7,,,западный,,3,,,,,,,,,,,10.0,736,,,20.2,,,2.0,,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,55.1,,,западный,,3,,,,,,,,,,,10.0,735,,,17.4,,,1.0,,
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,62.3,,,западный,,3,,,,,,,,,,,50.0,734,,,16.0,,,2.0,,
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,,,,53.0,,15.9,западный,,3,,,,0,,,,,,,50.0,733,,,19.3,,,6.0,,
1592373600,"Среда, 17 июня
06:00 (UTC)",,12.0,,,,,,,,38.1,,,западный,,5,,,,,,,,,,,50.0,732,,,22.7,,,10.0,,
1592384400,"Среда, 17 июня
09:00 (UTC)",,13.0,,,,,,,,37.0,,,западный,,4,,,,,,,,,,,50.0,731,,,24.2,,True,7.0,,
1592395200,"Среда, 17 июня
12:00 (UTC)",,13.0,,,,,,,,37.8,,,северный,,4,,,,,,,,,,,50.0,732,,,22.6,,True,10.0,,
1592406000,"Среда, 17 июня
15:00 (UTC)",,12.0,,,,,,,,53.3,,,восточный,25.1,1,,,,0,,,,,,,50.0,733,,,19.0,,,10.0,,
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,56.5,,,,,0,,,,,,,,,,,10.0,734,,,15.3,,,7.0,,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,56.6,,,восточный,,1,,,,,,,,,,,10.0,735,,,12.6,,,7.0,,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,58.0,,,северный,,1,,,,,,,,,,,50.0,735,,,11.8,,,9.0,,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,,,,44.2,,10.0,северный,,2,,,,0,,,,,,,50.0,737,,,11.9,,,7.0,,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,32.1,,,северный,,2,,,,,,,,,,,50.0,737,,,14.1,,,7.0,,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,30.6,,,северо-западный,,2,,,,,,,,,,,50.0,737,,,14.4,,,9.0,,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,29.3,,,северо-западный,,2,,,,,,,,,,,50.0,737,,,15.4,,,9.0,,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,,,,31.4,,,северо-западный,17.3,3,,,,0,,,,,,,50.0,738,,,15.0,,,9.0,,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,49.6,,,,,0,,,,,,,,,,,10.0,739,,,11.9,,,4.0,,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,55.3,,,северный,,1,,,,,,,,,,,10.0,739,,,10.9,,,0.0,,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,75.2,,,юго-восточный,,1,,,,,,,,,,,10.0,740,,,7.4,,,1.0,,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,,,,61.2,,7.0,,,0,,,,0,,,,,,,20.0,741,,,11.5,,,7.0,,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,32.4,,,северо-западный,,3,,,,,,,,,,,50.0,740,,,15.9,,,7.0,,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,28.0,,,северо-западный,,4,,,,,,,,,,,50.0,740,,,17.6,,,7.0,,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,22.3,,,северный,,1,,,,,,,,,,,50.0,739,,,19.6,,,7.0,,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,,,,23.1,,,западный,20.9,2,,,,0,,,,,,,50.0,738,,,18.6,,,2.0,,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,30.5,,,южный,,1,,,,,,,,,,,10.0,738,,,15.0,,,1.0,,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,52.7,,,южный,,1,,,,,,,,,,,10.0,737,,,11.1,,,6.0,,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,54.8,,,юго-западный,,2,,,,,,,,,,,20.0,736,,,10.4,,,7.0,,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,,,,44.6,,10.3,западный,,3,,,,0,,,,,,,50.0,734,,,15.4,,,7.0,,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,11.0,,,,,,,,39.8,,,западный,,5,,,,,,,,,,,50.0,733,,,18.4,,,9.0,,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,11.0,,,,,,,,36.0,,,западный,,5,,,,,,,,,,,20.0,731,,,19.8,,,10.0,,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,13.0,,,,True,,,,49.2,,,западный,,5,,,,,,,,,,,50.0,731,,,19.2,,,7.0,,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,13.0,,,,,,,,61.8,,,западный,20.3,5,,,,менее 0.1,,,True,,,,20.0,730,,,17.6,,,9.0,,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,10.0,,,,True,,,,83.2,,,северо-западный,,5,,,,,,,,,,,10.0,731,,,13.9,,,7.0,,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,10.0,,,,,,,,73.9,,,северо-западный,,2,,,,,,,,,,,10.0,732,,,9.2,,,6.0,,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,83.6,,,западный,,2,,,,,,,,,,,50.0,732,,,7.5,,,2.0,,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,,,,60.5,,7.4,северо-западный,,3,,,,4,,,,,,,50.0,732,,,10.2,,,4.0,,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,12.0,,,,,,,,48.2,,,западный,,4,,,,,,,,,,,50.0,731,,,13.1,,,6.0,,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,12.0,,,,,,,,42.1,,,северо-западный,,5,,,,,,,,,,,50.0,731,,,13.2,,,9.0,,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,11.0,,,,,,,,47.3,,,северо-западный,,5,,,,,,,,,,,50.0,732,,,12.5,,,10.0,,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,10.0,,,,,,,,54.6,,,северо-западный,15.0,4,,,,0,,,,,,,20.0,733,,,11.2,,,10.0,,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,63.5,,,северо-западный,,3,,,,,,,,,,,10.0,733,,,9.8,,,10.0,,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,68.9,,,северо-западный,,3,,,,,,,,,,,10.0,733,,,8.9,,,10.0,,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,68.2,,,северо-западный,,2,,,,,,,,,,,50.0,734,,,8.1,,,9.0,,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,,,,66.1,,8.0,северо-западный,,2,,,,0,,,,,,,50.0,734,,,9.1,,,9.0,,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,57.9,,,западный,,4,,,,,,,,,,,50.0,735,,,11.5,,,10.0,,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,54.0,,,западный,,4,,,,,,,,,,,50.0,735,,,13.3,,,9.0,,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,50.9,,,западный,,3,,,,,,,,,,,50.0,735,,,14.0,,,9.0,,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,,,,46.7,,,северо-западный,16.3,3,,,,0,,,,,,,50.0,735,,,13.6,,,9.0,,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,11.0,,,,,,,,63.3,,,северо-западный,,3,,,,,,,,,,,10.0,736,,,11.1,,,7.0,,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,70.1,,,западный,,3,,,,,,,,,,,10.0,736,,,10.1,,,7.0,,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,80.2,,,западный,,2,,,,,,,,,,,50.0,736,,,8.2,,,2.0,,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,,,,65.2,,8.1,западный,,3,,,,0,,0,,,,,50.0,736,,,11.5,,,7.0,,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,10.0,,,,,,,,43.7,,,северо-западный,,4,,,,,,,,,,,50.0,736,,,15.7,,,7.0,,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,10.0,,,,,,,,41.8,,,западный,,4,,,,,,,,,,,50.0,736,,,17.4,,,7.0,,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,10.0,,,,,,,,37.8,,,западный,,4,,,,,,,,,,,50.0,735,,,18.8,,,7.0,,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,11.0,,,,,,,,43.4,,,западный,20.0,3,,,,0,,,,,,,50.0,734,,,17.8,,,7.0,,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,51.7,,,юго-западный,,3,,,,,,,,,,,10.0,734,,,15.6,,,9.0,,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,65.1,,,западный,,2,,,,,,,,,,,10.0,734,,,12.8,,,2.0,,
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,67.2,,,юго-западный,,2,,,,,,,,,,,50.0,733,,,12.0,,,4.0,,
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,,,,56.9,,12.0,юго-западный,,3,,,,0,,,,,,,50.0,731,,,15.3,,,7.0,,
1592978400,"Среда, 24 июня
06:00 (UTC)",,12.0,,,,True,,,,64.9,,,западный,,5,,,,,,,,,,,20.0,730,,,14.3,,,9.0,,
1592989200,"Среда, 24 июня
09:00 (UTC)",,10.0,,,,,,,,77.3,,,западный,,4,,,,,,,True,,,,20.0,730,,,13.7,,,10.0,,
1593000000,"Среда, 24 июня
12:00 (UTC)",,13.0,,,,,,,,44.5,,,северо-западный,,5,,,,,,,,,,,50.0,730,,,16.2,,True,7.0,,
1593010800,"Среда, 24 июня
15:00 (UTC)",,13.0,,,,,,,,47.5,,,северо-западный,19.1,3,,,,3,,,,,,,50.0,732,,,14.2,,,4.0,,
1593021600,"Среда, 24 июня
18:00 (UTC)",,11.0,,,,,,,,63.7,,,северо-западный,,3,,,,,,,,,,,10.0,733,,,11.0,,,1.0,,
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,61.9,,,западный,,2,,,,,,,,,,,10.0,732,,,8.8,,,7.0,,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,71.6,,,западный,,3,,,,,,,,,,,20.0,733,,,7.7,,,9.0,,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,,,,63.9,,7.5,западный,,2,,,,0,,,,,,,20.0,732,,,9.8,,True,2.0,,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,38.1,,,северо-западный,,4,,,,,,,,,,,50.0,731,,,13.4,,True,7.0,,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,11.0,,,,,,,,35.3,,,северо-западный,,3,,,,,,,,,,,50.0,732,,,13.2,,,9.0,,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,11.0,,,,,,,,52.1,,,северный,,2,,,,,,,,,,,50.0,732,,,11.7,,,7.0,,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,10.0,,,,,,,,59.6,,,северный,14.3,2,,,,0,,,,,,,50.0,733,,,10.2,,,10.0,,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,76.0,,,северо-западный,,3,,,,,,,True,,,,10.0,732,,,9.0,,,10.0,,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,69.9,,,северо-западный,,2,,,,,,,,,,,10.0,732,,,9.2,,True,10.0,,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,76.2,,,западный,,2,,,,,,,,,,,50.0,732,,,6.7,,True,2.0,,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,,,,68.9,,6.7,северо-западный,,2,,,,0,,,,,,,20.0,732,,,9.0,,,7.0,,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,True,,,,72.0,,,северо-западный,,3,,,,,,,,,,,20.0,731,,,9.9,,,9.0,,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,10.0,,,,,,,,61.0,,,северо-западный,,2,,,,,,,,,,,20.0,731,,,12.3,,True,9.0,,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,13.0,,,,,,,,49.2,,,западный,,2,,,,,,,,,,,20.0,731,,,14.3,,True,7.0,,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,,,,,61.4,,,северо-западный,14.8,2,,,,1,,,,,,,20.0,731,,,12.0,,True,9.0,,
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,77.5,,,северо-западный,,3,,,,,,,,,,,10.0,732,,,8.6,,True,6.0,,
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,75.3,,,северо-западный,,2,,,,,,,,,,,10.0,732,,,8.0,,,7.0,,
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,79.6,,,западный,,2,,,,,,,,,,,20.0,731,,,7.6,,,7.0,,
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,,,,66.3,,7.4,северо-западный,,2,,,,0,,,,,,,50.0,731,,,10.2,,,10.0,,
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,50.1,,,западный,,4,,,,,,,,,,,20.0,730,,,12.3,,,9.0,,
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,47.0,,,западный,,3,,,,,,,,,,,20.0,730,,,13.7,,,10.0,,
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,,,,,,37.5,,,западный,,3,,,,,,,,,,,50.0,729,,,16.0,,,7.0,,
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,,,,,,46.8,,,западный,17.3,4,,,,0,,,,,,,50.0,727,,,14.2,,,9.0,,
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,60.0,,,юго-западный,,2,,,,,,,,,,,10.0,726,,,11.8,,,9.0,,
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,82.7,,,юго-восточный,,1,,,,,,,True,,,,10.0,723,,,9.6,,,10.0,,
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,91.6,,,юго-восточный,,2,,,,,,,True,,,,4.0,720,,,8.9,,,10.0,,
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,,,,,91.2,,8.7,западный,,3,,,,15,,,,,,,20.0,718,,,12.4,,True,6.0,,
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,11.0,,,,True,,,,84.1,,,западный,,4,,,,,,,,,,,20.0,718,,,12.0,,,9.0,,
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,13.0,,,,,,,,88.0,,,северо-западный,,4,,,,,,,True,,,,10.0,720,,,10.3,,,10.0,,
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,12.0,,,,,,,,87.3,,,северо-западный,,4,,,,,,,True,,,,10.0,722,,,9.3,,,10.0,,
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,11.0,,,,True,,,,86.1,,,северо-западный,13.9,5,,,,7,,,,,,,10.0,723,,,8.7,,,10.0,,
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,10.0,,,,,,,,87.2,,,северо-западный,,3,,,,,,,True,,,,10.0,724,,,8.5,,,10.0,,
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,89.0,,,западный,,3,,,,,,,,,,,4.0,724,True,,8.2,,,10.0,,
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,89.6,,,северо-западный,,4,,,,,,,True,,,,10.0,725,,,7.9,,,10.0,,
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,10.0,,,,,,,,87.8,,7.8,северо-западный,,4,,,,6,,,True,,,,10.0,726,,,8.0,,,10.0,,
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,True,,,,86.7,,,западный,,3,,,,,,,,,,,20.0,726,,,9.1,,,10.0,,
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,10.0,,,,,,,,69.4,,,северо-западный,,4,,,,,,,,,,,20.0,727,,,11.6,,True,10.0,,
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,10.0,,,,,,,,59.1,,,западный,,3,,,,,,,,,,,20.0,728,,,13.2,,True,9.0,,
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,,,,,,,58.6,,,северо-западный,14.1,2,,,,0.5,,,,,,,20.0,728,,,12.7,,,9.0,,
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,69.2,,,западный,,2,,,,,,,,,,,10.0,729,,,10.6,,,7.0,,
1593464400,"Понедельник, 29 июня
21:00 (UTC)",,,,,,,,,,81.4,,,западный,,1,,,,,,,,,,,10.0,729,,,8.2,,,6.0,,
1593475200,"Вторник, 30 июня
00:00 (UTC)",,,,,,,,,,88.9,,,западный,,1,,,,,,,,,,,10.0,729,,,6.6,,,2.0,,
1593486000,"Вторник, 30 июня
03:00 (UTC)",,,,,,,,,,71.0,,6.4,западный,,1,,,,0,,,,,,,20.0,730,,,9.9,,,4.0,,
1593496800,"Вторник, 30 июня
06:00 (UTC)",,,,,,,,,,55.9,,,северо-западный,,1,,,,,,,,,,,50.0,731,,,11.5,,,10.0,,
1593507600,"Вторник, 30 июня
09:00 (UTC)",,,,,,,,,,57.4,,,северо-западный,,3,,,,,,,,,,,50.0,731,,,12.7,,,9.0,,
1593518400,"Вторник, 30 июня
12:00 (UTC)",,,,,,True,,,,70.9,,,северо-западный,,3,,,,,,,,,,,50.0,732,,,11.5,,,9.0,,
