timestamp,date,Ливневой снег умеренный или сильный,Морось (незамерзающая) умеренная непрерывная,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,Ливневой дождь со снегом слабый,"Высота снежного покрова, см",В окрестности станции тумана нет,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Морось (незамерзающая) слабая с перерывами,Ливневый дождь,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Осадки (достигают поверхности земли вдали от станции (&gt; 5 км)),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий) умеренный непрерывный
1598389200,"Вторник, 25 августа
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,20.0,764,,,10.6,83.4,,,8.9,,,южный,9.0,,,1.0,
1598400000,"Среда, 26 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,763,,,12.5,75.0,,,,,,северо-восточный,10.0,,,1.0,
1598410800,"Среда, 26 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,762,,,11.7,74.4,,,,,,юго-восточный,10.0,,,3.0,
1598421600,"Среда, 26 августа
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,True,,,,,10.0,760,,,10.1,84.5,,,,,,восточный,10.0,,,3.0,
1598432400,"Среда, 26 августа
09:00 (UTC)",,,13.0,,,,11,,,,,,,,,,,,,,,4.0,758,,True,9.1,87.3,,,,,,восточный,10.0,,13.5,5.0,
1598443200,"Среда, 26 августа
12:00 (UTC)",,,15.0,,,,,,,,,,,,,,True,,,,,4.0,755,,,9.0,90.3,,,,,,восточный,10.0,,,3.0,
1598454000,"Среда, 26 августа
15:00 (UTC)",,,13.0,,,,,,,,,,,,,,True,,,,,4.0,753,,,10.8,81.2,,,,,,восточный,10.0,,,5.0,
1598464800,"Среда, 26 августа
18:00 (UTC)",,,12.0,,,,,,,,,,,,,,True,,,,,10.0,751,,,9.5,91.0,,,,,,северо-западный,10.0,,,3.0,
1598475600,"Среда, 26 августа
21:00 (UTC)",,,,,,,16,,,,,,26,,,,True,,,,,10.0,750,,,10.1,92.3,,,8.9,,,северо-западный,10.0,,,3.0,
1598486400,"Четверг, 27 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,748,,,13.5,82.1,,,,True,,северо-западный,10.0,,,2.0,
1598497200,"Четверг, 27 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,748,,,13.4,77.8,,,,,,западный,10.0,,,1.0,
1598508000,"Четверг, 27 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,748,,,12.9,82.5,,,,,,северный,10.0,,,1.0,
1598518800,"Четверг, 27 августа
09:00 (UTC)",,,,,,,0.5,,,,,,,,,,,,,,,20.0,750,,,11.9,87.0,,,,True,,,10.0,,14.7,0.0,
1598529600,"Четверг, 27 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,751,,,11.9,87.0,,,,True,,,9.0,,,0.0,
1598540400,"Четверг, 27 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,752,,,12.1,84.1,,,,,,восточный,9.0,,,1.0,
1598551200,"Четверг, 27 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,752,,,11.5,88.1,,,,,,юго-восточный,10.0,,,3.0,
1598562000,"Четверг, 27 августа
21:00 (UTC)",,,,,,,2,,,,,,3,,,,True,,,,,4.0,753,,,11.0,92.9,,,10.9,,,юго-восточный,10.0,,,2.0,
1598572800,"Пятница, 28 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,4.0,754,,,11.1,89.9,,,,,,юго-восточный,10.0,,,3.0,
1598583600,"Пятница, 28 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,754,,,11.5,83.5,,,,,,юго-восточный,10.0,,,3.0,
1598594400,"Пятница, 28 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,4.0,754,,,10.6,88.0,,,,,,юго-восточный,10.0,,,4.0,
1598605200,"Пятница, 28 августа
09:00 (UTC)",,,,,,,4,,,,,,,,,,True,,,,,4.0,755,,,9.8,89.2,,,,,,юго-восточный,10.0,,11.7,2.0,
1598616000,"Пятница, 28 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,4.0,755,,,9.5,91.6,,,,,,юго-восточный,10.0,,,1.0,
1598626800,"Пятница, 28 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,755,,,9.4,92.2,,,,,,,10.0,,,0.0,
1598637600,"Пятница, 28 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,754,,,9.2,92.8,,,,,,,10.0,,,0.0,
1598648400,"Пятница, 28 августа
21:00 (UTC)",,,10.0,,,,3,,,,,,7,,,,True,,,,,10.0,753,,,9.8,81.0,,,9.2,,,восточный,10.0,,,3.0,
1598659200,"Суббота, 29 августа
00:00 (UTC)",,,10.0,,,,,,,,,,,,,,True,,,,,10.0,753,,,10.7,74.7,,,,,,восточный,10.0,,,3.0,
1598670000,"Суббота, 29 августа
03:00 (UTC)",,,10.0,,,,,,,,,,,,,,True,,,,,10.0,753,,,11.8,77.0,,,,,,юго-восточный,10.0,,,2.0,
1598680800,"Суббота, 29 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,753,,,10.6,86.3,,,,,,,10.0,,,0.0,
1598691600,"Суббота, 29 августа
09:00 (UTC)",,,,,,,1,,,,,,,,,,,,,,,50.0,753,,,9.7,84.4,,,,True,,северный,10.0,,12.0,2.0,
1598702400,"Суббота, 29 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,754,,,8.8,89.7,,,,True,,северный,7.0,,,3.0,
1598713200,"Суббота, 29 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,754,,,8.9,81.5,,,,,,северный,2.0,,,2.0,
1598724000,"Суббота, 29 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,8.3,79.7,,,,,,северный,4.0,,,3.0,
1598734800,"Суббота, 29 августа
21:00 (UTC)",,,,,,,0,,,,,,1,,,,,,,,,50.0,756,,,9.4,75.5,,,8.0,,,северный,10.0,,,3.0,
1598745600,"Воскресенье, 30 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,13.3,72.7,,,,,,северо-западный,9.0,,,2.0,
1598756400,"Воскресенье, 30 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,16.8,46.9,,,,,,юго-западный,9.0,,,1.0,
1598767200,"Воскресенье, 30 августа
06:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,50.0,757,,,13.7,66.6,,,,,,юго-восточный,9.0,,,3.0,
1598778000,"Воскресенье, 30 августа
09:00 (UTC)",,,10.0,,,,менее 0.1,,,,,,,,,,,,,,,50.0,758,,,12.1,61.4,,,,True,,юго-восточный,7.0,,20.2,3.0,
1598788800,"Воскресенье, 30 августа
12:00 (UTC)",,,,,,,,,,,,,,True,,,,,,,,50.0,759,,,9.8,78.3,,,,,,северо-восточный,2.0,,,1.0,
1598799600,"Воскресенье, 30 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,8.2,88.4,,,,,,северо-западный,1.0,,,2.0,
1598810400,"Воскресенье, 30 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,8.1,84.2,,,,,,северный,0.0,,,1.0,
1598821200,"Воскресенье, 30 августа
21:00 (UTC)",,,,,,,0,,,,,,менее 0.1,,,,,,,,,50.0,761,,,8.4,85.4,,,7.6,,,северный,1.0,,,2.0,
1598832000,"Понедельник, 31 августа
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,761,,,15.6,61.0,,,,,,северо-западный,1.0,,,2.0,
1598842800,"Понедельник, 31 августа
03:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,20.0,761,,,15.9,62.7,,,,,,восточный,7.0,,,1.0,
1598853600,"Понедельник, 31 августа
06:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,50.0,761,,,14.1,69.5,,,,,,юго-восточный,6.0,,,3.0,
1598864400,"Понедельник, 31 августа
09:00 (UTC)",,,,,,,2,,,,,,,,,,,,,,,50.0,762,,,11.7,64.8,,,,,,юго-восточный,2.0,,18.7,2.0,
1598875200,"Понедельник, 31 августа
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,9.7,83.8,,,,,,северо-западный,0.0,,,1.0,
1598886000,"Понедельник, 31 августа
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,9.2,82.6,,True,,,,северный,2.0,,,3.0,
1598896800,"Понедельник, 31 августа
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,9.2,76.6,,True,,,,северный,0.0,,,3.0,
1598907600,"Понедельник, 31 августа
21:00 (UTC)",,,,,,,0,,,,,,2,,,,,,,,,50.0,765,,,10.0,74.1,,True,8.2,,,северный,9.0,,,4.0,
1598918400,"Вторник, 1 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,765,,,16.3,60.7,,,,,,северный,7.0,,,2.0,
1598929200,"Вторник, 1 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,14.3,67.2,,,,,,юго-восточный,9.0,,,4.0,
1598940000,"Вторник, 1 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,14.2,62.3,,,,,,юго-восточный,7.0,,,5.0,
1598950800,"Вторник, 1 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,765,,,13.5,56.8,,,,,,,7.0,,17.5,0.0,
1598961600,"Вторник, 1 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,765,,,12.3,60.2,,,,,,северный,9.0,,,3.0,
1598972400,"Вторник, 1 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,765,,,11.3,71.3,,,,,,северный,10.0,,,3.0,
1598983200,"Вторник, 1 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,765,,,11.3,65.6,,,,,,северный,10.0,,,4.0,
1598994000,"Вторник, 1 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,765,,,11.8,57.2,,,10.0,,,северный,7.0,,,3.0,
1599004800,"Среда, 2 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,765,,,14.6,59.1,,,,,,северный,10.0,,,2.0,
1599015600,"Среда, 2 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,765,,,15.0,58.0,,,,,,северный,10.0,,,3.0,
1599026400,"Среда, 2 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,50.0,764,,,11.3,67.0,,,,,,северный,10.0,,,3.0,
1599037200,"Среда, 2 сентября
09:00 (UTC)",,,,,,,2,,,,,,,,,,True,,,,,20.0,765,,,9.0,82.0,,,,,,северо-восточный,10.0,,16.7,1.0,
1599048000,"Среда, 2 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,20.0,764,,,8.5,89.7,,,,,,юго-восточный,10.0,,,2.0,
1599058800,"Среда, 2 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,762,,,9.4,86.7,,,,,,северный,10.0,,,1.0,
1599069600,"Среда, 2 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,760,,,9.1,87.3,,,,,,северо-западный,10.0,,,1.0,
1599080400,"Среда, 2 сентября
21:00 (UTC)",,,,,,,1,,,,,,3,,,,,,,,,20.0,759,,,9.7,83.8,,,8.5,,,северный,10.0,,,1.0,
1599091200,"Четверг, 3 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,15.0,73.0,,,,,,северный,9.0,,,2.0,
1599102000,"Четверг, 3 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,18.1,64.9,,,,,,северо-западный,10.0,,,2.0,
1599112800,"Четверг, 3 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,17.5,72.0,,,,,,северный,10.0,,,5.0,
1599123600,"Четверг, 3 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,20.0,757,,,16.0,74.1,,,,,,северо-западный,10.0,,19.4,7.0,
1599134400,"Четверг, 3 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,15.2,75.0,,,,,,северный,5.0,,,3.0,
1599145200,"Четверг, 3 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,13.4,73.7,,,,,,северный,2.0,,,3.0,
1599156000,"Четверг, 3 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,12.6,74.5,,,,,,северный,0.0,,,3.0,
1599166800,"Четверг, 3 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,758,,,14.0,66.2,,,12.2,,,северный,2.0,,,4.0,
1599177600,"Пятница, 4 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,760,,,16.5,69.5,,,,,,юго-восточный,9.0,,,5.0,
1599188400,"Пятница, 4 сентября
03:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,20.0,760,,,15.2,72.1,,,,,,юго-восточный,7.0,,,4.0,
1599199200,"Пятница, 4 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,761,,,14.9,70.6,,,,,,юго-восточный,1.0,,,3.0,
1599210000,"Пятница, 4 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,20.0,762,,,13.1,69.7,,,,,,юго-восточный,10.0,,19.0,3.0,
1599220800,"Пятница, 4 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,763,,,11.7,81.8,,,,,,юго-восточный,9.0,,,1.0,
1599231600,"Пятница, 4 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,763,,,10.5,88.0,,,,,,,9.0,,,0.0,
1599242400,"Пятница, 4 сентября
18:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,10.0,764,,,9.9,89.8,,,,,,,10.0,,,0.0,
1599253200,"Пятница, 4 сентября
21:00 (UTC)",,,,,,,0,,,,True,,0,,,,,,,,,20.0,764,,,10.8,89.2,,,9.3,,,северо-западный,9.0,,,2.0,
1599264000,"Суббота, 5 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,764,,,14.4,72.4,,,,,,,9.0,,,0.0,
1599274800,"Суббота, 5 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,764,,,15.3,63.8,,,,,,юго-восточный,6.0,,,2.0,
1599285600,"Суббота, 5 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,764,,,13.1,75.1,,,,,,юго-восточный,10.0,,,3.0,
1599296400,"Суббота, 5 сентября
09:00 (UTC)",,,,,,,0,,,,True,,,,,,,,,,,20.0,764,,,11.6,77.0,,,,,,юго-восточный,9.0,,17.3,2.0,
1599307200,"Суббота, 5 сентября
12:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,764,,,11.3,80.1,,,,,,восточный,10.0,,,2.0,
1599318000,"Суббота, 5 сентября
15:00 (UTC)",,,,,,,,,,,True,,,,,,,,,,,20.0,764,,,11.5,79.6,,,,,,восточный,10.0,,,2.0,
1599328800,"Суббота, 5 сентября
18:00 (UTC)",,,,True,,,,,,,,,,,,,,,,,,4.0,764,,,10.7,91.1,,,,,,юго-восточный,10.0,,,1.0,
1599339600,"Суббота, 5 сентября
21:00 (UTC)",,,,,,,0.9,,,,True,,0.9,,,,,,,,,10.0,764,,,10.8,92.3,,,10.6,,,юго-восточный,10.0,,,2.0,
1599350400,"Воскресенье, 6 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,763,,,11.5,88.7,,,,,,юго-восточный,10.0,,,2.0,
1599361200,"Воскресенье, 6 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,10.0,762,,,12.1,84.7,,,,,,юго-восточный,10.0,,,3.0,
1599372000,"Воскресенье, 6 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,10.0,762,,,11.8,83.0,,,,,,юго-восточный,10.0,,,3.0,
1599382800,"Воскресенье, 6 сентября
09:00 (UTC)",,,,,,,0.4,,,,,,,,,,,,,,,20.0,761,,,11.4,86.3,,,,,,юго-восточный,10.0,,12.2,2.0,
1599393600,"Воскресенье, 6 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,760,,,11.2,89.3,,,,,,юго-восточный,10.0,,,3.0,
1599404400,"Воскресенье, 6 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,759,,,11.2,88.1,,,,True,,северо-восточный,10.0,,,1.0,
1599415200,"Воскресенье, 6 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,11.1,88.7,,,,True,,,10.0,,,0.0,
1599426000,"Воскресенье, 6 сентября
21:00 (UTC)",,,,,,,0.4,,,,,,0.8,,,,,,,,,20.0,758,,,12.0,88.7,,,11.0,,,северо-западный,9.0,,,1.0,
1599436800,"Понедельник, 7 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,757,,,14.9,75.4,,,,,,юго-западный,10.0,,,2.0,
1599447600,"Понедельник, 7 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,17.1,67.8,,,,,,южный,7.0,,,2.0,
1599458400,"Понедельник, 7 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,15.1,74.5,,,,,,юго-восточный,7.0,,,3.0,
1599469200,"Понедельник, 7 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,20.0,756,,,12.2,86.4,,,,,,юго-восточный,9.0,,18.0,3.0,
1599480000,"Понедельник, 7 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,12.1,87.6,,,,,,южный,10.0,,,1.0,
1599490800,"Понедельник, 7 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,True,,,,,,20.0,754,,,11.7,90.5,,,,,,,10.0,,,0.0,
1599501600,"Понедельник, 7 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,10.0,753,,,11.7,92.3,,,,True,,северный,7.0,,,2.0,
1599512400,"Понедельник, 7 сентября
21:00 (UTC)",,,,,,,0.8,,,,,,0.8,,,,,,,,,20.0,753,,,11.9,93.6,,,11.3,,True,северный,2.0,,,1.0,
1599523200,"Вторник, 8 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,752,,,19.1,70.9,,,,,,северо-западный,5.0,,,2.0,
1599534000,"Вторник, 8 сентября
03:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,750,,,19.3,59.8,,,,,,западный,4.0,,,8.0,
1599544800,"Вторник, 8 сентября
06:00 (UTC)",,,12.0,,,,,,,,,,,,,,,,,,,50.0,750,,,17.8,61.5,,,,,,западный,2.0,,,5.0,
1599555600,"Вторник, 8 сентября
09:00 (UTC)",,,11.0,,,,0,,,,,,,,,,,,,,,50.0,751,,,14.4,70.9,,,,,,северный,2.0,,22.0,5.0,
1599566400,"Вторник, 8 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,753,,,13.8,60.9,,,,,,северный,6.0,,,3.0,
1599577200,"Вторник, 8 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,11.6,63.9,,,,,,северный,2.0,,,4.0,
1599588000,"Вторник, 8 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,10.3,67.3,,,,,,северный,1.0,,,4.0,
1599598800,"Вторник, 8 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,754,,,11.4,58.7,,,10.0,,,северный,2.0,,,4.0,
1599609600,"Среда, 9 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,18.0,51.3,,,,,,северо-западный,1.0,,,6.0,
1599620400,"Среда, 9 сентября
03:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,752,,,17.6,50.5,,,,,,западный,1.0,,,5.0,
1599631200,"Среда, 9 сентября
06:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,752,,,16.5,53.0,,,,,,западный,1.0,,,7.0,
1599642000,"Среда, 9 сентября
09:00 (UTC)",,,12.0,,,,0,,,,,,,,,,,,,,,50.0,753,,,12.9,58.6,,,,,,северный,1.0,,19.5,5.0,
1599652800,"Среда, 9 сентября
12:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,753,,,11.3,56.2,,,,,,северный,0.0,,,4.0,
1599663600,"Среда, 9 сентября
15:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,753,,,10.0,63.1,,,,,,северный,0.0,,,4.0,
1599674400,"Среда, 9 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,9.0,67.0,,,,,,северный,7.0,,,4.0,
1599685200,"Среда, 9 сентября
21:00 (UTC)",,,,,,,0,,,,,,0,,,,,,,,,50.0,754,,,9.3,63.8,,,8.6,,,северный,2.0,,,3.0,
1599696000,"Четверг, 10 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,15.8,50.0,,,,,,северный,2.0,,,2.0,
1599706800,"Четверг, 10 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,15.8,35.8,,,,,,юго-восточный,7.0,,,6.0,
1599717600,"Четверг, 10 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,755,,,14.0,66.7,,,,,,восточный,9.0,,,1.0,
1599728400,"Четверг, 10 сентября
09:00 (UTC)",,,,,,,0,,,,,,,,,,,,,,,50.0,757,,,11.8,63.5,,,,,,юго-восточный,9.0,,17.8,3.0,
1599739200,"Четверг, 10 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,757,,,10.8,69.3,,,,,,восточный,4.0,,,1.0,
1599750000,"Четверг, 10 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,9.0,87.3,,,,,,юго-восточный,7.0,,,2.0,
1599760800,"Четверг, 10 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,758,,,7.9,90.2,,,,,,северо-восточный,7.0,,,1.0,
1599771600,"Четверг, 10 сентября
21:00 (UTC)",,,,,,,менее 0.1,,,,,,менее 0.1,,,,True,,,,,20.0,758,,,8.7,89.7,,,7.6,,,северо-западный,9.0,,,1.0,
1599782400,"Пятница, 11 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,758,,,11.3,89.3,,,,,,северный,10.0,,,2.0,
1599793200,"Пятница, 11 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,758,,,10.7,89.2,,,,,,юго-восточный,10.0,,,3.0,
1599804000,"Пятница, 11 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,757,,,10.9,83.4,,,,,,юго-восточный,10.0,,,3.0,
1599814800,"Пятница, 11 сентября
09:00 (UTC)",,,,,,,8,,,,,,,,,,True,,,,,10.0,757,,,10.3,86.2,,,,,,юго-восточный,10.0,,12.2,2.0,
1599825600,"Пятница, 11 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,2.0,757,,True,9.3,92.2,,,,,,восточный,10.0,,,1.0,
1599836400,"Пятница, 11 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,True,,,,,10.0,756,,,8.7,89.1,,,,,,северный,10.0,,,1.0,
1599847200,"Пятница, 11 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,756,,,8.2,86.6,,,,True,,северный,9.0,,,2.0,
1599858000,"Пятница, 11 сентября
21:00 (UTC)",,,,,,,14,,,,,,22,,,,,,,,,50.0,756,,,8.9,83.2,,,8.1,,,северный,7.0,,,2.0,
1599868800,"Суббота, 12 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,756,,,14.3,67.2,,,,,,северо-западный,2.0,,,1.0,
1599879600,"Суббота, 12 сентября
03:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,13.6,69.4,,,,,,юго-восточный,9.0,,,3.0,
1599890400,"Суббота, 12 сентября
06:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,754,,,13.2,72.2,,,,True,,южный,6.0,,,2.0,
1599901200,"Суббота, 12 сентября
09:00 (UTC)",,,,,,,0.1,,,,,,,,,,,,,,,50.0,755,,,11.8,67.1,,,,,,северный,6.0,,16.4,3.0,
1599912000,"Суббота, 12 сентября
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,10.7,66.9,,,,,,северный,7.0,,,4.0,
1599922800,"Суббота, 12 сентября
15:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,755,,,9.6,69.5,,,,,,северный,2.0,,,4.0,
1599933600,"Суббота, 12 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,20.0,754,,,8.8,69.3,,,,,,северный,1.0,,,4.0,
1599944400,"Суббота, 12 сентября
21:00 (UTC)",,,,,,,0,,,,,,0.1,,,,,,,,,50.0,754,,,8.5,71.8,,,8.3,,,северный,7.0,,,3.0,
1599955200,"Воскресенье, 13 сентября
00:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,753,,,14.5,59.0,,,,,,северный,7.0,,,3.0,
1599966000,"Воскресенье, 13 сентября
03:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,751,,,16.3,53.3,,,,,,западный,7.0,,,6.0,
1599976800,"Воскресенье, 13 сентября
06:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,749,,,15.7,55.0,,,,,,северо-западный,7.0,,,7.0,
1599987600,"Воскресенье, 13 сентября
09:00 (UTC)",,,12.0,,,,0,,,,,,,,,,,,,,,50.0,750,,,11.9,58.0,,,,,,северный,2.0,,17.3,3.0,
1599998400,"Воскресенье, 13 сентября
12:00 (UTC)",,,11.0,,,,,,,,,,,,,,,,,,,50.0,751,,,9.9,61.7,,,,,,северный,2.0,,,3.0,
1600009200,"Воскресенье, 13 сентября
15:00 (UTC)",,,10.0,,,,,,,,,,,,,,,,,,,50.0,750,,,8.6,59.2,,,,,,северо-восточный,0.0,,,3.0,
1600020000,"Воскресенье, 13 сентября
18:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,50.0,751,,,8.0,57.8,,,,,,северный,2.0,,,4.0,
