timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,15.7,,22.8,,,северо-восточный,2.0,,,2.0
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,0,,,,,,,,20.0,711.0,,,,14.7,,23.4,,,северный,2.0,,16.1,2.0
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,10.5,,33.2,,,юго-восточный,0.0,,,1.0
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,4.0,711.0,,,,4.4,,59.0,,,южный,0.0,,,1.0
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,4.9,,57.9,,,южный,0.0,,,2.0
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,0,,,0,,,,,50.0,709.0,,,,4.5,,58.6,3.3,,южный,0.0,,,2.0
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,50.0,708.0,,,,12.8,,34.7,,,восточный,0.0,,,4.0
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,20.0,707.0,,,,16.2,,22.6,,,восточный,2.0,,,4.0
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,,,,,,,,20.0,706.0,,,,16.8,,20.6,,,восточный,7.0,,,2.0
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,0,,,,,,,,20.0,705.0,,,,16.0,,24.3,,,восточный,10.0,,17.3,3.0
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,4.0,706.0,,,,11.2,,38.0,,,,0.0,,,0.0
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,4.0,706.0,,,,8.7,,53.6,,,юго-восточный,0.0,,,1.0
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,4.0,706.0,,,,6.8,,59.2,,,южный,0.0,,,2.0
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,0,,,0,,,,,50.0,707.0,,,,7.2,,51.6,1.5,,юго-западный,0.0,,,1.0
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,20.0,707.0,,,,12.8,,38.5,,,западный,0.0,,,2.0
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,20.0,706.0,,,,16.6,,26.9,,,северный,1.0,,,2.0
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,20.0,705.0,,,,19.0,,23.0,,,северо-восточный,6.0,,,3.0
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,0,,,,,,,,20.0,706.0,,,,16.2,,30.9,,,северо-западный,10.0,,19.3,4.0
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,11.7,,48.1,,,северо-западный,4.0,,,3.0
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,7.4,,63.4,,,южный,0.0,,,1.0
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,6.6,,66.0,,,северный,0.0,,,4.0
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,0,,,0,,,,,20.0,708.0,,,,4.7,,78.0,3.0,,южный,2.0,,,1.0
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,20.0,708.0,,,,11.9,,58.0,,,северный,9.0,,,2.0
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,13.8,,44.1,,,юго-восточный,10.0,,,1.0
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,11.0,,,,,,,True,,,10.0,709.0,,,,11.8,,54.0,,,юго-западный,9.0,,,2.0
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,0.5,True,,,,,,,20.0,710.0,,,,11.5,,64.3,,,,9.0,,13.8,0.0
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,True,,,4.0,711.0,,,,10.0,,49.1,,,северо-западный,10.0,,,5.0
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,True,,,4.0,712.0,,,,6.3,,84.6,,,западный,10.0,,,1.0
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,5.6,,89.4,,True,западный,10.0,,,2.0
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,2,,,2,,,,,20.0,713.0,,,,4.7,,95.2,4.7,,западный,10.0,,,4.0
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,8.6,,54.7,,,северо-западный,7.0,,,4.0
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,12.0,,,,,,,,,,20.0,713.0,,,,12.6,,31.7,,,северо-западный,9.0,,,7.0
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,12.0,,,,,,,,,,20.0,714.0,,,,14.3,,29.0,,,северо-западный,9.0,,,6.0
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,11.0,,0,,,,,,,,20.0,714.0,,,,12.6,,28.5,,,северо-западный,7.0,,14.3,5.0
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,8.3,,42.5,,,,7.0,,,0.0
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,4.3,,62.6,,,южный,0.0,,,1.0
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,2.9,,66.1,,,юго-западный,0.0,,,1.0
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,0,,,0,,,,,50.0,715.0,,,,2.2,,72.1,0.1,,южный,0.0,,,1.0
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,50.0,715.0,,,,12.3,,35.1,,,северо-восточный,0.0,,,2.0
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,,50.0,714.0,,,,16.8,,27.4,,,восточный,0.0,,,4.0
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,,,50.0,712.0,,,,19.0,,17.8,,,восточный,0.0,,,2.0
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,0,,,,,,,,50.0,712.0,,,,18.5,,21.9,,,восточный,0.0,,19.8,3.0
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,13.6,,36.5,,,юго-восточный,0.0,,,2.0
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,8.3,,57.5,,,южный,0.0,,,1.0
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,3.9,,70.4,,,,0.0,,,0.0
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,0,,,0,,,,,20.0,712.0,,,,7.1,,57.6,3.6,,южный,5.0,,,2.0
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,20.0,712.0,,,,15.2,,32.9,,,юго-восточный,5.0,,,1.0
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,20.0,711.0,,,,21.3,,22.1,,,северо-восточный,2.0,,,2.0
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,23.0,,19.1,,,восточный,4.0,,,3.0
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,0,,,,,,,,20.0,709.0,,,,20.8,,24.5,,,восточный,0.0,,23.2,3.0
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,16.0,,36.2,,,юго-восточный,0.0,,,2.0
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,10.6,,57.7,,,южный,0.0,,,1.0
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,12.4,,50.5,,,южный,10.0,,,2.0
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,0,,,0,,,,,20.0,710.0,,,,13.1,,49.9,8.8,,западный,10.0,,,2.0
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,16.8,,43.4,,,юго-западный,10.0,,,5.0
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,19.1,,34.8,,,северо-западный,10.0,,,1.0
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,22.2,,22.7,,,северный,10.0,,,3.0
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,709.0,,,,20.8,,18.7,,,восточный,10.0,,22.6,2.0
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,15.7,,50.7,,,южный,10.0,,,2.0
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,12.8,,65.1,,,западный,10.0,,,2.0
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,13.1,,72.1,,,юго-восточный,10.0,,,1.0
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,менее 0.1,,True,менее 0.1,,,,,20.0,708.0,,,,12.6,,75.6,12.1,,южный,10.0,,,1.0
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,14.9,,67.3,,True,юго-восточный,10.0,,,2.0
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,10.0,708.0,,,,17.3,,55.4,,,северо-восточный,10.0,,,2.0
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,20.0,708.0,,,,21.0,,29.4,,,северо-восточный,7.0,,,2.0
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,708.0,,,,18.1,,44.7,,,северный,10.0,,21.4,3.0
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,15.3,,56.5,,,западный,7.0,,,3.0
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,13.3,,64.7,,,юго-западный,10.0,,,1.0
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,4.0,707.0,,,,12.1,,75.0,,,,9.0,,,0.0
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,0,,,0,,,,,20.0,708.0,,,,10.2,,75.7,9.1,,южный,9.0,,,1.0
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,20.0,708.0,,,,16.5,,53.8,,,западный,9.0,,,1.0
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,20.0,707.0,,,,20.5,,41.8,,,юго-восточный,0.0,,,1.0
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,10.0,,,,,,,,,,10.0,707.0,,,,17.5,True,55.9,,,юго-восточный,10.0,,,6.0
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,менее 0.1,,,,,,,,10.0,707.0,,,,19.3,,52.3,,True,восточный,7.0,,21.7,3.0
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,13.0,,75.6,,,западный,6.0,,,1.0
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,10.0,,88.0,,,восточный,2.0,,,1.0
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,4.0,707.0,,,,10.1,,91.0,,,юго-восточный,0.0,,,1.0
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,0,,,менее 0.1,,,,,20.0,707.0,,,,9.9,,80.5,7.1,,южный,10.0,,,2.0
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,20.0,708.0,,,,17.7,,47.2,,,,10.0,,,0.0
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,20.0,708.0,,,,21.5,,36.7,,,северный,7.0,,,3.0
1588593600,"Понедельник, 4 мая
12:00 (UTC)",True,19.0,,,,,,,,,,10.0,709.0,,,,13.9,,61.8,,,,10.0,,,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,15.0,,1,,,,,,,,20.0,708.0,,,,19.3,,41.5,,True,северо-восточный,10.0,,23.4,1.0
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,12.1,,75.5,,True,западный,2.0,,,1.0
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,11.9,,80.8,,,юго-восточный,9.0,,,1.0
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,10.8,,81.7,,,южный,9.0,,,1.0
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,0,,,1,,,,,20.0,709.0,,,,11.6,,92.3,9.5,,,9.0,,,0.0
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,17.3,,65.2,,,северо-западный,10.0,,,3.0
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,20.0,710.0,,,,19.2,,59.4,,,северный,7.0,,,4.0
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,21.8,,45.5,,,северный,7.0,,,3.0
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,709.0,,,,19.1,,57.0,,True,восточный,10.0,,22.0,3.0
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,14.9,,73.9,,True,,10.0,,,0.0
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,12.6,,83.1,,,западный,10.0,,,1.0
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,13.6,,87.1,,,северо-западный,10.0,,,1.0
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,0,,,0,,,,,10.0,709.0,,,,12.3,,92.4,12.3,,северо-западный,10.0,,,4.0
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,,,10.0,709.0,,,,12.9,,87.1,12.0,True,северо-западный,10.0,,,2.0
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,True,,,10.0,708.0,,,,13.3,,88.3,,,северный,10.0,,,3.0
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,True,,,10.0,708.0,,,,13.0,,94.3,,,северный,10.0,,,2.0
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,4,,,,,,,,4.0,708.0,,True,,12.2,,97.4,,,северо-западный,10.0,,13.4,1.0
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,2.0,709.0,,True,,12.0,,98.7,,,северо-западный,10.0,,,2.0
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,True,,,4.0,709.0,,,,11.4,,98.7,,,,10.0,,,0.0
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,2.0,709.0,,True,,11.5,,96.7,,,юго-западный,10.0,,,1.0
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,16,,,20,,True,,,10.0,709.0,,,,11.3,,95.5,11.2,,южный,10.0,,,1.0
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,True,,,20.0,709.0,,,,12.6,,90.6,,,,10.0,,,0.0
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,True,,,10.0,709.0,,,,15.7,,74.6,,,северо-восточный,10.0,,,1.0
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,,,,,20.0,709.0,,,,17.3,,62.2,,True,северо-западный,7.0,,,3.0
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,0.5,,,,,,,,20.0,709.0,,,,17.5,,59.4,,,северный,7.0,,18.5,2.0
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,14.4,,83.8,,,юго-восточный,9.0,,,1.0
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,10.5,,96.7,,,южный,10.0,,,1.0
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,11.3,,93.6,,,северо-западный,10.0,,,3.0
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,менее 0.1,,,0.5,,True,,,10.0,711.0,,,,11.3,,92.3,8.8,,северный,10.0,,,1.0
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,True,2.0,712.0,,,,9.6,,96.7,,,северо-западный,10.0,,,4.0
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,True,,,,,,,,,4.0,712.0,,,,9.8,,96.7,,,северный,10.0,,,2.0
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,,True,4.0,713.0,,,,9.6,,96.7,,,северный,10.0,,,2.0
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,0.8,,,,,,,,10.0,712.0,,,,11.1,,83.4,,True,северо-восточный,10.0,,11.3,1.0
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,True,,,4.0,713.0,,,,10.0,,92.9,,,южный,10.0,,,1.0
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,9.5,,96.7,,True,,10.0,,,0.0
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,True,,,4.0,713.0,,,,8.0,,98.0,,,северный,10.0,,,2.0
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,5,,True,5,,,,,10.0,713.0,,,,7.9,,98.7,7.8,,восточный,10.0,,,1.0
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,10.0,714.0,,,,9.3,,88.5,,True,восточный,10.0,,,1.0
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,True,,,10.0,714.0,,,,8.3,,90.9,,,северный,10.0,,,3.0
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,True,,,,,,10.0,714.0,,,,8.9,,87.9,,,северный,10.0,,,2.0
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,0.5,,,,,,,,20.0,714.0,,,,9.0,,89.7,,,южный,10.0,,9.7,2.0
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,8.6,,80.9,,,северо-западный,10.0,,,1.0
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,8.2,,76.9,,,южный,10.0,,,1.0
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,7.3,,70.5,,,,10.0,,,0.0
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,0,,,0.5,,,,,20.0,713.0,,,,8.3,,67.3,6.1,,южный,10.0,,,1.0
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,20.0,714.0,,,,11.8,,39.9,,,юго-западный,10.0,,,1.0
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,13.8,,48.7,,,северный,9.0,,,3.0
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,,,20.0,713.0,,,,15.0,,44.2,,,северный,7.0,,,4.0
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,713.0,,,,14.3,,43.3,,,северо-западный,9.0,,16.4,2.0
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,11.8,,58.8,,,северо-западный,7.0,,,3.0
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,8.2,,61.3,,,юго-западный,0.0,,,2.0
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,8.4,,61.8,,,южный,7.0,,,3.0
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,0,,,0,,,,,20.0,715.0,,,,9.6,,66.2,7.1,,южный,6.0,,,1.0
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,15.1,,39.4,,,западный,4.0,,,4.0
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,20.0,715.0,,,,17.6,,35.1,,,западный,9.0,,,4.0
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,20.0,714.0,,,,19.5,,30.9,,,северо-западный,5.0,,,3.0
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,714.0,,,,18.5,,32.7,,,северо-западный,2.0,,19.8,4.0
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,13.1,,54.4,,,западный,2.0,,,1.0
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,10.1,,67.2,,,южный,0.0,,,1.0
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,8.1,,75.3,,,южный,0.0,,,2.0
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,0,,,0,,,,,50.0,714.0,,,,10.5,,64.5,6.5,,южный,0.0,,,1.0
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,50.0,713.0,,,,17.3,,40.6,,,восточный,1.0,,,2.0
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,50.0,712.0,,,,22.3,,29.0,,,восточный,0.0,,,3.0
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,,,,,,,,50.0,711.0,,,,24.0,,21.9,,,северный,0.0,,,1.0
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,0,,,,,,,,50.0,710.0,,,,22.8,,30.6,,,восточный,7.0,,24.8,3.0
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,4.0,710.0,,,,18.9,,48.1,,,юго-восточный,10.0,,,1.0
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,4.0,709.0,,,,16.0,,60.6,,,южный,10.0,,,2.0
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,,4.0,708.0,,,,14.7,,62.4,,,,10.0,,,0.0
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,0.3,,,0.3,,True,,,4.0,709.0,,,,14.6,,65.4,13.2,,южный,10.0,,,1.0
1589349600,"Среда, 13 мая
06:00 (UTC)",,10.0,,,,,,True,,,,20.0,711.0,,,,20.5,,44.2,,,северо-западный,7.0,,,6.0
1589360400,"Среда, 13 мая
09:00 (UTC)",,13.0,,,,,,,,,,20.0,712.0,,,,21.3,,42.6,,,западный,10.0,,,8.0
1589371200,"Среда, 13 мая
12:00 (UTC)",,13.0,,,,,,,,,,20.0,712.0,,,,22.3,,38.8,,,западный,7.0,,,6.0
1589382000,"Среда, 13 мая
15:00 (UTC)",,13.0,,0.3,,,,,,,,20.0,714.0,,,,19.5,,53.8,,,северо-западный,7.0,,22.9,7.0
1589392800,"Среда, 13 мая
18:00 (UTC)",,12.0,,,,,,,,,,4.0,716.0,,,,15.2,,53.4,,,северо-западный,7.0,,,4.0
1589403600,"Среда, 13 мая
21:00 (UTC)",,11.0,,,,,,,,,,4.0,717.0,,,,11.3,,53.1,,,северо-западный,10.0,,,3.0
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,,4.0,717.0,,,,8.9,,62.8,,,северо-западный,10.0,,,2.0
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,0,,,0.3,,,,,50.0,717.0,,,,7.6,,76.8,6.2,,,0.0,,,0.0
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,,,20.0,717.0,,,,13.9,,52.7,,,восточный,2.0,,,1.0
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,18.1,,45.3,,,северный,10.0,,,2.0
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,,,,,,,,,20.0,716.0,,,,20.8,,40.5,,,северо-восточный,2.0,,,2.0
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,0,,,,,,,,20.0,715.0,,,,20.1,,41.1,,,северо-восточный,0.0,,21.3,2.0
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,,4.0,716.0,,,,14.8,,60.8,,,южный,0.0,,,1.0
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,,4.0,715.0,,,,13.7,,66.6,,,южный,0.0,,,2.0
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,,,,,,,,,4.0,714.0,,,,10.6,,81.1,,,южный,0.0,,,1.0
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,0,,,0,,,,,20.0,714.0,,,,14.6,,61.1,10.5,,юго-восточный,10.0,,,2.0
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,,,,,,,,,,20.0,715.0,,,,17.9,,59.5,,,северо-западный,10.0,,,1.0
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,,,,,,,,,20.0,714.0,,,,26.3,,25.7,,,западный,4.0,,,1.0
1589544000,"Пятница, 15 мая
12:00 (UTC)",,12.0,,,,,,,,,,20.0,712.0,,,,27.9,,24.7,,,западный,2.0,,,4.0
1589554800,"Пятница, 15 мая
15:00 (UTC)",,12.0,,0,,,,,,,,20.0,712.0,,,,25.6,,30.1,,,северо-западный,10.0,,28.1,4.0
1589565600,"Пятница, 15 мая
18:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,18.9,,52.6,,,южный,10.0,,,1.0
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,,4.0,713.0,,,,15.6,,65.2,,,южный,0.0,,,1.0
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,,,,,,,,,4.0,712.0,,,,15.8,,64.0,,,южный,0.0,,,3.0
1589598000,"Суббота, 16 мая
03:00 (UTC)",,,,0,,,0,,,,,20.0,711.0,,,,16.2,,55.5,14.1,,южный,1.0,,,4.0
