timestamp,date,Ливневой снег умеренный или сильный,Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Ливневой дождь со снегом слабый,"Высота снежного покрова, см",Количество облаков увеличилось,Ливневый дождь со снегом,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Град,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман без изменений (небо не видно)
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,22.0,52.0,,,,восточный,0.0,,,2,
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,20.0,56.1,,,,юго-восточный,0.0,,,2,
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,741,,,,18.8,69.0,,16.7,,северо-восточный,0.0,,,1,
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,24.0,55.0,,16.7,,восточный,0.0,,,2,
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,26.4,36.6,,,,юго-восточный,4.0,,,2,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,26.7,37.2,,,,восточный,4.0,,,3,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,27.0,35.8,,,,восточный,4.0,,,2,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,24.1,52.2,,,,восточный,2.0,,28.1,2,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,21.8,58.1,,,,восточный,0.0,,,2,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,19.1,70.9,,,,северо-восточный,0.0,,,2,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,741,,,,19.5,68.3,,18.8,,северо-восточный,0.0,,,3,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,24.9,57.3,,18.8,,восточный,2.0,,,2,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,27.7,36.8,,,,восточный,7.0,,,2,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,29.6,29.8,,,,юго-восточный,2.0,,,3,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,29.4,30.1,,,,юго-восточный,1.0,,,3,
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,26.0,46.6,,,,восточный,0.0,,30.0,2,
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,22.9,68.1,,,,восточный,0.0,,,3,
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,20.7,74.5,,,,восточный,2.0,,,3,
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,741,,,,21.0,69.9,,20.0,,восточный,6.0,,,1,
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,25.0,59.2,,20.0,,восточный,0.0,,,2,
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,28.1,48.7,,,,восточный,1.0,,,3,
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,29.4,39.5,,,,восточный,6.0,,,4,
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,29.1,40.7,,,,восточный,1.0,,,3,
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,25.0,58.5,,,,восточный,1.0,,29.8,1,
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,23.0,61.1,,,,восточный,0.0,,,3,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,21.1,61.0,,,,восточный,0.0,,,3,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,740,,,,19.8,66.6,,19.1,,восточный,2.0,,,2,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,25.1,51.5,,19.1,,восточный,5.0,,,2,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,27.4,43.8,,,,восточный,7.0,,,2,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,28.4,36.2,,,,восточный,7.0,,,3,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,28.1,44.0,,,,восточный,2.0,,,2,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,24.3,55.0,,,,северо-восточный,1.0,,29.2,1,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,22.2,60.5,,,,северо-восточный,0.0,,,1,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,20.9,64.2,,,,северо-восточный,0.0,,,1,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,737,,,,19.6,69.6,,18.9,,северо-восточный,2.0,,,2,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,24.5,56.2,,18.9,,восточный,4.0,,,2,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,28.7,46.4,,,,восточный,2.0,,,2,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,30.5,40.8,,,,восточный,6.0,,,3,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,735,,,,30.6,39.5,,,,восточный,7.0,,,2,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,735,,,,26.5,51.2,,,,северо-восточный,7.0,,31.2,1,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,24.2,64.5,,,,восточный,9.0,,,2,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,22.5,65.8,,,,восточный,6.0,,,2,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,11.0,,,0,,,,,0,,,,,10.0,735,,,,20.0,74.8,,19.8,,северный,7.0,,,4,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,12.0,,,0,,,,,,,,,,10.0,735,,,,20.4,70.7,,19.8,,северо-восточный,9.0,,,3,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,12.0,,,,,,,,,,,,,10.0,735,,,,22.4,62.1,,,True,северо-восточный,9.0,,,3,
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,14.0,,,,,,,,,,,,,10.0,736,,,,22.6,58.3,,,True,северо-восточный,10.0,,,3,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,11.0,,,менее 0.1,,,,,,,,,,10.0,735,,,,22.9,54.7,,,,северо-восточный,7.0,,,3,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,10.0,,,менее 0.1,,,,,,,,,,10.0,736,,,,19.6,73.8,,,,северный,2.0,,23.3,4,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,12.0,,,,,,,,,,,,,10.0,736,,,,14.7,83.3,,,,северо-восточный,9.0,,,3,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,15.0,,,,,,,,,,True,,,10.0,735,,,,14.2,87.2,,,,северо-восточный,10.0,,,4,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,11.0,,,менее 0.1,,,,,менее 0.1,,,,,10.0,737,,,,14.9,84.4,,14.2,,восточный,10.0,,,3,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,738,,,,18.9,73.2,,14.2,,восточный,7.0,,,3,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,13.0,,,,,,,,,,,,,10.0,738,,,,23.8,51.5,,,,восточный,4.0,,,5,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,10.0,,,,,,,,,,True,,,10.0,738,,,,24.8,55.9,,,,восточный,7.0,,,3,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,,10.0,,,менее 0.1,,,,,,,,,,10.0,738,,,,25.1,52.8,,,,восточный,2.0,,,3,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,739,,,,21.3,68.6,,,,восточный,1.0,,25.4,2,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,19.0,65.1,,,,восточный,2.0,,,3,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,16.5,71.8,,,,северо-восточный,0.0,,,3,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,0,,,,,менее 0.1,,,,,10.0,740,,,,16.5,65.9,,16.3,,восточный,9.0,,,3,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,20.4,50.9,,16.3,,восточный,9.0,,,4,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,23.6,46.9,,,,восточный,9.0,,,3,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,23.4,44.7,,,,восточный,9.0,,,5,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,24.1,48.6,,,,восточный,7.0,,,4,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,21.6,64.0,,,,восточный,7.0,,24.5,2,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,21.2,55.0,,,,восточный,9.0,,,3,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,18.8,54.7,,,,восточный,2.0,,,3,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,741,,,,16.8,64.2,,16.8,,восточный,7.0,,,2,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,22.6,37.5,,16.8,,восточный,2.0,,,3,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,26.5,26.3,,,,восточный,2.0,,,4,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,740,,,,27.7,20.8,,,,восточный,2.0,,,5,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,27.1,23.2,,,,восточный,2.0,,,4,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,22.4,37.2,,,,восточный,1.0,,28.0,1,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,20.1,43.8,,,,восточный,0.0,,,3,
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,18.1,47.9,,,,восточный,0.0,,,2,
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,740,,,,17.7,48.1,,16.7,,восточный,2.0,,,3,
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,23.6,34.9,,16.7,,восточный,0.0,,,3,
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,27.7,25.0,,,,восточный,1.0,,,4,
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,10.0,,,,,,,,,,,,,10.0,739,,,,29.3,22.0,,,,восточный,1.0,,,3,
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,28.7,26.3,,,,восточный,0.0,,,2,
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,23.6,43.9,,,,северо-восточный,2.0,,29.5,1,
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,21.8,44.5,,,,восточный,0.0,,,2,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,20.6,45.7,,,,восточный,0.0,,,4,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,739,,,,18.7,55.8,,18.7,,северо-восточный,1.0,,,3,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,24.7,42.5,,18.7,,северо-восточный,1.0,,,2,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,29.4,24.8,,,,восточный,1.0,,,3,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,30.1,19.9,,,,восточный,2.0,,,4,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,29.1,28.7,,,,восточный,2.0,,,4,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,25.1,47.6,,,,северо-восточный,6.0,,30.5,1,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,22.2,60.5,,,,восточный,7.0,,,1,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,21.0,64.3,,,,северо-восточный,9.0,,,2,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,739,,,,20.9,69.0,,20.0,,северо-восточный,9.0,,,2,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,25.5,55.0,,20.0,,восточный,6.0,,,2,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,28.2,44.0,,,,восточный,7.0,,,3,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,28.2,42.9,,,,северо-восточный,9.0,,,2,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,27.6,41.3,,,,северо-восточный,7.0,,,3,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,24.2,53.3,,,,северо-восточный,9.0,,28.9,1,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,21.5,68.7,,,True,северный,9.0,,,2,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,19.4,71.4,,,True,северный,6.0,,,2,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,0.6,,,,,0.6,,,,,10.0,737,,,,18.9,77.1,,18.3,,северо-восточный,2.0,,,2,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,0.6,,,,,,,,,,10.0,737,,,,23.6,65.2,,18.3,,северо-восточный,4.0,,,2,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,28.6,45.8,,,,северо-восточный,2.0,,,3,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,28.3,44.0,,,,восточный,7.0,,,2,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,28.9,37.1,,,,восточный,7.0,,,2,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,25.6,55.4,,,,восточный,7.0,,29.7,1,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,23.4,63.2,,,,северо-восточный,10.0,,,1,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,735,,,,22.4,62.1,,,,северо-восточный,10.0,,,2,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,735,,,,20.7,72.1,,20.7,,северо-восточный,9.0,,,2,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,736,,,,22.3,64.1,,20.4,,северо-восточный,9.0,,,2,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,27.8,44.2,,,,северо-восточный,9.0,,,2,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,29.6,40.3,,,,северо-восточный,7.0,,,1,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,менее 0.1,,,,,,,,,,10.0,735,,,,27.3,48.8,,,True,северо-восточный,6.0,,,3,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,10.0,,,менее 0.1,,,,,,,,,,10.0,736,,,,22.8,59.9,,,True,северо-восточный,7.0,,29.6,2,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,20.6,73.0,,,,северо-восточный,7.0,,,2,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,737,,,,18.2,87.0,,,,северо-восточный,9.0,,,2,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,менее 0.1,,,,,менее 0.1,,True,,,10.0,737,,,,18.1,87.5,,18.0,,восточный,9.0,,,2,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,10.0,,,менее 0.1,,,,,,,,,,10.0,737,,,,21.6,70.5,,18.0,True,восточный,7.0,,,2,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,,,,,True,10.0,738,,,,20.8,77.9,,,,восточный,10.0,,,2,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,20.6,74.4,,,True,северо-восточный,10.0,,,2,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,11.0,,,0.5,,,,,,,,,,10.0,739,,,,22.0,67.5,,,,восточный,6.0,,,6,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,0.5,,,,,,,,,,10.0,738,,,,19.7,82.8,,,,северо-восточный,9.0,,22.6,1,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,18.3,85.4,,,,восточный,6.0,,,1,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,18.5,76.0,,,,восточный,9.0,,,2,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,0,,,,,0.5,,,,,10.0,738,,,,18.0,74.5,,17.7,,восточный,9.0,,,1,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,738,,,,20.1,61.6,,17.7,,юго-восточный,9.0,,,3,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,24.0,50.8,,,,северный,7.0,,,2,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,23.8,57.8,,,,северный,10.0,,,2,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,10.0,,,0.1,,,,,,,,,True,10.0,739,,,,17.8,82.6,,,,северный,10.0,,,2,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,12,,,,,,,True,,,10.0,740,,,,15.6,89.6,,,,северный,9.0,,25.1,2,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,741,,,,14.7,83.9,,,,северный,10.0,,,2,
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,742,,,,13.5,84.3,,,,северный,10.0,,,3,
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,12,,,,,12,,,,,10.0,742,,,,12.8,82.5,,12.8,,северо-восточный,10.0,,,2,
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,743,,,,16.1,68.5,,12.8,,северный,4.0,,,2,
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,743,,,,20.7,52.3,,,,северный,4.0,,,3,
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,11.0,,,,,,,,,,,,,10.0,743,,,,23.5,37.0,,,,северный,2.0,,,3,
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,743,,,,24.0,34.7,,,,северный,1.0,,,3,
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,744,,,,21.0,50.4,,,,северо-западный,0.0,,24.5,1,
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,17.7,67.4,,,,северо-западный,2.0,,,1,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,17.7,54.8,,,,северный,0.0,,,3,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,746,,,,15.2,53.4,,14.7,,северо-восточный,0.0,,,2,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,747,,,,18.9,45.0,,14.7,,северо-восточный,0.0,,,2,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,748,,,,22.1,29.5,,,,северный,7.0,,,2,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,748,,,,23.6,30.2,,,,северо-восточный,2.0,,,2,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,747,,,,23.9,32.9,,,,северный,7.0,,,1,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,747,,,,20.0,52.2,,,,,9.0,,24.3,0,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,747,,,,17.2,63.8,,,,северо-западный,7.0,,,1,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,747,,,,16.5,65.4,,,,северо-западный,4.0,,,1,
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,747,,,,17.7,64.4,,14.9,,,0.0,,,0,
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,746,,,,23.3,54.8,,14.9,,западный,0.0,,,1,
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746,,,,26.7,41.6,,,,северо-западный,6.0,,,2,
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,746,,,,27.3,36.2,,,,северный,6.0,,,3,
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,26.2,46.7,,,,северо-восточный,4.0,,,2,
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,22.2,58.9,,,,восточный,0.0,,27.9,1,
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,19.6,61.5,,,,восточный,7.0,,,2,
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,745,,,,17.0,70.0,,,,южный,2.0,,,1,
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,745,,,,18.3,65.8,,15.6,,юго-восточный,2.0,,,1,
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,745,,,,23.1,47.7,,15.6,,южный,0.0,,,1,
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,744,,,,25.7,43.0,,,,южный,2.0,,,1,
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,743,,,,27.2,39.6,,,,северо-западный,6.0,,,1,
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,741,,,,27.5,42.4,,,,юго-западный,2.0,,,2,
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,740,,,,24.3,52.9,,,,юго-западный,1.0,,28.4,1,
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,740,,,,21.5,66.5,,,,юго-западный,0.0,,,1,
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,739,,,,19.5,70.5,,,,западный,0.0,,,1,
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,,0,,,,,0,,,,,10.0,739,,,,20.0,64.9,,18.8,,западный,7.0,,,1,
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,739,,,,25.3,47.7,,18.8,,западный,7.0,,,2,
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,,,,,,,,10.0,738,,,,27.7,37.5,,,,юго-западный,7.0,,,3,
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,,,,,,,,,,,,,,,10.0,736,,,,28.7,31.6,,,,юго-западный,9.0,,,4,
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,735,,,,24.3,49.9,,,,западный,7.0,,,2,
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,0,,,,,,,,,,10.0,734,,,,22.5,53.2,,,True,,9.0,,29.2,0,
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,,,,,,10.0,734,,,,19.0,71.3,,,True,южный,9.0,,,2,
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,,,,,,,,,,,,,10.0,733,,,,16.9,90.9,,,True,северо-западный,7.0,,,1,
