timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,,,,,,,,80.2,,,южный,,,4.0,,,,,,,,,,10,749,,,4.0,,,7.0
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,,,,77.8,,2.6,южный,,,4.0,,,0,,,0,,,,10,749,,,3.0,,,2.0
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,,,,,,,,67.1,,2.6,юго-западный,,,3.0,,,0,,,,,,,10,749,,,9.7,,,4.0
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,,,,,,,,34.1,,,северо-западный,,,2.0,,,,,,,,,,10,749,,,13.3,,,7.0
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,,,,,,,,39.0,,,юго-западный,,,2.0,,,,,,,,,,10,748,,,14.6,,,6.0
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,10.0,,,,,,,,34.1,,,западный,,,6.0,,,0,,,,,,,10,748,,,14.2,,,1.0
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,,,72.9,,,южный,,16.3,4.0,,,0,,,,,,,10,748,,,6.1,,,0.0
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,70.2,,,южный,,,4.0,,,,,,,,,,10,748,,,5.5,,,0.0
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,61.0,,,южный,,,4.0,,,,,,,,,,10,748,,,5.1,,,0.0
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,62.0,,2.9,южный,,,4.0,,,0,,,0,,,,10,747,,,3.8,,,0.0
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,43.0,,2.9,юго-западный,,,2.0,,,0,,,,,,,10,747,,,12.1,,,0.0
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,32.1,,,западный,,,4.0,,,,,,,,,,10,746,,,15.7,,,1.0
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,10.0,,,,,,,,32.1,,,западный,,,7.0,,,,,,,,,,10,745,,,15.7,,,2.0
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,10.0,,,,,,,,34.9,,,западный,,,7.0,,,0,,,,,,,10,744,,,13.5,,,0.0
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,62.9,,,юго-западный,,16.8,3.0,,,0,,,,,,,10,744,,,7.2,,,0.0
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,69.2,,,южный,,,2.0,,,,,,,,,,10,743,,,5.7,,,0.0
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,69.1,,,юго-восточный,,,2.0,,,,,,,,,,10,742,,,5.4,,,0.0
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,63.0,,3.2,южный,,,3.0,,,0,,,0,,,,10,742,,,4.1,,,0.0
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,44.0,,3.2,западный,,,4.0,,,0,,,,,,,10,741,,,11.3,,,0.0
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,41.1,,,западный,,,4.0,,,,,,,,,,10,741,,,14.8,,,2.0
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,10.0,,,,,,,,42.0,,,западный,,,7.0,,,,,,,,,,10,740,,,15.1,,,1.0
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,11.0,,,,,,,,48.9,,,юго-западный,,,6.0,,,0,,,,,,,10,739,,,13.3,,,0.0
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,92.0,,,юго-западный,,15.9,3.0,,,0,,,,,,,10,739,,,6.3,,,0.0
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,89.3,,,юго-западный,,,3.0,,,,,,,,,,10,738,,,3.7,,,2.0
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,80.2,,,южный,,,5.0,,,,,,,,,,10,737,,,4.1,,,7.0
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,29.0,,2.7,южный,,,5.0,,,0,,,0,,,,10,736,,,9.9,,,7.0
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,13.0,,,,,,,,31.1,,2.7,юго-западный,,,10.0,,,0,,,,,,,10,736,,,15.4,,,10.0
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,15.0,,,,True,,,,60.2,,,юго-западный,,,8.0,,,,,,,,,,10,737,,,14.1,,,7.0
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,14.0,,,,True,,,,61.8,,,западный,,,7.0,,,,,,,,,,10,738,,,13.9,,,6.0
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,12.0,,,,,,,,64.2,,,юго-западный,,,7.0,,,менее 0.1,,,,,,,10,739,,,12.8,,,4.0
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,94.0,,,юго-западный,,16.3,3.0,,,менее 0.1,,,,,,,10,741,,,8.0,,,7.0
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,98.0,,,южный,,,4.0,,,,,,,,,,10,741,,,6.6,,,4.0
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,94.0,,,южный,,,4.0,,,,,,,,,,10,742,,,6.6,,,0.0
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,98.0,,5.5,юго-западный,,,4.0,,,0,,,менее 0.1,,,,10,742,,,7.3,,,9.0
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,56.0,,5.5,западный,,,4.0,,,0,,,,,,,10,743,,,12.1,,,2.0
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,11.0,,,,,,,,34.9,,,западный,,,7.0,,,,,,,,,,10,743,,,14.4,,,7.0
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,14.0,,,,,,,,34.0,,,западный,,,9.0,,,,,,,,,,10,744,,,14.9,,,6.0
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,14.0,,,,,,,,39.0,,,западный,,,6.0,,,0,,,,,,,10,744,,,12.7,,,6.0
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,10.0,,,,,,,,76.2,,,юго-западный,,16.2,3.0,,,0,,,,,,,10,745,,,7.1,,,0.0
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,85.0,,,южный,,,3.0,,,,,,,,,,10,746,,,4.2,,,0.0
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,71.1,,,южный,,,3.0,,,,,,,,,,10,746,,,4.9,,,0.0
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,63.2,,3.7,южный,,,4.0,,,0,,,0,,,,10,747,,,4.8,,,2.0
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,33.0,,3.7,юго-западный,,,4.0,,,0,,,,,,,10,748,,,13.7,,,0.0
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,30.9,,,западный,,,5.0,,,,,,,,,,10,748,,,15.6,,,1.0
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,29.1,,,западный,,,4.0,,,,,,,,,,10,747,,,16.9,,,1.0
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,30.0,,,западный,,,5.0,,,0,,,,,,,10,747,,,15.5,,,0.0
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,42.9,,,юго-западный,,17.6,3.0,,,0,,,,,,,10,747,,,9.6,,,2.0
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,47.0,,,юго-восточный,,,3.0,,,,,,,,,,10,747,,,7.8,,,2.0
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,59.8,,,юго-восточный,,,2.0,,,,,,,,,,10,746,,,4.0,,,0.0
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,57.0,,3.7,юго-восточный,,,2.0,,,0,,,0,,,,10,746,,,4.8,,,0.0
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,31.0,,3.7,восточный,,,2.0,,,0,,,,,,,10,745,,,14.2,,,0.0
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,22.0,,,юго-западный,,,4.0,,,,,,,,,,10,745,,,17.8,,,1.0
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,24.9,,,северо-западный,,,5.0,,,,,,,,,,10,744,,,19.0,,,0.0
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,,,,,33.0,,,западный,,,5.0,,,0,,,,,,,10,743,,,17.3,,,0.0
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,58.2,,,восточный,,19.7,4.0,,,0,,,,,,,10,743,,,11.1,,,0.0
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,54.2,,,восточный,,,3.0,,,,,,,,,,10,743,,,9.6,,,0.0
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,56.8,,,юго-восточный,,,3.0,,,,,,,,,,10,742,,,8.9,,,5.0
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,52.8,,7.2,юго-восточный,,,2.0,,,0,,,0,,,,10,742,,,8.9,,,2.0
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,34.0,,7.2,,,,0.0,,,0,,,,,,,10,742,,,18.0,,,7.0
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,28.0,,,северо-западный,,,3.0,,,,,,,,,,10,742,,,21.7,,,1.0
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,29.1,,,западный,,,6.0,,,,,,,,,,10,741,,,23.4,,,1.0
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,,,38.0,,,западный,,,6.0,,,0,,,,,,,10,741,,,19.5,,,6.0
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,63.9,,,западный,,23.9,1.0,,,0,,,,,,,10,742,,,11.7,,,2.0
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,60.1,,,юго-восточный,,,2.0,,,,,,,,,,10,742,,,12.1,,,10.0
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,65.0,,,восточный,,,3.0,,,,,,,,,,10,742,,,10.4,,,0.0
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,73.0,,6.9,восточный,,,2.0,,,0,,,0,,,,10,741,,,7.0,,,2.0
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,44.0,,6.9,северо-восточный,,,2.0,,,0,,,,,,,10,742,,,15.7,,,6.0
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,36.1,,,северо-западный,,,2.0,,,,,,,,,,10,742,,,20.3,,,1.0
1588334400,"Пятница, 1 мая
12:00 (UTC)",,10.0,,,,,,,,28.1,,,западный,,,7.0,,,,,,,,,,10,741,,,20.7,,,4.0
1588345200,"Пятница, 1 мая
15:00 (UTC)",,10.0,,,,,,,,27.0,,,западный,,,5.0,,,0,,,,,,,10,741,,,18.9,,,1.0
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,40.0,,,западный,,23.2,1.0,,,0,,,,,,,10,741,,,12.2,,,0.0
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,42.0,,,юго-восточный,,,2.0,,,,,,,,,,10,741,,,11.0,,,0.0
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,58.2,,,юго-восточный,,,2.0,,,,,,,,,,10,741,,,9.5,,,0.0
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,52.9,,9.2,восточный,,,4.0,,,0,,,0,,,,10,740,,,10.7,,,0.0
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,28.9,,9.2,северо-восточный,,,2.0,,,0,,,,,,,10,741,,,19.3,,,1.0
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,34.9,,,северо-западный,,,3.0,,,,,,,,,,10,740,,,23.0,,,4.0
1588420800,"Суббота, 2 мая
12:00 (UTC)",,13.0,,,,,,,True,52.9,,,западный,,,9.0,,,,,,,,,,10,740,,,20.2,,,2.0
1588431600,"Суббота, 2 мая
15:00 (UTC)",,12.0,,,,True,,,,50.0,,,западный,,,3.0,,,0,,,,,,,10,740,,,19.7,,,4.0
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,True,,,,59.1,,,восточный,,23.4,2.0,,,0,,,,,,,10,740,,,16.3,,,0.0
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,84.0,,,южный,,,2.0,,,,,,,,,,10,740,,,10.7,,,0.0
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,79.0,,,северный,,,1.0,,,,,,,,,,10,739,,,10.9,,,0.0
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,76.3,,9.0,юго-восточный,,,2.0,,,0,,,0,,,,10,739,,,10.5,,,1.0
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,63.9,,9.0,северо-восточный,,,3.0,,,0,,,,,,,10,739,,,17.3,,,1.0
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,40.0,,,северо-восточный,,,4.0,,,,,,,,,,10,739,,,22.9,,,6.0
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,11.0,,,,,,,,52.1,,,западный,,,8.0,,,,,,,,,,10,738,,,20.9,,,7.0
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,11.0,,,,,,,,65.0,,,западный,,,6.0,,,7,True,,,,,,10,738,,,16.7,,,10.0
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,96.8,,,западный,,24.3,3.0,,,7,,,,,,,10,739,,,12.5,,True,10.0
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,98.0,,,юго-западный,,,2.0,,,,,,,,,,10,740,,,12.1,,,10.0
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,98.0,,,западный,,,2.0,,,,,,,,,,10,739,,,11.9,,,10.0
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,91.1,,11.5,северный,,,1.0,,,0,,,7,,,,10,739,,,11.6,,,10.0
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,84.8,,11.5,северо-восточный,,,3.0,,,0,,,,,,,10,740,,,13.3,,,10.0
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,61.9,,,северо-западный,,,2.0,,,,,,,,,,10,740,,,17.9,,,9.0
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,15.0,,,,,,,,98.7,,,юго-западный,,,3.0,,,,,,,True,,,6,740,,,13.7,,,10.0
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,,,81.9,,,западный,,,4.0,,,3,,,,,,,10,739,,,16.1,,True,7.0
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,96.2,,,южный,,18.7,2.0,,,3,,,,,,,10,740,,,13.1,,True,10.0
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,98.7,,,южный,,,2.0,,,,,,,,,,10,740,,,11.6,,,4.0
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,True,,,,,,,98.7,,,юго-западный,,,3.0,,,,,,,,,,2,740,,,11.6,,,10.0
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,98.7,,10.6,южный,,,3.0,,,0,,,3,,True,,2,740,,,11.5,,,10.0
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,98.1,,10.6,южный,,,3.0,,,0,,,,,,,10,741,,,13.2,,,10.0
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,77.2,,,западный,,,4.0,,,,,,,,,,10,741,,,16.6,,,9.0
1588680000,"Вторник, 5 мая
12:00 (UTC)",,11.0,,,,,,,,80.8,,,западный,,,7.0,,,,,,,,,,10,741,,,16.0,,,7.0
1588690800,"Вторник, 5 мая
15:00 (UTC)",,10.0,,,,,,,,87.9,,,западный,,,6.0,,,0,,,,,,,10,741,,,15.3,,,7.0
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,98.7,,,юго-западный,,18.1,5.0,,,0,,,,,True,,6,741,,,13.0,,,10.0
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,True,,,,,98.7,,,юго-западный,,,4.0,,,,,,,,,,5,742,,,12.6,,,10.0
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,97.4,,,юго-западный,,,4.0,,,,,,,,True,,5,741,,,12.1,,,9.0
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,,,,97.4,,10.4,южный,,,3.0,,,0.6,,,0.6,,True,,5,741,,,10.8,,,6.0
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,82.8,,10.4,южный,,,5.0,,,0.6,,,,,,,10,741,,,15.3,,,2.0
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,43.0,,,западный,,,6.0,,,,,,,,,,10,740,,,19.5,,,4.0
1588766400,"Среда, 6 мая
12:00 (UTC)",,12.0,,,,,,,,57.0,,,западный,,,8.0,,,,,,,,,,10,740,,,18.9,,,6.0
1588777200,"Среда, 6 мая
15:00 (UTC)",,13.0,,,,,,,,78.0,,,юго-западный,,,5.0,,,0,,,,,,,10,740,,,15.0,,,10.0
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,98.1,,,юго-западный,,20.3,5.0,,,0,,,,,True,,5,740,,,12.8,,,10.0
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,82.3,,,западный,,,4.0,,,,,,,,,,10,741,,,10.7,,,10.0
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,94.7,,,юго-западный,,,2.0,True,,,,,,,,,10,740,,,9.3,,,10.0
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,94.8,,9.2,южный,,,3.0,,,1,,,1,,,,10,741,,,9.5,,True,10.0
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,75.0,,9.2,западный,,,3.0,,,1,,,,,,,10,741,,,12.2,,True,10.0
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,48.9,,,южный,,,4.0,,,,,,,,,,10,741,,,14.5,,,10.0
1588852800,"Четверг, 7 мая
12:00 (UTC)",,11.0,,,,,,,,43.0,,,западный,,,7.0,,,,,,,,,,10,741,,,16.4,,,7.0
1588863600,"Четверг, 7 мая
15:00 (UTC)",,12.0,,,,,,,,44.1,,,юго-западный,,,7.0,,,0,,,,,,,10,741,,,14.8,,,2.0
1588874400,"Четверг, 7 мая
18:00 (UTC)",,12.0,,,,,,,,83.9,,,юго-западный,True,17.0,4.0,,,0.6,,,,,,,10,742,,,9.9,,,7.0
1588885200,"Четверг, 7 мая
21:00 (UTC)",,13.0,,,,True,,,,98.0,,,южный,,,4.0,,,,,,,,,,10,742,,,8.7,,,7.0
1588896000,"Пятница, 8 мая
00:00 (UTC)",,11.0,,,,,,,,97.3,,,южный,,,3.0,,,,True,,,,,,10,742,,,6.7,,,6.0
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,,,,97.3,,6.5,юго-западный,,,3.0,,,4,,,4,,,,10,743,,,7.8,,,6.0
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,98.0,,6.5,западный,,,3.0,,,6,,,,True,,,10,743,,,9.5,,,10.0
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,74.9,,,западный,,,5.0,,,,True,,,,,,10,744,,,11.7,,,10.0
1588939200,"Пятница, 8 мая
12:00 (UTC)",,10.0,,,True,,,,,73.9,,,северо-западный,,,5.0,,,,,,,,,,10,744,,,12.0,,,9.0
1588950000,"Пятница, 8 мая
15:00 (UTC)",,13.0,,,True,,,,,82.3,,,северо-западный,,,2.0,,,15,,,,,,,10,745,,,10.9,,,9.0
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,92.2,,,юго-западный,,14.3,3.0,,,12,True,,,,,,10,746,,,8.4,,,7.0
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,92.8,,,южный,,,4.0,,,,,,,,,,10,747,,,8.8,,,10.0
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,96.0,,,южный,,,3.0,,,,,,,,,,10,747,,,7.9,,,9.0
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,94.7,,5.6,южный,,,4.0,,,0,,,15,,,,10,747,,,7.8,,,5.0
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,79.8,,5.6,юго-западный,,,4.0,,,0,,,,,,,10,747,,,12.6,,,6.0
1589014800,"Суббота, 9 мая
09:00 (UTC)",,10.0,,,,,,,,63.2,,,западный,,,7.0,,,,,,,,,,10,747,,,14.4,,,7.0
1589025600,"Суббота, 9 мая
12:00 (UTC)",,11.0,,,,,,,,61.1,,,юго-западный,,,8.0,,,,,,,,,,10,746,,,16.2,,,4.0
1589036400,"Суббота, 9 мая
15:00 (UTC)",,12.0,,,,,,,,68.2,,,юго-западный,,,8.0,,,0,,,,,,,10,745,,,14.7,,,4.0
1589047200,"Суббота, 9 мая
18:00 (UTC)",,11.0,,,,,,,,96.7,,,юго-западный,,16.9,3.0,,,0,,,,,,,10,746,,,10.2,,,1.0
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,99.3,,,южный,,,4.0,,,,,,,,,,10,746,,,8.2,,,0.0
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,92.8,,,южный,,,4.0,,,,,,,,,,10,746,,,9.0,,,10.0
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,,84.9,,7.2,южный,,,5.0,,,0,,,0,,,,10,745,,,9.1,,,7.0
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,54.9,,7.2,юго-западный,,,6.0,,,0,,,,,,,10,746,,,15.1,,,2.0
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,10.0,,,,,,,,52.9,,,юго-западный,,,7.0,,,,,,,,,,10,746,,,17.4,,,2.0
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,11.0,,,,,,,,53.9,,,юго-западный,,,7.0,,,,,,,,,,10,746,,,18.6,,,1.0
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,11.0,,,,,,,,59.9,,,юго-западный,,,6.0,,,0,,,,,,,10,746,,,16.5,,,2.0
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,72.9,,,юго-западный,,19.0,3.0,,,0,,,,,,,10,747,,,11.8,,,1.0
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,71.9,,,южный,,,4.0,,,,,,,,,,10,747,,,9.2,,,2.0
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,69.0,,,южный,,,3.0,,,,,,,,,,10,747,,,9.6,,,0.0
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,69.1,,8.5,южный,,,4.0,,,0,,,0,,,,10,747,,,9.8,,,0.0
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,34.9,,8.5,юго-западный,,,4.0,,,0,,,,,,,10,747,,,19.5,,,1.0
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,32.9,,,юго-западный,,,4.0,,,,,,,,,,10,747,,,22.5,,,2.0
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,10.0,,,,,,,,32.0,,,западный,,,6.0,,,,,,,,,,10,746,,,23.2,,,10.0
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,10.0,,,,,,,,32.0,,,юго-западный,,,6.0,,,0,,,,,,,10,745,,,22.3,,,10.0
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,50.0,,,южный,,24.0,2.0,,,0,,,,,,,10,745,,,15.8,,,1.0
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,44.0,,,юго-восточный,,,6.0,,,,,,,,,,10,743,,,15.7,,,2.0
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,48.0,,,юго-восточный,,,4.0,,,,,,,,,,10,742,,,13.6,,,0.0
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,39.0,,10.7,юго-восточный,,,5.0,,,0,,,0,,,,10,741,,,16.4,,,0.0
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,32.1,,10.7,южный,,,6.0,,,0,,,,,,,10,740,,,23.6,,,6.0
1589274000,"Вторник, 12 мая
09:00 (UTC)",,10.0,,,,,,,,28.1,,,южный,,,7.0,,,,,,,,,,10,739,,,27.6,,,7.0
1589284800,"Вторник, 12 мая
12:00 (UTC)",,17.0,,,,,,,,27.0,,,южный,,,10.0,,,,,,,,,,10,738,,,24.6,,,10.0
1589295600,"Вторник, 12 мая
15:00 (UTC)",,18.0,,,,,,,,37.1,,,юго-западный,,,12.0,,,0,,,,,,,10,737,,,22.7,,,1.0
1589306400,"Вторник, 12 мая
18:00 (UTC)",,17.0,,,,,,,,58.9,,,юго-западный,,28.6,4.0,,,0,,,,,,,10,739,,,17.2,,,0.0
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,88.3,,,западный,,,3.0,,,,,,,,,,10,741,,,13.3,,,4.0
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,96.8,,,западный,,,2.0,,,,,,,,,,10,743,,,13.9,,True,10.0
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,,,,,73.0,,9.8,северный,,,5.0,,,менее 0.1,,,менее 0.1,,,,10,746,,,9.8,,,10.0
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,64.1,,9.0,северный,,,3.0,,,менее 0.1,,,,,,,10,748,,,10.4,,,0.0
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,46.9,,,западный,,,3.0,,,,,,,,,,10,749,,,14.4,,,0.0
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,,,,,,,31.1,,,северный,,,3.0,,,,,,,,,,10,749,,,17.0,,,0.0
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,,,,,,,28.1,,,западный,,,2.0,,,0,,,,,,,10,749,,,17.1,,,2.0
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,70.1,,,юго-западный,,17.6,3.0,,,0,,,,,,,10,750,,,10.2,,,0.0
