timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь,Гроза сильная (возможен дождь или снег),Дождь со снегом слабый,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Снег слабый с перерывами,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Морось (незамерзающая) умеренная непрерывная,"Осадки за 12 часов, мм","Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C",Морось (незамерзающая) сильная непрерывная,Снег слабый непрерывный,Количество облаков не изменилось,Туман без изменений (небо видно),Балл общей облачности,Туман ослабел (небо не видно),Ливневой снег слабый
1587330000,"Воскресенье, 19 апреля
21:00 (UTC)",,13.0,,,,,,,,,,72.9,,3.3,восточный,,,2.0,,,0,,,,0,,,,50,741,,,,6.1,,,,,10.0,,
1587340800,"Понедельник, 20 апреля
00:00 (UTC)",,,True,,,,,,,,,92.0,,,юго-восточный,,,3.0,,,,,,,,,,,20,740,,,,5.7,,,,,10.0,,
1587351600,"Понедельник, 20 апреля
03:00 (UTC)",,,True,,,,,,,,,92.7,,,юго-восточный,,,5.0,,,,,,,,,,,10,738,,,,6.1,,,,,10.0,,
1587362400,"Понедельник, 20 апреля
06:00 (UTC)",,15.0,True,,,,,,,,,95.2,,,юго-восточный,,,7.0,,,,,,,,,,,20,736,,,,5.1,,,,,10.0,,
1587373200,"Понедельник, 20 апреля
09:00 (UTC)",,11.0,True,,,,,,,,,94.5,,,южный,,6.7,4.0,,,9,,,,,,,,50,735,,,,4.5,,,,,10.0,,
1587384000,"Понедельник, 20 апреля
12:00 (UTC)",,13.0,True,,,,,,,,,98.6,,,южный,,,9.0,,,,,,,,,,,10,734,,,,3.1,,,,,10.0,,
1587394800,"Понедельник, 20 апреля
15:00 (UTC)",,13.0,True,,,,,,,,,97.9,,,северо-западный,,,5.0,,,,,,,,,,,10,735,,,,2.5,,,,,10.0,,
1587405600,"Понедельник, 20 апреля
18:00 (UTC)",,19.0,,,,,,,,,,57.3,,,северо-западный,,,8.0,,,,,,,,,,,10,735,,,,2.7,,,True,,10.0,,
1587416400,"Понедельник, 20 апреля
21:00 (UTC)",,14.0,,,,,,,,,,69.3,,1.0,северный,,,2.0,,,7,,,,16,,,,50,735,,,,1.5,,,,,10.0,,
1587427200,"Вторник, 21 апреля
00:00 (UTC)",,11.0,,,,,,,,,,53.3,,,западный,,,5.0,,,,,,,,,,,50,735,,,,1.8,,,,,7.0,,True
1587438000,"Вторник, 21 апреля
03:00 (UTC)",,11.0,,,,,,,,,,37.0,,,западный,,,7.0,,,,,,,,,,,50,734,,,,4.3,,,True,,7.0,,
1587448800,"Вторник, 21 апреля
06:00 (UTC)",,13.0,,,,,,,,,,35.7,,,западный,,,4.0,,,,,,,,,,,50,734,,,,5.5,,,True,,6.0,,
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,16.0,,,,,,,,,,46.4,,,западный,,5.5,6.0,,,менее 0.1,,,,,,,,50,735,,,,3.1,,,True,,7.0,,
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,14.0,,,,,,,,,,44.9,,,северо-западный,,,7.0,,,,,,,,,,,50,735,,,,1.9,,,True,,7.0,,
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,12.0,,,,,,,,,,49.8,,,западный,,,7.0,,,,,,,,,,,50,735,,,,1.0,,,,,7.0,,
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,12.0,,,,,,,,,,55.5,,,западный,,,6.0,,,,,,,,,,,50,734,,,,0.7,,,,,7.0,,
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,10.0,,,,,,,,,,57.3,,0.6,северо-западный,,,5.0,,,0,,,,менее 0.1,,,,50,734,,,,1.1,,,,,9.0,,
1587513600,"Среда, 22 апреля
00:00 (UTC)",,12.0,,,,,,,,,,55.2,,,северный,,,4.0,,,,,,,,,,,50,735,,,,3.0,,,,,7.0,,
1587524400,"Среда, 22 апреля
03:00 (UTC)",,,,,,,,,,,,44.8,,,западный,,,1.0,,,,,,,,,,,50,735,,,,5.1,,,,,10.0,,
1587535200,"Среда, 22 апреля
06:00 (UTC)",,13.0,,,,,,,,,,41.9,,,северо-западный,,,7.0,,,,,,,,,,,50,734,,,,6.2,,,True,,10.0,,
1587546000,"Среда, 22 апреля
09:00 (UTC)",,15.0,,,,,,,,,,61.0,,,северо-западный,,6.4,6.0,,,менее 0.1,,,,,,,,50,736,,,,5.0,,,True,,7.0,,
1587556800,"Среда, 22 апреля
12:00 (UTC)",,16.0,,,,,,,,,,88.4,,,северный,,,7.0,,,,,,,,,,,50,738,,,,1.0,,,True,,7.0,,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,14.0,,,,,,,,,,89.0,,,северный,,,7.0,,,,,,,,,,,50,738,,,,-0.1,,,,,7.0,,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,13.0,,,,,,,,,,73.4,,,северный,,,7.0,,,,,,,,,,,50,738,,,,0.6,,,,,6.0,,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,10.0,,,,,,,,,,66.1,,-0.3,северный,,,6.0,,,менее 0.1,,,,менее 0.1,,,,50,738,,,,0.6,,,,,4.0,,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,11.0,,,,,,,,,,51.9,,,северный,,,6.0,,,,,,,,,,,50,739,,,,2.7,,,,,6.0,,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,12.0,,,,,,,,,,45.9,,,северный,,,5.0,,,,,,,,,,,50,738,,,,5.0,,,,,7.0,,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,12.0,,,,,,,,,,35.8,,,северный,,,7.0,,,,,,,,,,,50,738,,,,7.6,,,,,7.0,,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,12.0,,,,,,,,,,48.9,,,южный,,8.3,2.0,,,0,,,,,,,,50,738,,,,5.7,,,,,7.0,,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,,,,,,,,,,44.6,,,западный,,,2.0,,,,,,,,,,,50,740,,,,5.4,,,,,7.0,,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,,,,,,,,,,48.3,,,северо-западный,,,4.0,,,,,,,,,,,50,740,,,,4.7,,,,,4.0,,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,,,,,53.4,,,северный,,,3.0,,,,,,,,,,,50,739,,,,3.9,,,,,7.0,,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,56.2,,3.2,юго-западный,,,1.0,,,0,,,,0,,,,50,739,,,,3.5,,,,,7.0,,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,,47.8,,,юго-западный,,,2.0,,,,,,,,,,,50,738,,,,5.7,,,,,10.0,,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,,,43.3,,,юго-восточный,,,6.0,,,,,,,,,,,50,737,,,,7.7,,,,,9.0,,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,11.0,,,,,,,,,,42.8,,,южный,,,7.0,,,,,,,,,,,50,737,,,,8.2,,,,,2.0,,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,12.0,,,,,,,,,,61.9,,,юго-западный,,9.0,7.0,,,0,,,,,,,,50,737,,,,5.3,,,,,7.0,,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,13.0,,,,,,,,,,72.5,,,южный,,,5.0,,,,,,,,,,,50,739,,,,4.4,,,,,2.0,,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,,,,,,,91.1,,,юго-восточный,,,6.0,,,,,,,,,,,50,738,,,,2.7,,,,,4.0,,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,89.8,,,юго-восточный,,,6.0,,,,,,,,,,,50,738,,,,2.5,,,,,2.0,,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,10.0,,,,,,,,,,73.5,,2.4,юго-восточный,,,5.0,,,0,,,,0,,,,50,737,,,,3.7,,,,,10.0,,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,70.1,,,восточный,,,1.0,,,,,,,,,,,50,737,,,,5.4,,,,,10.0,,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,True,,,,,,,,,82.0,,,юго-западный,,,4.0,,,,,,,,,,,50,737,,,,4.6,,,,,10.0,,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,89.9,,,юго-западный,,,4.0,,,,,,,,,,,50,737,,,,3.4,,,True,,10.0,,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,85.6,True,,западный,,5.9,3.0,,,1,,,,,,,,20,739,,,,4.7,,,,,10.0,,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,,,,True,,,,93.2,,,северный,,,2.0,,,,,,,,,,,20,741,,,,4.6,,,,,7.0,,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,12.0,,,,,,,,,,85.5,,,северный,,,8.0,,,,,,,,,,,20,741,,,,3.8,,,,,6.0,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,13.0,,,,,,,,,,87.9,,,северный,,,8.0,,,,,,,,,,,20,741,,,,3.0,,,,,2.0,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,13.0,,,,,,,,,,87.3,,2.7,северный,,,6.0,,,0.3,,,,1,,,,50,743,,,,3.1,,,,,4.0,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,10.0,,,,,,,,,,74.2,,,северный,,,6.0,,,,,,,,,,,50,744,,,,5.0,,,,,6.0,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,13.0,,,,,,,,,,48.4,,,северный,,,6.0,,,,,,,,,,,50,744,,,,7.8,,,,,4.0,,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,14.0,,,,,,,,,,36.5,,,северный,,,9.0,,,,,,,,,,,50,744,,,,8.2,,,,,7.0,,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,13.0,,,,,,,,,,56.3,,,юго-западный,,9.0,5.0,,,0,,,,,,,,50,745,,,,7.1,,,,,6.0,,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,11.0,,,,,,,,,,80.9,,,юго-западный,,,3.0,,,,,,,,,,,50,746,,,,4.8,,,,,1.0,,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,,71.6,,,западный,,,3.0,,,,,,,,,,,50,746,,,,5.0,,,,,0.0,,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,74.6,,,северо-западный,,,3.0,,,,,,,,,,,50,745,,,,4.2,,,,,0.0,,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,76.1,,2.7,южный,,,1.0,,,0,,,,0,,,,50,745,,,,3.2,,,,,2.0,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,61.5,,,юго-западный,,,2.0,,,,,,,,,,,50,746,,,,7.1,,,,,6.0,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,,,52.4,,,южный,,,2.0,,,,,,,,True,,,50,745,,,,8.7,,,,,9.0,,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,13.0,,,,,,,,,,54.9,,,юго-западный,,,4.0,,,,,,,,,,,50,745,,,,9.4,,,True,,7.0,,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,50.8,,,юго-западный,,11.1,5.0,,,0.3,,,,,,,,50,744,,,,9.6,,,,,7.0,,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,72.9,,,юго-восточный,,,4.0,,,,,,,,,,,50,745,,,,6.3,,,True,,6.0,,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,,,73.2,,,юго-восточный,,,4.0,,,,,,,,,,,50,744,,,,5.2,,,,,2.0,,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,69.2,,,южный,,,3.0,,,,,,,,,,,50,743,,,,5.6,,,,,0.0,,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,88.0,,3.6,юго-восточный,,,5.0,,,менее 0.1,,,,0.3,,,,50,742,,,,3.6,,,,,7.0,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,79.8,,3.3,юго-восточный,,,7.0,,,,,,,,,,,50,742,,,,5.5,,,,,10.0,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,,,77.1,,,юго-восточный,,,7.0,,,,,,,,,,,50,741,,,,6.1,,,,,10.0,,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,13.0,True,,,,,,,,,80.2,,,юго-западный,,,7.0,,,,,,,,,,,50,740,,,,7.9,,,,,10.0,,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,12.0,,,,,,,,,,65.4,,,юго-западный,,10.5,6.0,,,менее 0.1,,,,,,,,50,740,,,,10.1,,,True,,0.0,,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,,78.5,,,южный,,,4.0,,,,,,,,,,,50,741,,,,7.4,,,True,,2.0,,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,,,72.2,,,северо-западный,,,1.0,,,,,,,,,,,50,741,,,,8.1,,,,,7.0,,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,80.5,,,северный,,,2.0,,,,,,,,,,,50,742,,,,6.3,,,,,0.0,,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,72.6,,5.1,северо-западный,,,3.0,,,0,,,,менее 0.1,,,,20,743,,,,7.5,,,,,2.0,,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,50.8,,,юго-западный,,,1.0,,,,,,,,,,,50,744,,,,12.3,,,,,7.0,,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,,,24.8,,,юго-западный,,,4.0,,,,,,,,,,,50,744,,,,16.0,,,,,7.0,,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,11.0,,,,,,,,,,24.1,,,юго-западный,,,7.0,,,,,,,,,,,50,743,,,,16.8,,,,,7.0,,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,11.0,,,,,,,,,,28.2,,,юго-западный,,17.0,6.0,,,0,,,,,,,,50,743,,,,13.8,,,,,9.0,,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,,,39.9,,,юго-западный,,,4.0,,,,,,,,,,,50,744,,,,13.0,,,,,9.0,,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,,,,,,,62.0,,,юго-западный,,,4.0,,,,,,,,,,,50,744,,,,11.2,,,,,2.0,,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,76.9,,,юго-восточный,,,5.0,,,,,,,,,,,50,744,,,,7.9,,,,,2.0,,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,79.1,,6.8,южный,,,4.0,,,0,,,,0,,,,50,744,,,,7.7,,,,,7.0,,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,78.6,,,южный,,,8.0,,,,,,,,,,,50,743,,,,8.3,,,,,10.0,,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,12.0,,,,,,,,,,72.0,,,юго-восточный,,,8.0,,,,,,,,,,,50,742,,,,9.9,,,,,10.0,,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,13.0,,,,,,,,,,91.5,,,южный,,,6.0,,,,,,,,,,,10,740,,,,7.8,,,,,10.0,,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,10.0,,,,,,,,,,95.3,,,юго-восточный,,10.2,7.0,,,0,,,,,,True,,1,739,,,,6.5,,,,,10.0,,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,11.0,,,,,,,,,,98.6,,,южный,,,8.0,,,,,,,,,,,0,740,,True,,5.4,,,,,,,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,11.0,,,,,,,,,,100.0,,,юго-восточный,,,4.0,,,,,,,,,,True,0,739,,,,5.7,,,,,,,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,100.0,,,,,,0.0,,,,,,,,,,True,0,739,,,,5.2,,,,,,,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,100.0,,5.1,юго-западный,,,2.0,,,0,,,,0,,,True,0,739,,,,5.3,,,,,,,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,100.0,,5.0,юго-восточный,,,3.0,,,,,True,,,,,,0,739,,,,7.4,,,,,2.0,,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,,,66.5,,,южный,,,7.0,,,,,,,,,,,20,739,,,,13.4,,,,,0.0,,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,12.0,,,,,,,,,,70.9,,,южный,,,9.0,,,,,,,,,,,50,736,,,,11.5,,,True,,2.0,,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,13.0,,,,,,,,,,79.4,,,юго-восточный,,13.4,8.0,,,0,,,,,,,,50,735,,,,9.9,,,,,4.0,,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,14.0,,,,,,,,,,89.1,,,юго-восточный,,,10.0,,,,,,,,,,,50,734,,,,9.2,,,,,9.0,,
1588345200,"Пятница, 1 мая
15:00 (UTC)",True,32.0,,,,,,,,,,93.5,,,юго-восточный,,,8.0,,,,,,,,,,,4,734,,,,10.6,,,,,10.0,,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,12.0,,,,,,,,,,95.4,,,северо-западный,,,5.0,,,,,,,,,,,10,735,,,,9.1,,,True,,10.0,,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,10.0,,,,,,,,,,87.5,,9.0,юго-западный,,,3.0,,,4,,,,4,,,,20,736,,,,11.0,,,,,9.0,,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,68.3,,,юго-восточный,,,2.0,,,,,,,,,,,20,737,,,,17.3,,,,,6.0,,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,,,56.6,,,южный,,,3.0,,,,,,,,,,,10,736,,,,21.9,,,,,7.0,,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,11.0,,,,,,,,,,55.4,,,южный,,,7.0,,,,,,,,,,,20,735,,,,18.6,,,,,9.0,,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,12.0,,,,,,,,,,56.7,,,южный,,24.0,7.0,,,0,,,,,,,,50,734,,,,16.2,,,,,9.0,,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,11.0,,,,,,,,,,83.0,,,юго-восточный,,,7.0,,,,,,,,,,,50,735,,,,11.9,,,,,9.0,,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,11.0,,,,,,,,,,85.8,,,северный,,,2.0,,,,,,,,,,,50,736,,,,12.3,,,,,4.0,,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,21.0,,,,,,,,,,55.5,,,северный,,,12.0,,,,,,,,,,,50,738,,,,11.7,,,,,7.0,,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,23.0,,,,,,,,,,68.7,,7.9,северный,,,13.0,,,0,,,,0,,,,50,738,,,,7.9,,,,,10.0,,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,24.0,,,,,,,,,,64.7,,,северный,,,13.0,,,,,,,,,,,50,739,,,,9.1,,,,,9.0,,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,22.0,,,,,,,,,,60.4,,,северный,,,12.0,,,,,,,,,,,50,739,,,,11.6,,,,,9.0,,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,20.0,,,,,,,,,,46.6,,,северный,,,11.0,,,,,,,,,,,50,738,,,,13.4,,,,,9.0,,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,18.0,,,,,,,,,,60.0,,,,,13.5,,,,0,,,,,,,,50,737,,,,10.1,,,,,9.0,,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,14.0,,,,,,,,,,68.2,,,северный,,,7.0,,,,,,,,,,,50,738,,,,8.1,,,,,6.0,,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,,,72.5,,,северный,,,4.0,,,,,,,,,,,50,737,,,,7.1,,,,,6.0,,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,12.0,,,,,,,,,,77.8,,,северный,,,7.0,,,,,,,,,,,50,736,,,,6.7,,,,,10.0,,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,19.0,True,,,,,,,,,96.5,,3.8,северный,,,10.0,,,6,,,,6,,,,20,738,,,,3.8,,,,,10.0,,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,19.0,,,,,,,,,,87.5,,,северный,,,8.0,,,,,,,,,,,50,739,,,,5.3,,,True,,9.0,,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,22.0,,,,,,,,,,58.3,,,северный,,,13.0,,,,,,,,,,,50,739,,,,8.1,,,,,7.0,,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,19.0,,,,,,,,,,49.3,,,северный,,,11.0,,,,,,,,,,,50,739,,,,10.9,,,,,6.0,,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,19.0,,,,,,,,,,46.1,,,северный,,12.0,6.0,,,менее 0.1,,,,,,,,50,739,,,,11.7,,,,,0.0,,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,51.6,,,северный,,,2.0,,,,,,,,,,,50,741,,,,9.8,,,,,1.0,,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,,,,,70.1,,,северо-западный,,,2.0,,,,,,,,,,,50,742,,,,7.7,,,,,0.0,,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,61.7,,,южный,,,2.0,,,,,,,,,,,50,742,,,,7.9,,,,,0.0,,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,65.6,,6.2,,,,0.0,,,0,,,,,,,,50,742,,,,6.9,,,,,0.0,,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,59.5,,,юго-восточный,,,3.0,,,,,,,,,,,50,743,,,,9.8,,,,,6.0,,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,,,52.3,,,юго-восточный,,,7.0,,,,,,,,,,,50,742,,,,12.4,,,,,6.0,,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,12.0,,,,,,,,,,81.6,,,южный,,,7.0,,,,,,,,,,,50,741,,,,9.8,,,,,10.0,,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,13.0,,,,,,,,,,91.5,,,южный,,12.7,8.0,,,0.3,,,,,True,,,50,741,,,,7.6,,,,,10.0,,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,13.0,,,,,,,,,,90.8,,,южный,,,7.0,,,,,,,,,,,50,742,,,,6.6,,,True,,10.0,,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,,,,88.3,,,юго-восточный,,,4.0,,,,,,,,,,,50,743,,,,7.0,,,,,10.0,,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,92.1,,,юго-восточный,,,1.0,,,,,,,,,,,50,742,,,,6.8,,,,,10.0,,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,98.0,,6.4,северный,,,3.0,,,менее 0.1,,,,0.3,,True,,4,743,,,,6.7,,,,,10.0,,
1588723200,"Среда, 6 мая
00:00 (UTC)",,11.0,,,,,,,,,,75.7,,,северный,,,6.0,,,,,,,,,,,50,744,,,,10.2,,,,,2.0,,
1588734000,"Среда, 6 мая
03:00 (UTC)",,12.0,,,,,,,,,,33.7,,,северный,,,7.0,,,,,,,,,,,50,744,,,,15.4,,,,,5.0,,
1588744800,"Среда, 6 мая
06:00 (UTC)",,13.0,,,,,,,,,,25.2,,,северный,,,8.0,,,,,,,,,,,50,743,,,,18.0,,,,,4.0,,
1588755600,"Среда, 6 мая
09:00 (UTC)",,14.0,,,,,,,,,,24.9,,,северный,,18.8,4.0,,,0,,,,,,,,50,744,,,,16.8,,,,,2.0,,
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,793,,,,,,,,,1.0,,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,,,,,38.0,,,западный,,,3.0,,,,,,,,,,,50,747,,,,13.0,,,,,0.0,,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,39.4,,,юго-западный,,,3.0,,,,,,,,,,,50,747,,,,11.3,,,,,0.0,,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,33.3,,10.1,северо-западный,,,2.0,,,0,,,,0,,,,50,747,,,,11.5,,,,,0.0,,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,28.8,,,западный,,,1.0,,,,,,,,,,,50,747,,,,16.0,,,,,0.0,,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,,,21.9,,,юго-западный,,,5.0,,,,,,,,,,,50,747,,,,19.9,,,,,4.0,,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,14.0,,,,,,,,,,13.5,,,юго-западный,,,9.0,,,,,,,,,,,50,746,,,,20.0,,,,,6.0,,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,14.0,,,,,,,,,,27.4,,,южный,,21.4,8.0,,,0,,,,,,,,50,745,,,,16.1,,,,,9.0,,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,13.0,,,,,,,,,,31.6,,,юго-западный,,,7.0,,,,,,,,,,,50,746,,,,13.3,,,,,7.0,,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,13.0,,,,,,,,,,67.0,,,юго-восточный,,,6.0,,,,,,,,,,,50,746,,,,9.0,,,,,6.0,,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,86.0,,,юго-восточный,,,7.0,,,,,,,,,,,50,745,,,,7.7,,,,,1.0,,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,10.0,,,,,,,,,,95.3,,7.5,южный,,,8.0,,,0,,,,0,,,,4,745,,,,7.6,,,,,10.0,,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,11.0,,,,,,,,,,91.5,,,южный,,,9.0,,,,,,,,,,,10,745,,,,8.6,,,,,10.0,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,13.0,,,,,,,,,,86.2,,,южный,,,10.0,,,,,,,,,,,50,744,,,,10.5,,,,,9.0,,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,14.0,,,,,,,,,,88.5,,,южный,,,9.0,,,,,,,,,,,50,744,,,,9.6,,,,,10.0,,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,13.0,,,,,,,,,,92.8,,,южный,,10.6,8.0,,,0,,,,,,,,20,743,,,,8.6,,,,,10.0,,
