timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с","Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Дымка (видимость больше 1 км),Ливневой дождь слабый,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с",Туман ослабел (небо не видно),Туман без изменений (небо не видно),Морось (незамерзающая) слабая непрерывная
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,0,,,,,,,10,743,,,,7.1,28.6,,-0.4,,западный,2.0,,,,3.0,,,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,11.0,,,,,,,,10,742,,,,11.7,15.6,,,,западный,0.0,,,,6.0,,,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,13.0,,,,,,,,10,741,,,,14.2,14.7,,,,западный,4.0,,,,6.0,,,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,13.0,0,,,,,,,10,739,,,,14.1,11.8,,,,западный,2.0,,,,8.0,,,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,12.0,0,,,,,,,10,739,,,,10.1,16.7,,,,западный,2.0,,,14.4,3.0,,,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,10,739,,,,7.2,21.3,,,,юго-западный,0.0,,,,3.0,,,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,10,738,,,,6.6,24.5,,,,юго-западный,7.0,,,,4.0,,,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,0,,,0,,,,10,737,,,,6.4,29.1,,6.0,,юго-западный,9.0,,,,4.0,,,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,0,,,,,,,10,736,,,,11.4,24.9,,6.0,,юго-западный,5.0,,,,6.0,,,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,14.0,,,,,,,,10,735,,,,17.3,22.9,,,,западный,7.0,,,,8.0,,,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,15.0,,,,,,,,1,734,,,,18.2,20.5,,,,,5.0,,,,,,,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,14.0,0,,,,,,,10,733,,,,18.2,17.5,,,,западный,7.0,,,,8.0,,,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,12.0,0,,,,,,,10,732,,,,14.4,22.4,,,,юго-западный,7.0,,,19.1,3.0,,,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,10,732,,,,12.0,27.5,,,,юго-западный,6.0,,,,3.0,,,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,10,732,,,,10.7,31.3,,,,юго-западный,6.0,,,,3.0,,,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,0,,,0,,,,10,732,,,,9.6,35.3,,9.6,,юго-западный,9.0,,,,4.0,,,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,0,,,,,,,10,731,,,,13.4,38.6,,9.4,,юго-западный,9.0,,,,4.0,,,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,10,731,,,,18.5,28.7,,,,южный,6.0,,,,5.0,,,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,13.0,,,,,,,,10,730,,,,18.7,25.0,,,,юго-западный,6.0,,,,7.0,,,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,14.0,менее 0.1,True,,,,,,10,730,,,,14.3,50.3,,,,западный,7.0,,,,3.0,,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,менее 0.1,True,,,,,,10,730,,,,12.9,56.2,,,,западный,9.0,,,19.4,4.0,,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,13.0,,,,,,,,10,730,,,,14.0,45.8,,,True,южный,9.0,,,,6.0,,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,10.0,,,,,,,,10,729,,,,11.2,41.2,,,True,южный,9.0,,,,6.0,,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,11.0,0.3,,,0.3,,,,10,729,,,,9.2,41.5,,9.1,,южный,9.0,,,,4.0,,,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,10.0,0.3,,,,,,,10,729,,,,11.0,49.7,,8.6,,южный,9.0,,,,5.0,,,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,12.0,,,,,,,,10,729,,,,14.5,41.0,,,,южный,9.0,,,,7.0,,,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,14.0,,,True,,,,,10,729,,,,12.4,57.7,,,,юго-западный,9.0,,,,5.0,,,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,0.5,,,,,,,10,729,,,,11.6,65.2,,,True,южный,9.0,,,,3.0,,,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,0.8,,True,,,,,10,729,,,,8.4,87.8,,,,южный,7.0,,,14.9,2.0,,,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,True,4,729,,,,7.8,92.8,,,,северо-восточный,7.0,,,,2.0,,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,True,,,,,4,729,,,,5.9,95.3,,,,северный,7.0,,,,5.0,,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,13.0,3,,,4,,,True,4,730,,,,3.9,93.2,,3.9,,северный,10.0,,,,9.0,,,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,14.0,6,,,,,,True,4,731,,,,2.7,86.0,,0.8,,северный,10.0,,,,9.0,,,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,16.0,,,True,,,,,10,733,,,,6.9,65.6,,,,северный,9.0,,,,8.0,,,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,14.0,,,,,,,,10,734,,,,8.3,59.6,,,True,северо-западный,9.0,,,,5.0,,,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,4,,,,,,,10,735,,,,9.6,50.8,,,,северо-западный,6.0,,,,4.0,,,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,0.3,,,,,,,10,736,,,,8.0,50.0,,,,западный,9.0,,,10.0,3.0,,,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,10,737,,,,7.2,53.5,,,,северо-западный,7.0,,,,5.0,,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,10,737,,,,5.3,66.2,,,,западный,6.0,,,,4.0,,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,0,,,4,,,,10,738,,,,3.2,71.3,,3.2,,западный,4.0,,,,3.0,,,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,0,,,,,,,10,739,,,,8.6,49.8,,3.2,,северо-западный,2.0,,,,4.0,,,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,11.0,,,,,,,,10,740,,,,10.7,38.1,,,,северо-западный,7.0,,,,6.0,,,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,10.0,,,,,,,,10,740,,,,13.8,29.1,,,,северо-западный,6.0,,,,6.0,,,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,10.0,0,,,,,,,10,739,,,,14.6,85.5,,,,западный,4.0,,,,4.0,,,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,0,,,,,,,10,740,,,,11.7,40.1,,,,южный,4.0,,,14.6,1.0,,,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,10,739,,,,10.3,41.5,,,,юго-западный,0.0,,,,4.0,,,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,10,739,,,,8.2,50.4,,,,юго-западный,0.0,,,,4.0,,,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,0,,,0,,,,10,738,,,,7.6,54.4,,7.6,,юго-западный,0.0,,,,5.0,,,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,13.0,0,,,,,,,10,738,,,,12.7,40.1,,7.6,,юго-западный,4.0,,,,8.0,,,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,17.0,,,,,,,,10,738,,,,18.8,27.8,,,,юго-западный,6.0,,,,10.0,,,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,19.0,,,,,,,,10,737,,,,20.1,26.2,,,,юго-западный,6.0,,,,9.0,,,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,15.0,0,,,,,,,10,736,,,,19.4,27.5,,,,юго-западный,9.0,,,,7.0,,,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,13.0,0,,,,,,,10,737,,,,16.6,29.4,,,,юго-западный,9.0,,,20.3,5.0,,,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,10.0,,,,,,,,10,737,,,,13.9,33.0,,,,юго-западный,9.0,,,,6.0,,,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,10.0,,,,,,,,10,737,,,,10.9,41.7,,,,юго-западный,9.0,,,,4.0,,,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,0,,,0,,,,10,737,,,,9.0,48.1,,8.8,,юго-западный,2.0,,,,5.0,,,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,0,,,,,,,10,738,,,,13.9,43.5,,8.8,,юго-западный,2.0,,,,5.0,,,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,11.0,,,,,,,,10,737,,,,18.7,27.5,,,,юго-западный,2.0,,,,7.0,,,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,11.0,,,,,,,,10,737,,,,20.6,27.3,,,,юго-западный,1.0,,,,5.0,,,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,0,,,,,,,10,736,,,,21.2,28.4,,,,юго-западный,1.0,,,,4.0,,,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,0,,,,,,,10,736,,,,16.8,49.6,,,,юго-западный,1.0,,,21.5,2.0,,,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,10,737,,,,15.4,55.0,,,,южный,7.0,,,,3.0,,,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,True,10,737,,,,14.4,62.4,,,,юго-западный,7.0,,,-1.2,3.0,,,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,0.3,True,,0.3,,,,10,736,,,,12.5,72.0,,12.4,,южный,9.0,,,,1.0,,,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,0.3,True,,,,,,10,737,,,,16.8,50.6,,12.4,,юго-западный,7.0,,,,3.0,,,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,10,737,,,,21.8,37.1,,,,юго-западный,6.0,,,,3.0,,,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,10.0,,,,,,,,10,736,,,,23.5,31.4,,,,юго-западный,7.0,,,,5.0,,,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,10.0,0.3,,True,,,,,10,736,,,,16.0,68.0,,,,северный,9.0,,,,3.0,,,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,0.3,,,,,,True,10,738,,,,14.2,80.0,,,,северо-восточный,9.0,,,23.7,2.0,,,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,True,,,10,737,,,,12.4,82.5,,,,северо-восточный,7.0,,,,2.0,,,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,True,,3,738,,,,10.0,93.5,,,,северо-восточный,4.0,,,,3.0,,,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,менее 0.1,,,0.3,,True,,4,738,,,,9.1,93.5,,8.7,,восточный,7.0,,,,3.0,,,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,менее 0.1,,,,,,,10,738,,,,15.8,61.0,,8.7,,юго-восточный,6.0,,,,4.0,,,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,10,738,,,,21.8,36.6,,,,юго-восточный,4.0,,,,3.0,,,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,10.0,,,True,,,,,10,738,,,,19.6,53.5,,,,северо-восточный,7.0,,,,3.0,,,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,0.3,,,,,,,10,737,,,,18.4,47.7,,,,северо-восточный,7.0,,,,5.0,,,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,0.3,,,,,,,10,738,,,,15.0,54.1,,,,восточный,7.0,,,23.5,3.0,,,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,10,738,,,,13.6,63.5,,,,северо-восточный,6.0,,,,2.0,,,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,10,737,,,,13.8,56.5,,,,северо-восточный,4.0,,,,2.0,,,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,0,,,0.3,,,,10,737,,,,11.3,66.1,,10.4,,восточный,2.0,,,,2.0,,,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,10.0,0,,,,,,,10,738,,,,18.0,53.1,,10.4,,юго-восточный,2.0,,,,6.0,,,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,11.0,,,,,,,,10,738,,,,21.2,53.2,,,,южный,7.0,,,,6.0,,,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,14.0,,,,,,,,10,738,,,,19.6,52.8,,,,юго-восточный,7.0,,,,8.0,,,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,13.0,0,,,,,,,10,738,,,,17.5,63.9,,,,юго-восточный,7.0,,,,7.0,,,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,11.0,0.5,,,,,,True,10,739,,,,13.6,84.3,,,,восточный,9.0,,,22.0,3.0,,,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,True,10,738,,,,13.1,85.9,,,,восточный,9.0,,,,2.0,,,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,10,737,,,,12.7,88.2,,,True,северо-восточный,9.0,,,,3.0,,,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,2,,,2,,,,10,737,,,,12.2,87.0,,11.4,,восточный,9.0,,,,3.0,,,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,1,,,,,,,10,738,,,,15.9,80.2,,11.4,,юго-восточный,9.0,,,,4.0,,,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,11.0,,,,,,,,10,738,,,,18.3,74.1,,,,юго-восточный,9.0,,,,6.0,,,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,12.0,,,,,,,,10,737,,,,19.8,58.8,,,,юго-восточный,9.0,,,,7.0,,,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,12.0,0,,,,,,,10,737,,,,19.0,63.8,,,,восточный,7.0,,,,4.0,,,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,0.5,True,,,,,,10,737,,,,15.5,77.6,,,,юго-восточный,9.0,,,20.1,4.0,,,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,10,737,,,,14.1,84.3,,,,юго-восточный,6.0,,,,3.0,,,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,10,737,,,,12.6,87.0,,,,восточный,6.0,,,,3.0,,,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,0.5,,,0.5,,,,10,736,,,,12.6,88.2,,11.0,,восточный,9.0,,,,2.0,,,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,0,,,,,,,10,737,,,,14.9,73.9,,11.0,,южный,9.0,,,,3.0,,,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,10,737,,,,19.5,57.5,,,,южный,7.0,,,,3.0,,,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,10,736,,,,17.8,62.3,,,True,южный,7.0,,,,2.0,,,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,4,,,,,,,10,736,,,,18.3,59.6,,,,юго-восточный,7.0,,,,3.0,,,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,4,,,,,,,10,736,,,,14.8,82.2,,,True,юго-восточный,9.0,,,19.5,2.0,,,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,10,735,,,,13.4,86.0,,,,юго-восточный,7.0,,,,3.0,,,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,True,,4,734,,,,12.2,94.2,,,,юго-восточный,6.0,,,,1.0,,,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,менее 0.1,,,4,,True,,1,734,,,,11.3,96.1,,11.3,,южный,4.0,,,,3.0,,,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,0,,,,,,,10,733,,,,15.4,71.6,,11.2,,южный,6.0,,,,5.0,,,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,10,733,,,,16.0,63.1,,,,южный,7.0,,,,3.0,,,
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,True,,,,,10,733,,,,14.9,76.5,,,,юго-западный,7.0,,,,3.0,,,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,5,,,,,,,10,733,,,,17.3,57.4,,,,юго-западный,7.0,,,,2.0,,,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,5,,,,,,,10,733,,,,14.5,64.5,,,,южный,6.0,,,17.3,3.0,,,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,10,733,,,,11.7,78.0,,,True,южный,2.0,,,,2.0,,,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,10,733,,,,10.5,84.5,,,True,южный,2.0,,,,3.0,,,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,0.7,,,6,,,,10,733,,,,11.0,80.1,,9.9,,южный,7.0,,,,4.0,,,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,11.0,0.7,,,,,,,10,734,,,,11.2,73.3,,9.9,True,юго-западный,9.0,,,,8.0,,,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,11.0,,,,,,,,10,735,,,,12.8,56.2,,,,юго-западный,9.0,,,,6.0,,,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,10.0,,,,,,,,10,735,,,,15.1,43.9,,,,юго-западный,9.0,,,,5.0,,,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,менее 0.1,,,,,,,10,736,,,,14.8,41.6,,,,юго-западный,9.0,,,,5.0,,,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,0,,,,,,,10,736,,,,13.2,46.2,,,,юго-западный,6.0,,,15.8,2.0,,,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,10,736,,,,11.2,54.6,,,,юго-западный,2.0,,,,2.0,,,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,10,736,,,,7.9,73.7,,,,,2.0,,,,0.0,,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,0,,,менее 0.1,,,,10,736,,,,7.6,81.3,,7.6,,северо-восточный,9.0,,,,2.0,,,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,0.3,,,,,,True,10,737,,,,9.5,86.7,,7.4,,юго-восточный,10.0,,,,3.0,,,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,True,10,737,,,,10.5,83.4,,,,юго-восточный,10.0,,,,1.0,,,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,10,738,,,,11.7,78.0,,,True,северо-западный,9.0,,,,2.0,,,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,9,,True,,,,,10,738,,,,9.7,80.4,,,,северный,9.0,,,,2.0,,,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,9,,,,,,,10,739,,,,8.9,89.1,,,True,северный,9.0,,,11.7,3.0,,,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,10,739,,,,8.6,91.5,,,,северо-западный,9.0,,,,1.0,,,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,True,,4,738,,,,8.2,94.7,,,,северо-западный,9.0,,,,2.0,,,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,0.3,,,9,,,True,4,738,,,,8.2,94.7,,8.1,,западный,9.0,,,,1.0,,,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,0.6,,,,,,True,10,738,,,,8.8,84.9,,8.1,,западный,10.0,,,,3.0,,,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,10.0,,,,,True,,,10,738,,,,12.8,62.4,,,,северо-западный,7.0,,,,5.0,,,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,10.0,,,True,,,,,10,737,,,,10.3,71.1,,,,северо-западный,7.0,,,,2.0,,,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,4,True,,,,,,10,737,,,,11.1,77.9,,,,юго-западный,9.0,,,,3.0,,,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,3,,,,,,,10,738,,,,10.4,81.1,,,True,северный,9.0,,,13.9,4.0,,,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,10,738,,,,7.6,78.5,,,,западный,5.0,,,,2.0,,,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,10,738,,,,7.2,87.1,,,,юго-западный,9.0,,,,3.0,,,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,0,,,4,,,,10,737,,,,7.5,85.9,,7.0,,западный,9.0,,,,4.0,,,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,10.0,0,,,,,,,10,736,,,,11.6,54.0,,7.0,,западный,7.0,,,,5.0,,,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,13.0,,,,,,,,10,736,,,,15.0,44.8,,,,северо-западный,9.0,,,,6.0,,,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,17.0,,,,,,,True,10,737,,,,12.8,56.2,,,,северный,9.0,,,,5.0,,,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,1,,,,,,True,10,738,,,,10.1,83.3,,,,восточный,9.0,,,,4.0,,,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,1,,,,True,,,10,738,,,,9.4,89.1,,,,южный,7.0,,,15.6,4.0,,,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,10,738,,,,9.9,86.8,,,,юго-западный,9.0,,,,4.0,,,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,10,738,,,,9.3,83.8,,,,юго-западный,6.0,,,,4.0,,,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,0.4,,,1,,,,10,738,,,,8.4,80.8,,8.1,,западный,0.0,,,,4.0,,,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,0,,,,,,,10,739,,,,16.0,57.4,,8.1,,западный,0.0,,,,3.0,,,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,10.0,,,,,,,,10,739,,,,19.6,38.5,,,,северо-западный,4.0,,,,4.0,,,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,10.0,,,,,,,,10,738,,,,21.8,32.9,,,,западный,4.0,,,,4.0,,,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,10.0,0,,,,,,,10,737,,,,22.6,29.7,,,,западный,4.0,,,,5.0,,,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,0,,,,,,,10,737,,,,19.1,36.0,,,,юго-западный,4.0,,,22.7,2.0,,,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,10,736,,,,16.9,41.1,,,,южный,0.0,,,,3.0,,,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,10,736,,,,15.5,48.5,,,,юго-западный,5.0,,,,6.0,,,
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,0,,,0,,,,10,735,,,,13.6,53.0,,13.3,,юго-западный,2.0,,,,5.0,,,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,13.0,0,,,,,,,10,735,,,,18.0,41.4,,13.3,,юго-западный,4.0,,,,8.0,,,
1589274000,"Вторник, 12 мая
09:00 (UTC)",,15.0,,,,,,,,10,733,,,,22.1,32.1,,,,южный,9.0,,,,9.0,,,
1589284800,"Вторник, 12 мая
12:00 (UTC)",,16.0,,,,,,,,10,732,,,,22.4,32.0,,,,южный,9.0,,,,6.0,,,
1589295600,"Вторник, 12 мая
15:00 (UTC)",,15.0,0.3,,,,,,True,4,732,,,,16.2,71.3,,,,юго-западный,9.0,,,,8.0,,,
1589306400,"Вторник, 12 мая
18:00 (UTC)",,13.0,2,,,,,,True,10,732,,,,13.6,91.9,,,,юго-западный,9.0,,,23.0,5.0,,,
1589317200,"Вторник, 12 мая
21:00 (UTC)",,14.0,,,,,,,True,4,733,,,,10.5,87.4,,,,северо-западный,9.0,,,,9.0,,,
1589328000,"Среда, 13 мая
00:00 (UTC)",,17.0,,,,,,,,10,735,,,,4.3,74.1,,,True,северо-западный,9.0,,,,9.0,,,
1589338800,"Среда, 13 мая
03:00 (UTC)",,15.0,3,,,3,,,,10,738,,,,3.2,69.2,,3.1,,северо-западный,9.0,,,,8.0,,,
1589349600,"Среда, 13 мая
06:00 (UTC)",,14.0,0.5,,,,,,,10,740,,,,4.8,60.9,,3.1,,северный,7.0,,,,9.0,,,
1589360400,"Среда, 13 мая
09:00 (UTC)",,15.0,,,,,,,,10,742,,,,9.8,43.9,,,,северо-западный,6.0,,,,9.0,,,
1589371200,"Среда, 13 мая
12:00 (UTC)",,15.0,,,,,,,,10,743,,,,12.6,32.9,,,,северо-западный,2.0,,,,7.0,,,
1589382000,"Среда, 13 мая
15:00 (UTC)",,12.0,0,,,,,,,10,743,,,,13.0,28.0,,,,северо-западный,2.0,,,,5.0,,,
