timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Град,Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Балл общей облачности,Ливневой снег слабый
1590883200,"Воскресенье, 31 мая
00:00 (UTC)",,10.0,,,,,,,,,90.5,,,,,северо-восточный,,,3,,,,,,,,,,True,,,4.0,735,,,11.4,,,,10.0,
1590886800,"Воскресенье, 31 мая
01:00 (UTC)",,,,,,,,,,,92.3,,,,,северо-восточный,,,3,,,,,,,,,,,,,,735,,,11.1,,,,,
1590890400,"Воскресенье, 31 мая
02:00 (UTC)",,,,,,,,,,,94.2,,,,,северо-восточный,,,3,,,,,,,,,,,,,,735,,,10.9,,,,,
1590894000,"Воскресенье, 31 мая
03:00 (UTC)",,10.0,,,,,,,,,93.5,,,10.9,,северо-восточный,,,3,,,,,,,,5,,True,,,4.0,735,,,10.9,,,,10.0,
1590897600,"Воскресенье, 31 мая
04:00 (UTC)",,,,,,,,,,,92.9,,,,,северо-восточный,,,3,,,,,,,,,,,,,,736,,,10.8,,,,,
1590901200,"Воскресенье, 31 мая
05:00 (UTC)",,,,,,,,,,,92.9,,,,,северо-восточный,,,3,,,,,,,,,,,,,,736,,,10.6,,,,,
1590904800,"Воскресенье, 31 мая
06:00 (UTC)",,10.0,,,,,,,,,91.1,,,10.5,,северо-восточный,,,2,,,,16,,,,,,,,,4.0,736,True,,10.7,,,,10.0,
1590908400,"Воскресенье, 31 мая
07:00 (UTC)",,,,,,,,,,,89.8,,,,,северо-восточный,,,2,,,,,,,,,,,,,,737,,,10.7,,,,,
1590912000,"Воскресенье, 31 мая
08:00 (UTC)",,,,,,,,,,,85.8,,,,,северо-восточный,,,3,,,,,,,,,,,,,,737,,,11.4,,,,,
1590915600,"Воскресенье, 31 мая
09:00 (UTC)",,,,,,,,,,,82.4,,,,,северо-восточный,,,2,,,,,,,,,,True,,,4.0,738,,,11.9,,,,10.0,
1590919200,"Воскресенье, 31 мая
10:00 (UTC)",,,,,,,,,,,76.7,,,,,восточный,,,2,,,,,,,,,,,,,,738,,,13.4,,,,,
1590922800,"Воскресенье, 31 мая
11:00 (UTC)",,,,,,,,,,,62.2,,,,,восточный,,,4,,,,,,,,,,,,,,738,,,15.6,,,,,
1590926400,"Воскресенье, 31 мая
12:00 (UTC)",,10.0,,,,,,,,,58.2,,,,,восточный,,,3,,,,,,,,,,,,,10.0,738,,,15.9,,True,,7.0,
1590930000,"Воскресенье, 31 мая
13:00 (UTC)",,,,,,,,,,,52.9,,,,,северо-восточный,,,1,,,,,,,,,,,,,,738,,,16.0,,,,,
1590933600,"Воскресенье, 31 мая
14:00 (UTC)",,,,,,,,,,,48.1,,,,,северо-восточный,,,3,,,,,,,,,,,,,,738,,,16.5,,,,,
1590937200,"Воскресенье, 31 мая
15:00 (UTC)",,,,,,,True,,,,50.9,,,,,северо-восточный,,,1,,,,6,,,,,,,,,10.0,738,,,15.3,,,,9.0,
1590940800,"Воскресенье, 31 мая
16:00 (UTC)",,,,,,,,,,,56.5,,,,,северо-восточный,,,1,,,,,,,,,,,,,,738,,,14.0,,,,,
1590944400,"Воскресенье, 31 мая
17:00 (UTC)",,,,,,,,,,,57.2,,,,,северо-восточный,,,2,,,,,,,,,,,,,,739,,,13.4,,,,,
1590948000,"Воскресенье, 31 мая
18:00 (UTC)",,,,,,,,,,,59.0,,,,,северо-восточный,,17.4,2,,,,0.3,,,,,,,,,10.0,739,,,12.5,,True,,9.0,
1590951600,"Воскресенье, 31 мая
19:00 (UTC)",,,,,,,,,,,64.7,,,,,северо-восточный,,,3,,,,,,,,,,,,,,739,,,11.2,,,,,
