timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %","Минимальная температура, °C",Поземок (слабый или умеренный),Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности,Снег умеренный с перерывами,Ливневой снег слабый,Туман (с отложением изморози). Небо не видно
1591434000,"Суббота, 6 июня
09:00 (UTC)",,6.0,,,,,,,,65.3,,,западный,,,3.0,,,,,,,,10,744,,,20.1,,,,,7.0,,,
1591444800,"Суббота, 6 июня
12:00 (UTC)",,11.0,,,,,,,True,56.6,,,западный,,,6.0,,,,,,,,10,743,,,21.7,,,,,10.0,,,
1591455600,"Суббота, 6 июня
15:00 (UTC)",,11.0,,,,,,,True,72.4,,,западный,,23.5,7.0,,менее 0.1,,,,,,10,743,,,19.8,,,,,7.0,,,
1591466400,"Суббота, 6 июня
18:00 (UTC)",,8.0,,,True,,,,,75.5,,,северо-западный,,,2.0,,,,,,,,10,744,,,18.2,,,,,10.0,,,
1591477200,"Суббота, 6 июня
21:00 (UTC)",,3.0,,,,,,,,96.2,,,южный,,,1.0,,,,,,True,,10,745,,,13.4,,,,,6.0,,,
1591488000,"Воскресенье, 7 июня
00:00 (UTC)",,3.0,,,,,,,,98.0,,,южный,,,1.0,,,,,,True,,2,745,,,12.0,,,,,4.0,,,
1591498800,"Воскресенье, 7 июня
03:00 (UTC)",,3.0,,,,,,,,98.7,10.3,,,,,0.0,,менее 0.1,,менее 0.1,,True,,1,745,,,13.5,,,,,10.0,,,
1591509600,"Воскресенье, 7 июня
06:00 (UTC)",,3.0,,,,,,,,60.1,,,юго-восточный,,,1.0,,,,,,,,10,746,,,20.4,,,,,7.0,,,
1591520400,"Воскресенье, 7 июня
09:00 (UTC)",,6.0,,,,,,,,50.3,,,северо-западный,,,2.0,,,,,,,,10,746,,,22.1,,,,,7.0,,,
1591531200,"Воскресенье, 7 июня
12:00 (UTC)",,5.0,,,,,,,,50.9,,,северо-восточный,,,2.0,,,,,,,,10,746,,,23.0,,,,,6.0,,,
1591542000,"Воскресенье, 7 июня
15:00 (UTC)",,5.0,,,,,,,,56.0,,,северо-восточный,,23.9,2.0,,0,,,,,,10,746,,,21.1,,,,,6.0,,,
1591552800,"Воскресенье, 7 июня
18:00 (UTC)",,3.0,,,,,,,,70.5,,,южный,,,1.0,,,,,,,,10,747,,,17.1,,,,,2.0,,,
1591563600,"Воскресенье, 7 июня
21:00 (UTC)",,2.0,,,,,,,,74.9,,,,,,0.0,,,,,,,,10,747,,,14.9,,,,,2.0,,,
1591574400,"Понедельник, 8 июня
00:00 (UTC)",,2.0,,,,,,,,87.5,,,,,,0.0,,,,,,True,,4,747,,,11.5,,,,,1.0,,,
1591585200,"Понедельник, 8 июня
03:00 (UTC)",,3.0,,,,,,,,84.5,10.1,,,,,0.0,,0,,0,,True,,4,747,,,15.2,,,,,2.0,,,
1591596000,"Понедельник, 8 июня
06:00 (UTC)",,5.0,,,,,,,,55.0,,,северо-восточный,,,3.0,,,,,,,,10,747,,,21.5,,,,,2.0,,,
1591606800,"Понедельник, 8 июня
09:00 (UTC)",,8.0,,,,,,,,54.1,,,северный,,,5.0,,,,,,,,20,747,,,23.4,,,,,6.0,,,
1591617600,"Понедельник, 8 июня
12:00 (UTC)",,8.0,,,,,,,,50.7,,,северо-восточный,,,4.0,,,,,,,,20,747,,,23.3,,,,,5.0,,,
1591628400,"Понедельник, 8 июня
15:00 (UTC)",,8.0,,,,,,,,58.0,,,восточный,,24.3,5.0,,0,,,,,,20,747,,,21.6,,,,,4.0,,,
1591639200,"Понедельник, 8 июня
18:00 (UTC)",,7.0,,,,,,,,76.1,,,восточный,,,3.0,,,,,,,,10,747,,,16.1,,,,,2.0,,,
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,4.0,,,,,,,,84.9,,,,,,0.0,,,,,,,,10,747,,,13.9,,,,,0.0,,,
1591660800,"Вторник, 9 июня
00:00 (UTC)",,1.0,,,,,,,,92.4,,,,,,0.0,,,,,,True,,4,748,,,12.4,,,,,0.0,,,
1591671600,"Вторник, 9 июня
03:00 (UTC)",,2.0,,,,,,,,86.7,10.9,,северный,,,1.0,,0,,0,,True,,4,748,,,15.0,,,,,0.0,,,
1591682400,"Вторник, 9 июня
06:00 (UTC)",,5.0,,,,,,,,63.8,,,восточный,,,4.0,,,,,,,,10,748,,,20.7,,,,,2.0,,,
1591693200,"Вторник, 9 июня
09:00 (UTC)",,7.0,,,,,,,,57.8,,,северо-восточный,,,4.0,,,,,,,,10,748,,,22.0,,,,,7.0,,,
1591704000,"Вторник, 9 июня
12:00 (UTC)",,7.0,,,,,,,,49.8,,,северо-восточный,,,3.0,,,,,,,,10,748,,,23.9,,,,,6.0,,,
1591714800,"Вторник, 9 июня
15:00 (UTC)",,7.0,,,,,,,,66.5,,,восточный,,24.6,1.0,,0,,,,,,10,747,,,21.5,,,,,6.0,,,
1591725600,"Вторник, 9 июня
18:00 (UTC)",,4.0,,,,,,,,76.1,,,юго-восточный,,,1.0,,,,,,,,10,747,,,18.7,,,,,7.0,,,
1591736400,"Вторник, 9 июня
21:00 (UTC)",,3.0,,,,,,,,87.8,,,юго-восточный,,,1.0,,,,,,,,10,747,,,14.4,,,,,7.0,,,
1591747200,"Среда, 10 июня
00:00 (UTC)",,3.0,,,,,,,,94.9,,,западный,,,2.0,,,,,,True,,4,747,,,14.3,,,,,7.0,,,
1591758000,"Среда, 10 июня
03:00 (UTC)",,3.0,,,,,,,,92.6,12.7,,,,,0.0,,0,,0,,True,,4,747,,,16.0,,,,,6.0,,,
1591768800,"Среда, 10 июня
06:00 (UTC)",,3.0,,,,,,,,62.6,,,северо-западный,,,1.0,,,,,,,,10,747,,,22.9,,,,,6.0,,,
1591779600,"Среда, 10 июня
09:00 (UTC)",,7.0,,,,,,,,53.3,,,западный,,,5.0,,,,,,,,10,747,,,24.5,,,,,7.0,,,
1591790400,"Среда, 10 июня
12:00 (UTC)",,6.0,,,,,,,,53.7,,,северо-западный,,,2.0,,,,,,,,10,746,,,24.7,,,,True,7.0,,,
1591801200,"Среда, 10 июня
15:00 (UTC)",,7.0,,,,,,,,50.5,,,северный,,26.5,3.0,,0.4,,,,,,10,746,,,25.1,,,,,6.0,,,
1591812000,"Среда, 10 июня
18:00 (UTC)",,4.0,,,,,,,,63.2,,,северный,,,2.0,,,,,,,,10,746,,,21.8,,,,,5.0,,,
1591822800,"Среда, 10 июня
21:00 (UTC)",,3.0,,,,,,,,86.2,,,западный,,,1.0,,,,,,,,10,746,,,16.2,,,,,5.0,,,
1591833600,"Четверг, 11 июня
00:00 (UTC)",,2.0,,,,,,,,96.2,,,южный,,,1.0,,,,,,True,,4,746,,,14.4,,,,,2.0,,,
1591844400,"Четверг, 11 июня
03:00 (UTC)",,2.0,,,,,,,,87.0,13.6,,западный,,,2.0,,0,,0.4,,True,,4,746,,,18.6,,,,,5.0,,,
1591855200,"Четверг, 11 июня
06:00 (UTC)",,3.0,,,,,,,,60.6,,,северо-западный,,,1.0,,,,,,,,10,746,,,24.4,,,,,4.0,,,
1591866000,"Четверг, 11 июня
09:00 (UTC)",,6.0,,,,,,,,45.5,,,северный,,,2.0,,,,,,,,10,746,,,26.4,,,,,7.0,,,
1591876800,"Четверг, 11 июня
12:00 (UTC)",,6.0,,,,,,,,43.0,,,северный,,,2.0,,,,,,,,10,745,,,27.8,,,,,6.0,,,
1591887600,"Четверг, 11 июня
15:00 (UTC)",,5.0,,,,,,,,45.3,,,северо-западный,,28.7,2.0,,0,,,,,,10,744,,,27.6,,,,,6.0,,,
1591898400,"Четверг, 11 июня
18:00 (UTC)",,4.0,,,,,,,,69.2,,,юго-западный,,,3.0,,,,,,,,10,744,,,22.1,,,,,2.0,,,
1591909200,"Четверг, 11 июня
21:00 (UTC)",,4.0,,,,,,,,87.6,,,западный,,,1.0,,,,,,True,,4,744,,,18.5,,,,,2.0,,,
1591920000,"Пятница, 12 июня
00:00 (UTC)",,3.0,,,,,,,,92.0,,,,,,0.0,,,,,,True,,4,744,,,16.4,,,,,2.0,,,
1591930800,"Пятница, 12 июня
03:00 (UTC)",,7.0,,,,,,,,85.6,15.2,,юго-западный,,,2.0,,0,,0,,True,,4,743,,,20.6,,,,,0.0,,,
1591941600,"Пятница, 12 июня
06:00 (UTC)",,5.0,,,,,,,,66.5,,,западный,,,3.0,,,,,,,,10,743,,,25.5,,,,,0.0,,,
1591952400,"Пятница, 12 июня
09:00 (UTC)",,10.0,,,,,,,,55.2,,,северный,,,4.0,,,,,,,,10,743,,,27.8,,,,,4.0,,,
1591963200,"Пятница, 12 июня
12:00 (UTC)",,9.0,,,,,,,,61.8,,,северо-восточный,,,6.0,,,,,,,,10,743,,,26.3,,,,,4.0,,,
1591974000,"Пятница, 12 июня
15:00 (UTC)",,9.0,,,,,,,,73.0,,,северо-восточный,,28.3,6.0,,0,,,,,,10,743,,,22.8,,,,,6.0,,,
1591984800,"Пятница, 12 июня
18:00 (UTC)",,11.0,,,,,,,True,85.8,,,северо-восточный,,,5.0,,,,,,,,10,745,,,17.4,,,,,10.0,,,
1591995600,"Пятница, 12 июня
21:00 (UTC)",,10.0,,,,,,,,93.1,,,восточный,,,5.0,,,,,,True,,4,744,,,14.9,,,,,10.0,,,
1592006400,"Суббота, 13 июня
00:00 (UTC)",,10.0,,,,,,,,87.6,,,восточный,,,6.0,,,,,,True,,4,744,,,12.7,,,,,10.0,,,
1592017200,"Суббота, 13 июня
03:00 (UTC)",,10.0,,,,,,,,84.7,11.9,,восточный,,,5.0,,4,,4,,,,10,745,,,12.2,,,,,10.0,,,
1592028000,"Суббота, 13 июня
06:00 (UTC)",,10.0,,,,,,,,75.0,,,восточный,,,6.0,,,,,,,,10,745,,,15.1,,,,,7.0,,,
1592038800,"Суббота, 13 июня
09:00 (UTC)",,10.0,,,True,,,,,73.2,,,северный,,,5.0,,,,,,,,10,747,,,16.0,,,,,10.0,,,
1592049600,"Суббота, 13 июня
12:00 (UTC)",True,13.0,,,,,,,,91.9,,,восточный,,,7.0,,,,,,,,4,746,,,13.6,,,,,10.0,,,
1592060400,"Суббота, 13 июня
15:00 (UTC)",,12.0,,,,,,,,83.3,,,восточный,,18.4,6.0,,8,,,,,,10,746,,,14.3,,,,True,10.0,,,
1592071200,"Суббота, 13 июня
18:00 (UTC)",,9.0,,,,,,,,88.2,,,северо-восточный,,,4.0,,,,,,True,,4,747,,,12.2,,,,,10.0,,,
1592082000,"Суббота, 13 июня
21:00 (UTC)",,10.0,,,,,,,,87.0,,,восточный,,,5.0,,,,,,True,,4,748,,,11.8,,,,,10.0,,,
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,10.0,,,,,,,,79.1,,,восточный,,,5.0,,,,,,,,10,748,,,11.7,,,,,10.0,,,
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,10.0,,,,,,,,77.7,11.4,,восточный,,,6.0,,0.3,,9,,,,10,749,,,12.7,,,,,6.0,,,
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,10.0,,,,,,,,63.6,,,восточный,,,6.0,,,,,,,,10,750,,,16.3,,,,,6.0,,,
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,10.0,,,,,,,,57.1,,,восточный,,,7.0,,,,,,,,10,751,,,18.0,,,,,7.0,,,
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,11.0,,,,,,,,54.0,,,восточный,,,7.0,,,,,,,,10,750,,,18.7,,,,,5.0,,,
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,11.0,,,,,,,,50.8,,,восточный,,19.2,6.0,,0,,,,,,10,750,,,17.6,,,,,5.0,,,
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,9.0,,,,,,,,63.5,,,восточный,,,4.0,,,,,,,,10,751,,,12.0,,,,,4.0,,,
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,5.0,,,,,,,,82.5,,,юго-восточный,,,2.0,,,,,,,,10,751,,,8.3,,,,,2.0,,,
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,4.0,,,,,,,,81.9,,,юго-восточный,,,2.0,,,,,,,,10,752,,,7.7,,,,,2.0,,,
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,4.0,,,,,,,,76.0,7.1,,юго-восточный,,,3.0,,0,,0,,,,10,752,,,12.3,,,,,6.0,,,
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,7.0,,,,,,,,48.5,,,юго-восточный,,,4.0,,,,,,,,10,753,,,17.8,,,,,6.0,,,
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,7.0,,,,,,,,44.7,,,юго-восточный,,,3.0,,,,,,,,20,752,,,20.1,,,,,2.0,,,
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,6.0,,,,,,,,43.0,,,восточный,,,2.0,,,,,,,,10,751,,,22.5,,,,,6.0,,,
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,5.0,,,,,,,,48.0,,,южный,,22.9,1.0,,0,,,,,,10,750,,,21.9,,,,,7.0,,,
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,2.0,,,,,,,,68.8,,,южный,,,1.0,,,,,,,,10,750,,,15.7,,,,,2.0,,,
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,4.0,,,,,,,,74.2,,,юго-восточный,,,2.0,,,,,,,,10,749,,,13.4,,,,,0.0,,,
1592265600,"Вторник, 16 июня
00:00 (UTC)",,3.0,,,,,,,,77.1,,,юго-западный,,,1.0,,,,,,,,10,749,,,12.5,,,,,2.0,,,
1592276400,"Вторник, 16 июня
03:00 (UTC)",,3.0,,,,,,,,73.6,10.3,,,,,0.0,,0,,0,,,,10,750,,,15.6,,,,,4.0,,,
1592287200,"Вторник, 16 июня
06:00 (UTC)",,4.0,,,,,,,,52.5,,,западный,,,3.0,,,,,,,,10,750,,,21.2,,,,,6.0,,,
1592298000,"Вторник, 16 июня
09:00 (UTC)",,5.0,,,,,,,,38.0,,,северо-западный,,,2.0,,,,,,,,20,749,,,23.3,,,,,10.0,,,
1592308800,"Вторник, 16 июня
12:00 (UTC)",,6.0,,,,,,,,42.7,,,западный,,,3.0,,,,,,,,20,748,,,24.5,,,,,10.0,,,
1592319600,"Вторник, 16 июня
15:00 (UTC)",,6.0,,,,,,,,46.7,,,западный,,25.1,3.0,,0,,,,,,20,747,,,24.1,,,,,10.0,,,
1592330400,"Вторник, 16 июня
18:00 (UTC)",,4.0,,,,,,,,63.8,,,западный,,,3.0,,,,,,,,10,747,,,19.1,,,,,7.0,,,
1592341200,"Вторник, 16 июня
21:00 (UTC)",,3.0,,,,,,,,85.6,,,,,,0.0,,,,,,,,10,747,,,14.9,,,,,6.0,,,
1592352000,"Среда, 17 июня
00:00 (UTC)",,2.0,,,,,,,,90.7,,,,,,0.0,,,,,,True,,4,747,,,13.8,,,,,10.0,,,
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,,,,85.1,,,,,,0.0,,0,,0,,True,,4,751,,,15.6,,,,,10.0,,,
1592373600,"Среда, 17 июня
06:00 (UTC)",,3.0,,,,,,,,60.0,,,западный,,,1.0,,,,,,,,10,746,,,23.2,,,,,7.0,,,
1592384400,"Среда, 17 июня
09:00 (UTC)",,6.0,,,,,,,,49.3,,,северо-западный,,,3.0,,,,,,,,20,746,,,26.9,,,,,6.0,,,
1592395200,"Среда, 17 июня
12:00 (UTC)",,7.0,,,,,,,,48.0,,,западный,,,3.0,,,,,,,,20,745,,,27.9,,,,,6.0,,,
1592406000,"Среда, 17 июня
15:00 (UTC)",,6.0,,,,,,,,53.0,,,западный,,28.4,4.0,,0,,,,,,20,745,,,27.3,,,,,6.0,,,
1592416800,"Среда, 17 июня
18:00 (UTC)",,6.0,,,,,,,,67.2,,,,,,0.0,,,,,,,,10,745,,,22.9,,,,,10.0,,,
1592427600,"Среда, 17 июня
21:00 (UTC)",,14.0,,,,,,,,93.8,,,западный,,,1.0,,,,,,True,,4,745,,,17.0,,,,,10.0,,,
1592438400,"Четверг, 18 июня
00:00 (UTC)",,4.0,,,,,,,,96.8,,,западный,,,3.0,,,,,,True,,4,745,,,15.5,,,,,7.0,,,
1592449200,"Четверг, 18 июня
03:00 (UTC)",,4.0,,,,,,,,89.7,14.9,,северо-западный,,,1.0,,4,,4,,True,,4,745,,,17.2,,,,,10.0,,,
1592460000,"Четверг, 18 июня
06:00 (UTC)",,4.0,,,,,,,,89.3,,,северный,,,3.0,,,,,,True,,4,745,,,19.0,,,,,10.0,,,
1592470800,"Четверг, 18 июня
09:00 (UTC)",,5.0,,,,,,,,79.6,,,северо-восточный,,,3.0,,,,,,,,10,746,,,22.1,,,,,10.0,,,
1592481600,"Четверг, 18 июня
12:00 (UTC)",,8.0,,,,,,,,82.0,,,северо-восточный,,,5.0,,,,,,,,10,746,,,21.2,,,,,10.0,,,
1592492400,"Четверг, 18 июня
15:00 (UTC)",,8.0,,,,,,,,85.5,,,северо-восточный,,23.8,4.0,,0,,,,,,10,746,,,19.5,,,,,10.0,,,
1592503200,"Четверг, 18 июня
18:00 (UTC)",,8.0,,,,,,,,71.6,,,северо-восточный,,,4.0,,,,,,,,10,746,,,18.1,,,,,10.0,,,
1592514000,"Четверг, 18 июня
21:00 (UTC)",,6.0,,,,,,,,68.6,,,восточный,,,4.0,,,,,,,,10,747,,,16.5,,,,,10.0,,,
1592524800,"Пятница, 19 июня
00:00 (UTC)",,6.0,,,,,,,,71.7,,,восточный,,,4.0,,,,,,,,10,747,,,15.8,,,,,10.0,,,
1592535600,"Пятница, 19 июня
03:00 (UTC)",,6.0,,,,,,,,76.5,15.0,,юго-восточный,,,2.0,,0,,0,,,,10,748,,,15.2,,,,,10.0,,,
1592546400,"Пятница, 19 июня
06:00 (UTC)",,5.0,,,True,,,,,79.3,14.6,,юго-восточный,,,3.0,,,,,,,,10,748,,,16.7,,,,,7.0,,,
1592557200,"Пятница, 19 июня
09:00 (UTC)",,7.0,,,,,,,,52.7,,,юго-восточный,,,3.0,,,,,,,,20,747,,,22.1,,,,,2.0,,,
1592568000,"Пятница, 19 июня
12:00 (UTC)",,7.0,,,,,,,,41.6,,,южный,,,2.0,,,,,,,,20,746,,,23.8,,,,,2.0,,,
1592578800,"Пятница, 19 июня
15:00 (UTC)",,5.0,,,,,,,,52.7,,,южный,,24.2,2.0,,0.4,,,,,,20,745,,,23.4,,,,,4.0,,,
1592589600,"Пятница, 19 июня
18:00 (UTC)",,3.0,,,,,,,,68.9,,,южный,,,2.0,,,,,,,,10,745,,,18.0,,,,,0.0,,,
1592600400,"Пятница, 19 июня
21:00 (UTC)",,3.0,,,,,,,,90.0,,,,,,0.0,,,,,,True,,4,745,,,13.3,,,,,0.0,,,
1592611200,"Суббота, 20 июня
00:00 (UTC)",,3.0,,,,,,,,87.6,,,южный,,,1.0,,,,,,True,,4,745,,,12.7,,,,,5.0,,,
1592622000,"Суббота, 20 июня
03:00 (UTC)",,4.0,,,,,,,,72.5,12.3,,западный,,,1.0,,0,,0.4,,,,10,744,,,17.9,,,,,2.0,,,
1592632800,"Суббота, 20 июня
06:00 (UTC)",,5.0,,,,,,,,52.5,,,юго-западный,,,3.0,,,,,,,,10,744,,,22.6,,,,,0.0,,,
1592643600,"Суббота, 20 июня
09:00 (UTC)",,5.0,,,,,,,,45.9,,,юго-западный,,,2.0,,,,,,,,20,743,,,25.5,,,,,2.0,,,
1592654400,"Суббота, 20 июня
12:00 (UTC)",,7.0,,,,,,,,44.1,,,северо-западный,,,3.0,,,,,,,,20,743,,,26.6,,,,,6.0,,,
1592665200,"Суббота, 20 июня
15:00 (UTC)",,7.0,,,,,,,,52.0,,,северо-западный,,27.4,2.0,,0,,,,,,20,742,,,25.8,,,,,10.0,,,
1592676000,"Суббота, 20 июня
18:00 (UTC)",,8.0,,,,,,,,81.4,,,северо-восточный,,,1.0,,,,,,,,10,742,,,20.7,,,,,10.0,,,
1592686800,"Суббота, 20 июня
21:00 (UTC)",,3.0,,,,,,,,89.8,,,северо-восточный,,,1.0,,,,,,True,,4,742,,,18.6,,,,,4.0,,,
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,4.0,,,,,,,,95.0,,,северный,,,3.0,,,,,,True,,4,742,,,16.7,,,,,10.0,,,
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,7.0,,,,,,,,92.6,16.2,,северо-восточный,,,4.0,,0,,0,,True,,4,743,,,16.8,,,,,10.0,,,
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,9.0,,,,,,,,78.1,14.8,,восточный,,,5.0,,,,,,,,10,743,,,15.8,,,,,10.0,,,
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,10.0,,,,,,,,59.7,,,северо-восточный,,,6.0,,,,,,,,10,744,,,19.0,,,,,7.0,,,
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,10.0,,,,,,,,50.2,,,северо-восточный,,,5.0,,,,,,,,10,744,,,20.2,,,,,6.0,,,
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,9.0,,,,,,,,50.2,,,северо-восточный,,20.6,6.0,,0,,,,,,10,744,,,19.0,,,,,6.0,,,
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,9.0,,,,,,,,68.4,,,северо-восточный,,,3.0,,,,,,,,10,744,,,13.5,,,,,6.0,,,
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,6.0,,,,,,,,70.0,,,северо-восточный,,,3.0,,,,,,,,10,745,,,12.1,,,,,6.0,,,
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,3.0,,,,,,,,83.7,,,восточный,,,1.0,,,,,,,,10,746,,,8.4,,,,,2.0,,,
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,2.0,,,,,,,,71.7,7.3,,,,,0.0,,0,,0,,,,10,746,,,13.4,,,,,2.0,,,
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,7.0,,,,,,,,47.5,,,восточный,,,4.0,,,,,,,,10,747,,,16.7,,,,,2.0,,,
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,8.0,,,,,,,,43.4,,,северо-восточный,,,5.0,,,,,,,,20,746,,,18.8,,,,,2.0,,,
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,7.0,,,,,,,,42.1,,,северо-восточный,,,3.0,,,,,,,,20,746,,,20.4,,,,,2.0,,,
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,7.0,,,,,,,,44.1,,,восточный,,20.7,4.0,,0,,,,,,10,746,,,19.2,,,,,2.0,,,
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,5.0,,,,,,,,61.9,,,восточный,,,1.0,,,,,,,,10,746,,,14.3,,,,,2.0,,,
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,3.0,,,,,,,,78.8,,,юго-восточный,,,1.0,,,,,,,,10,746,,,9.7,,,,,2.0,,,
1592870400,"Вторник, 23 июня
00:00 (UTC)",,3.0,,,,,,,,84.9,,,юго-восточный,,,2.0,,,,,,,,10,747,,,9.2,,,,,2.0,,,
1592881200,"Вторник, 23 июня
03:00 (UTC)",,5.0,,,,,,,,77.8,7.7,,юго-восточный,,,2.0,,0,,0,,,,10,747,,,13.3,,,,,7.0,,,
1592892000,"Вторник, 23 июня
06:00 (UTC)",,7.0,,,,,,,,63.6,,,юго-западный,,,4.0,,,,,,,,10,747,,,17.9,,,,,7.0,,,
1592902800,"Вторник, 23 июня
09:00 (UTC)",,5.0,,,,,,,,53.5,,,юго-западный,,,2.0,,,,,,,,20,747,,,19.7,,,,,9.0,,,
1592913600,"Вторник, 23 июня
12:00 (UTC)",,5.0,,,,,,,,46.4,,,северо-западный,,,2.0,,,,,,,,20,746,,,20.7,,,,,10.0,,,
1592924400,"Вторник, 23 июня
15:00 (UTC)",,6.0,True,,,,,,,79.7,,,северный,,22.0,4.0,,0.4,,,,,,4,745,,,15.7,,,,,10.0,,,
1592935200,"Вторник, 23 июня
18:00 (UTC)",,5.0,True,,,,,,,96.2,,,южный,,,1.0,,,,,,,,4,746,,,13.1,,,,,10.0,,,
1592946000,"Вторник, 23 июня
21:00 (UTC)",,3.0,,,,,True,,,97.4,,,восточный,,,2.0,,,,,,,,4,746,,,12.9,,,,,10.0,,,
1592956800,"Среда, 24 июня
00:00 (UTC)",,4.0,,,,,,,,96.1,,,юго-восточный,,,2.0,,,,,,True,,4,745,,,12.7,,,,,10.0,,,
1592967600,"Среда, 24 июня
03:00 (UTC)",,3.0,True,,,,,,,97.4,12.5,,восточный,,,2.0,,13,,13,,,,4,745,,,12.5,,,,,10.0,,,
1592978400,"Среда, 24 июня
06:00 (UTC)",,3.0,,,,,,,,89.5,,,,,,0.0,,,,,,True,,4,745,,,14.6,,,,,10.0,,,
1592989200,"Среда, 24 июня
09:00 (UTC)",,5.0,,,,,,,,77.9,,,западный,,,2.0,,,,,,,,10,745,,,17.8,,,,,9.0,,,
1593000000,"Среда, 24 июня
12:00 (UTC)",,5.0,,,,,,,,63.9,,,северо-западный,,,1.0,,,,,,,,10,745,,,21.0,,,,,6.0,,,
1593010800,"Среда, 24 июня
15:00 (UTC)",,6.0,,,,,,,,63.9,,,юго-западный,,21.9,4.0,,менее 0.1,,,,,,10,744,,,21.0,,,,,7.0,,,
1593021600,"Среда, 24 июня
18:00 (UTC)",,7.0,,,,,,,,70.3,,,северный,,,4.0,,,,,,,,10,745,,,18.6,,,,,7.0,,,
1593032400,"Среда, 24 июня
21:00 (UTC)",,9.0,,,,,,,,71.1,,,северо-восточный,,,3.0,,,,,,,,10,747,,,12.8,,,,,4.0,,,
1593043200,"Четверг, 25 июня
00:00 (UTC)",,7.0,,,,,,,,80.4,,,северный,,,3.0,,,,,,,,10,748,,,9.3,,,,,0.0,,,
1593054000,"Четверг, 25 июня
03:00 (UTC)",,5.0,,,,,,,,69.9,8.6,,северный,,,3.0,,0,,менее 0.1,,,,10,749,,,11.5,,,,,2.0,,,
1593064800,"Четверг, 25 июня
06:00 (UTC)",,8.0,,,,,,,,46.9,,,северный,,,5.0,,,,,,,,20,749,,,15.8,,,,,2.0,,,
1593075600,"Четверг, 25 июня
09:00 (UTC)",,11.0,,,,,,,,40.9,,,северный,,,8.0,,,,,,,,20,749,,,18.3,,,,,5.0,,,
1593086400,"Четверг, 25 июня
12:00 (UTC)",,11.0,,,,,,,,40.1,,,северный,,,7.0,,,,,,,,20,748,,,18.3,,,,,7.0,,,
1593097200,"Четверг, 25 июня
15:00 (UTC)",,10.0,,,,,,,,41.1,,,северо-западный,,19.2,5.0,,0,,,,,,20,748,,,18.8,,,,,7.0,,,
1593108000,"Четверг, 25 июня
18:00 (UTC)",,8.0,,,,,,,,63.1,,,северо-западный,,,2.0,,,,,,,,10,748,,,13.9,,,,,2.0,,,
1593118800,"Четверг, 25 июня
21:00 (UTC)",,4.0,,,,,,,,78.0,,,северный,,,1.0,,,,,,,,10,748,,,11.4,,,,,2.0,,,
1593129600,"Пятница, 26 июня
00:00 (UTC)",,4.0,,,,,,,,92.8,,,западный,,,2.0,,,,,,True,,4,748,,,8.4,,,,,4.0,,,
