timestamp,date,Морось (незамерзающая) умеренная непрерывная,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),Туман ослабел (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Туман начался (усилился). Небо не видно,Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,Ливневой снег слабый,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1591650000,"Понедельник, 8 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,8.3,,79.7,,,,северо-восточный,6.0,,,,2.0
1591660800,"Вторник, 9 июня
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,717.0,,,,11.4,,71.3,7.3,,,юго-восточный,7.0,,,,2.0
1591671600,"Вторник, 9 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,16.1,,50.4,,,,юго-восточный,4.0,,,,3.0
1591682400,"Вторник, 9 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,19.0,,38.3,,,,юго-восточный,2.0,,,,4.0
1591693200,"Вторник, 9 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,20.1,,33.1,,,,юго-восточный,1.0,,,,5.0
1591704000,"Вторник, 9 июня
12:00 (UTC)",,,,,0,,,,,,,,,50.0,713.0,,,,17.4,,40.7,,,,юго-восточный,10.0,,,20.8,2.0
1591714800,"Вторник, 9 июня
15:00 (UTC)",,,10.0,,,,,,,,,,,,714.0,,,,13.5,,67.5,,,,западный,10.0,,,,1.0
1591725600,"Вторник, 9 июня
18:00 (UTC)",,,,,,,,True,,,,,,,715.0,,,,11.9,,80.8,,,,,10.0,,,,0.0
1591736400,"Вторник, 9 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,11.0,,82.3,,True,,,10.0,,,,0.0
1591747200,"Среда, 10 июня
00:00 (UTC)",,,,,0.1,,,,0.1,,,,,50.0,716.0,,,,13.6,,69.8,11.0,True,,западный,10.0,,,,2.0
1591758000,"Среда, 10 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,14.1,,67.6,,,,северо-западный,10.0,,,,2.0
1591768800,"Среда, 10 июня
06:00 (UTC)",,,,,,,,,,,True,,,20.0,717.0,,,,13.4,,84.3,,,,северный,10.0,,,,1.0
1591779600,"Среда, 10 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,16.2,,58.7,,True,,северо-западный,10.0,,,,3.0
1591790400,"Среда, 10 июня
12:00 (UTC)",,,,,3,,,,,,,,,50.0,717.0,,,,14.9,,65.1,,True,,северо-западный,7.0,,,17.7,2.0
1591801200,"Среда, 10 июня
15:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,12.1,,77.0,,,,северо-западный,7.0,,,,1.0
1591812000,"Среда, 10 июня
18:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,10.0,,87.4,,,,,6.0,,,,0.0
1591822800,"Среда, 10 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,9.2,,88.5,,,,,7.0,,,,0.0
1591833600,"Четверг, 11 июня
00:00 (UTC)",,,,,0,,,,3,,,,,20.0,717.0,,,,11.8,,79.1,8.9,,,северо-западный,10.0,,,,2.0
1591844400,"Четверг, 11 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,13.3,,73.2,,,,западный,10.0,,,,3.0
1591855200,"Четверг, 11 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,14.3,,70.9,,True,,западный,10.0,,,,1.0
1591866000,"Четверг, 11 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,15.9,,64.0,,,,западный,10.0,,,,3.0
1591876800,"Четверг, 11 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,50.0,717.0,,,,12.3,,70.5,,,,южный,10.0,True,,18.7,2.0
1591887600,"Четверг, 11 июня
15:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,9.5,,88.5,,True,,южный,4.0,,,,1.0
1591898400,"Четверг, 11 июня
18:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,7.7,,92.7,,True,,,2.0,,,,0.0
1591909200,"Четверг, 11 июня
21:00 (UTC)",,,,,,,,,,,,,,1.0,716.0,True,,,6.9,,94.0,,,,юго-восточный,,,,,3.0
1591920000,"Пятница, 12 июня
00:00 (UTC)",,,,,менее 0.1,,,,менее 0.1,,,,,10.0,716.0,,,,11.2,,74.8,6.7,True,,юго-восточный,10.0,,,,1.0
1591930800,"Пятница, 12 июня
03:00 (UTC)",,,,,,,,True,,,,,,50.0,716.0,,,,15.0,,58.8,,,,западный,10.0,,,,1.0
1591941600,"Пятница, 12 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,18.3,,46.4,,True,,северо-западный,10.0,,,,2.0
1591952400,"Пятница, 12 июня
09:00 (UTC)",,,,,,,,True,,,,,,50.0,716.0,,,,19.5,,45.4,,,,северо-западный,6.0,,,,3.0
1591963200,"Пятница, 12 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,50.0,716.0,,,,18.2,,43.5,,True,,северо-западный,9.0,,,19.9,2.0
1591974000,"Пятница, 12 июня
15:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,13.9,,69.9,,,,юго-западный,4.0,,,,1.0
1591984800,"Пятница, 12 июня
18:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,10.3,,83.9,,,,северо-восточный,0.0,,,,1.0
1591995600,"Пятница, 12 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,718.0,,,,9.0,,84.9,,,,восточный,9.0,,,,1.0
1592006400,"Суббота, 13 июня
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,50.0,719.0,,,,12.8,,73.1,8.6,,,юго-восточный,9.0,,,,1.0
1592017200,"Суббота, 13 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,21.9,,41.4,,,,,2.0,,,,0.0
1592028000,"Суббота, 13 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,718.0,,,,25.7,,29.9,,,,южный,6.0,,,,1.0
1592038800,"Суббота, 13 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,27.4,,26.3,,,,южный,2.0,,,,1.0
1592049600,"Суббота, 13 июня
12:00 (UTC)",,,,,0,,,,,,,,,50.0,716.0,,,,23.0,,34.9,,,,юго-восточный,0.0,,,27.6,2.0
1592060400,"Суббота, 13 июня
15:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,18.3,,51.4,,,,юго-восточный,0.0,,,,2.0
1592071200,"Суббота, 13 июня
18:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,15.3,,66.5,,,,юго-восточный,10.0,,,,2.0
1592082000,"Суббота, 13 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,12.7,,75.1,,,,южный,10.0,,,,1.0
1592092800,"Воскресенье, 14 июня
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,716.0,,,,16.5,,56.8,12.5,,,юго-восточный,2.0,,,,3.0
1592103600,"Воскресенье, 14 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,716.0,,,,23.8,,37.1,,,,юго-восточный,0.0,,,,1.0
1592114400,"Воскресенье, 14 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,30.9,,20.9,,,,северо-западный,0.0,,,,2.0
1592125200,"Воскресенье, 14 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,31.3,,16.6,,,,северо-западный,0.0,,,,1.0
1592136000,"Воскресенье, 14 июня
12:00 (UTC)",,,,,0,,,,,,,,,50.0,714.0,,,,26.3,,24.6,,,,южный,6.0,,,32.0,1.0
1592146800,"Воскресенье, 14 июня
15:00 (UTC)",,,10.0,,,,,,,,,,,,715.0,,,,22.0,,44.9,,,,северо-западный,10.0,,,,1.0
1592157600,"Воскресенье, 14 июня
18:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,16.7,,57.2,,,,юго-восточный,4.0,,,,2.0
1592168400,"Воскресенье, 14 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,14.1,,64.5,,,,юго-восточный,0.0,,,,3.0
1592179200,"Понедельник, 15 июня
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,714.0,,,,17.6,,52.9,13.7,,,юго-восточный,7.0,,,,3.0
1592190000,"Понедельник, 15 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,24.4,,37.0,,,,юго-восточный,2.0,,,,3.0
1592200800,"Понедельник, 15 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,30.6,,23.0,,,,южный,2.0,,,,1.0
1592211600,"Понедельник, 15 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,30.5,,26.8,,,,юго-восточный,10.0,,,,3.0
1592222400,"Понедельник, 15 июня
12:00 (UTC)",,,10.0,,0,,,,,,,,,50.0,712.0,,,,21.7,,45.1,,,,юго-восточный,10.0,,,32.6,3.0
1592233200,"Понедельник, 15 июня
15:00 (UTC)",,,,,,,,,,,,,,,711.0,,,,17.7,,53.7,,,,юго-восточный,10.0,,,,3.0
1592244000,"Понедельник, 15 июня
18:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,16.0,,59.0,,,,юго-восточный,7.0,,,,1.0
1592254800,"Понедельник, 15 июня
21:00 (UTC)",,,11.0,,,,,True,,,,,,50.0,713.0,,,,17.4,,72.0,,,,северо-западный,10.0,,,,2.0
1592265600,"Вторник, 16 июня
00:00 (UTC)",,,10.0,,менее 0.1,,,,менее 0.1,,,,,50.0,714.0,,,,17.4,,72.5,15.3,True,,северо-западный,10.0,,,,3.0
1592276400,"Вторник, 16 июня
03:00 (UTC)",,,,,,,,,,,True,,,50.0,715.0,,,,17.1,,73.8,,,,северо-западный,10.0,,,,3.0
1592287200,"Вторник, 16 июня
06:00 (UTC)",,,11.0,,,,,,,,True,,,50.0,716.0,,,,14.1,,81.6,,,,западный,10.0,,,,4.0
1592298000,"Вторник, 16 июня
09:00 (UTC)",,,10.0,,,,,,,,,,,50.0,717.0,,,,13.2,,84.8,,True,,западный,10.0,,,,3.0
1592308800,"Вторник, 16 июня
12:00 (UTC)",,,,,3,,,,,,,,,50.0,717.0,,,,14.2,,81.6,,True,,западный,10.0,,,17.6,1.0
1592319600,"Вторник, 16 июня
15:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,13.5,,80.4,,,,западный,10.0,,,,2.0
1592330400,"Вторник, 16 июня
18:00 (UTC)",,,,,,,,,,,,,,,719.0,,,,13.0,,78.2,,,,северо-западный,7.0,,,,1.0
1592341200,"Вторник, 16 июня
21:00 (UTC)",,,,,,,,,,,,,,20.0,719.0,,,,9.8,,91.6,,,,северо-западный,2.0,,,,1.0
1592352000,"Среда, 17 июня
00:00 (UTC)",,,,,0,,,,3,,,,,50.0,720.0,,,,14.8,,67.7,9.6,,,юго-западный,6.0,,,,1.0
1592362800,"Среда, 17 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,720.0,,,,17.8,,47.2,,,,западный,6.0,,,,1.0
1592373600,"Среда, 17 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,719.0,,,,20.3,,37.7,,,,северный,10.0,,,,1.0
1592384400,"Среда, 17 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,718.0,,,,22.6,,30.9,,,,западный,6.0,,,,1.0
1592395200,"Среда, 17 июня
12:00 (UTC)",,,,,0,,,,,,,,,50.0,717.0,,,,20.9,,34.1,,,,юго-восточный,2.0,,,23.4,2.0
1592406000,"Среда, 17 июня
15:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,15.5,,61.3,,,,,7.0,,,,0.0
1592416800,"Среда, 17 июня
18:00 (UTC)",,,,,,,,,,,,,,,717.0,,,,12.5,,76.6,,,,восточный,7.0,,,,1.0
1592427600,"Среда, 17 июня
21:00 (UTC)",,,,,,,,,,,,,,20.0,716.0,,,,10.9,,78.4,,,,восточный,10.0,,,,1.0
1592438400,"Четверг, 18 июня
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,716.0,,,,13.8,,67.5,10.7,,,,10.0,,,,0.0
1592449200,"Четверг, 18 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,19.3,,50.3,,,,южный,10.0,,,,1.0
1592460000,"Четверг, 18 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,23.6,,40.8,,,,юго-восточный,4.0,,,,1.0
1592470800,"Четверг, 18 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,24.3,,34.4,,,,юго-восточный,7.0,,,,2.0
1592481600,"Четверг, 18 июня
12:00 (UTC)",,,,,0,,,,,,,,,50.0,713.0,,,,18.6,,51.8,,,,юго-западный,2.0,,,25.2,1.0
1592492400,"Четверг, 18 июня
15:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,13.0,,64.2,,,,юго-восточный,2.0,,,,2.0
1592503200,"Четверг, 18 июня
18:00 (UTC)",,,,,,,,,,,,,,,712.0,,,,10.9,,69.8,,,,южный,0.0,,,,2.0
1592514000,"Четверг, 18 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,10.2,,69.6,,,,южный,10.0,,,,2.0
1592524800,"Пятница, 19 июня
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,711.0,,,,12.4,,62.3,9.6,,,восточный,10.0,,,,1.0
1592535600,"Пятница, 19 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,17.0,,51.4,,True,,южный,7.0,,,,1.0
1592546400,"Пятница, 19 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,23.7,,39.7,,True,,северо-западный,7.0,,,,2.0
1592557200,"Пятница, 19 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,21.9,,47.0,,,,западный,10.0,,,,2.0
1592568000,"Пятница, 19 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,50.0,713.0,,,,21.7,,50.2,,True,,северо-западный,10.0,,,24.6,2.0
1592578800,"Пятница, 19 июня
15:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,15.2,,60.0,,,,юго-восточный,7.0,,,,2.0
1592589600,"Пятница, 19 июня
18:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,15.2,,71.6,,,,северо-западный,10.0,,,,1.0
1592600400,"Пятница, 19 июня
21:00 (UTC)",,,,,,,,,,,True,,,20.0,716.0,,,,14.3,,89.5,,,,западный,10.0,,,,1.0
1592611200,"Суббота, 20 июня
00:00 (UTC)",,,,,4,,,,4,,,,,50.0,717.0,,,,16.0,,85.7,13.9,True,,,7.0,,,,0.0
1592622000,"Суббота, 20 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,21.0,,55.6,,,,северный,6.0,,,,2.0
1592632800,"Суббота, 20 июня
06:00 (UTC)",,,,,,,,,,,True,,,50.0,716.0,,,,20.4,,57.0,,,,северо-западный,10.0,,,,1.0
1592643600,"Суббота, 20 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,24.0,,40.1,,True,,западный,6.0,,,,1.0
1592654400,"Суббота, 20 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,50.0,715.0,,,,22.5,,41.8,,True,,северо-западный,10.0,,,24.3,1.0
1592665200,"Суббота, 20 июня
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,17.6,,63.5,,,,северо-восточный,10.0,,,,1.0
1592676000,"Суббота, 20 июня
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,13.9,,86.0,,,,северо-восточный,10.0,,,,1.0
1592686800,"Суббота, 20 июня
21:00 (UTC)",,,,,,,,,,,,,,20.0,714.0,,,,11.0,,90.5,,,,северо-восточный,10.0,,,,1.0
1592697600,"Воскресенье, 21 июня
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,50.0,715.0,,,,16.7,,70.4,11.0,,,западный,10.0,,,,1.0
1592708400,"Воскресенье, 21 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,22.3,,51.1,,,,северо-западный,2.0,,,,2.0
1592719200,"Воскресенье, 21 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,25.6,,33.6,,,,северный,10.0,,,,1.0
1592730000,"Воскресенье, 21 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,27.2,,31.2,,,,северо-западный,10.0,,,,1.0
1592740800,"Воскресенье, 21 июня
12:00 (UTC)",,,,,0.1,,,,,,,,,50.0,713.0,,,,21.8,,51.6,,True,,южный,10.0,,,27.2,2.0
1592751600,"Воскресенье, 21 июня
15:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,17.0,,65.1,,,,юго-восточный,6.0,,,,2.0
1592762400,"Воскресенье, 21 июня
18:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,14.1,,77.9,,,,юго-восточный,2.0,,,,3.0
1592773200,"Воскресенье, 21 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,12.7,,83.1,,,,юго-восточный,10.0,,,,1.0
1592784000,"Понедельник, 22 июня
00:00 (UTC)",,,,,0,,,,0.1,,,,,50.0,713.0,,,,17.7,,62.7,12.6,,,,7.0,,,,0.0
1592794800,"Понедельник, 22 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,23.6,,44.2,,,,,10.0,,,,0.0
1592805600,"Понедельник, 22 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,25.8,,28.3,,,,восточный,10.0,,,,1.0
1592816400,"Понедельник, 22 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,26.3,,29.9,,,,южный,10.0,,,,1.0
1592827200,"Понедельник, 22 июня
12:00 (UTC)",,,15.0,,5,,,,,,,,,20.0,713.0,,,,16.5,True,74.2,,,,юго-восточный,10.0,,,27.9,3.0
1592838000,"Понедельник, 22 июня
15:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,14.3,,86.6,,True,,восточный,7.0,,,,1.0
1592848800,"Понедельник, 22 июня
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,12.5,,92.4,,,,,2.0,,,,0.0
1592859600,"Понедельник, 22 июня
21:00 (UTC)",,,,,,,,,,,,,,20.0,714.0,,,,11.6,,91.7,,,,,10.0,,,,0.0
1592870400,"Вторник, 23 июня
00:00 (UTC)",,,,,менее 0.1,,,,5,,,,,50.0,715.0,,,,13.7,,82.6,11.5,,,северо-восточный,10.0,,,,1.0
1592881200,"Вторник, 23 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,17.7,,69.7,,True,,западный,10.0,,,,1.0
1592892000,"Вторник, 23 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,22.1,,57.4,,True,,западный,6.0,,,,3.0
1592902800,"Вторник, 23 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,23.8,,45.4,,,,северный,4.0,,,,2.0
1592913600,"Вторник, 23 июня
12:00 (UTC)",,,,,менее 0.1,,,,,,,,,50.0,714.0,,,,18.7,,50.4,,,,северо-восточный,10.0,True,,24.3,1.0
1592924400,"Вторник, 23 июня
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,14.9,,74.4,,,,западный,2.0,,,,2.0
1592935200,"Вторник, 23 июня
18:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,12.9,,86.5,,,,восточный,0.0,,,,1.0
1592946000,"Вторник, 23 июня
21:00 (UTC)",,,,,,,,,,,,,,10.0,715.0,,,,10.8,,90.5,,,,северо-восточный,0.0,,,,1.0
1592956800,"Среда, 24 июня
00:00 (UTC)",,,,,0,,,,менее 0.1,,,,,50.0,716.0,,,,17.3,,68.3,10.7,,,западный,0.0,,,,1.0
1592967600,"Среда, 24 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,22.1,,55.9,,,,северо-западный,7.0,,,,1.0
1592978400,"Среда, 24 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,26.2,,39.1,,,,северо-западный,4.0,,,,3.0
1592989200,"Среда, 24 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,True,27.2,,37.3,,,,северо-западный,10.0,,,,3.0
1593000000,"Среда, 24 июня
12:00 (UTC)",,,,,0.7,,,,,,,,,50.0,714.0,,,,20.0,,55.4,,True,,юго-восточный,10.0,,,27.6,2.0
1593010800,"Среда, 24 июня
15:00 (UTC)",,,,,,,,,,,,,,,715.0,,,,16.7,,72.3,,,,юго-восточный,4.0,,,,1.0
1593021600,"Среда, 24 июня
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,14.2,,86.0,,,,юго-восточный,0.0,,,,1.0
1593032400,"Среда, 24 июня
21:00 (UTC)",,,,,,,,,,,,,,20.0,715.0,,,,12.1,,87.6,,,,восточный,2.0,,,,1.0
1593043200,"Четверг, 25 июня
00:00 (UTC)",,,,,0,,,,0.7,,,,,50.0,715.0,,,,16.7,,70.4,11.9,,,юго-восточный,0.0,,,,1.0
1593054000,"Четверг, 25 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,24.8,,44.5,,,,юго-восточный,0.0,,,,1.0
1593064800,"Четверг, 25 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,29.0,,24.8,,,,юго-восточный,2.0,,,,1.0
1593075600,"Четверг, 25 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,30.1,,21.4,,,,южный,2.0,,,,1.0
1593086400,"Четверг, 25 июня
12:00 (UTC)",,,,,0,,,,,,,,,50.0,712.0,,,,25.7,,29.3,,,,южный,9.0,,,30.5,1.0
1593097200,"Четверг, 25 июня
15:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,20.8,,44.3,,,,юго-восточный,7.0,,,,2.0
1593108000,"Четверг, 25 июня
18:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,17.1,,61.7,,,,юго-восточный,0.0,,,,2.0
1593118800,"Четверг, 25 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,14.9,,72.5,,,,восточный,4.0,,,,1.0
1593129600,"Пятница, 26 июня
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,715.0,,,,18.9,,55.9,14.2,,,,4.0,,,,0.0
1593140400,"Пятница, 26 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,715.0,,,,26.1,,40.4,,,,западный,4.0,,,,1.0
1593151200,"Пятница, 26 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,714.0,,,,29.4,,31.2,,,,северо-западный,2.0,,,,1.0
1593162000,"Пятница, 26 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,713.0,,,,30.8,,24.6,,,,южный,10.0,,,,2.0
1593172800,"Пятница, 26 июня
12:00 (UTC)",,,,,0,,,,,,,,,50.0,713.0,,,,25.6,,38.1,,,,юго-западный,10.0,,,31.0,1.0
1593183600,"Пятница, 26 июня
15:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,20.4,,62.1,,,,северо-восточный,6.0,,,,1.0
1593194400,"Пятница, 26 июня
18:00 (UTC)",,,,,,,,,,,,,,,713.0,,,,17.3,,75.3,,,,юго-восточный,0.0,,,,1.0
1593205200,"Пятница, 26 июня
21:00 (UTC)",,,,,,,,,,,,,,20.0,713.0,,,,15.0,,80.1,,,,восточный,10.0,,,,1.0
1593216000,"Суббота, 27 июня
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,713.0,,,,17.8,,65.7,14.8,,,юго-восточный,10.0,,,,2.0
1593226800,"Суббота, 27 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,22.0,,50.6,,,,юго-восточный,10.0,,,,1.0
1593237600,"Суббота, 27 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,23.7,,50.1,,,,юго-восточный,10.0,,,,2.0
1593248400,"Суббота, 27 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,710.0,,,,27.4,,40.7,,,,юго-восточный,9.0,,,,2.0
1593259200,"Суббота, 27 июня
12:00 (UTC)",,,,,0,,,,,,,,,50.0,711.0,,,,22.3,,50.4,,,,юго-восточный,9.0,,,27.8,3.0
1593270000,"Суббота, 27 июня
15:00 (UTC)",,,,,,,,,,,,,,,711.0,,,,17.8,,70.2,,,,юго-восточный,0.0,,,,2.0
1593280800,"Суббота, 27 июня
18:00 (UTC)",,,,,,,,,,,,,,,711.0,,,,15.3,,76.5,,,,юго-восточный,0.0,,,,2.0
1593291600,"Суббота, 27 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,14.0,,83.2,,,,юго-восточный,7.0,,,,2.0
1593302400,"Воскресенье, 28 июня
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,712.0,,,,18.3,,63.2,13.6,,,юго-восточный,2.0,,,,1.0
1593313200,"Воскресенье, 28 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,712.0,,,,24.9,,48.2,,,,западный,7.0,,,,1.0
1593324000,"Воскресенье, 28 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,28.4,,37.9,,,,северо-западный,2.0,,,,2.0
1593334800,"Воскресенье, 28 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,711.0,,,,29.4,,30.5,,,,северо-западный,6.0,,,,3.0
1593345600,"Воскресенье, 28 июня
12:00 (UTC)",,,,,0,,,,,,,,,50.0,712.0,,,,24.8,,44.8,,,,северо-восточный,9.0,,,30.4,3.0
1593356400,"Воскресенье, 28 июня
15:00 (UTC)",,,,,,,,,,,,,,,714.0,,,,20.6,,66.3,,,,северо-западный,7.0,,,,1.0
1593367200,"Воскресенье, 28 июня
18:00 (UTC)",,,,,,,,,,,,,,,716.0,,,,19.5,,66.1,,,,северо-западный,10.0,,,,2.0
1593378000,"Воскресенье, 28 июня
21:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,17.6,,75.9,,,,западный,6.0,,,,2.0
1593388800,"Понедельник, 29 июня
00:00 (UTC)",,,,,0,,,,0,,,,,50.0,718.0,,,,20.9,,68.5,17.5,,,западный,9.0,,,,2.0
1593399600,"Понедельник, 29 июня
03:00 (UTC)",,,,,,,,,,,,,,50.0,718.0,,,,25.0,,57.4,,,,западный,6.0,,,,3.0
1593410400,"Понедельник, 29 июня
06:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,27.2,,46.0,,,,западный,6.0,,,,2.0
1593421200,"Понедельник, 29 июня
09:00 (UTC)",,,,,,,,,,,,,,50.0,717.0,,,,27.8,,39.5,,,,северо-западный,10.0,,,,2.0
1593432000,"Понедельник, 29 июня
12:00 (UTC)",,,10.0,,0.1,,,,,,,,,50.0,718.0,,,,23.0,,59.5,,True,,северо-западный,10.0,,,29.6,1.0
1593442800,"Понедельник, 29 июня
15:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,19.1,,71.4,,,,западный,6.0,,,,1.0
1593453600,"Понедельник, 29 июня
18:00 (UTC)",,,,,,,,,,,,,,,718.0,,,,15.8,,87.3,,,,северо-восточный,0.0,,,,1.0
