timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Туман ослабел (небо видно),Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневый дождь,Дымка (видимость больше 1 км),Ливневой дождь слабый,Мгла,Ухудшение видимости из-за дыма или вулканического пепла,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Туман без изменений (небо видно),Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Ливневой снег слабый,Ливневый дождь со снегом
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,10.0,,,,,,,,,,,,,,20,748,,,14.2,51.3,,,,северо-западный,10,,,6,,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,10.0,,,,,,,,,,,True,,,10,750,,,10.3,82.2,,,,западный,10,,,2,,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,менее 0.1,,,,,,,,,,,,20,751,,,10.9,72.7,,True,,юго-западный,10,,21.1,1,,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,,,,,,,,True,,,10,753,,,9.0,92.2,,,,юго-западный,10,,,2,,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,20,754,,,7.5,84.7,,True,,западный,7,,,2,,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,20,756,,,5.4,88.8,,,,юго-восточный,10,,,1,,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,2,,,,,2,,,,,,,20,757,,,2.5,93.1,1.9,,,,10,,,0,,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,20,758,,,11.1,62.9,,,,восточный,6,,,1,,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20,757,,,12.8,35.2,,,,северо-восточный,10,,,2,,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20,756,,,14.5,32.2,,,,юго-восточный,7,,,2,,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,755,,,15.3,28.2,,,,,5,,15.6,0,,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,20,754,,,7.0,58.4,,,,,2,,,0,,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,20,754,,,1.7,82.8,,,,,5,,,0,,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10,754,,,0.1,92.3,,,,,2,,,0,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,754,,,1.4,94.4,-1.5,,,,6,,,0,,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,20,753,,,14.6,36.0,,,,северный,2,,,2,,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,18.9,22.1,,,,восточный,0,,,3,,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20,750,,,20.4,16.6,,,,восточный,0,,,2,,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,0,,,,,,,,,,,,20,748,,,20.2,17.3,,,,северо-восточный,2,,20.9,1,,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,9.7,49.3,,,,,5,,,0,,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,6.1,62.1,,,,,2,,,0,,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,2.6,81.8,,,,,0,,,0,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,746,,,3.1,84.2,1.0,,,,2,,,0,,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,12.9,50.6,,,,южный,9,,,1,,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,17.2,40.9,,,,юго-восточный,10,,,2,,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,,,True,,,10,743,,,15.7,63.1,,,,южный,10,,,1,,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,1,,,,,,,,,True,,,10,742,,,12.8,91.2,,,,северо-восточный,10,,17.6,1,,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,,True,,,,,10,741,,,11.2,95.5,,,,,10,,,0,,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,10.6,97.4,,True,,западный,10,,,1,,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,9.3,97.3,,,,южный,9,,,1,,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,0.8,,,,,2,,,True,,,,1,737,,,9.0,98.0,8.2,,,,10,,,0,,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,18.9,65.5,,,,юго-восточный,10,,,3,,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,26.6,33.0,,,,юго-западный,10,,,4,,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,17.0,,,,,,,,,,,,,,10,734,,,27.5,27.5,,,,юго-западный,10,,,6,,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,22.0,,менее 0.1,,,,,,,,,,,,20,736,,,20.2,48.8,,,,западный,10,,29.5,7,,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,16.0,,,,,,,,,,,,,,20,739,,,18.2,47.3,,,,западный,10,,,4,,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,14.0,,,,,,,,,,,,,,20,741,,,16.3,56.7,,,,западный,6,,,3,,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,10.0,,,,,,,,,,,,,,20,743,,,13.5,69.8,,,,западный,2,,,3,,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,0,,,,,менее 0.1,,,,,,,20,744,,,11.9,82.4,10.8,,,,7,,,0,,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,,,,,,,50,745,,,17.6,54.0,,,,юго-восточный,4,,,1,,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,50,744,,,22.1,41.2,,,,южный,7,,,3,,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,50,743,,,24.2,19.8,,,,юго-западный,7,,,4,,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,0,,,,,,,,,,,,50,742,,,22.3,21.0,,,,юго-западный,10,,24.4,3,,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,18.1,28.4,,,,южный,10,,,2,,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,16.0,,,,,,,,,,,,,,20,744,,,11.8,83.0,,True,,западный,7,,,3,,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,11.0,,,,,,,,,,,,,,20,746,,,8.4,71.3,,,,юго-западный,2,,,3,,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,2,,,,,2,,,,,,,50,747,,,7.9,69.2,7.1,,,южный,0,,,4,,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,,,,,,,50,747,,,11.1,53.4,,,,юго-западный,5,,,4,,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,11.0,,,,,,,,,,,True,,,10,748,,,8.8,81.4,,,,юго-западный,10,,,3,,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,10.0,,,,,,,,,,,,,,20,747,,,11.7,66.6,,True,,южный,10,,,4,,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,0.5,,,,,,,,,,,,20,746,,,11.1,76.4,,True,,южный,10,,12.7,2,,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,,,,,,True,,,10,745,,,9.4,94.7,,,,южный,10,,,2,,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,True,,,10,743,,,9.4,95.4,,,,южный,10,,,1,,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,True,,,10,741,,,10.7,88.0,,,,юго-западный,10,,,3,,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,10.0,,3,,,,,4,,,,,,,20,743,,,10.0,69.6,9.2,True,,западный,2,,,5,,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,13.0,,,,,,,,,,,,,,20,745,,,10.3,57.2,,,,западный,7,,,7,,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,13.0,,,,,,,,,,,,,,20,747,,,10.9,57.7,,,,западный,7,,,4,,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,12.3,53.0,,,,северо-западный,9,,,4,,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,0,,,,,,,,,,,,20,748,,,13.0,51.7,,,,северо-западный,7,,13.1,2,,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,5.6,86.3,,,,западный,2,,,1,,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,2.5,95.1,,,,,1,,,0,,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,0.9,97.2,,,,,4,,,0,,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,0,,,,,0,,,,,,,0,749,,,1.8,98.6,-0.1,,True,,5,,,0,,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,,,,,,,50,748,,,10.9,72.2,,True,,юго-восточный,2,,,2,,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,,,,50,746,,,18.3,31.5,,True,,южный,0,,,3,,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,,,,,50,745,,,21.5,21.8,,,,юго-западный,4,,,3,,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,0,,,,,,,,,,,,50,743,,,21.2,21.9,,,,южный,10,,22.0,2,,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,15.0,35.6,,,,южный,7,,,1,,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,7.4,66.6,,,,,6,,,0,,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,4.6,83.2,,,,,4,,,0,,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,737,,,6.6,78.9,3.3,,,,9,,,0,,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,15.3,42.7,,,,северо-западный,9,,,2,,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,True,,,10,734,,,12.0,76.5,,,,южный,10,,,1,,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,11.0,,,,,,,,,,,True,,,10,737,,,9.5,93.5,,,,западный,10,,,5,,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,10.0,,9,,,,,,,,,,,,4,739,True,,6.6,92.0,,,,западный,10,,15.8,4,,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,11.0,,,,,,,,,,,True,,,10,743,,,1.4,95.1,,,,западный,10,,,4,,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,14.0,,,,,,,,,,,,,,4,745,True,,1.9,94.4,,,,западный,10,,,6,,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,11.0,,,,,,,,,,,True,,,10,747,,,2.0,94.4,,,,западный,10,,,3,,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,9,,,,,18,,,,True,,,10,748,,,2.5,94.5,0.8,,,западный,10,,,4,,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,,,,True,,,10,749,,,3.5,92.5,,,,западный,10,,,4,,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,5.5,72.7,,True,,западный,10,,,4,,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,,True,,,10,752,,,5.4,81.0,,,,западный,10,,,4,,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,2,,,,,,,,,,,,20,753,,,7.7,64.8,,True,,западный,5,,8.1,4,,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,754,,,5.5,75.4,,,,западный,2,,,3,,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,755,,,4.7,75.8,,,,западный,4,,,3,,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,755,,,1.9,89.8,,,,,2,,,0,,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,0,,,,,2,,,,,,,20,756,,,2.6,87.3,0.3,,,юго-восточный,7,,,1,,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,,,,,,,,,,10,757,,,8.9,57.6,,,,юго-западный,10,,,2,,
1588744800,"Среда, 6 мая
06:00 (UTC)",,10.0,,,,,,,,,,,,,,20,756,,,11.2,40.0,,,,западный,10,,,5,,
1588755600,"Среда, 6 мая
09:00 (UTC)",,12.0,,,,,,,,,True,,,,,20,756,,,9.4,56.5,,,,юго-западный,10,,,5,,
1588766400,"Среда, 6 мая
12:00 (UTC)",,12.0,,менее 0.1,,,,,,,,,,,,20,756,,,8.5,63.2,,True,,юго-западный,10,,11.9,3,,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,,,,,,True,,,10,755,,,6.5,90.8,,,,южный,10,,,2,,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,753,,,7.0,83.5,,True,,южный,10,,,3,,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,751,,,7.4,79.0,,,,южный,10,,,3,,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,2,,,,,2,,,,,,,20,750,,,7.6,79.0,6.2,,,юго-восточный,9,,,2,,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,,True,,,,,10,750,,,12.0,71.0,,,,северо-западный,10,,,2,,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,,,True,,,10,751,,,10.4,92.9,,,,западный,10,,,1,,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,752,,,14.0,64.0,,True,,северо-западный,9,,,4,,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,11.0,,3,,,,,,,,,,,,20,752,,,15.8,39.3,,True,,западный,6,,16.1,4,,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,754,,,10.2,53.6,,,,северо-западный,2,,,1,,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,755,,,5.4,65.2,,,,северо-западный,2,,,1,,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,756,,,0.7,91.7,,,,западный,6,,,1,,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,0,,,,,3,,,,,,,20,756,,,3.4,91.8,-0.3,,,,5,,,0,,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,,,,,,,,,,50,757,,,12.6,41.3,,,,восточный,6,,,1,,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,,,,50,756,,,15.4,33.0,,,,северо-восточный,4,,,2,,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,,,,,50,756,,,17.3,26.2,,,,северо-западный,2,,,2,,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,0,,,,,,,,,,,,50,755,,,18.0,26.9,,,,северо-западный,0,,18.2,3,,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,755,,,10.0,61.3,,,,,0,,,0,,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,756,,,4.6,86.9,,,,,0,,,0,,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,756,,,1.7,95.1,,,,западный,0,,,1,,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,757,,,4.8,83.2,1.1,,,юго-восточный,4,,,1,,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,,,,,,,20,756,,,14.7,38.5,,,,юго-восточный,5,,,1,,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,,,,,50,756,,,20.3,29.9,,,,западный,2,,,1,,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,,,,,50,754,,,22.6,26.7,,,,северный,2,,,1,,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,0,,,,,,,,,,,,50,754,,,23.4,24.9,,,,западный,1,,23.9,1,,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,754,,,13.9,63.1,,,,,0,,,0,,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,754,,,8.4,87.2,,,,западный,0,,,1,,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,754,,,5.8,94.6,,,,,0,,,0,,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,754,,,8.8,91.5,4.5,,,,0,,,0,,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,,,,,,,,,20,754,,,18.8,56.6,,,,восточный,2,,,1,,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,753,,,25.2,25.5,,,,юго-восточный,1,,,1,,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,752,,,27.1,22.4,,,,юго-западный,1,,,1,,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,0,,,,,,,,,,,,20,751,,,27.7,21.9,,,,западный,0,,28.1,1,,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,750,,,15.1,65.1,,,,западный,0,,,1,,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,750,,,11.1,86.9,,,,,0,,,0,,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,750,,,8.2,95.3,,,,,0,,,0,,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,0,,,,,0,,,,,,,10,750,,,10.0,91.6,6.5,,,юго-восточный,1,,,1,,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,,,,,,,20,749,,,20.0,42.3,,,,восточный,2,,,2,,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,26.4,26.8,,,,юго-восточный,0,,,2,,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,28.8,17.4,,,,восточный,1,,,2,,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,0,,,,,,,,,,,,20,746,,,27.1,23.3,,,,юго-восточный,7,,29.3,1,,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,19.5,41.3,,,,западный,10,,,1,,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,13.9,65.3,,,,южный,6,,,1,,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,9.2,87.9,,,,,2,,,0,,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,746,,,11.7,84.6,7.9,,,юго-восточный,1,,,1,,
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,,,,,,,50,746,,,19.8,60.7,,,,юго-восточный,7,,,1,,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,,,,50,746,,,27.4,31.9,,,,юго-западный,2,,,1,,
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,,,,50,745,,,28.1,17.2,,,,северный,7,,,3,,
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,0,,,,,,,,,,,,20,745,,,26.2,26.4,,,,северо-западный,10,,29.2,2,,
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,17.0,55.0,,,,западный,10,,,1,,
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,12.3,75.5,,,,,0,,,0,,
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,8.9,91.6,,,,западный,0,,,1,,
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,746,,,11.4,89.9,8.6,,,,7,,,0,,
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,21.2,50.8,,,,юго-восточный,9,,,1,,
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,745,,,27.0,29.1,,,,восточный,9,,,1,,
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,28.1,23.1,,,,северо-западный,7,,,2,,
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,0,,,,,,,,,,,,20,741,,,27.5,25.6,,,,западный,5,,28.7,2,,
1589382000,"Среда, 13 мая
15:00 (UTC)",,13.0,,,,,,,,,,,,,,20,740,,,21.6,44.5,,,,юго-западный,7,,,2,,
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,21.3,43.2,,,,северо-западный,6,,,3,,
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,18.8,55.1,,,,западный,7,,,2,,
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,741,,,16.0,58.6,15.1,,,северный,2,,,3,,
1589425200,"Четверг, 14 мая
03:00 (UTC)",,12.0,,,,,,,,,,,,,,20,743,,,15.6,56.2,,,,северный,2,,,6,,
1589436000,"Четверг, 14 мая
06:00 (UTC)",,14.0,,,,,,,,,,,,,,20,745,,,13.2,55.1,,,,северный,9,,,4,,
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,15.9,40.2,,,,северо-восточный,6,,,2,,
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,0,,,,,,,,,,,,20,747,,,16.4,33.3,,,,северо-восточный,5,,17.3,2,,
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,10.5,52.1,,,,северо-восточный,2,,,1,,
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,4.2,80.2,,,,,0,,,0,,
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,1.2,92.4,,,,западный,1,,,1,,
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,747,,,5.0,77.0,0.3,,,юго-восточный,2,,,1,,
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,,,,,,,,,,,,,50,747,,,12.8,47.8,,,,южный,6,,,2,,
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,,,,,,,,,,,,,,50,746,,,18.6,35.1,,,,южный,2,,,2,,
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,744,,,21.7,27.0,,,,восточный,2,,,3,,
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,,0,,,,,,,,,,,,20,744,,,22.4,27.0,,,,юго-восточный,10,,23.0,2,,
1589554800,"Пятница, 15 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,17.1,41.4,,,,южный,10,,,1,,
1589565600,"Пятница, 15 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,15.6,45.3,,,,южный,0,,,2,,
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,9.8,75.1,,,,,10,,,0,,
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,0,,,,,0,,,,,,,20,743,,,13.0,60.3,9.6,,,южный,10,,,1,,
1589598000,"Суббота, 16 мая
03:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,16.0,64.9,,True,,юго-восточный,7,,,1,,
1589608800,"Суббота, 16 мая
06:00 (UTC)",,11.0,,,,,,,,,,,,,,20,743,,,21.3,44.7,,True,,юго-западный,10,,,5,,
1589619600,"Суббота, 16 мая
09:00 (UTC)",,12.0,,,,,,,,,,,,,,20,744,,,18.9,54.4,,,,юго-западный,10,,,5,,
1589630400,"Суббота, 16 мая
12:00 (UTC)",,11.0,,менее 0.1,,,,,,,True,,,,,20,745,,,19.3,56.3,,,,западный,7,,22.0,4,,
1589641200,"Суббота, 16 мая
15:00 (UTC)",,10.0,,,,,,,,,,,,,,20,746,,,15.2,81.7,,,,южный,7,,,2,,
1589652000,"Суббота, 16 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,746,,,11.6,96.1,,,,восточный,6,,,1,,
1589662800,"Суббота, 16 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,747,,,8.4,96.7,,,,,6,,,0,,
1589673600,"Воскресенье, 17 мая
00:00 (UTC)",,,,0,,,,,менее 0.1,,,True,,,,4,748,,,10.6,98.0,8.0,,,юго-восточный,2,,,1,,
1589684400,"Воскресенье, 17 мая
03:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,19.8,67.0,,,,восточный,1,,,2,,
1589695200,"Воскресенье, 17 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,24.7,32.6,,,,западный,2,,,2,,
1589706000,"Воскресенье, 17 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,26.4,25.7,,,,западный,4,,,2,,
1589716800,"Воскресенье, 17 мая
12:00 (UTC)",,,,0,,,,,,,,,,,,20,747,,,24.9,32.0,,,,,9,,27.3,0,,
1589727600,"Воскресенье, 17 мая
15:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,18.1,62.0,,,,юго-западный,6,,,1,,
1589738400,"Воскресенье, 17 мая
18:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,11.8,91.7,,,,,1,,,0,,
1589749200,"Воскресенье, 17 мая
21:00 (UTC)",,,,,,,,,,,,,,,,20,748,,,9.9,95.4,,,,,0,,,0,,
