timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм","Высота снежного покрова, см",Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Гроза, но без осадков","Температура воздуха, °C",Снег умеренный непрерывный,"Гроза, дождь слабый","Относительная влажность, %",Снег слабый непрерывный,"Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,11.0,,,,,,,,,10,741,,,,17.9,,,32.5,,,,юго-западный,10,,,4
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,17.0,,,,True,,,,,10,741,,,,18.1,,,32.6,,,,южный,9,,,4
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,14.0,,менее 0.1,,,,,,,10,741,,,,15.6,,,41.0,,,,южный,10,,19.0,3
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,12.0,,,,,,,,,10,742,,,,14.2,,,42.1,,,,южный,7,,,2
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,10,742,,,,12.2,,,38.6,,,,южный,7,,,3
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,,10,743,,,,10.9,,,43.3,,,,южный,2,,,4
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,11.0,,0,,,0,,,,10,743,,,,10.1,,,56.3,,9.3,,южный,7,,,5
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,11.0,,,,,,,,,10,743,,,,13.9,,,46.4,,,,южный,2,,,5
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,12.0,,,,,,,,,10,743,,,,16.8,,,37.4,,,,южный,5,,,5
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,11.0,,,,,,,,,10,742,,,,17.2,,,31.6,,,,южный,2,,,4
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,0,,,,,,,10,742,,,,16.3,,,33.2,,,,южный,2,,17.8,3
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,,10,742,,,,13.6,,,42.8,,,,южный,2,,,2
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,10,742,,,,13.2,,,44.9,,,,юго-западный,4,,,2
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,,10,741,,,,9.7,,,58.7,,,,юго-восточный,2,,,2
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,0,,,0,,,,10,741,,,,8.4,,,68.3,,6.8,,юго-восточный,2,,,2
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,10,740,,,,14.5,,,46.6,,,,южный,7,,,2
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,10.0,,,,,,,,,10,739,,,,16.4,,,41.8,,,,южный,7,,,3
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,10.0,,,,,,,,,10,738,,,,17.5,,,35.3,,,,южный,7,,,4
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,10.0,,0,,,,,,,10,738,,,,14.7,,,44.4,,,,юго-западный,7,,18.0,4
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,10,739,,,,10.1,,,67.2,,,,юго-западный,7,,,2
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,10,738,,,,8.4,,,80.3,,,,юго-западный,7,,,3
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,,10,738,,,,7.9,,,86.0,,,,юго-западный,7,,,2
1588042800,"Вторник, 28 апреля
03:00 (UTC)",True,,,,,менее 0.1,,,менее 0.1,,,,10,739,,,,8.3,,,86.6,,7.8,,западный,7,,,4
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,13.0,,,,,,,,,10,740,,,,6.9,,,82.3,,6.9,,северо-западный,10,,,8
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,15.0,,,,,,,,,10,742,,,,9.8,,,56.6,,,,северо-западный,7,,,8
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,16.0,,,,,,,,,10,743,,,,10.8,,,41.4,,,,западный,9,,,7
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,13.0,,0,,,,,,,10,745,,,,9.8,,,46.9,,,,северо-западный,7,,12.7,5
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,,10,746,,,,7.9,,,54.5,,,,западный,0,,,2
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,10,747,,,,7.0,,,53.9,,,,западный,0,,,3
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,,10,748,,,,5.8,,,59.4,,,,западный,0,,,3
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,0,,,0,,,,10,748,,,,6.8,,,54.2,,5.7,,западный,2,,,2
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,10,749,,,,11.6,,,34.8,,,,западный,2,,,3
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,10.0,,,,,,,,,10,748,,,,15.5,,,29.1,,,,юго-западный,2,,,3
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,12.0,,,,,,,,,10,747,,,,18.2,,,26.0,,,,юго-западный,7,,,5
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,11.0,,0,,,,,,,10,746,,,,18.2,,,24.7,,,,юго-западный,7,,18.5,4
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,12.0,,,,,,,,,10,746,,,,16.2,,,31.3,,,,юго-западный,10,,,5
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,12.0,,,,,,,,,10,746,,,,15.0,,,34.6,,,,юго-западный,9,,,5
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,12.0,,,,,,,,,10,746,,,,14.5,,,34.4,,,,юго-западный,9,,,5
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,13.0,,0,,,0,,,,10,747,,,,13.8,,,36.3,,13.1,,юго-западный,7,,,5
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,13.0,,,,,,,,,10,747,,,,18.5,,,29.1,,,,юго-западный,6,,,5
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,14.0,,,,,,,,,10,747,,,,21.5,,,21.5,,,,юго-западный,4,,,5
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,14.0,,,,,,,,,10,747,,,,22.4,,,19.6,,,,юго-западный,2,,,6
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,14.0,,0,,,,,,,10,747,,,,22.0,,,23.0,,,,юго-западный,2,,22.9,3
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,,10,748,,,,17.0,,,35.7,,,,южный,7,,,2
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,10,748,,,,16.1,,,31.8,,,,юго-западный,0,,,4
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,10,748,,,,14.5,,,34.2,,,,южный,0,,,2
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,748,,,,12.1,,,49.3,,11.0,,юго-восточный,0,,,2
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,10,748,,,,16.5,,,35.8,,,,южный,0,,,4
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,,10,748,,,,21.5,,,23.2,,,,южный,2,,,3
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,10.0,,,,,,,,,10,747,,,,22.6,,,23.1,,,,южный,2,,,3
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,0,,,,,,,10,746,,,,21.3,,,24.8,,,,южный,2,,22.6,3
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,10,747,,,,18.0,,,28.4,,,,южный,0,,,2
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,10,746,,,,18.2,,,26.2,,,,юго-западный,0,,,2
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,10,747,,,,11.2,,,48.7,,,,восточный,0,,,1
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,747,,,,13.4,,,52.9,,10.6,,восточный,2,,,1
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,10,748,,,,18.9,,,36.7,,,,северо-восточный,2,,,2
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,10,749,,,,21.7,,,33.4,,,,восточный,0,,,3
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,,10,749,,,,22.8,,,32.1,,,,восточный,2,,,3
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,0,,,,,,,10,749,,,,18.7,,,45.2,,,,северо-восточный,2,,23.2,4
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,10,750,,,,13.6,,,60.5,,,,восточный,0,,,1
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,,10,751,,,,9.7,,,69.0,,,,,0,,,0
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,10,751,,,,9.6,,,57.4,,,,восточный,0,,,1
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,752,,,,9.3,,,56.1,,6.5,,восточный,0,,,1
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,10,753,,,,13.8,,,43.8,,,,восточный,1,,,3
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,,10,752,,,,18.3,,,29.5,,,,восточный,2,,,3
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,,,,10,752,,,,21.3,,,20.2,,,,восточный,4,,,4
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,0,,,,,,,10,751,,,,20.4,,,18.4,,,,восточный,4,,21.5,3
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,10,752,,,,15.2,,,31.0,,,,восточный,2,,,1
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,10,752,,,,10.5,,,46.8,,,,,1,,,0
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,,10,752,,,,9.7,,,46.2,,,,северо-восточный,4,,,1
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,753,,,,12.0,,,41.4,,8.0,,восточный,7,,,1
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,10,753,,,,16.1,,,33.2,,,,восточный,6,,,3
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,,10,752,,,,23.3,,,26.1,,,,северо-восточный,6,,,4
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,,10,751,,,,25.6,,,25.1,,,,восточный,7,,,3
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,0,,,,,,,10,750,,,,24.0,,,28.2,,,,северо-восточный,2,,26.2,3
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,,10,750,,,,19.5,,,34.6,,,,северо-восточный,9,,,2
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,,10,750,,,,15.8,,,47.9,,,,,4,,,0
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,,10,751,,,,16.9,,,38.0,,,,южный,0,,,2
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,752,,,,16.0,,,44.1,,15.1,,юго-восточный,2,,,2
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,,10,752,,,,20.1,,,40.9,,,,юго-восточный,6,,,3
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,,10,751,,,,23.0,,,32.8,,,,юго-восточный,7,,,2
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,10.0,,,,,,,,,10,750,,,,24.8,,,22.7,,,,юго-восточный,7,,,5
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,10.0,,0,,,,,,,10,749,,,,24.1,,,19.9,,,,восточный,7,,25.4,4
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,10.0,,,,,,,,,10,749,,,,20.0,,,46.8,,,,юго-восточный,6,,,3
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,10,749,,,,18.7,,,48.7,,,,юго-восточный,6,,,3
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,True,,,,,10,748,,,,14.0,,,93.7,,,,юго-восточный,10,,,2
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,11.0,,2,,,2,,,,10,747,,,,14.2,,,79.5,,13.8,,восточный,10,,,5
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,13.0,,,,,,,,,10,747,,,,16.8,,,52.7,,,,юго-восточный,10,,,4
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,11.0,,,,,,,,,10,746,,,,20.9,,,40.3,,,,юго-восточный,2,,,4
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,10.0,,,,,,,,,10,745,,,,23.1,,,34.2,,,,юго-восточный,7,,,4
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,10.0,,0,,,,,,,10,745,,,,22.9,,,37.4,,,,юго-восточный,0,,23.8,2
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,,10,746,,,,19.0,,,58.2,,,,юго-восточный,7,,,2
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,10,746,,,,17.9,,,64.9,,,,юго-восточный,7,,,2
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,,10,745,,,,15.9,,,68.4,,,,юго-восточный,7,,,1
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,744,,,,15.1,,,74.5,,12.3,,,4,,,0
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,,,10,744,,,,18.1,,,49.9,,,,восточный,10,,,2
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,True,,10,744,,,,13.7,,,91.3,,,,,10,,,0
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,True,,,,,10,745,,,,15.3,,,90.2,,,,юго-восточный,10,,,2
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,4,,,,,True,,10,745,,,,15.2,,,90.2,,,,южный,10,,18.9,1
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,,,,True,,10,745,,,,14.0,,,95.6,,,,,10,,,0
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,,10,745,,,,13.4,,,91.8,,,True,южный,10,,,1
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,,10,745,,,,12.7,,,92.4,,,True,северо-восточный,10,,,1
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,0.5,,,4,,,,10,745,,,,13.1,,,93.7,,11.5,True,северо-западный,10,,,2
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,10,745,,,,17.1,,,84.7,,,,северный,10,,,2
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,,10,745,,,,19.3,,,69.6,,,,западный,10,,,2
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,,,,10,746,,,,18.2,,,76.0,,,True,южный,10,,,1
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,0.3,,,,,,,10,745,,,,17.3,,,80.4,,,True,южный,10,,19.5,1
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,True,,10,746,,,,15.7,,,92.6,,,,южный,10,,,1
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,True,,10,746,,,,14.9,,,92.5,,,,южный,10,,,1
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,,10,745,,,,14.3,,,87.8,,,True,северо-западный,10,,,3
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,3,,,3,,,,10,745,,,,14.0,,,90.1,,13.7,,северо-западный,10,,,3
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,,,,10,745,,,,17.1,,,74.8,,,,северо-западный,7,,,2
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,,10,744,,,,18.6,,,47.1,,,,западный,10,,,3
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,12.0,,,,,,,True,,10,744,,,,13.9,,,73.3,,,,юго-западный,10,,,5
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,12.0,,2,,,,,True,,10,744,,,,11.1,,,90.5,,,,,10,,18.9,0
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,True,,,,,10,744,,,,10.5,,,92.3,,,,южный,10,,,1
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,10,743,,,,9.5,,,91.0,,,True,юго-западный,6,,,3
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,,10,743,,,,10.1,,,85.6,,,True,южный,7,,,2
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,2,,,3,,,,10,743,,,,9.1,,,88.5,,7.7,,южный,4,,,2
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,,10,744,,,,13.1,,,76.2,,,,южный,7,,,4
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,10.0,,,,,,,,,10,744,,,,16.2,,,52.2,,,,юго-западный,7,,,4
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,11.0,,,,,,,,,10,744,,,,16.9,,,50.3,,,,юго-западный,7,,,4
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,10.0,,2,,,,,,,10,744,,,,12.1,,,77.6,,,True,южный,6,,17.3,3
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,,,10,744,,,,12.3,,,73.0,,,,южный,7,,,2
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,10,744,,,,9.8,,,86.2,,,,южный,0,,,2
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,,10,743,,,,8.8,,,89.7,,,,южный,2,,,2
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,0,,,2,,,,10,743,,,,8.7,,,90.9,,8.7,,южный,10,,,3
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,True,,10,743,,,,9.0,,,96.7,,8.5,,юго-восточный,10,,,3
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,True,,10,743,,,,9.9,,,90.4,,,,восточный,10,,,2
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,,10,743,,,,12.3,,,86.4,,,True,северо-восточный,10,,,2
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,2,,,,,,,10,744,,,,12.2,,,84.1,,,,северо-западный,10,,12.9,2
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,10,745,,,,11.7,,,82.9,,,,северо-западный,7,,,3
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,10,745,,,,10.8,,,84.5,,,,северо-западный,7,,,4
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,,10,745,,,,9.0,,,89.1,,,,северо-западный,0,,,2
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,0,,,2,,,,10,746,,,,11.0,,,79.0,,8.1,,северо-западный,0,,,3
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,10,746,,,,17.1,,,51.4,,,,северо-западный,0,,,1
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,10,746,,,,19.5,,,40.1,,,,южный,2,,,2
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,,,,,,,,,10,745,,,,19.9,,,41.4,,,,южный,2,,,4
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,0,,,,,,,10,744,,,,20.1,,,42.9,,,,южный,1,,20.5,3
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,10,743,,,,17.7,,,53.0,,,,южный,2,,,3
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,10,743,,,,16.0,,,63.6,,,,южный,7,,,3
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,,,10,742,,,,16.8,,,55.3,,,,юго-западный,2,,,1
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,0,,,0,,,,10,742,,,,16.0,,,55.9,,13.9,,юго-западный,10,,,3
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,,10,742,,,,14.9,,,80.6,,,True,южный,10,,,2
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,,10,742,,,,15.0,,,80.1,,,,юго-восточный,10,,,2
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,,,,,,,,,,10,743,,,,16.8,,,66.4,,,,южный,10,,,2
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,13.0,,1,,,,,,,10,746,,,,8.4,,,87.8,,,True,северо-западный,10,,17.0,7
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,16.0,,,,,,,,,10,748,,,,6.8,,,77.3,,,,северо-западный,2,,,7
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,10.0,,,,,,,,,10,749,,,,5.6,,,76.5,,,,северо-западный,0,,,4
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,,,10,751,,,,4.7,,,76.9,,,,северо-западный,2,,,5
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,,0,,,1,,,,10,752,,,,6.1,,,67.8,,3.8,,северо-западный,2,,,4
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,10.0,,,,,,,,,10,753,,,,12.3,,,38.9,,,,северный,4,,,5
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,10.0,,,,,,,,,10,752,,,,15.2,,,32.7,,,,северо-западный,6,,,4
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,,,,,,,,,,10,752,,,,17.1,,,29.6,,,,северо-западный,7,,,4
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,,,0,,,,,,,10,751,,,,16.3,,,32.8,,,,северо-западный,6,,17.3,1
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,,,10,751,,,,13.4,,,42.4,,,,юго-западный,9,,,2
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,,,10,750,,,,12.8,,,41.4,,,,юго-западный,7,,,3
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,,,,,,,,,,10,749,,,,10.8,,,60.2,,,True,юго-западный,7,,,2
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,,,менее 0.1,,True,менее 0.1,,,,10,747,,,,10.2,,,71.1,,9.9,,южный,10,,,3
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,,,,,,,,,True,,10,745,,,,10.6,,,70.7,,,,южный,10,,,3
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,10.0,,,,,,,True,,10,744,,,,10.4,,,89.2,,,,южный,10,,,4
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,,,,,,,,,,,10,743,,,,14.2,,,79.5,,,True,юго-западный,9,,,2
1589554800,"Пятница, 15 мая
15:00 (UTC)",,,,13.0,,2,,,,,,,10,745,,,,10.9,,,74.3,,,,западный,10,,14.4,4
1589565600,"Пятница, 15 мая
18:00 (UTC)",,,,10.0,,,,,,,,,10,746,,,,9.2,,,79.3,,,,западный,2,,,4
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,,,10,746,,,,7.5,,,81.8,,,,северо-западный,0,,,4
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,,,,,,,,,,10,747,,,,6.9,,,81.2,,,,западный,0,,,3
1589598000,"Суббота, 16 мая
03:00 (UTC)",,,,,,0,,,2,,,,10,748,,,,7.7,,,77.4,,6.2,,северо-западный,7,,,5
1589608800,"Суббота, 16 мая
06:00 (UTC)",,,,,,,,,,,,,10,748,,,,12.9,,,53.9,,,,северо-западный,7,,,1
1589619600,"Суббота, 16 мая
09:00 (UTC)",,,,,,,,,,,,,10,748,,,,13.1,,,48.9,,,,северный,10,,,2
1589630400,"Суббота, 16 мая
12:00 (UTC)",,,,,,,,,,,,,10,748,,,,12.9,,,43.2,,,,северо-западный,10,,,1
1589641200,"Суббота, 16 мая
15:00 (UTC)",,,,,,0,,,,,,,10,748,,,,12.4,,,41.5,,,True,северо-западный,10,,13.8,3
1589652000,"Суббота, 16 мая
18:00 (UTC)",,,,,,,,,,,,,10,748,,,,9.9,,,63.0,,,,западный,4,,,3
1589662800,"Суббота, 16 мая
21:00 (UTC)",,,,,,,,,,,,,10,750,,,,9.5,,,61.6,,,,западный,4,,,4
1589673600,"Воскресенье, 17 мая
00:00 (UTC)",,,,,,,,,,,,,10,750,,,,8.5,,,67.3,,,,западный,2,,,4
