timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Туман (видимость менее 1 км),Ливневый дождь,Количество облаков уменьшилось,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) слабый с перерывами,Мгла,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Поземные туманы сплошным слоем (высота меньше 2 м от поверхности земли),"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Морось (незамерзающая) умеренная непрерывная,Зарница,Ливневой снег умеренный или сильный,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,Морось (незамерзающая) слабая с перерывами,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,Снег умеренный непрерывный,"Температура воздуха, °C","Гроза, дождь слабый",Морось (незамерзающая) сильная непрерывная,Снег слабый непрерывный,Количество облаков не изменилось,"Поземные туманы клочками, полосами(высота меньше 2 м от поверхности земли)",Туман без изменений (небо видно),Балл общей облачности,Ливневой снег слабый
1587297600,"Воскресенье, 19 апреля
12:00 (UTC)",,,,,,,,,True,,,58.1,,,,юго-восточный,,,2,,,,,,,,,,,,,4,751,,,,10.6,,,,,,,10.0,
1587308400,"Воскресенье, 19 апреля
15:00 (UTC)",,,,,,,,,True,,,62.0,,,,северный,,,1,,,,,,,,,,,,,4,751,,,,9.3,,,,,,,10.0,
1587319200,"Воскресенье, 19 апреля
18:00 (UTC)",,10.0,,,,,,,True,,,50.5,,,,южный,,,4,,,,,,,,,,,,,4,750,,,,10.1,,,,,,,10.0,
1587330000,"Воскресенье, 19 апреля
21:00 (UTC)",,,,,,,,,,,,59.6,,,8.1,юго-восточный,,,2,,,,,0,,,,,0,,,10,750,,,,8.5,,,,,,,10.0,
1587340800,"Понедельник, 20 апреля
00:00 (UTC)",,,,,,,,,,,,59.6,,,,юго-восточный,,,4,,,,,,,,,,,,,20,751,,,,10.0,,,,,,,10.0,
1587351600,"Понедельник, 20 апреля
03:00 (UTC)",,,,,,,,,,,,74.4,,,,юго-восточный,,,2,,,,,,,,,,,True,,10,750,,,,8.7,,,,,,,10.0,
1587362400,"Понедельник, 20 апреля
06:00 (UTC)",,,,,,,,,,,,63.0,,,,северо-восточный,,,2,,,,,,,,,,,,,20,748,,,,11.5,,,,True,,,10.0,
1587373200,"Понедельник, 20 апреля
09:00 (UTC)",,10.0,,,,,,,,,,52.8,,,,восточный,,12.6,5,,,,,0.4,,,,,,,,20,746,,,,11.6,,,,,,,10.0,
1587384000,"Понедельник, 20 апреля
12:00 (UTC)",,13.0,,,,,,,,,,82.0,,,,восточный,,,5,,,,,,,,,,,True,,4,748,,,,4.1,,,,,,,10.0,
1587394800,"Понедельник, 20 апреля
15:00 (UTC)",,12.0,,,,,,,,,,90.4,,,,восточный,,,5,,,,,,,,,,,True,,4,747,,,,1.3,,,,,,,10.0,
1587405600,"Понедельник, 20 апреля
18:00 (UTC)",,12.0,,,,,,,,,,85.8,,,,северо-восточный,,,4,,,,True,,,,,,,,,2,747,,,,0.8,,,,,,,10.0,
1587416400,"Понедельник, 20 апреля
21:00 (UTC)",,,,,,,,,,,,93.7,,,0.1,северо-восточный,,,3,,,,,4,,1.0,,,4,,,2,745,,,True,0.1,,,,,,,10.0,
1587427200,"Вторник, 21 апреля
00:00 (UTC)",,,,,,,,,,,,95.7,,,0.1,северо-восточный,,,4,,,,,,,,,,,,,2,744,,,True,0.3,,,,,,,10.0,
1587438000,"Вторник, 21 апреля
03:00 (UTC)",,10.0,,,,,,,,,,86.6,,,,северо-восточный,,,5,,,,,,,,,,,,,20,743,,,,2.0,,,True,,,,10.0,
1587448800,"Вторник, 21 апреля
06:00 (UTC)",,10.0,,,,,,,,,,92.3,,,,северо-восточный,,,4,,,,,,,,,,,,,2,743,,,,0.9,,,True,,,,10.0,
1587459600,"Вторник, 21 апреля
09:00 (UTC)",,10.0,,,,,,,,,,95.7,,,,северный,,2.1,3,,,,,7,,,,,,,,2,743,,,True,0.2,,,,,,,10.0,
1587470400,"Вторник, 21 апреля
12:00 (UTC)",,,,,,,,,,,,96.4,,,,северный,,,3,,,,,,,,,,,,,2,744,,,,-0.7,,,True,,,,10.0,
1587481200,"Вторник, 21 апреля
15:00 (UTC)",,,,,,,,,,,,96.4,,,,северный,,,3,,,,,,,,,,,,,2,744,,,True,-1.4,,,,,,,10.0,
1587492000,"Вторник, 21 апреля
18:00 (UTC)",,,,,,,,,,,,87.5,,,,северо-западный,,,2,,,,,,,,,,,,,2,743,,,,-2.2,,,True,,,,10.0,
1587502800,"Вторник, 21 апреля
21:00 (UTC)",,,,,,,,,,,,71.8,,,-2.3,северо-западный,,,3,,,,,3,,6.0,,,10,,,10,743,,,,-1.9,,,,True,,,10.0,
1587513600,"Среда, 22 апреля
00:00 (UTC)",,,,,,,,,,,,65.4,,,,северо-западный,,,3,,,,,,,,,,,,,50,744,,,,-0.4,,,,True,,,10.0,
1587524400,"Среда, 22 апреля
03:00 (UTC)",,,,,,,,,,,,52.6,,,,северный,,,3,,,,,,,,,,,,,50,744,,,,3.8,,,,,,,10.0,
1587535200,"Среда, 22 апреля
06:00 (UTC)",,,,,,,,,,,,40.6,,,,северо-западный,,,2,,,,,,,,,,,,,50,744,,,,5.1,,,,,,,10.0,
1587546000,"Среда, 22 апреля
09:00 (UTC)",,,,,,,,,,,,49.4,,,,южный,,5.6,1,,,,,0,,,,,,,,20,745,,,,4.9,,,,,,,10.0,
1587556800,"Среда, 22 апреля
12:00 (UTC)",,,,,,,,,,,,86.4,,,,восточный,,,2,,,,,,,,,,,,,10,747,,,,0.5,,,,,,,10.0,True
1587567600,"Среда, 22 апреля
15:00 (UTC)",,,,,,True,,,,,,90.9,,,,западный,,,2,,,,,,,,,,,,,20,747,,,,-0.7,,,,,,,2.0,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,,,,,,,,,,,95.6,,,,,,,0,,,,,,,,,,,,,20,747,,,,-3.4,,,,,,,10.0,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,,,,,,,,,,90.8,,,-3.5,южный,,,1,,,,,0.2,,1.0,,,0.2,,,50,747,,,,-2.3,,,,,,,10.0,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,,,,,,,,,,41.8,,,,юго-восточный,,,1,,,,,,,,,,,,,50,747,,,,2.7,,,,,,,2.0,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,,,,,,35.9,,,,западный,,,2,,,,,,,,,,,,,50,747,,,,5.4,,,,,,,7.0,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,,,,,,,,,,31.2,,,,западный,,,3,,,,,,,,,,,,,50,746,,,,8.0,,,,,,,5.0,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,,,,,,,,,,40.4,,,,южный,,8.8,3,,,,,0,,,,,,,,50,746,,,,6.5,,,,,,,9.0,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,,,,,,,,,,58.7,,,,юго-западный,,,3,,,,,,,,,,,,,50,746,,,,3.0,,,,,,,0.0,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,,,,,,,,,,66.3,,,,юго-западный,,,1,,,,,,,,,,,,,50,746,,,,1.6,,,,,,,9.0,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,,,,,74.4,,,,северо-восточный,,,1,,,,,,,,,,,,,50,745,,,,0.0,,,,,,,10.0,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,,,82.5,,,-1.2,северный,,,1,,,,,0,,,,,0,,,50,745,,,,-0.7,,,,,,,10.0,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,,67.7,,,,северо-восточный,,,2,,,,,,,,,,,,,50,745,,,,3.4,,,,,,,9.0,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,,,53.1,,,,северо-восточный,,,1,,,,,,,,,,,,,20,744,,,,5.6,,,,,,,6.0,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,46.7,,,,восточный,,,2,,,,,,,,,,,,,20,744,,,,8.0,,,,,,,9.0,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,63.1,,,,восточный,,9.7,4,,,,,0,,,,,,,,20,745,,,,6.1,,,,,,,7.0,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,,82.4,,,,северный,,,1,,,,,,,,,,,,,20,748,,,,3.2,,,,,,,9.0,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,,,,,,,93.7,,,,северо-восточный,,,2,,,,,,,,,,,,,10,748,,,,0.6,,,,,,,10.0,True
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,,,92.3,,,,восточный,,,2,,,,,,,,,,,,,4,749,,,,0.4,,,,,,,10.0,True
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,91.7,,,0.2,северный,,,1,,,,,1,,1.0,,,1,,,20,750,,,,0.7,,,,True,,,10.0,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,60.9,,,,восточный,,,3,,,,,,,,,,,,,50,750,,,,4.6,,,,True,,,5.0,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,,,42.9,,,,северо-восточный,,,2,,,,,,,,,,,,,50,751,,,,6.5,,,,,,,9.0,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,33.7,,,,западный,,,1,,,,,,,,,,,,,50,750,,,,8.8,,,,,,,2.0,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,47.0,,,,северо-западный,,9.7,2,,,,,0,,,,,,,,50,751,,,,7.6,,,,,,,2.0,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,,,,,,,,65.7,,,,северный,,,2,,,,,,,,,,,,,50,753,,,,5.3,,,,,,,10.0,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,,,,,,,69.3,,,,восточный,,,2,,,,,,,,,,,,,50,754,,,,3.7,,,,True,,,9.0,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,80.6,,,,северный,,,1,,,,,,,,,,,,,50,754,,,,2.5,,,,True,,,10.0,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,87.8,,,0.4,,,,0,,,,,менее 0.1,,,,,менее 0.1,,,50,754,,,,1.5,,,,,,,9.0,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,72.3,,,,северо-восточный,,,2,,,,True,,,,,,,,,2,755,,,,3.3,,,,,,,10.0,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,,,,,60.7,,,,юго-западный,,,1,,,,,,,,,,,,,20,755,,,,5.9,,,,True,,,10.0,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,,,56.5,,,,западный,,,1,,,,,,,,,,,,,20,754,,,,7.9,,,,True,,,9.0,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,74.8,,,,северо-западный,,8.7,1,,,,,0.8,,,,,,,,50,754,,,,5.3,,,,True,,,7.0,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,91.7,,,,восточный,,,1,,,,,,,,,,,,,50,755,,,,1.8,,,,True,,,7.0,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,,,,,96.4,,,,западный,,,1,,,,,,True,,,,,,,1,755,,,,-1.7,,,,,,,0.0,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,97.8,,,,юго-западный,,,1,,,,,,,,,,,,,10,754,,,,-2.7,,,,True,,,0.0,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,97.8,,,-3.0,,,,0,,,,,0,,,,,0.8,,,50,754,,,,-0.9,,,,,,,7.0,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,72.3,,,,южный,,,1,,,,,,,,,,,,,50,754,,,,6.0,,,,,,,4.0,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,True,,,,,,,64.6,,,,восточный,,,2,,,,,,,,,,,,,20,752,,,,6.7,,,,,,,9.0,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,51.1,,,,северо-западный,,,1,,,,,,,,,,,,,20,751,,,,10.7,,,,True,,,7.0,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,51.3,,,,южный,,11.7,3,,,,,1,,,,,,,,20,751,,,,10.3,,,,,,,4.0,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,81.3,,,,западный,,,1,,,,,,,,,,,,,50,751,,,,3.2,,,,,,,1.0,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,,,91.0,,,,северо-восточный,,,1,,,,,,,,,,,,,50,750,,,,0.5,,,,,,,0.0,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,95.7,,,,западный,,,1,,,,,,,,,,,,,50,749,,,,-0.5,,,,,,,7.0,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,95.0,,,-1.4,северный,,,1,,,,,0,,,,,1,,,50,748,,,,-0.2,,,,,,,2.0,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,60.0,,,,юго-восточный,,,1,,,,,,,,,,,,,50,748,,,,8.2,,,,,,,9.0,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,,,,,30.1,,,,южный,,,1,,,,,,,,,,,,,50,747,,,,14.3,,,,,,,9.0,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,11.0,,,True,,,,,,,36.7,,,,северо-западный,,,3,,,,,,,,,,,,,50,746,,,,13.5,,,,,,,9.0,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,,38.4,,,,северный,,14.9,3,,,,,менее 0.1,,,,,,,,50,746,,,,13.4,,,,,,,9.0,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,,58.7,,,,северо-западный,,,1,,,,,,,,,,,,,50,748,,,,8.3,,,,,,,10.0,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,,,,,80.0,,,,северо-восточный,,,1,,,,,,,,,,,,,50,748,,,,2.8,,,,,,,1.0,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,91.6,,,,северо-западный,,,1,,,,,,,,,,,,,50,748,,,,-0.6,,,,,,,0.0,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,87.7,,,-1.8,северо-западный,,,1,,,,,0,,,,,менее 0.1,,,50,749,,,,0.3,,,,,,,1.0,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,31.4,,,,западный,,,1,,,,,,,,,,,,,50,750,,,,14.1,,,,,,,2.0,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,,,24.8,,,,северо-западный,,,2,,,,,,,,,,,,,50,749,,,,19.2,,,,,,,7.0,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,17.1,,,,западный,,,4,,,,,,,,,,,,,50,747,,,,21.2,,,,,,,7.0,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,,13.1,,,,западный,,22.4,4,,,,,0,,,,,,,,50,747,,,,21.8,,,,,,,2.0,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,,,40.5,,,,юго-западный,,,2,,,,,,,,,,,,,50,748,,,,10.0,,,,,,,4.0,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,,,,,,,50.8,,,,южный,,,2,,,,,,,,,,,,,50,748,,,,8.4,,,,,,,2.0,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,60.1,,,,юго-восточный,,,2,,,,,,,,,,,,,50,748,,,,7.0,,,,,,,0.0,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,56.6,,,5.0,,,,0,,,,,0,,,,,0,,,50,748,,,,8.0,,,,,,,9.0,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,27.9,,,,юго-западный,,,5,,,,,,,,,,,,,20,748,,,,17.8,,,,,,,10.0,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,12.0,,,,,,,,,,21.7,,,,юго-западный,,,7,,,,,,,,,,,,,20,747,,,,20.5,,,,,,,10.0,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,14.0,,,,,,,,,,18.4,,,,юго-западный,,,7,,,,,,,,,,,,,10,745,,,,21.8,,,,,,,9.0,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,14.0,,,,,,,,,,21.4,,,,юго-западный,,22.1,7,,,,,0,,,,,,,,20,744,,,,20.4,,,,,,,7.0,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,11.0,,,,,,,,,,41.0,,,,юго-западный,,,2,,,,,,,,,,,,,20,745,,,,12.6,,,,,,,0.0,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,,,,,48.7,,,,юго-западный,,,2,,,,,,,,,,,,,20,745,,,,12.5,,,,,,,10.0,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,75.5,,,,,,,0,,,,,,,,,,,,,20,745,,,,6.0,,,,,,,0.0,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,73.0,,,3.6,,,,0,,,,,0,,,,,0,,,10,745,,,,6.8,,,,,,,2.0,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,55.0,,,,юго-восточный,,,2,,,,,,,,,,,,,10,744,,,,15.6,,,,,,,10.0,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,,,44.0,,,,южный,,,4,,,,,,,,,,,,,10,742,,,,19.8,,,,,,,10.0,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,11.0,,,,,,,,,,46.7,,,,южный,,,7,,,,,,,,,,,,,10,740,,,,19.5,,,,,,,10.0,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,11.0,,,,,,,,,,82.7,,,,юго-восточный,,21.2,2,,,,,2,,,,,,True,,4,738,,,,14.5,,,,,,,10.0,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,88.8,,,,юго-восточный,,,1,,,,,,,,,,,True,,4,737,,,,12.3,,,,,,,10.0,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,,,,,85.3,,,,юго-западный,,,3,,,,,,,,,,,,,10,736,,,,12.4,,,,True,,,10.0,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,67.3,,,,западный,,,3,,,,,,,,,,,,,10,738,,,,12.8,,,,True,,,0.0,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,78.2,,,8.2,южный,,,1,,,,,3,,,,,3,,,50,740,,,,9.5,,,,,,,4.0,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,43.4,,,,западный,,,5,,,,,,,,,,,,,50,740,,,,17.8,,,,,,,5.0,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,14.0,,,,,,,,,,44.1,,,,западный,,,8,,,,,,,,,,,,,50,740,,,,19.3,,,,,,,10.0,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,14.0,,,,,,,,,,24.1,,,,западный,,,4,,,,,,,,,,,,,50,742,,,,16.6,,,,,,,9.0,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,14.0,,,,,,,,,,20.0,,,,северо-западный,,19.7,4,,,,,0,,,,,,,,50,744,,,,14.4,,,,,,,5.0,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,13.0,,,,,,,,,,26.5,,,,северо-западный,,,3,,,,,,,,,,,,,50,747,,,,10.1,,,,,,,7.0,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,,,40.3,,,,северо-западный,,,2,,,,,,,,,,,,,50,748,,,,5.2,,,,,,,7.0,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,45.1,,,,северо-западный,,,1,,,,,,,,,,,,,50,750,,,,3.7,,,,,,,1.0,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,,,65.0,,,0.2,западный,,,2,,,,,0,,,,,0,,,50,751,,,,2.4,,,,,,,1.0,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,35.1,,,,северо-западный,,,3,,,,,,,,,,,,,50,751,,,,9.0,,,,,,,9.0,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,,,29.0,,,,северо-западный,,,3,,,,,,,,,,,,,50,751,,,,13.0,,,,,,,7.0,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,21.3,,,,западный,,,3,,,,,,,,,,,,,50,749,,,,14.7,,,,,,,10.0,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,24.1,,,,западный,,14.9,1,,,,,0,,,,,,,,50,749,,,,13.2,,,,,,,10.0,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,,,43.0,,,,западный,,,1,,,,,,,,,,,,,50,749,,,,8.8,,,,,,,10.0,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,,,26.7,,,,северо-западный,,,3,,,,,,,,,,,,,50,748,,,,9.4,,,,,,,10.0,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,30.1,,,,северо-западный,,,3,,,,,,,,,,,,,50,748,,,,8.3,,,,,,,10.0,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,34.1,,,7.1,северный,,,2,,,,,0,,,,,0,,,50,748,,,,7.3,,,,,,,10.0,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,28.2,,,,северо-восточный,,,4,,,,,,,,,,,,,50,748,,,,11.0,,,,,,,9.0,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,,,24.3,,,,северо-восточный,,,2,,,,,,,,,,,,,50,748,,,,14.0,,,,,,,9.0,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,16.9,,,,северо-западный,,,3,,,,,,,,,,,,,50,747,,,,16.6,,,,,,,10.0,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,12.4,,,,северный,,17.5,3,,,,,0,,,,,,,,50,747,,,,16.3,,,,,,,7.0,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,45.2,,,,южный,,,1,,,,,,,,,,,,,50,748,,,,8.7,,,,,,,0.0,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,,,,,72.9,,,,северо-восточный,,,2,,,,,,,,,,,,,50,748,,,,3.7,,,,,,,0.0,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,77.4,,,,северный,,,1,,,,,,,,,,,,,50,749,,,,0.5,,,,,,,2.0,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,52.1,,,0.3,северный,,,1,,,,,0,,,,,0,,,50,750,,,,4.8,,,,,,,10.0,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,30.8,,,,восточный,,,3,,,,,,,,,,,,,50,750,,,,10.4,,,,,,,7.0,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,,,,,26.9,,,,восточный,,,2,,,,,,,,,,,,,50,750,,,,13.6,,,,,,,7.0,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,24.5,,,,южный,,,2,,,,,,,,,,,,,50,749,,,,15.6,,,,,,,7.0,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,29.5,,,,южный,,16.0,3,,,,,0,,,,,,,,50,748,,,,14.7,,,,,,,7.0,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,,,59.8,,,,юго-западный,,,1,,,,,,,,,,,,,50,750,,,,7.3,,,,,,,6.0,
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,,,,86.0,,,,,,,0,,,,,,,,,,,,,50,750,,,,2.2,,,,,,,0.0,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,63.6,,,,северный,,,2,,,,,,,,,,,,,50,751,,,,2.7,,,,,,,0.0,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,54.8,,,0.1,северный,,,2,,,,,0,,,,,0,,,50,753,,,,4.4,,,,,,,1.0,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,32.4,,,,северный,,,2,,,,,,,,,,,,,50,753,,,,12.7,,,,,,,2.0,
1588734000,"Среда, 6 мая
03:00 (UTC)",,10.0,,,,,,,,,,17.0,,,,северо-западный,,,2,,,,,,,,,,,,,50,752,,,,17.3,,,,,,,1.0,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,,,12.2,,,,северо-западный,,,3,,,,,,,,,,,,,50,751,,,,19.0,,,,,,,1.0,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,,,11.1,,,,северо-западный,,20.0,2,,,,,0,,,,,,,,50,751,,,,19.6,,,,,,,0.0,
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,,,45.6,,,,западный,,,1,,,,,,,,,,,,,50,752,,,,7.7,,,,,,,0.0,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,,,,,46.4,,,,северо-западный,,,2,,,,,,,,,,,,,50,753,,,,5.5,,,,,,,0.0,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,50.9,,,,,,,0,,,,,,,,,,,,,50,754,,,,3.4,,,,,,,0.0,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,58.4,,,-0.2,юго-восточный,,,1,,,,,0,,,,,0,,,50,754,,,,5.2,,,,,,,7.0,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,24.2,,,,,,,0,,,,,,,,,,,,,50,754,,,,16.4,,,,,,,2.0,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,,,12.6,,,,южный,,,3,,,,,,,,,,,,,50,753,,,,21.3,,,,,,,1.0,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,,,13.0,,,,юго-западный,,,5,,,,,,,,,,,,,50,751,,,,22.7,,,,,,,4.0,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,,,19.9,,,,юго-западный,,22.9,3,,,,,0,,,,,,,,50,751,,,,20.7,,,,,,,10.0,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,,,,,,,,,33.6,,,,юго-западный,,,2,,,,,,,,,,,,,50,750,,,,16.0,,,,,,,10.0,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,,,,,,,43.8,,,,юго-западный,,,2,,,,,,,,,,,,,50,750,,,,13.9,,,,,,,10.0,
