timestamp,date,Дождь (незамерзающий),Зарница,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,"Осадки за 12 часов, мм",Количество облаков увеличилось,Ливневый дождь,"Осадки за 24 часа, мм",Количество облаков уменьшилось,Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Дождь (незамерзающий) слабый с перерывами,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Ливневой дождь умеренный или сильный,Туман начался (усилился). Небо не видно,"Гроза, но без осадков","Температура воздуха, °C","Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,4.5,88.7,,,восточный,0.0,,,2.0
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,4.0,88.7,,,юго-восточный,0.0,,,1.0
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,736,,,,4.3,89.3,2.8,,,7.0,,,0.0
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,11.8,58.0,,,северо-восточный,4.0,,,1.0
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,13.3,56.3,,,восточный,10.0,,,3.0
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,15.6,56.9,,,восточный,9.0,,,4.0
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,732,,,,11.5,74.4,,,восточный,10.0,,16.2,3.0
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,7.3,92.1,,,юго-восточный,0.0,,,2.0
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,5.5,95.9,,,,0.0,,,0.0
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,1,732,,True,,6.0,97.9,,,восточный,,,,1.0
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,0,,,0,,,,True,,1,732,,,,6.1,99.3,5.2,,западный,,,,1.0
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,True,,,,,,,,,,,4,733,,,,7.3,99.3,,,западный,10.0,,,2.0
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,13.6,65.2,,,северный,5.0,,,1.0
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,17.3,46.7,,,восточный,2.0,,,2.0
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,732,,,,16.7,48.5,,,юго-восточный,2.0,,18.0,1.0
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,9.4,75.0,,,восточный,0.0,,,1.0
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,7.7,81.9,,,восточный,0.0,,,1.0
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,6.0,89.5,,,,0.0,,,0.0
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,734,,,,8.4,78.6,5.5,,,0.0,,,0.0
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,15.2,54.5,,,западный,0.0,,,3.0
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,18.9,40.8,,,восточный,4.0,,,1.0
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,21.5,36.2,,,восточный,4.0,,,2.0
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,18.5,37.4,,,юго-восточный,9.0,,21.8,2.0
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,12.0,,,,,,,,True,,,,4,737,,,,10.4,86.8,,,западный,10.0,,,2.0
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,9.8,94.8,,True,,10.0,,,0.0
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,9.6,96.7,,True,,10.0,,,0.0
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,6,,,6,,,,,,4,739,True,,,7.6,92.1,7.6,,западный,10.0,,,2.0
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,,True,,,,,,,20,740,,,,7.9,90.9,7.4,,юго-западный,10.0,,,3.0
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,10.1,76.2,,,южный,10.0,,,3.0
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,13.8,54.5,,,западный,7.0,,,3.0
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,2,,,,,,,,,20,740,,,,12.6,57.8,,,юго-западный,0.0,,14.4,3.0
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,9.1,70.4,,,южный,7.0,,,1.0
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,8.7,83.7,,,восточный,7.0,,,1.0
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,5.4,91.3,,,восточный,0.0,,,1.0
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,0,,,2,,,,,,20,742,,,,6.2,94.0,3.9,,юго-западный,0.0,,,1.0
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,13.6,59.2,,,северо-восточный,0.0,,,2.0
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,17.5,38.2,,,восточный,0.0,,,4.0
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,19.3,33.4,,,восточный,0.0,,,4.0
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,10.0,,,0,,,,,,,,,20,739,,,,16.1,38.6,,,восточный,0.0,,19.8,3.0
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,10,739,,,,10.1,63.1,,,,0.0,,,0.0
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,6.8,80.6,,,восточный,0.0,,,1.0
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,4.9,91.3,,,восточный,0.0,,,1.0
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,738,,,,7.6,78.5,4.6,,,0.0,,,0.0
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,,,,,,,,,20,738,,,,13.7,57.6,,,северо-западный,0.0,,,1.0
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,19.0,45.9,,,восточный,5.0,,,3.0
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,20.9,40.3,,,юго-восточный,4.0,,,1.0
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,0,,,,,,,,,20,736,,,,18.2,52.7,,,восточный,6.0,,21.7,3.0
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,12.9,71.6,,,юго-восточный,5.0,,,3.0
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,9.4,88.5,,,,7.0,,,0.0
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,8.1,93.4,,,восточный,0.0,,,1.0
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,735,,,,9.8,91.0,7.2,,,4.0,,,0.0
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,15.7,67.9,,,западный,2.0,,,1.0
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,20.6,42.7,,,северный,7.0,,,3.0
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,22.4,33.8,,,северо-восточный,2.0,,,2.0
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,20.4,48.9,,,,9.0,,23.2,0.0
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,14.6,71.5,,,восточный,7.0,,,1.0
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,12.4,83.6,,,восточный,2.0,,,2.0
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,11.3,85.2,,,юго-восточный,7.0,,,1.0
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,733,,,,13.2,78.3,10.4,,,9.0,,,0.0
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,17.0,66.9,,,западный,10.0,,,2.0
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,19.4,59.0,,,восточный,10.0,,,1.0
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,732,,,,20.9,50.7,,,северо-восточный,10.0,,,1.0
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,732,,,,18.8,65.5,,,восточный,10.0,,22.1,3.0
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,12.8,88.2,,,юго-восточный,6.0,,,3.0
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,True,,,,,,,10,733,,,,11.9,94.8,,,,6.0,,,0.0
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,True,,,4,732,,,,9.4,98.0,,,,10.0,,,0.0
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,0.3,,,0.3,,,True,,,4,733,,,,10.4,98.7,9.3,,,9.0,,,0.0
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,14.7,84.4,,,северный,7.0,,,1.0
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,18.9,68.6,,,восточный,2.0,,,2.0
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,21.5,54.0,,,восточный,10.0,,,2.0
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,18.3,75.0,,,восточный,7.0,,22.5,3.0
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,15.6,85.6,,,,6.0,,,0.0
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,13.4,94.3,,,восточный,2.0,,,1.0
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,11.2,96.7,,,,0.0,,,0.0
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,733,,,,11.9,98.7,10.1,,,0.0,,,0.0
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,17.2,77.3,,,западный,6.0,,,1.0
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,20.7,65.9,,,северо-восточный,9.0,,,2.0
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,20.2,63.3,,,восточный,9.0,,,2.0
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,19.2,73.7,,,восточный,9.0,,22.3,3.0
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,734,,,,15.4,79.6,,,,7.0,,,0.0
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,14.0,91.3,,,,10.0,,,0.0
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,13.3,93.7,,,,7.0,,,0.0
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,734,,,,13.7,91.3,12.0,,западный,2.0,,,1.0
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,20.0,68.4,,,западный,2.0,,,2.0
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,24.3,54.0,,,северо-западный,2.0,,,2.0
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,734,,,,25.0,49.1,,,северо-восточный,10.0,,,2.0
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,23.1,55.4,,,восточный,10.0,,26.3,1.0
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,18.1,78.0,,,восточный,10.0,,,1.0
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,733,,,,16.9,79.8,,,,9.0,,,0.0
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,732,,,,14.2,92.5,,,восточный,0.0,,,1.0
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,733,,,,15.3,86.2,13.1,,юго-западный,10.0,,,1.0
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,True,,,,,,,20,732,,,,15.7,85.6,,,северный,10.0,,,2.0
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,731,,,,22.8,61.0,,,западный,9.0,,,3.0
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,730,,,,23.1,56.9,,,восточный,10.0,,,1.0
1588777200,"Среда, 6 мая
15:00 (UTC)",,,True,,,,2,,,,,,,,,4,731,,,,17.4,96.9,,,юго-западный,10.0,,23.9,2.0
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,,True,,,,4,731,,,,15.2,96.8,,,западный,10.0,,,4.0
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,11.0,,,,,,,,,,,,4,731,True,,,14.2,98.7,,,западный,10.0,,,4.0
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,,,,,,4,731,True,,,13.4,98.1,,,западный,10.0,,,3.0
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,63,,,65,,,,,,4,732,True,,,12.6,98.1,12.6,,западный,10.0,,,5.0
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,10.0,,,,,,,,,,,,4,733,True,,,12.8,98.7,12.5,,западный,10.0,,,5.0
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,12.0,,,,,,,,,,,,4,733,True,,,13.9,91.9,,,западный,10.0,,,7.0
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,10.0,,True,,,,,,,,,,4,734,,,,13.7,94.9,,,западный,10.0,,,4.0
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,True,30,,,,,,,,,4,735,,,,12.8,96.8,,,западный,10.0,,14.2,3.0
1588874400,"Четверг, 7 мая
18:00 (UTC)",True,,,,,,,,,,,,,,,10,735,,,,12.8,92.4,,,западный,10.0,,,2.0
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,12.3,94.2,,,западный,10.0,,,2.0
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,12.1,91.1,,,юго-западный,10.0,,,1.0
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,0.7,,,30,,,,,,20,735,,,,10.8,96.1,10.6,,восточный,4.0,,,1.0
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,18.0,65.3,,,северо-западный,0.0,,,1.0
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,20.3,55.8,,,северный,7.0,,,2.0
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,20.3,58.5,,,северный,10.0,,,1.0
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,737,,,,18.6,69.0,,,восточный,10.0,,21.3,1.0
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,True,,,,4,738,,,,16.1,87.9,,,,10.0,,,0.0
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,True,,,,4,739,,,,11.6,96.7,,,западный,10.0,,,4.0
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,,,,,True,,,,4,739,,,,10.5,95.4,,,северо-западный,10.0,,,2.0
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,True,5,,,5,,,,,,4,739,,,,10.4,96.7,10.3,,северо-восточный,10.0,,,1.0
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,True,,,,,,,10,740,,,,9.5,96.0,9.4,,северный,10.0,,,3.0
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,,,True,,,,4,740,,,,10.4,94.8,,,северо-восточный,10.0,,,1.0
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,12.2,85.8,,True,восточный,10.0,,,2.0
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,7,,,,,,,,,20,740,,,,11.8,88.1,,,,10.0,,12.6,0.0
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,True,,,,4,740,,,,10.9,96.1,,,,10.0,,,0.0
1589058000,"Суббота, 9 мая
21:00 (UTC)",True,,,,,,,,,,,,,,,10,740,,,,10.7,98.0,,,,10.0,,,0.0
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,10.6,96.1,,True,,10.0,,,0.0
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,12,,,19,,,,,,4,739,True,,,9.5,98.0,9.5,,северо-восточный,10.0,,,1.0
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,True,,,,4,740,,,,9.5,96.7,9.3,,северо-восточный,10.0,,,1.0
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,,,,,4,740,True,,,9.6,94.8,,,восточный,10.0,,,2.0
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,,,True,,,,4,740,,,,10.7,89.2,,,западный,10.0,,,1.0
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,,12,,,,,,,,,10,740,,,,10.2,92.9,,True,южный,10.0,,10.9,2.0
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,,True,,,,,10,741,,,,7.3,98.6,,,восточный,2.0,,,1.0
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,8.1,96.0,,,юго-восточный,2.0,,,1.0
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,9.2,94.1,,,восточный,9.0,,,1.0
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,0,,,12,,,,,,20,741,,,,9.2,88.5,7.2,,юго-западный,7.0,,,1.0
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,12.9,77.2,,,западный,7.0,,,2.0
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,741,,,,18.0,51.3,,,северо-западный,2.0,,,2.0
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,20.5,41.5,,,западный,0.0,,,2.0
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,740,,,,19.9,42.8,,,северо-западный,0.0,,20.9,1.0
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,741,,,,11.4,77.5,,,восточный,0.0,,,1.0
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,12.1,75.5,,,,0.0,,,0.0
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,10.3,87.4,,,юго-восточный,0.0,,,1.0
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,740,,,,10.8,81.2,8.4,,юго-восточный,0.0,,,1.0
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,18.0,57.1,,,восточный,0.0,,,2.0
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,21.7,47.0,,,восточный,0.0,,,3.0
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,737,,,,23.0,39.8,,,восточный,0.0,,,3.0
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,736,,,,21.1,49.4,,,восточный,0.0,,23.5,3.0
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,736,,,,15.8,62.7,,,юго-восточный,0.0,,,1.0
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,11.5,87.5,,,восточный,0.0,,,1.0
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,735,,,,10.4,93.5,,,,0.0,,,0.0
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,734,,,,12.7,84.7,9.5,,восточный,7.0,,,1.0
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,735,,,,16.8,71.9,,,,10.0,,,0.0
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,20.8,60.6,,,южный,10.0,,,2.0
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,,,,,,True,,,,,,,20,737,,,,18.7,76.6,,,южный,10.0,,,3.0
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,10.0,,,0.2,,,,,,,,,20,738,,,,19.3,63.5,,,юго-западный,9.0,,22.5,2.0
1589392800,"Среда, 13 мая
18:00 (UTC)",,,True,12.0,,,,,,,,,,,,4,740,,,,17.2,73.4,,,западный,10.0,,,7.0
1589403600,"Среда, 13 мая
21:00 (UTC)",,,,,,,,,True,,,,,,,10,741,,,,14.5,93.1,,,юго-западный,10.0,,,1.0
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,13.0,71.6,,True,северный,10.0,,,1.0
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,,,,,2,,,3,,,,,,20,744,,,,11.5,75.9,11.4,,западный,10.0,,,1.0
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,,14.4,66.3,,,западный,2.0,,,2.0
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,743,,,,16.5,60.8,,,северный,2.0,,,2.0
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,742,,,,19.3,54.8,,,северный,2.0,,,2.0
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,742,,,,18.8,57.0,,,восточный,6.0,,20.1,2.0
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,11.9,89.3,,,,2.0,,,0.0
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,10.1,78.3,,,юго-восточный,0.0,,,1.0
1589500800,"Пятница, 15 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,740,,,,9.1,94.1,,,восточный,0.0,,,1.0
1589511600,"Пятница, 15 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,740,,,,11.0,92.3,8.6,,юго-западный,0.0,,,1.0
1589522400,"Пятница, 15 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,740,,,,17.5,70.1,,,северо-западный,2.0,,,2.0
1589533200,"Пятница, 15 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,21.5,44.5,,,восточный,10.0,,,2.0
1589544000,"Пятница, 15 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,739,,,,22.2,48.1,,,восточный,10.0,,,1.0
1589554800,"Пятница, 15 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,738,,,,23.0,49.3,,,южный,2.0,,23.9,1.0
1589565600,"Пятница, 15 мая
18:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,15.1,84.5,,,восточный,0.0,,,1.0
1589576400,"Пятница, 15 мая
21:00 (UTC)",,,,,,,,,,,,,,,,10,738,,,,16.9,73.8,,,,4.0,,,0.0
1589587200,"Суббота, 16 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,737,,,,14.6,86.7,,,юго-восточный,2.0,,,1.0
1589598000,"Суббота, 16 мая
03:00 (UTC)",,,,,,,0,,,0,,,,,,20,737,,,,15.3,82.3,13.1,,восточный,0.0,,,1.0
1589608800,"Суббота, 16 мая
06:00 (UTC)",,,,,,,,,,,,,,,,20,736,,,,22.8,54.3,,,северо-западный,2.0,,,1.0
1589619600,"Суббота, 16 мая
09:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,27.0,48.7,,,восточный,7.0,,,2.0
1589630400,"Суббота, 16 мая
12:00 (UTC)",,,,,,,,,,,,,,,,20,733,,,,28.2,54.3,,,северный,10.0,,,2.0
1589641200,"Суббота, 16 мая
15:00 (UTC)",,,,,,,0,,,,,,,,,20,733,,,,25.4,61.2,,,восточный,7.0,,29.1,2.0
1589652000,"Суббота, 16 мая
18:00 (UTC)",,True,,,,,,,,,,,,,,10,737,,,,18.1,89.8,,,восточный,10.0,,,1.0
1589662800,"Суббота, 16 мая
21:00 (UTC)",,,,11.0,,,,,,,,True,,,,4,739,,,,17.9,86.4,,,западный,10.0,,,3.0
1589673600,"Воскресенье, 17 мая
00:00 (UTC)",,,,,,,,,,,,,,,,10,742,,,,14.1,89.5,,True,северо-западный,10.0,,,3.0
