timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь,Гроза сильная (возможен дождь или снег),Дождь (незамерзающий) умеренный с перерывами,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),Ливневой снег умеренный или сильный,Зарница,"Осадки за 12 часов, мм","Высота снежного покрова, см","Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),Туман без изменений (небо не видно),Снежная крупа (возможно с дождем) слабая,"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1587556800,"Среда, 22 апреля
12:00 (UTC)",,,True,,,,,86.7,,,восточный,,,1,,,,,,,,,,,2.0,701,,,3.4,,,10.0,
1587567600,"Среда, 22 апреля
15:00 (UTC)",,,,,,,,84.9,,,,,4.1,0,True,,,3,,,,,,,10.0,700,,,3.9,,,9.0,
1587578400,"Среда, 22 апреля
18:00 (UTC)",,,,,,,,89.3,,,,,,0,,,,,,,,,,,10.0,701,,,3.5,,True,10.0,
1587589200,"Среда, 22 апреля
21:00 (UTC)",,,True,,,,,89.9,,,западный,,,1,,,,,,,,,,,2.0,701,,,3.2,,,10.0,
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,True,,,,,89.2,,,,,,0,,,,,,,,,,,2.0,701,,,2.6,,,10.0,
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,True,,,,,89.7,,1.3,,,,0,,,,5,,7,,,,,2.0,702,,,1.4,,,10.0,
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,,True,,,,,87.9,,,западный,,,1,,,,,,,,,,,2.0,702,,,2.9,,,10.0,
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,,,True,,,,81.5,,,северо-восточный,,,1,,,,,,,,,,,2.0,702,,,4.7,,,10.0,
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,,,,,,,65.2,,,западный,,,1,,,,,,,,,,,10.0,702,,,7.3,,True,10.0,
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,,,,,,,58.9,,,южный,,8.8,1,,,,3,,,,,,,20.0,701,,,7.4,,,9.0,
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,74.2,,,южный,,,1,,,,,,,,,,,10.0,703,,,4.8,,,7.0,
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,78.8,,,южный,,,1,,,,,,,,,,,10.0,703,,,2.4,,,0.0,
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,73.2,,,южный,,,1,,,,,,,,,,,10.0,702,,,2.1,,,0.0,
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,69.6,,1.7,южный,,,1,,,,0,,3,,,,,20.0,702,,,2.9,,,7.0,
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,29.8,,,восточный,,,3,,,,,,,,,,,20.0,702,,,9.5,,,7.0,
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,30.5,,,северный,,,2,,,,,,,,,,,20.0,701,,,11.8,,,7.0,
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,31.6,,,северо-восточный,,,1,,,,,,,,,,,20.0,700,,,12.4,,,7.0,
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,,,33.0,,,северо-восточный,,13.6,1,,,,0,,,,,,,20.0,699,,,12.1,,,5.0,
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,60.9,,,юго-восточный,,,1,,,,,,,,,,,10.0,699,,,6.4,,,0.0,
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,67.0,,,южный,,,1,,,,,,,,,,,10.0,699,,,4.7,,,0.0,
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,,,72.2,,,юго-восточный,,,1,,,,,,,,,,,10.0,698,,,2.4,,,0.0,
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,63.3,,1.9,южный,,,1,,,,0,,0,,,,,20.0,697,,,3.4,,,10.0,
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,,,,,,34.0,,,северный,,,1,,,,,,,,,,,20.0,696,,,12.2,,,10.0,
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,,,,,,34.1,,,северо-западный,,,2,,,,,,,,,,,20.0,695,,,13.3,,,7.0,
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,,,,,,36.4,,,северный,,,2,,,,,,,,,,,20.0,694,,,15.0,,,9.0,
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,,,,,,45.3,,,восточный,,15.2,1,,,,0,,,,,,,20.0,694,,,12.2,,,9.0,
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,68.7,,,южный,,,1,,,,,,,,,,,10.0,694,,,7.8,,,0.0,
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,69.4,,,южный,,,1,,,,,,,,,,,10.0,694,,,6.7,,,0.0,
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,76.4,,,,,,0,,,,,,,,,,,10.0,694,,,5.2,,,6.0,
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,,72.9,,4.8,южный,,,1,,,,0,,0,,,,,20.0,694,,,6.3,,,6.0,
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,53.5,,,северный,,,2,,,,,,,,,,,20.0,694,,,12.7,,,6.0,
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,29.6,,,северный,,,2,,,,,,,,,,,20.0,694,,,16.3,,,7.0,
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,32.0,,,северо-западный,,,1,,,,,,,,,,,20.0,693,,,17.6,,,6.0,
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,,43.2,,,северо-восточный,,18.4,2,,,,0,,,,,,,20.0,694,,,14.8,,,6.0,
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,62.0,,,,,,0,,,,,,,,,,,10.0,695,,,9.4,,,0.0,
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,64.6,,,южный,,,2,,,,,,,,,,,10.0,695,,,8.9,,,0.0,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,63.1,,,южный,,,2,,,,,,,,,,,10.0,695,,,8.3,,,0.0,
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,67.0,,5.7,южный,,,2,,,,0,,0,,,,,50.0,696,,,6.7,,,0.0,
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,43.5,,,западный,,,2,,,,,,,,,,,20.0,696,,,13.9,,,7.0,
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,36.4,,,северо-восточный,,,3,,,,,,,,,,,20.0,695,,,16.1,,,7.0,
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,36.2,,,северный,,,2,,,,,,,,,,,20.0,695,,,17.8,,,7.0,
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,37.2,,,восточный,,18.6,2,,,,0,,,,,,,20.0,696,,,16.1,,,9.0,
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,76.9,,,восточный,,,2,,,,,,,,,,,10.0,699,,,8.2,,True,10.0,
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,72.8,,,юго-восточный,,,2,,,,,,,,,,,10.0,699,,,8.4,,,10.0,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,79.6,,,восточный,,,2,,,,,,,,,,,10.0,699,,,7.8,,,10.0,
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,,88.1,,3.9,северо-восточный,,,1,,,,10,,10,,,,,10.0,701,,True,4.2,,,10.0,
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,,,,,,82.1,,,восточный,,,1,,,,,,,,,,,10.0,701,,,5.0,,True,10.0,
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,66.7,,,юго-восточный,,,2,,,,,,,,,,,10.0,702,,,7.6,,,10.0,
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,68.2,,,северо-западный,,,2,,,,,,,,,,,10.0,702,,,8.0,,,10.0,
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,,67.3,,,южный,,8.9,1,,,,1,,,,,,,20.0,702,,,8.2,,,10.0,
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,65.8,,,южный,,,1,,,,,,,,,,,10.0,703,,,8.0,,,9.0,
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,69.5,,,южный,,,1,,,,,,,,,,,10.0,703,,,7.2,,,9.0,
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,76.2,,,южный,,,1,,,,,,,,,,,10.0,703,,,3.8,,,4.0,
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,67.9,,2.9,южный,,,2,,,,0,,1,,,,,50.0,703,,,4.4,,,0.0,
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,36.1,,,восточный,,,2,,,,,,,,,,,50.0,702,,,13.1,,,0.0,
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,30.6,,,северный,,,2,,,,,,,,,,,50.0,701,,,15.9,,,1.0,
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,,,,,,32.4,,,восточный,,,2,,,,,,,,,,,50.0,700,,,17.6,,,2.0,
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,,,,,,36.6,,,восточный,,17.9,3,,,,0,,,,,,,50.0,700,,,15.7,,,0.0,
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,,,,,,53.7,,,юго-западный,,,1,,,,,,,,,,,10.0,701,,,10.6,,,0.0,
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,,,,,,68.1,,,южный,,,1,,,,,,,,,,,10.0,700,,,7.6,,,0.0,
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,,,,,,75.4,,,юго-восточный,,,1,,,,,,,,,,,10.0,700,,,5.7,,,0.0,
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,60.9,,4.9,,,,0,,,,0,,0,,,,,50.0,699,,,8.3,,,1.0,
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,,,,,,40.0,,,северо-западный,,,2,,,,,,,,,,,50.0,699,,,15.1,,,7.0,
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,37.0,,,северный,,,2,,,,,,,,,,,20.0,699,,,18.0,,,9.0,
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,33.8,,,северо-западный,,,3,,,,,,,,,,,20.0,698,,,19.2,,,9.0,
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,40.7,,,восточный,,19.9,1,,,,0,,,,,,,20.0,698,,,17.5,,,9.0,
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,62.5,,,южный,,,1,,,,,,,,,,,10.0,698,,,13.2,,,2.0,
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,66.1,,,южный,,,1,,,,,,,,,,,10.0,698,,,11.4,,,7.0,
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,70.1,,,юго-восточный,,,1,,,,,,,,,,,10.0,697,,,9.9,,,7.0,
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,68.7,,8.6,южный,,,1,,,,0,,0,,,,,50.0,698,,,10.2,,,7.0,
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,48.2,,,северо-западный,,,2,,,,,,,,,,,50.0,697,,,16.8,,,4.0,
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,38.1,,,северо-западный,,,2,,,,,,,,,,,20.0,697,,,20.0,,,7.0,
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,36.5,,,западный,,,2,,,,,,,,,,,20.0,697,,,20.9,,,10.0,
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,,32.5,,,северный,,22.2,1,,,,0,,,,,,,20.0,697,,,18.7,,,10.0,
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,56.8,,,южный,,,1,,,,,,,,,,,10.0,697,,,15.2,,,10.0,
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,66.9,,,южный,,,1,,,,,,,,,,,10.0,696,,,12.8,,,10.0,
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,72.2,,,,,,0,,,,,,,,,,,10.0,696,,,10.9,,,10.0,
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,69.9,,10.6,,,,0,,,,0,,0,,,,,20.0,696,,,11.5,,,10.0,
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,77.7,,,,,,0,,,,,,,True,,,,10.0,696,,,13.2,,,10.0,
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,51.0,,,северо-западный,,,1,,,,,,,,,,,50.0,695,,,18.1,,True,7.0,
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,39.1,,,северный,,,2,,,,,,,,,,,20.0,695,,,19.8,,True,9.0,
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,64.5,,,,,20.4,0,,,,1,,,,,,,20.0,695,,,16.2,,True,9.0,
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,83.1,,,,,,0,,,,,,,,,,,10.0,696,,,13.1,,True,7.0,
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,84.0,,,,,,0,,,,,,,,,,,10.0,695,,,10.8,,,5.0,
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,82.7,,,южный,,,1,,,,,,,,,,,10.0,695,,,10.1,,,7.0,
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,79.6,,9.6,,,,0,,,,0,,1,,,,,20.0,696,,,11.1,,,10.0,
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,60.0,,,восточный,,,1,,,,,,,,,,,50.0,696,,,16.7,,,7.0,
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,48.7,,,северо-восточный,,,1,,,,,,,,,,,20.0,695,,,18.6,,,7.0,
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,53.5,,,восточный,,,2,,,,,,,,,,,20.0,695,,,18.5,,,9.0,
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,84.3,,,западный,,20.7,2,,,,4,,,,,,,10.0,697,True,,13.5,,,9.0,
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,88.1,,,южный,,,1,,,,,,,,,,,10.0,696,,,11.5,,True,2.0,
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,88.0,,,южный,,,1,,,,,,,,,,,10.0,695,,,10.0,,,7.0,
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,87.8,,,,,,0,,,,,,,,,,,10.0,696,,,8.6,,,5.0,
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,84.4,,8.4,южный,,,1,,,,2,,5,,,,,20.0,696,,,9.7,,,9.0,
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,63.3,,,северо-западный,,,2,,,,,,,,,,,20.0,696,,,16.7,,,9.0,
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,51.9,,,северо-западный,,,2,,,,,,,,,,,20.0,696,,,20.3,,,9.0,
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,71.4,,,западный,,,2,,,,,,,True,,,,20.0,696,,,19.1,,,10.0,
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,52.2,,,западный,,22.8,2,,,,0.4,,,,,,,20.0,695,,,20.0,,True,7.0,
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,60.5,,,западный,,,2,,,,,,,,,,,10.0,697,,,17.2,,True,7.0,
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,45.2,,,юго-западный,,,1,,,,,,,,,,,10.0,696,,,16.6,,,7.0,
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,83.6,,,северный,,,1,,,,,,,,,,,10.0,696,,,12.9,,,7.0,
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,,78.3,,11.4,южный,,,1,,,,0,,0.4,,,,,20.0,697,,,13.6,,,2.0,
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,56.6,,,западный,,,1,,,,,,,,,,,20.0,697,,,18.8,,,7.0,
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,38.9,,,северо-западный,,,2,,,,,,,,,,,20.0,697,,,22.9,,,7.0,
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,42.1,,,северный,,,2,,,,,,,,,,,20.0,697,,,23.5,,,9.0,
1588690800,"Вторник, 5 мая
15:00 (UTC)",True,,,,,,,66.5,,,юго-западный,,25.4,2,,,,менее 0.1,,,,,,,10.0,698,,,17.6,,,10.0,
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,83.3,,,южный,,,1,,,,,,,,,,,10.0,697,,,14.4,,True,7.0,
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,84.2,,,юго-восточный,,,1,,,,,,,,,,,10.0,696,,,12.9,,,7.0,
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,83.5,,,южный,,,1,,,,,,,,,,,10.0,696,,,11.9,,,4.0,
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,,82.4,,11.1,южный,,,1,,,,2,,2,,,,,20.0,696,,,11.8,,,10.0,
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,64.1,,,западный,,,2,,,,,,,,,,,20.0,696,,,18.3,,,7.0,
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,61.7,,,западный,,,2,,,,,,,,,,,20.0,695,,,18.6,,,9.0,
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,82.9,,,западный,,,2,,,,,,,True,,,,10.0,695,,,15.5,,,10.0,
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,,91.9,,,северо-западный,,19.2,2,,,,17,,,True,,,,4.0,694,,,13.6,,,10.0,
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,91.8,,,западный,,,3,,,,,,,,,,,4.0,695,,True,12.3,,,10.0,
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,91.7,,,западный,,,3,,,,,,,,,,,4.0,695,,True,11.6,,,10.0,
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,92.3,,,западный,,,2,,,,,,,,,,,4.0,695,,True,11.0,,,10.0,
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,92.3,,10.5,западный,,,2,,,,56,,73,,,,,4.0,696,,True,10.5,,,10.0,
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,92.3,,10.4,западный,,,2,,,,,,,,,,,4.0,697,,True,10.9,,,10.0,
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,88.8,,,западный,,,2,,,,,,,True,,,,10.0,697,,,12.4,,,10.0,
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,,True,,,,88.8,,,западный,,,1,,,,,,,,,,,10.0,697,,,12.6,,,10.0,
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,,,,,,89.3,,,северный,,13.0,1,,,,21,,,True,,,,10.0,698,,,11.3,,,10.0,
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,,,,,,91.0,,,южный,,,1,,,,,,,,,,,10.0,698,,,10.6,,True,10.0,
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,,,,,,91.0,,,южный,,,1,,,,,,,,,,,10.0,698,,,9.5,,,4.0,
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,,,,,,86.7,,,южный,,,1,,,,,,,,,,,10.0,697,,,8.9,,,7.0,
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,,,,,,72.8,,8.8,южный,,,2,,,,0.8,,22,,,,,10.0,697,,,11.1,,,2.0,
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,57.4,,,северный,,,2,,,,,,,,,,,50.0,698,,,17.3,,,1.0,
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,,,,,,56.7,,,северный,,,3,,,,,,,,,,,20.0,698,,,17.6,,,9.0,
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,71.6,,,северный,,,1,,,,,,,True,,,,10.0,699,,,15.1,,,10.0,
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,88.8,,,северный,,19.8,1,,,,0.7,,,True,,,,4.0,699,,,13.2,,,10.0,
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,91.0,,,западный,,,2,,,,,,,,,,,4.0,701,,True,9.7,,,10.0,
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,92.2,,,западный,,,1,,,,,,,,,,,4.0,701,,True,8.5,,,10.0,
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,,,,,,92.2,,,северный,,,1,,,,,,,True,,,,4.0,700,,,8.5,,,10.0,
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,90.9,,8.2,северо-западный,,,1,,,,15,,16,,,,,1.0,701,,True,8.3,,,10.0,
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,90.8,,6.9,северный,,,1,,,,,,,,,,,1.0,702,,True,7.1,,,10.0,
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,88.5,,,северо-восточный,,,1,,,,,,,True,,,,1.0,701,,,9.0,,,10.0,
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,True,,,,,88.5,,,северный,,,1,,,,,,,,,,,1.0,701,,,9.0,,,10.0,
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,,89.1,,,северо-восточный,,9.5,1,,,,10,,,,True,,,1.0,701,,,8.8,,,10.0,
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,89.1,,,северо-западный,,,1,,,,,,,,,,,10.0,702,,,8.5,,True,10.0,
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,86.0,,,восточный,,,1,,,,,,,,,,,10.0,701,,,8.4,,,10.0,
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,90.2,,,северо-восточный,,,1,,,,,,,,,,,4.0,700,,True,7.7,,,10.0,
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,,90.2,,6.6,,,,0,,,,12,,22,,,,,4.0,701,,True,6.8,,,10.0,
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,84.7,,5.9,северо-западный,,,1,,,,,,,True,,,,10.0,701,,,7.4,,,10.0,
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,87.7,,,северо-западный,,,1,,,,,,,True,,,,4.0,702,,,7.2,,,10.0,
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,81.4,,,северный,,,1,,,,,,,,,,,10.0,702,,,8.4,,True,10.0,
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,,,65.7,,,юго-западный,,12.9,1,,,,10,,,,,,,20.0,702,,,11.5,,,6.0,
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,87.8,,,юго-восточный,,,1,,,,,,,,,,,10.0,703,,,7.7,,,10.0,
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,81.3,,,юго-восточный,,,1,,,,,,,,,,,10.0,703,,,8.1,,,10.0,
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,72.1,,,южный,,,1,,,,,,,,,,,10.0,703,,,7.8,,,7.0,
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,71.9,,5.9,юго-восточный,,,2,,,,0,,10,,,,,20.0,703,,,6.4,,,9.0,
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,43.0,,,северо-западный,,,1,,,,,,,,,,,20.0,704,,,14.3,,,7.0,
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,34.0,,,западный,,,1,,,,,,,,,,,20.0,703,,,17.4,,,2.0,
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,27.4,,,западный,,,1,,,,,,,,,,,20.0,702,,,18.3,,,2.0,
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,32.7,,,северный,,19.0,2,,,,0,,,,,,,20.0,702,,,17.0,,,7.0,
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,64.1,,,южный,,,1,,,,,,,,,,,10.0,703,,,12.6,,,7.0,
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,67.8,,,южный,,,1,,,,,,,,,,,10.0,703,,,10.5,,,7.0,
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,67.9,,,южный,,,1,,,,,,,,,,,10.0,702,,,8.6,,,7.0,
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,58.8,,7.8,южный,,,1,,,,0,,0,,,,,50.0,702,,,10.3,,,0.0,
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,34.8,,,восточный,,,3,,,,,,,,,,,50.0,701,,,18.3,,,0.0,
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,31.6,,,восточный,,,2,,,,,,,,,,,50.0,700,,,21.2,,,0.0,
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,,,,33.5,,,восточный,,,3,,,,,,,,,,,50.0,699,,,22.1,,,0.0,
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,,,41.2,,,восточный,,22.6,2,,,,0,,,,,,,50.0,699,,,20.2,,,0.0,
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,63.3,,,южный,,,1,,,,,,,,,,,10.0,699,,,14.8,,,0.0,
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,49.7,,,юго-восточный,,,2,,,,,,,,,,,10.0,697,,,14.8,,,0.0,
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,58.8,,,,,,0,,,,,,,,,,,10.0,698,,,11.8,,,0.0,
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,,,24.8,,11.7,юго-восточный,,,5,,,,0,,0,,,,,20.0,697,,,17.9,,,7.0,
1589349600,"Среда, 13 мая
06:00 (UTC)",,10.0,,,,,,49.4,,,западный,,,2,,,,,,,,,,,20.0,700,,,16.1,,,10.0,
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,28.5,,,северный,,,2,,,,,,,,,,,20.0,699,,,22.8,,,9.0,
1589371200,"Среда, 13 мая
12:00 (UTC)",,10.0,,,,,,60.9,,,юго-западный,,,1,,,,,,,,,,,10.0,702,,True,17.2,,,10.0,
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,,,,,63.9,,,южный,,23.9,3,,,,3,,,,,,,20.0,701,,,15.7,,True,10.0,
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,88.8,,,юго-восточный,,,3,,,,,,,,,,,4.0,703,,True,13.0,,,10.0,
