timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) слабый с перерывами,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C",Дождь со снегом (ледяной дождь),"Средняя скорость ветра, м/с",Дождь (незамерзающий),Зарница,"Осадки за 12 часов, мм",Туман начался (усилился). Небо видно,"Высота снежного покрова, см",Количество облаков увеличилось,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.",Снег умеренный непрерывный,"Температура воздуха, °C",Снег сильный непрерывный,Снег слабый непрерывный,Количество облаков не изменилось,Балл общей облачности
1587546000,"Среда, 22 апреля
09:00 (UTC)",,12.0,True,,,,,,,86.1,,,,северо-западный,,,,6,,,,,,,,,,4.0,733,,3.2,,,,10.0
1587556800,"Среда, 22 апреля
12:00 (UTC)",,13.0,,,True,,,,,78.4,,,,северо-западный,,,,6,,,,,,,,,,10.0,735,,3.6,,,,7.0
1587567600,"Среда, 22 апреля
15:00 (UTC)",,14.0,,,True,,,,,76.6,,,,северный,,4.9,,3,,,0.9,,,,,,,10.0,737,,2.6,,,,7.0
1587578400,"Среда, 22 апреля
18:00 (UTC)",,14.0,,,,,,,,80.3,,,,северный,,,,3,,,,,,,,,,10.0,739,,0.9,,,True,7.0
1587589200,"Среда, 22 апреля
21:00 (UTC)",,11.0,,,,True,,,,82.0,,,,западный,,,,2,,,,,,,,,,10.0,740,,0.1,,,,2.0
1587600000,"Четверг, 23 апреля
00:00 (UTC)",,,,,,,,,,70.6,,,,западный,,,,3,,,,,,,,,,10.0,740,,0.2,,,True,2.0
1587610800,"Четверг, 23 апреля
03:00 (UTC)",,,,,,,,,,66.8,,,-1.1,западный,,,,4,,,менее 0.1,,,,0.9,,,10.0,740,,-0.6,,,,2.0
1587621600,"Четверг, 23 апреля
06:00 (UTC)",,10.0,,,,,,,,56.1,,,,северо-западный,,,,5,,,,,,,,,,10.0,741,,3.1,,,,4.0
1587632400,"Четверг, 23 апреля
09:00 (UTC)",,10.0,,,,,,,,36.6,,,,северо-западный,,,,6,,,,,,,,,,10.0,740,,5.7,,,,7.0
1587643200,"Четверг, 23 апреля
12:00 (UTC)",,14.0,,,,,,,,37.6,,True,,западный,,,,4,,,,,,,,,,10.0,739,,7.0,,,,7.0
1587654000,"Четверг, 23 апреля
15:00 (UTC)",,17.0,,,,,,,,71.3,,,,северо-западный,,7.4,,2,,,0.4,,,,,,,10.0,740,,3.5,,,True,9.0
1587664800,"Четверг, 23 апреля
18:00 (UTC)",,,,,,,,,,85.9,,,,восточный,,,,1,,,,,,,,,,10.0,740,,1.2,,,True,10.0
1587675600,"Четверг, 23 апреля
21:00 (UTC)",,,,,,,,,,91.7,,,,северный,,,,2,,,,,,,,,,10.0,739,,0.7,,,,10.0
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,92.9,,,,,,,,0,,,,,,,,,,10.0,739,,-0.9,,,True,9.0
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,,,,92.8,,,-2.4,юго-западный,,,,1,,,0.4,,,,0.8,,,10.0,739,,-2.3,,,,10.0
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,60.1,,,,западный,,,,2,,,,,,,,,,10.0,740,,3.2,,,,4.0
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,36.2,,,,западный,,,,2,,,,,,,,,,10.0,740,,7.2,,,,7.0
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,30.4,,,,западный,,,,3,,,,,,,,,,10.0,739,,9.9,,,,7.0
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,,,,,,,,32.2,,,,юго-восточный,,10.4,,1,,,0,,,,,,,10.0,738,,9.7,,,,10.0
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,,,,,,,,46.4,,,,юго-восточный,,,,2,,,,,,,,,,10.0,737,,7.9,,,,10.0
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,True,,,,,,,66.4,,,,восточный,,,,2,,,,,,,,,,4.0,736,,6.3,,,,10.0
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,,,,True,,,,82.1,,,,юго-восточный,,,,1,,,,,,,,,,10.0,734,,5.3,,,,4.0
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,,,,,,,,64.1,,,4.6,юго-восточный,,,,1,,,0.3,,,,0.3,,,10.0,733,,8.4,,,,9.0
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,13.0,,,,,,,,50.9,,,,западный,,,,6,,,,,,,,,,10.0,733,,12.6,,,,7.0
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,12.0,,,,,,,,34.9,,,,западный,,,,6,,,,,,,,,,10.0,735,,15.2,,,,7.0
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,12.0,,,,,,,,28.5,,,,западный,,,,5,,,,,,,,,,10.0,735,,16.2,,,,10.0
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,10.0,,,,,,,,28.1,,,,юго-западный,,17.0,,4,,,0,,,,,,,10.0,735,,16.3,,,,10.0
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,13.0,,,,,,,,41.7,,,,юго-западный,,,,3,,,,,,,,,,10.0,735,,12.9,,,,9.0
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,12.0,,,,,,,,56.3,,,,южный,,,,2,,,,,,,,,,10.0,735,,11.6,,,,10.0
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,51.4,,,,юго-западный,,,,4,,,,,,,,,,10.0,735,,11.7,,,,7.0
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,10.0,,,,,,,,52.1,,,10.2,южный,,,,4,,,менее 0.1,,,,менее 0.1,,,10.0,736,,10.4,,,True,10.0
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,10.0,,,,True,,,,40.9,,,,юго-западный,,,,5,,,,,,,,,,10.0,736,,14.4,,,,7.0
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,12.0,,,,,,,,29.7,,,,юго-западный,,,,6,,,,,,,,,,10.0,736,,18.1,,,,7.0
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,15.0,,,,,,,,20.6,,,,юго-западный,,,,8,,,,,,,,,,10.0,736,,19.0,,,,7.0
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,14.0,,,,,,,,29.2,,,,южный,,19.7,,5,,,менее 0.1,,,,,,,10.0,736,,16.6,,,True,7.0
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,True,,,,43.2,,,,южный,,,,2,,,,,,,,,,10.0,736,,12.9,,,,2.0
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,50.5,,,,южный,,,,3,,,,,,,,,,,736,,11.1,,,,
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,55.9,,,,северо-восточный,,,,1,,,,,,,,,,10.0,736,,10.1,,,,0.0
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,,,,62.1,,,9.1,восточный,,,,1,,,менее 0.1,,,,менее 0.1,,,10.0,736,,9.8,,,,7.0
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,56.4,,,,юго-восточный,,,,3,,,,,,,,,,10.0,736,,12.0,,,,9.0
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,47.5,,,,восточный,,,,4,,,,,,,,,,10.0,735,,14.4,,,,10.0
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,13.0,,,True,,,,,70.4,,,,восточный,,,,1,,,,,,,,,,10.0,734,,11.6,,,,9.0
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,,,,,,,,74.8,,,,юго-восточный,,16.9,,3,,,4,,,,,,,10.0,734,,11.3,,,,9.0
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,True,,,,,,,90.2,,,,юго-восточный,,,,2,,,,,,,,,,4.0,734,,8.0,,,,10.0
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,95.9,,,,южный,,,,1,,,,,,,,,,,734,,6.1,,,,
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,True,,,,,,,98.0,,,,западный,,,,4,,,,,,,,,,4.0,733,,6.6,,,,10.0
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,True,,,,,,,93.2,,,5.1,северо-западный,,,,3,,,5,,,,9,,,4.0,735,,5.1,,,,10.0
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,True,,,,,,,85.7,,,4.1,северо-западный,,,,4,,,,,,,,,,4.0,737,,5.0,,,,10.0
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,10.0,,,,True,,,,53.7,,,,северо-западный,,,,5,,,,,,,,,,10.0,738,,9.3,,,,7.0
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,10.0,,,,,,,,58.3,,,,западный,,,,4,True,,,,,,,,,10.0,739,,8.2,,,,7.0
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,13.0,,,,,,,,78.8,,,,северо-восточный,,9.7,,1,,,0.8,,,,,True,,4.0,740,,6.1,,,,7.0
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,80.9,,,,юго-западный,,,,1,,,,,,,,,,10.0,742,,4.5,,,True,7.0
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,84.1,,,,юго-западный,,,,2,,,,,,,,,,10.0,742,,2.2,,,,0.0
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,81.6,,,,юго-западный,,,,2,,,,,,,,,,10.0,743,,1.5,,,,0.0
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,,,,80.5,,,0.3,западный,,,,2,,,0.6,,,,1,,,10.0,743,,1.8,,,,9.0
1588140000,"Среда, 29 апреля
06:00 (UTC)",,10.0,,,,,,,,52.0,,,,юго-западный,,,,6,,,,,,,,,,10.0,743,,8.8,,,,9.0
1588150800,"Среда, 29 апреля
09:00 (UTC)",,13.0,,,,,,,,35.4,,,,юго-западный,,,,7,,,,,,,,,,10.0,741,,15.1,,,,4.0
1588161600,"Среда, 29 апреля
12:00 (UTC)",,17.0,,,,,,,,26.0,,,,юго-западный,,,,8,,,,,,,,,,10.0,739,,18.1,,,,7.0
1588172400,"Среда, 29 апреля
15:00 (UTC)",,17.0,,,,,,,,30.5,,,,юго-западный,,18.3,,7,,,0,,,,,,,10.0,738,,17.9,,,,10.0
1588183200,"Среда, 29 апреля
18:00 (UTC)",,12.0,,,,,,,,35.1,,,,юго-западный,,,,7,,,,,,,,,,10.0,738,,16.8,,,,10.0
1588194000,"Среда, 29 апреля
21:00 (UTC)",,13.0,,,,,,,,36.2,,,,западный,,,,5,,,,,,,,,,10.0,738,,15.2,,,,7.0
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,13.0,,,,,,,,45.0,,,,юго-западный,,,,4,,,,,,,,,,10.0,739,,12.3,,,,10.0
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,,,,,,,,49.1,,,11.1,юго-западный,,,,3,,,0,,,,0,,,10.0,740,,11.5,,,,10.0
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,11.0,,,,,,,,40.7,,,,западный,,,,5,,,,,,,,,,10.0,741,,15.6,,,,9.0
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,,,,,,,,40.8,,,,северо-западный,,,,4,,,,,,,,,,10.0,742,,17.0,,,,7.0
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,,,,,,,,45.1,,,,северный,,,,2,,,,,,,,,,10.0,742,,18.2,,,,5.0
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,,,,,,,,51.8,,,,северный,,18.8,,3,,,0,,,,,,,10.0,743,,13.4,,,,6.0
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,47.3,,,,северо-восточный,,,,2,,,,,,,,,,10.0,744,,9.9,,,,2.0
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,54.4,,,,северо-восточный,,,,1,,,,,,,,,,10.0,744,,7.3,,,,0.0
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,71.6,,,,восточный,,,,2,,,,,,,,,,10.0,744,,4.9,,,,0.0
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,,,,77.6,,,4.2,восточный,,,,2,,,0,,,,0,,,10.0,743,,5.6,,,,7.0
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,50.5,,,,западный,,,,1,,,,,,,,,,10.0,743,,15.1,,,,7.0
1588323600,"Пятница, 1 мая
09:00 (UTC)",,10.0,,,,,,,,25.0,,,,юго-западный,,,,5,,,,,,,,,,10.0,742,,21.8,,,,5.0
1588334400,"Пятница, 1 мая
12:00 (UTC)",,12.0,,,,,,,,21.0,,,,юго-западный,,,,5,,,,,,,,,,10.0,741,,22.6,,,,7.0
1588345200,"Пятница, 1 мая
15:00 (UTC)",,10.0,,,,,,,,28.0,,,,западный,,23.1,,2,,,0,,,,,,,10.0,741,,21.1,,,,7.0
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,True,,,,61.4,,,,северный,,,,3,,,,,,,,,,10.0,743,,12.0,,,,4.0
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,76.0,,,,северо-восточный,,,,2,,,,,,,,,,10.0,743,,8.7,,,,2.0
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,83.5,,,,северо-восточный,,,,2,,,,,,,,,,10.0,744,,7.2,,,,7.0
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,,,,76.9,,,7.1,северо-восточный,,,,2,,,менее 0.1,,,,менее 0.1,,,10.0,745,,7.9,,,,10.0
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,75.5,,,,восточный,,,,5,,,,,,,,,,10.0,746,,9.4,,,,9.0
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,True,,,,,,,64.6,,,,восточный,,,,2,,,,,,,,,,4.0,746,,12.6,,,,7.0
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,51.6,,,,юго-восточный,,,,3,,,,,,,,,,10.0,746,,16.5,,,True,7.0
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,,,,50.1,,,,юго-восточный,,18.1,,3,,,менее 0.1,,,,,,,10.0,746,,17.3,,,,2.0
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,58.0,,,,восточный,,,,2,,,,,,,,,,10.0,746,,13.7,,,,0.0
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,54.1,,,,восточный,,,,4,,,,,,,,,,10.0,747,,10.8,,,,0.0
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,50.5,,,,восточный,,,,3,,,,,,,,,,10.0,748,,8.6,,,,2.0
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,,,,48.3,,,7.5,юго-восточный,,,,3,,,0,,,,менее 0.1,,,10.0,748,,8.7,,,,7.0
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,38.6,,,,юго-восточный,,,,4,,,,,,,,,,10.0,749,,13.2,,,,2.0
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,,,31.7,,,,юго-восточный,,,,4,,,,,,,,,,10.0,748,,19.0,,,,2.0
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,27.2,,,,юго-восточный,,,,3,,,,,,,,,,10.0,748,,21.7,,,,6.0
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,,,,25.6,,,,юго-восточный,,22.2,,3,,,0,,,,,,,10.0,748,,21.3,,,,7.0
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,27.9,,,,юго-восточный,,,,3,,,,,,,,,,10.0,748,,16.3,,,,4.0
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,33.0,,,,восточный,,,,2,,,,,,,,,,10.0,748,,13.2,,,,2.0
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,,,,,,,45.1,,,,восточный,,,,2,,,,,,,,,,10.0,749,,10.4,,,,7.0
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,,,,48.1,,,9.0,восточный,,,,2,,,0,,,,0,,,10.0,749,,10.3,,,,7.0
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,32.4,,,,юго-восточный,,,,3,,,,,,,,,,10.0,749,,16.7,,,,7.0
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,19.6,,,,юго-восточный,,,,4,,,,,,,,,,10.0,749,,21.5,,,,5.0
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,18.7,,,,восточный,,,,3,,,,,,,,,,10.0,748,,23.6,,,,2.0
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,,,,21.3,,,,юго-восточный,,23.7,,3,,,0,,,,,,,10.0,747,,22.5,,,,7.0
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,32.4,,,,юго-восточный,,,,2,,,,,,,,,,10.0,748,,17.4,,,,4.0
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,30.9,,,,восточный,,,,2,,,,,,,,,,10.0,747,,15.4,,,,1.0
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,,,,,,,39.7,,,,юго-восточный,,,,4,,,,,,,,,,10.0,746,,15.1,,,,0.0
1588647600,"Вторник, 5 мая
03:00 (UTC)",,10.0,,,,,,,,45.3,,,14.9,юго-восточный,,,,6,,,0,,,,0,,,10.0,747,,15.7,,,,2.0
1588658400,"Вторник, 5 мая
06:00 (UTC)",,10.0,,,,,,,,35.7,,,,юго-восточный,,,,5,,,,,,,,,,10.0,748,,21.4,,,,2.0
1588669200,"Вторник, 5 мая
09:00 (UTC)",,15.0,,,,,,,,27.4,,,,юго-восточный,,,,8,,,,,,,,,,10.0,748,,23.9,,,,5.0
1588680000,"Вторник, 5 мая
12:00 (UTC)",,14.0,,,,,,,,34.6,,,,южный,,,,2,,,,,,,,,,10.0,747,,21.8,,,,9.0
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,,,,,,,22.5,,,,юго-восточный,,24.4,,4,,,0,,,,,,,10.0,746,,23.5,,,,7.0
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,28.3,,,,юго-восточный,,,,3,,,,,,,,,,10.0,745,,18.6,,,,2.0
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,33.6,,,,юго-восточный,,,,4,,,,,,,,,,50.0,745,,16.6,,,,4.0
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,53.1,,,,юго-восточный,,,,3,,,,,,,,,,10.0,745,,15.5,,,,5.0
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,True,,,,,70.9,,,14.1,юго-восточный,,,,3,,,менее 0.1,,,,менее 0.1,,,10.0,744,,14.3,,,,9.0
1588744800,"Среда, 6 мая
06:00 (UTC)",,12.0,,,True,,,,,74.5,,,,юго-восточный,,,,6,,,,,,,,,,10.0,743,,15.2,,,,10.0
1588755600,"Среда, 6 мая
09:00 (UTC)",,15.0,,,,,,,,48.1,,,,юго-восточный,,,,6,,,,,,,,,,10.0,742,,17.7,,,True,10.0
1588766400,"Среда, 6 мая
12:00 (UTC)",,14.0,,,,,,,,36.0,,,,юго-восточный,,,,7,,,,,,,,,,10.0,741,,21.5,,,True,7.0
1588777200,"Среда, 6 мая
15:00 (UTC)",,12.0,,,,,,,,36.4,,,,юго-восточный,,22.2,,4,,,менее 0.1,,,,,,,10.0,741,,21.3,,,,7.0
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,52.3,,,,юго-восточный,,,,4,,,,,,,,,,10.0,741,,16.5,,,,9.0
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,60.5,,,,южный,,,,4,,,,,,,,,,10.0,741,,17.3,,,,4.0
1588809600,"Четверг, 7 мая
00:00 (UTC)",,11.0,,,,,,,,83.9,,,,южный,,,,4,,,,,,,,True,,4.0,741,,14.7,,,,7.0
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,,,,,,,,85.5,,,14.0,восточный,,,,1,,,1,,,,1,,,10.0,741,,14.4,,,True,10.0
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,,,,,,,,70.6,,,,восточный,,,,2,,,,,,,,,,10.0,740,,17.6,,,True,9.0
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,,,,,,,,44.7,,,,юго-восточный,,,,3,,,,,,,,,,10.0,740,,20.2,,,,10.0
1588852800,"Четверг, 7 мая
12:00 (UTC)",,10.0,,,,,,,,50.2,,,,юго-восточный,,,,6,,,,,,,,,,10.0,740,,19.2,,,,10.0
1588863600,"Четверг, 7 мая
15:00 (UTC)",,10.0,,,,,,,,79.0,,,,юго-восточный,,21.5,,4,,,менее 0.1,,,,,True,,4.0,741,,14.7,,,,10.0
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,True,,,,,,,93.1,,,,южный,,,,1,,,,,,,,,,4.0,741,,13.7,,,,10.0
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,True,,,,,,,94.9,,,,южный,,,,2,,,,,,,,,,4.0,741,,13.4,,,,10.0
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,True,,,,,,,98.1,,,,юго-восточный,,,,2,,,,,,,,,,4.0,741,,12.9,,,,10.0
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,True,,,,,,,98.7,,,12.8,юго-восточный,,,,1,,,8,,,,8,,,4.0,741,,12.9,,,,10.0
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,True,,,,,,,94.3,,,,восточный,,,,1,,,,,,,,,,4.0,741,,14.2,,,,10.0
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,True,,,,,,,89.1,,,,юго-восточный,,,,1,,,,,,,,,,4.0,741,,16.5,,,,10.0
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,,,,,,,,70.8,,,,южный,,,,2,,,,,,,,,,10.0,741,,18.5,,,True,10.0
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,,,,77.9,,,,южный,,18.8,,1,,,0.8,,,,,,,10.0,741,,17.8,,,,10.0
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,90.2,,,,,,,,0,,,,,,,,,,10.0,742,,15.2,,,,10.0
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,True,,,,,,,94.4,,,,северо-западный,,,,1,,,,,,,,,,4.0,741,,14.9,,,,10.0
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,True,,,,,,,98.7,,,,южный,,,,2,,,,,,,,,,4.0,741,,13.8,,,,10.0
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,,,,,,,,99.4,,,13.2,юго-западный,,,,1,True,,21,,,,22,,,4.0,741,,13.4,,,,10.0
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,,,,,,,,97.5,,,,западный,,,,2,,,,,,,,,,10.0,741,,15.0,,,True,9.0
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,,,,,,,,76.2,,,,западный,,,,2,,,,,,,,,,10.0,740,,16.6,,,,9.0
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,66.8,,,,северо-западный,,,,2,,,,,,,,,,10.0,739,,16.7,,,True,10.0
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,True,,,,,99.3,,,,западный,,17.1,,4,,,21,,,,,,,10.0,739,,11.8,,,,10.0
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,True,,95.4,,,,юго-западный,,,,5,,,,,,,,,,4.0,739,,10.0,,,,10.0
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,True,,96.7,,,,юго-западный,,,,3,,,,,,,,,,4.0,738,,9.1,,,,10.0
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,True,,97.3,,,,западный,,,,4,,,,,,,,,,4.0,737,,8.9,,,,10.0
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,True,,,,,,,95.4,,,8.8,южный,,,,3,,,22,,,,43,,,4.0,736,,9.3,,,,10.0
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,88.1,,,,юго-западный,,,,4,True,,,,,,,,,10.0,737,,11.2,,,,10.0
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,12.0,,,,,,,,76.4,,,,юго-западный,,,,6,,,,,,,,,,10.0,738,,11.3,,,,10.0
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,12.0,,,,,,,,66.8,,,,юго-западный,,,,4,,,,,,,,,,10.0,739,,12.3,,,,10.0
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,11.0,,,,,,,,62.1,,,,южный,,14.2,,3,,,менее 0.1,,,,,,,10.0,738,,13.5,,,,9.0
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,,,74.3,,,,южный,,,,2,True,,,,,,,,,10.0,739,,11.2,,,,9.0
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,True,,,,87.8,,,,юго-восточный,,,,3,,,,,,,,,,10.0,738,,8.6,,,,2.0
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,86.1,,,,юго-восточный,,,,3,,,,,,True,,,,10.0,738,,9.1,,,,7.0
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,,,,84.9,,,8.5,восточный,,,,2,,,0.5,,,,0.5,,,10.0,738,,9.0,,,,10.0
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,True,,,,,,,80.0,,,,восточный,,,,2,,,,,,,,,,10.0,739,,10.1,,,,10.0
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,68.2,,,,юго-восточный,,,,2,,,,,,,,,,10.0,740,,12.4,,,True,10.0
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,61.8,,,,северо-западный,,,,1,,,,,,,,,,10.0,741,,13.8,,,True,7.0
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,,,,55.0,,,,западный,,15.4,,1,,,менее 0.1,,,,,,,10.0,741,,15.4,,,,6.0
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,82.1,,,,юго-западный,,,,1,,,,,,,,,,10.0,742,,9.7,,,,0.0
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,93.3,,,,западный,,,,1,,,,,,,,,True,4.0,742,,6.8,,,,0.0
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,96.6,,,,,,,,0,,,,,,,,,True,4.0,742,,5.0,,,,0.0
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,,,,96.0,,,4.1,юго-западный,,,,1,,,0,,,,менее 0.1,,True,4.0,742,,6.7,,,,0.0
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,62.2,,,,западный,,,,3,,,,,,,,,,10.0,742,,15.6,,,,2.0
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,53.0,,,,южный,,,,2,,,,,,,,,,10.0,741,,17.9,,,,4.0
