timestamp,date,Гроза слабая или умеренная (возможен дождь или снег),Дождь (незамерзающий) сильный непрерывный,"Порывы, м/с",Дождь (незамерзающий) слабый непрерывный,Ливневой дождь со снегом слабый,Ливневый дождь со снегом,Ливневый дождь,Количество облаков уменьшилось,Дождь (незамерзающий) умеренный непрерывный,"Гроза, но без осадков","Относительная влажность, %",Морось (незамерзающая) слабая непрерывная,Град,"Минимальная температура, °C",Направление ветра,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с",Дождь (незамерзающий),"Осадки за 12 часов, мм",Ливневой дождь очень сильный,"Осадки за 24 часа, мм",Ливневой дождь слабый,Дымка (видимость больше 1 км),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,"Температура воздуха, °C","Гроза, дождь слабый",Количество облаков не изменилось,Балл общей облачности,Ливневой снег слабый
1586509200,"Пятница, 10 апреля
09:00 (UTC)",,,,,,,,,,,51.6,,,,северо-западный,,,2,,,,,,,10.0,743,,,7.3,,,7.0,
1586512800,"Пятница, 10 апреля
10:00 (UTC)",,,,,,,,,,,50.3,,,,северо-западный,,,3,,,,,,,10.0,744,,,7.8,,,7.0,
1586516400,"Пятница, 10 апреля
11:00 (UTC)",,,,,,,,,,,40.1,,,,северо-западный,,,3,,,,,,,10.0,744,,,7.6,,,7.0,
1586520000,"Пятница, 10 апреля
12:00 (UTC)",,,10.0,,,,,,,,41.6,,,,северо-западный,,,3,,,,,,,10.0,744,,,8.5,,,7.0,
1586523600,"Пятница, 10 апреля
13:00 (UTC)",,,,,,,,,,,40.6,,,,северо-западный,,,3,,,,,,,10.0,745,,,8.1,,,7.0,
1586527200,"Пятница, 10 апреля
14:00 (UTC)",,,,,,,,,,,34.0,,,,северо-западный,,,2,,,,,,,10.0,745,,,8.7,,,9.0,
1586530800,"Пятница, 10 апреля
15:00 (UTC)",,,,,,,,,,,41.3,,,,северный,,,2,,0,,,,,10.0,745,,,7.6,,,9.0,
1586534400,"Пятница, 10 апреля
16:00 (UTC)",,,,,,,,,,,42.8,,,,северо-западный,,,2,,,,,,,10.0,745,,,7.0,,,7.0,
1586538000,"Пятница, 10 апреля
17:00 (UTC)",,,,,,,,,,,65.5,,,,западный,,,2,,,,,True,,,746,,,4.7,,,10.0,
1586541600,"Пятница, 10 апреля
18:00 (UTC)",,,,,,,True,,,,61.8,,,,северо-западный,,8.9,2,,0.1,,,,,,746,,,4.7,,,6.0,
1586545200,"Пятница, 10 апреля
19:00 (UTC)",,,,,,,,,,,66.8,,,,северо-западный,,,1,,,,,,,,746,,,3.8,,,,
1586548800,"Пятница, 10 апреля
20:00 (UTC)",,,,,,,,,,,76.0,,,,,,,0,,,,,,,,746,,,2.7,,,,
1586552400,"Пятница, 10 апреля
21:00 (UTC)",,,,,,,,,,,87.7,,,,,,,0,,,,,,True,,746,,,0.6,,,2.0,
1586556000,"Пятница, 10 апреля
22:00 (UTC)",,,,,,,,,,,73.2,,,,северо-западный,,,1,,,,,,,,746,,,2.3,,,,
1586559600,"Пятница, 10 апреля
23:00 (UTC)",,,,,,,,,,,79.2,,,,,,,0,,,,,,,,746,,,0.9,,,,
1586563200,"Суббота, 11 апреля
00:00 (UTC)",,,,,,,,,,,88.3,,,,,,,0,,,,,,True,,746,,,-0.5,,,0.0,
1586566800,"Суббота, 11 апреля
01:00 (UTC)",,,,,,,,,,,87.6,,,,,,,0,,,,,,,,746,,,-0.6,,,,
1586570400,"Суббота, 11 апреля
02:00 (UTC)",,,,,,,,,,,90.8,,,,,,,0,,,,,,,,746,,,-1.5,,,,
1586574000,"Суббота, 11 апреля
03:00 (UTC)",,,,,,,,,,,91.5,,,-1.6,,,,0,,0.1,,0.1,,True,4.0,746,,,-1.3,,,2.0,
1586577600,"Суббота, 11 апреля
04:00 (UTC)",,,,,,,,,,,78.6,,,,,,,0,,,,,,True,10.0,746,,,1.0,,,6.0,
1586581200,"Суббота, 11 апреля
05:00 (UTC)",,,,,,,,,,,74.7,,,,северо-западный,,,1,,,,,,,10.0,746,,,1.3,,,7.0,
1586584800,"Суббота, 11 апреля
06:00 (UTC)",,,,,,,,,,,68.1,,,-1.6,северный,,,2,,0,,,,,10.0,746,,,2.8,,,9.0,
1586588400,"Суббота, 11 апреля
07:00 (UTC)",,,,,,,,,,,18.8,,,,северо-западный,,,2,,,,,,,10.0,746,,,23.0,,,9.0,
1586592000,"Суббота, 11 апреля
08:00 (UTC)",,,,,,,,,,,64.2,,,,северо-западный,,,2,,,,,,,10.0,747,,,3.0,,,10.0,
1586595600,"Суббота, 11 апреля
09:00 (UTC)",,,,,,,,,,,90.4,,True,,северо-западный,,,1,,,,,,,10.0,747,,,1.5,,,9.0,
1586599200,"Суббота, 11 апреля
10:00 (UTC)",,,,,,,,,,,68.0,,,,северо-западный,,,3,,,,,,,10.0,747,,,2.4,,,9.0,
1586602800,"Суббота, 11 апреля
11:00 (UTC)",,,,,,,,,,,52.5,,,,северо-западный,,,3,,,,,,,10.0,747,,,3.4,,,9.0,
1586606400,"Суббота, 11 апреля
12:00 (UTC)",,,12.0,,,,,,,,34.7,,,,северный,,,4,,,,,,,10.0,747,,,5.1,,True,6.0,
1586610000,"Суббота, 11 апреля
13:00 (UTC)",,,,,,,,,,,32.9,,,,северо-западный,,,3,,,,,,,10.0,748,,,5.1,,,6.0,
1586613600,"Суббота, 11 апреля
14:00 (UTC)",,,,,,,,,,,31.7,,,,северный,,,4,,,,,,,10.0,748,,,5.4,,,6.0,
1586617200,"Суббота, 11 апреля
15:00 (UTC)",,,12.0,,,,,,,,34.3,,,,северо-западный,,,2,,0.3,,,,,10.0,748,,,4.6,,,2.0,
1586620800,"Суббота, 11 апреля
16:00 (UTC)",,,,,,,,,,,39.4,,,,северный,,,3,,,,,,,1.0,749,,,4.1,,,2.0,
1586624400,"Суббота, 11 апреля
17:00 (UTC)",,,,,,,,,,,47.6,,,,северный,,,3,,,,,,,10.0,749,,,3.5,,,7.0,
1586628000,"Суббота, 11 апреля
18:00 (UTC)",,,,,,,,,,,63.5,,,,северо-западный,,5.4,2,,0.3,,,,,,750,,,2.1,,,4.0,
1586631600,"Суббота, 11 апреля
19:00 (UTC)",,,,,,,,,,,66.7,,,,северо-западный,,,1,,,,,,,,750,,,1.3,,,,
1586635200,"Суббота, 11 апреля
20:00 (UTC)",,,,,,,,,,,69.7,,,,северный,,,2,,,,,,,,751,,,0.7,,,,
1586638800,"Суббота, 11 апреля
21:00 (UTC)",,,,,,,,,,,76.1,,,,северо-западный,,,1,,,,,,,,751,,,-0.1,,,0.0,
1586642400,"Суббота, 11 апреля
22:00 (UTC)",,,,,,,,,,,80.7,,,,,,,0,,,,,,,,751,,,-0.9,,,,
1586646000,"Суббота, 11 апреля
23:00 (UTC)",,,,,,,,,,,86.2,,,,,,,0,,,,,,,,751,,,-1.9,,,,
1586649600,"Воскресенье, 12 апреля
00:00 (UTC)",,,,,,,,,,,88.1,,,,,,,0,,,,,,,,751,,,-2.3,,,0.0,
1586653200,"Воскресенье, 12 апреля
01:00 (UTC)",,,,,,,,,,,89.4,,,,,,,0,,,,,,,,751,,,-2.3,,,,
1586656800,"Воскресенье, 12 апреля
02:00 (UTC)",,,,,,,,,,,86.1,,,,юго-западный,,,1,,,,,,,,751,,,-2.3,,,,
1586660400,"Воскресенье, 12 апреля
03:00 (UTC)",,,,,,,,,,,77.2,,,-2.5,,,,0,,0,,0.3,,,10.0,751,,,-0.7,,,9.0,
1586664000,"Воскресенье, 12 апреля
04:00 (UTC)",,,,,,,,,,,76.6,,,,северо-западный,,,1,,,,,,,10.0,751,,,-0.4,,,7.0,
1586667600,"Воскресенье, 12 апреля
05:00 (UTC)",,,,,,,,,,,72.4,,,,северо-западный,,,2,,,,,,,10.0,751,,,0.9,,,6.0,
1586671200,"Воскресенье, 12 апреля
06:00 (UTC)",,,,,,,,,,,70.4,,,-2.5,северо-западный,,,2,,0,,,,,10.0,751,,,1.5,,,9.0,
1586674800,"Воскресенье, 12 апреля
07:00 (UTC)",,,,,,,,,,,63.0,,,,северо-западный,,,3,,,,,,,10.0,752,,,1.8,,,9.0,
1586678400,"Воскресенье, 12 апреля
08:00 (UTC)",,,,,,,,,,,55.3,,,,северный,,,2,,,,,,,10.0,752,,,3.1,,,9.0,
1586682000,"Воскресенье, 12 апреля
09:00 (UTC)",,,,,,,,,,,47.8,,,,северный,,,2,,,,,,,10.0,751,,,4.3,,,9.0,
1586685600,"Воскресенье, 12 апреля
10:00 (UTC)",,,,,,,,,,,37.4,,,,северо-западный,,,3,,,,,,,10.0,751,,,4.6,,,7.0,
1586689200,"Воскресенье, 12 апреля
11:00 (UTC)",,,,,,,,,,,33.9,,,,западный,,,1,,,,,,,10.0,751,,,6.7,,,7.0,
1586692800,"Воскресенье, 12 апреля
12:00 (UTC)",,,,,,,,,,,32.4,,,,северный,,,2,,,,,,,10.0,751,,,6.2,,,6.0,
1586696400,"Воскресенье, 12 апреля
13:00 (UTC)",,,,,,,,,,,31.4,,,,северный,,,1,,,,,,,10.0,750,,,6.8,,,4.0,
1586700000,"Воскресенье, 12 апреля
14:00 (UTC)",,,,,,,,,,,28.8,,,,,,,0,,,,,,,10.0,750,,,7.0,,,2.0,
1586703600,"Воскресенье, 12 апреля
15:00 (UTC)",,,,,,,,,,,30.5,,,,,,,0,,0,,,,,10.0,750,,,6.2,,,2.0,
1586707200,"Воскресенье, 12 апреля
16:00 (UTC)",,,,,,,,,,,32.3,,,,,,,0,,,,,,,10.0,749,,,5.7,,,2.0,
1586714400,"Воскресенье, 12 апреля
18:00 (UTC)",,,,,,,,,,,53.0,,,,,,7.3,0,,0,,,,,10.0,749,,,2.4,,,2.0,
1586718000,"Воскресенье, 12 апреля
19:00 (UTC)",,,,,,,,,,,49.1,,,,,,,0,,,,,,,,749,,,2.4,,,,
1586721600,"Воскресенье, 12 апреля
20:00 (UTC)",,,,,,,,,,,50.6,,,,,,,0,,,,,,,,748,,,2.2,,,,
1586725200,"Воскресенье, 12 апреля
21:00 (UTC)",,,,,,,,,,,44.7,,,,южный,,,1,,,,,,,,748,,,3.3,,,4.0,
1586728800,"Воскресенье, 12 апреля
22:00 (UTC)",,,,,,,,,,,42.0,,,,южный,,,1,,,,,,,,748,,,3.5,,,,
1586732400,"Воскресенье, 12 апреля
23:00 (UTC)",,,,,,,,,,,44.2,,,,южный,,,1,,,,,,,,748,,,2.9,,,,
1586736000,"Понедельник, 13 апреля
00:00 (UTC)",,,,,,,,,,,42.9,,,,,,,0,,,,,,,,747,,,3.1,,,2.0,
1586739600,"Понедельник, 13 апреля
01:00 (UTC)",,,,,,,,,,,42.3,,,,юго-восточный,,,1,,,,,,,,746,,,3.3,,,,
1586743200,"Понедельник, 13 апреля
02:00 (UTC)",,,,,,,,,,,45.9,,,,южный,,,1,,,,,,,,746,,,2.8,,,,
1586746800,"Понедельник, 13 апреля
03:00 (UTC)",,,,,,,,,,,47.7,,,1.8,юго-восточный,,,1,,0,,0,,,10.0,745,,,2.7,,,7.0,
1586750400,"Понедельник, 13 апреля
04:00 (UTC)",,,,,,,,,,,46.2,,,,,,,0,,,,,,,10.0,745,,,3.7,,,9.0,
1586754000,"Понедельник, 13 апреля
05:00 (UTC)",,,,,,,,,,,40.1,,,,южный,,,1,,,,,,,10.0,744,,,5.6,,,9.0,
1586757600,"Понедельник, 13 апреля
06:00 (UTC)",,,,,,,,,,,37.4,,,1.8,юго-восточный,,,1,,0,,,,,10.0,744,,,6.6,,,10.0,
1586761200,"Понедельник, 13 апреля
07:00 (UTC)",,,,,,,,,,,31.9,,,,южный,,,2,,,,,,,10.0,743,,,8.7,,,10.0,
1586764800,"Понедельник, 13 апреля
08:00 (UTC)",,,,,,,,,,,26.9,,,,южный,,,1,,,,,,,10.0,743,,,10.9,,,7.0,
1586768400,"Понедельник, 13 апреля
09:00 (UTC)",,,,,,,,,,,24.2,,,,южный,,,2,,,,,,,10.0,742,,,12.5,,,7.0,
1586772000,"Понедельник, 13 апреля
10:00 (UTC)",,,,,,,,,,,22.3,,,,юго-западный,,,2,,,,,,,10.0,742,,,12.8,,,7.0,
1586775600,"Понедельник, 13 апреля
11:00 (UTC)",,,,,,,,,,,20.3,,,,южный,,,2,,,,,,,10.0,741,,,15.0,,,7.0,
1586779200,"Понедельник, 13 апреля
12:00 (UTC)",,,,,,,,,,,18.8,,,,юго-западный,,,2,,,,,,,10.0,740,,,15.7,,,10.0,
1586782800,"Понедельник, 13 апреля
13:00 (UTC)",,,,,,,,,,,17.9,,,,южный,,,2,,,,,,,10.0,740,,,15.5,,,10.0,
1586786400,"Понедельник, 13 апреля
14:00 (UTC)",,,,,,,,,,,18.4,,,,южный,,,2,,,,,,,10.0,739,,,15.2,,,7.0,
1586790000,"Понедельник, 13 апреля
15:00 (UTC)",,,,,,,,,,,20.1,,,,южный,,,1,,0,,,,,10.0,739,,,14.5,,,7.0,
1586793600,"Понедельник, 13 апреля
16:00 (UTC)",,,,,,,,,,,19.0,,,,южный,,,1,,,,,,,10.0,739,,,14.3,,,6.0,
1586797200,"Понедельник, 13 апреля
17:00 (UTC)",,,,,,,,,,,20.6,,,,южный,,,2,,,,,,,10.0,738,,,13.2,,,0.0,
1586800800,"Понедельник, 13 апреля
18:00 (UTC)",,,,,,,,,,,21.6,,,,южный,,15.7,2,,0,,,,,,738,,,12.7,,,0.0,
1586804400,"Понедельник, 13 апреля
19:00 (UTC)",,,,,,,,,,,24.0,,,,южный,,,2,,,,,,,,737,,,11.8,,,,
1586808000,"Понедельник, 13 апреля
20:00 (UTC)",,,,,,,,,,,26.5,,,,южный,,,2,,,,,,,,737,,,11.6,,,,
1586811600,"Понедельник, 13 апреля
21:00 (UTC)",,,,,,,,,,,29.7,,,,южный,,,2,,,,,,,,736,,,11.3,,,10.0,
1586815200,"Понедельник, 13 апреля
22:00 (UTC)",,,,,,,,,,,31.8,,,,южный,,,2,,,,,,,,736,,,11.3,,,,
1586818800,"Понедельник, 13 апреля
23:00 (UTC)",,,,,,,,,,,33.9,,,,южный,,,2,,,,,,,,735,,,11.1,,,,
1586822400,"Вторник, 14 апреля
00:00 (UTC)",,,,,,,,,,,35.0,,,,южный,,,1,,,,,,,,735,,,11.1,,,10.0,
1586826000,"Вторник, 14 апреля
01:00 (UTC)",,,,,,,,,,,38.8,,,,южный,,,1,,,,,,,,735,,,10.2,,,,
1586829600,"Вторник, 14 апреля
02:00 (UTC)",,,,,,,,,,,39.8,,,,южный,,,1,,,,,,,,735,,,10.5,,,,
1586833200,"Вторник, 14 апреля
03:00 (UTC)",,,,,,,,,,,42.2,,,9.8,южный,,,1,,0,,0,,,10.0,735,,,10.4,,,10.0,
1586836800,"Вторник, 14 апреля
04:00 (UTC)",,,,,,,,,,,43.5,,,,,,,0,,,,,,,10.0,735,,,10.6,,,10.0,
1586840400,"Вторник, 14 апреля
05:00 (UTC)",,,,,,,,,,,44.6,,,,западный,,,1,,,,,,,10.0,735,,,11.1,,,10.0,
1586844000,"Вторник, 14 апреля
06:00 (UTC)",,,,,,,,,,,70.7,,,8.3,северо-западный,,,2,,0,,,,,10.0,736,,,8.3,,,10.0,
1586847600,"Вторник, 14 апреля
07:00 (UTC)",,,,,,,,,,,88.9,,,,,,,0,,,,,True,,4.0,737,,,6.3,,,10.0,
1586851200,"Вторник, 14 апреля
08:00 (UTC)",,,,,,,True,,,,89.4,,,,северо-западный,,,1,,,,,,,4.0,738,,,5.3,,,10.0,
1586854800,"Вторник, 14 апреля
09:00 (UTC)",,,,,,,,,,,88.8,,,,,,,0,,,,,,,10.0,738,,,5.5,,True,10.0,
1586858400,"Вторник, 14 апреля
10:00 (UTC)",,,,,,,,,,,79.9,,,,,,,0,,,,,,,10.0,738,,,6.1,,,10.0,
1586862000,"Вторник, 14 апреля
11:00 (UTC)",,,,,,,,,,,76.2,,,,западный,,,1,,,,,,,10.0,739,,,6.8,,,10.0,
1586865600,"Вторник, 14 апреля
12:00 (UTC)",,,,,,,,,,,83.3,,,,западный,,,1,,,,,True,,4.0,739,,,5.3,,,10.0,
1586869200,"Вторник, 14 апреля
13:00 (UTC)",,,,,,,,,,,85.1,,,,,,,0,,,,,True,,4.0,739,,,4.9,,,10.0,
1586872800,"Вторник, 14 апреля
14:00 (UTC)",,,,,,,,,,,82.7,,,,,,,0,,,,,True,,4.0,739,,,5.1,,,10.0,
1586876400,"Вторник, 14 апреля
15:00 (UTC)",,,,,,,,,,,86.2,,,,,,,0,,3,,,True,,4.0,739,,,4.5,,,10.0,
1586880000,"Вторник, 14 апреля
16:00 (UTC)",,,,,,,True,,,,80.3,,,,,,,0,,,,,,,10.0,740,,,4.8,,,10.0,
1586883600,"Вторник, 14 апреля
17:00 (UTC)",,,,,,,,,,,70.5,,,,,,,0,,,,,,,,740,,,4.8,,,10.0,
1586887200,"Вторник, 14 апреля
18:00 (UTC)",,,,,,,,,,,62.7,,,,,,8.2,0,,3,,,,,,740,,,4.7,,True,10.0,
1586890800,"Вторник, 14 апреля
19:00 (UTC)",,,,,,,,,,,60.8,,,,,,,0,,,,,,,,740,,,4.3,,,,
1586894400,"Вторник, 14 апреля
20:00 (UTC)",,,,,,,,,,,57.2,,,,,,,0,,,,,,,,740,,,4.0,,,,
1586898000,"Вторник, 14 апреля
21:00 (UTC)",,,,,,,,,,,57.6,,,,,,,0,,,,,,,,740,,,3.7,,,10.0,
1586901600,"Вторник, 14 апреля
22:00 (UTC)",,,,,,,,,,,57.9,,,,,,,0,,,,,,,,740,,,3.5,,,,
1586905200,"Вторник, 14 апреля
23:00 (UTC)",,,,,,,,,,,60.5,,,,западный,,,1,,,,,,,,739,,,3.0,,,,
1586908800,"Среда, 15 апреля
00:00 (UTC)",,,,,,,,,,,63.2,,,,,,,0,,,,,,,,739,,,2.7,,,10.0,
1586912400,"Среда, 15 апреля
01:00 (UTC)",,,,,,,,,,,64.5,,,,,,,0,,,,,,,,739,,,2.4,,,,
1586916000,"Среда, 15 апреля
02:00 (UTC)",,,,,,,,,,,66.0,,,,,,,0,,,,,,,,738,,,2.2,,,,
1586919600,"Среда, 15 апреля
03:00 (UTC)",,,,,,,,,,,64.0,,,2.0,,,,0,,0.1,,3,,,10.0,738,,,2.2,,,10.0,
1586930400,"Среда, 15 апреля
06:00 (UTC)",,,,,,,,,,,65.1,,,2.0,северо-западный,,,1,,0,,,,,10.0,737,,,2.9,,,9.0,
1586934000,"Среда, 15 апреля
07:00 (UTC)",,,,,,,,,,,64.4,,,,северный,,,1,,,,,,,10.0,737,,,3.7,,,7.0,
1586937600,"Среда, 15 апреля
08:00 (UTC)",,,,,,,,,,,58.1,,,,северо-западный,,,2,,,,,,,10.0,736,,,4.2,,,9.0,
1586941200,"Среда, 15 апреля
09:00 (UTC)",,,,,,,,,,,55.3,,,,западный,,,1,,,,,,,10.0,736,,,4.6,,,9.0,
1586944800,"Среда, 15 апреля
10:00 (UTC)",,,,,,,,,,,48.5,,,,западный,,,1,,,,,,,10.0,736,,,5.4,,,9.0,
1586948400,"Среда, 15 апреля
11:00 (UTC)",,,,,,,,,,,49.0,,,,западный,,,2,,,,,,,10.0,736,,,6.0,,,7.0,
1586952000,"Среда, 15 апреля
12:00 (UTC)",,,,,,,,,,,46.4,,,,юго-западный,,,2,,,,,,,10.0,735,,,5.5,,,9.0,
1586955600,"Среда, 15 апреля
13:00 (UTC)",,,,,,,,,,,71.3,,True,,северо-западный,,,1,,,,,,,10.0,735,,,3.4,,,7.0,
1586959200,"Среда, 15 апреля
14:00 (UTC)",,,,,,,,,,,62.2,,,,западный,,,2,,,,,,,10.0,735,,,4.3,,True,7.0,
1586962800,"Среда, 15 апреля
15:00 (UTC)",,,,,,,,True,,,71.3,,,,юго-западный,,,1,,0.3,,,,,10.0,735,,,3.4,,,4.0,
1586966400,"Среда, 15 апреля
16:00 (UTC)",,,,,,,,,,,76.6,,,,западный,,,1,,,,,,,10.0,735,,,2.8,,,7.0,
1586970000,"Среда, 15 апреля
17:00 (UTC)",,,,,,,,,,,76.1,,,,юго-западный,,,1,,,,,,,,735,,,3.1,,,10.0,
1586973600,"Среда, 15 апреля
18:00 (UTC)",,,,,,True,,,,,91.1,,,,юго-западный,,6.6,1,,0.8,,,,,,735,,,1.9,,,9.0,
1586977200,"Среда, 15 апреля
19:00 (UTC)",,,,,,,,,,,92.4,,,,,,,0,,,,,,,,735,,,1.8,,,,
1586980800,"Среда, 15 апреля
20:00 (UTC)",,,,,,,,,,,95.8,,,,юго-западный,,,1,,,,,,,,734,,,1.3,,,,
1586984400,"Среда, 15 апреля
21:00 (UTC)",,,,,True,,,,,,94.4,,,,западный,,,1,,,,,,,,734,,,1.3,,,10.0,
1586988000,"Среда, 15 апреля
22:00 (UTC)",,,,,,,,,,,96.5,,,,западный,,,1,,,,,,,,734,,,1.5,,,,
1586991600,"Среда, 15 апреля
23:00 (UTC)",,,,,,,,,,,92.4,,,,западный,,,1,,,,,,,,734,,,2.1,,,,
1586995200,"Четверг, 16 апреля
00:00 (UTC)",,,,,,,,,,,93.7,,,,западный,,,1,,,,,True,,,734,,,1.7,,,10.0,
1586998800,"Четверг, 16 апреля
01:00 (UTC)",,,,,,,,,,,93.1,,,,западный,,,1,,,,,,,,734,,,1.7,,,,
1587002400,"Четверг, 16 апреля
02:00 (UTC)",,,,,,,,,,,91.7,,,,западный,,,1,,,,,,,,734,,,1.6,,,,
1587006000,"Четверг, 16 апреля
03:00 (UTC)",,,,,,,,,,,89.7,,,0.9,северо-западный,,,1,,5,,5,,True,4.0,734,,,1.5,,,9.0,
1587009600,"Четверг, 16 апреля
04:00 (UTC)",,,,,,,,,,,90.4,,,,,,,0,,,,,,True,4.0,733,,,1.9,,,9.0,
1587016800,"Четверг, 16 апреля
06:00 (UTC)",,,,,,,,,,,79.5,,,0.9,,,,0,,4,,,,,10.0,733,,,2.9,,True,10.0,
1587020400,"Четверг, 16 апреля
07:00 (UTC)",,,,,,,,,,,83.1,,,,западный,,,1,,,,,,,10.0,732,,,3.4,,,10.0,
1587024000,"Четверг, 16 апреля
08:00 (UTC)",,,,,,,,,,,89.9,,,,западный,,,2,,,,,True,,4.0,732,,,3.2,,,10.0,
1587027600,"Четверг, 16 апреля
09:00 (UTC)",,,,,,,True,,,,77.1,,,,западный,,,2,,,,,,,10.0,731,,,5.8,,,9.0,
1587031200,"Четверг, 16 апреля
10:00 (UTC)",,,,,,,True,,,,77.0,,,,юго-западный,,,1,,,,,,,10.0,730,,,5.5,,,10.0,
1587034800,"Четверг, 16 апреля
11:00 (UTC)",,,,,,,,,,,77.0,,,,юго-западный,,,2,,,,,,,10.0,730,,,5.0,,,10.0,
1587038400,"Четверг, 16 апреля
12:00 (UTC)",,,,,,,,,,,82.0,,,,южный,,,1,,,,,True,,4.0,728,,,4.3,,,10.0,
1587042000,"Четверг, 16 апреля
13:00 (UTC)",,,,,,,,,,,89.3,,,,южный,,,2,,,,,True,,4.0,727,,,3.8,,,10.0,
1587045600,"Четверг, 16 апреля
14:00 (UTC)",,,,,,,,,,,89.9,,,,южный,,,2,,,,,True,,4.0,726,,,3.9,,,10.0,
1587049200,"Четверг, 16 апреля
15:00 (UTC)",,,,,,,,,,,91.2,,,,южный,,,1,,4,,,True,,4.0,726,,,4.1,,,10.0,
1587052800,"Четверг, 16 апреля
16:00 (UTC)",,,,,,,,,,,93.2,,,,юго-западный,,,1,,,,,True,,4.0,726,,,4.4,,,10.0,
1587056400,"Четверг, 16 апреля
17:00 (UTC)",,,,,,,,,,,91.9,,,,западный,,,1,,,,,True,,4.0,726,,,4.7,,,10.0,
1587060000,"Четверг, 16 апреля
18:00 (UTC)",,,,,,,True,,,,90.6,,,,западный,,6.3,1,,5,,,,,,726,,,4.8,,,9.0,
1587063600,"Четверг, 16 апреля
19:00 (UTC)",,,,,,,,,,,86.2,,,,западный,,,2,,,,,,,,726,,,4.3,,,,
1587067200,"Четверг, 16 апреля
20:00 (UTC)",,,,,,,,,,,88.0,,,,западный,,,2,,,,,,,,727,,,3.8,,,,
1587070800,"Четверг, 16 апреля
21:00 (UTC)",,,,,,,True,,,,93.8,,,,северо-западный,,,2,,,,,,,,727,,,3.3,,,10.0,
1587074400,"Четверг, 16 апреля
22:00 (UTC)",,,,,,,,,,,90.5,,,,северо-западный,,,3,,,,,,,,728,,,2.7,,,,
1587078000,"Четверг, 16 апреля
23:00 (UTC)",,,,,,,,,,,87.3,,,,северо-западный,,,3,,,,,,,,730,,,2.6,,,,
1587081600,"Пятница, 17 апреля
00:00 (UTC)",,,10.0,,,,,,,,82.3,,,,северо-западный,,,2,,,,,,True,,731,,,2.3,,,10.0,
1587085200,"Пятница, 17 апреля
01:00 (UTC)",,,,,,,,,,,82.8,,,,северо-западный,,,2,,,,,,,,731,,,1.7,,,,
1587088800,"Пятница, 17 апреля
02:00 (UTC)",,,,,,,,,,,83.4,,,,северо-западный,,,2,,,,,,,,732,,,1.0,,,,
1587092400,"Пятница, 17 апреля
03:00 (UTC)",,,,,,,,,,,82.8,,,1.0,западный,,,2,,2,,6,,,10.0,732,,,1.1,,,7.0,
1587096000,"Пятница, 17 апреля
04:00 (UTC)",,,,,,,,,,,81.6,,,,северо-западный,,,2,,,,,,,10.0,733,,,1.4,,,9.0,
1587099600,"Пятница, 17 апреля
05:00 (UTC)",,,,,,,,,,,79.9,,,,западный,,,2,,,,,,,10.0,733,,,1.9,,,10.0,
1587103200,"Пятница, 17 апреля
06:00 (UTC)",,,,,,,,,,,78.8,,,1.0,западный,,,2,,0.6,,,,,10.0,734,,,2.4,,,10.0,
1587106800,"Пятница, 17 апреля
07:00 (UTC)",,,,,,,,,,,77.2,,,,западный,,,2,,,,,,,10.0,734,,,3.1,,,10.0,True
1587110400,"Пятница, 17 апреля
08:00 (UTC)",,,,,,,True,,,,75.1,,,,западный,,,1,,,,,,,10.0,734,,,3.6,,,10.0,
1587114000,"Пятница, 17 апреля
09:00 (UTC)",,,,,,,,,,,68.1,,,,западный,,,2,,,,,,,10.0,734,,,5.0,,True,9.0,
1587117600,"Пятница, 17 апреля
10:00 (UTC)",,,,,,,,,,,82.6,,True,,северо-западный,,,1,,,,,,,10.0,734,,,4.7,,,9.0,
1587121200,"Пятница, 17 апреля
11:00 (UTC)",,,,,,,,,,,74.9,,True,,западный,,,1,,,,,,,10.0,734,,,5.9,,,4.0,
1587124800,"Пятница, 17 апреля
12:00 (UTC)",,,,,True,,,,,,76.3,,,,западный,,,2,,,,,,,10.0,735,,,4.5,,,9.0,
1587128400,"Пятница, 17 апреля
13:00 (UTC)",,,,,,,,,,,67.2,,,,западный,,,2,,,,,True,,10.0,734,,,5.8,,,9.0,
1587132000,"Пятница, 17 апреля
14:00 (UTC)",,,,,,,,,,,59.6,,True,,юго-западный,,,1,,,,,,,10.0,735,,,6.6,,,4.0,
1587135600,"Пятница, 17 апреля
15:00 (UTC)",,,,,,,True,,,,77.3,,,,северный,,,1,,2,,,,,10.0,735,,,3.7,,,6.0,
1587146400,"Пятница, 17 апреля
18:00 (UTC)",,,,,,,,,,,80.5,,,,,,6.9,0,,3,,,,,10.0,736,,,2.2,,True,2.0,
1587150000,"Пятница, 17 апреля
19:00 (UTC)",,,,,,,,,,,78.8,,,,западный,,,2,,,,,,,,737,,,2.6,,,,
1587153600,"Пятница, 17 апреля
20:00 (UTC)",,,,,,,,,,,88.5,,,,западный,,,1,,,,,,,,736,,,1.6,,,,
1587157200,"Пятница, 17 апреля
21:00 (UTC)",,,,,,,,,,,85.3,,,,западный,,,1,,,,,,True,,736,,,1.7,,,2.0,
