timestamp,date,Дождь (незамерзающий),Гроза слабая или умеренная (возможен дождь или снег),"Порывы, м/с",Туман (видимость менее 1 км),Дождь (незамерзающий) слабый непрерывный,Пыльная или песчаная буря (сильная) началась (усилилась),"Осадки за 12 часов, мм",Ливневый дождь,"Осадки за 24 часа, мм",Дымка (видимость больше 1 км),Ливневой дождь слабый,Туман без изменений (небо не видно),"Горизонтальная видимость, км","Атмосферное давление на уровне станции, мм рт.ст.","Гроза, дождь умеренный или сильный",Ливневой дождь умеренный или сильный,Гроза сильная (возможен град),"Гроза, но без осадков","Температура воздуха, °C","Гроза, дождь слабый",Туман начался (усилился). Небо не видно,"Относительная влажность, %","Минимальная температура, °C",Количество облаков не изменилось,Направление ветра,Балл общей облачности,Гроза,"Максимальная температура, °C","Средняя скорость ветра, м/с"
1587686400,"Пятница, 24 апреля
00:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,8.7,,,61.4,,,северо-восточный,9.0,,,2
1587697200,"Пятница, 24 апреля
03:00 (UTC)",,,,,,,0,,менее 0.1,,,,20.0,766.0,,,,,7.7,,,68.1,6.9,,западный,9.0,,,2
1587708000,"Пятница, 24 апреля
06:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,12.0,,,52.5,,,восточный,9.0,,,1
1587718800,"Пятница, 24 апреля
09:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,12.1,,,72.0,,,юго-восточный,10.0,,,4
1587729600,"Пятница, 24 апреля
12:00 (UTC)",,,,,,,,,,,,,20.0,764.0,,,,,12.2,,,64.9,,,юго-восточный,7.0,,,4
1587740400,"Пятница, 24 апреля
15:00 (UTC)",,,11.0,,,,0,,,,,,20.0,763.0,,,,,12.1,,,57.2,,,южный,2.0,,12.7,5
1587751200,"Пятница, 24 апреля
18:00 (UTC)",,,12.0,,,,,,,,,,20.0,763.0,,,,,10.2,,,64.9,,,южный,0.0,,,4
1587762000,"Пятница, 24 апреля
21:00 (UTC)",,,,,,,,,,,,,20.0,763.0,,,,,9.7,,,58.3,,,южный,0.0,,,4
1587772800,"Суббота, 25 апреля
00:00 (UTC)",,,10.0,,,,,,,,,,20.0,762.0,,,,,8.8,,,71.8,,,южный,0.0,,,4
1587783600,"Суббота, 25 апреля
03:00 (UTC)",,,11.0,,,,0,,0,,,,20.0,761.0,,,,,8.7,,,74.4,8.5,,южный,9.0,,,5
1587794400,"Суббота, 25 апреля
06:00 (UTC)",,,14.0,,,,,,,,,,10.0,760.0,,,,,11.1,,,72.8,,,южный,7.0,,,6
1587805200,"Суббота, 25 апреля
09:00 (UTC)",,,16.0,,,,,,,,,,10.0,759.0,,,,,11.1,,,76.9,,,юго-восточный,9.0,,,6
1587816000,"Суббота, 25 апреля
12:00 (UTC)",,,14.0,,,,,,,,,,10.0,758.0,,,,,10.3,,,81.1,,,юго-восточный,10.0,,,4
1587826800,"Суббота, 25 апреля
15:00 (UTC)",,,11.0,,,,0,,,,,,10.0,758.0,,,,,9.6,,,86.7,,,юго-восточный,10.0,,11.2,4
1587837600,"Суббота, 25 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,9.8,,,83.8,,,южный,10.0,,,3
1587848400,"Суббота, 25 апреля
21:00 (UTC)",,,,,,,,,,,,,,757.0,,,,,9.5,,,87.9,,,южный,,,,3
1587859200,"Воскресенье, 26 апреля
00:00 (UTC)",,,,,,,,,,True,,,4.0,756.0,,,,,8.5,,,89.1,,,южный,7.0,,,1
1587870000,"Воскресенье, 26 апреля
03:00 (UTC)",,,,,,,0,,0,,,True,1.0,757.0,,,,,7.7,,,92.1,5.9,,северо-западный,,,,3
1587880800,"Воскресенье, 26 апреля
06:00 (UTC)",,,,,,,,,,True,,,2.0,757.0,,,,,10.0,,,78.3,,,северо-западный,10.0,,,4
1587891600,"Воскресенье, 26 апреля
09:00 (UTC)",,,,,,,,,,True,,,4.0,757.0,,,,,12.8,,,66.4,,,северо-западный,9.0,,,4
1587902400,"Воскресенье, 26 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,,13.0,,,68.3,,,южный,9.0,,,2
1587913200,"Воскресенье, 26 апреля
15:00 (UTC)",,,,,,,0,,,,,,10.0,756.0,,,,,11.6,,,74.4,,,южный,7.0,,15.9,2
1587924000,"Воскресенье, 26 апреля
18:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,10.7,,,80.6,,,юго-восточный,7.0,,,2
1587934800,"Воскресенье, 26 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,10.1,,,74.1,,,,4.0,,,0
1587945600,"Понедельник, 27 апреля
00:00 (UTC)",,,,,,,,,,,,,10.0,757.0,,,,,6.5,,,87.7,,,,0.0,,,0
1587956400,"Понедельник, 27 апреля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,758.0,,,,,8.1,,,87.2,4.9,,северо-западный,5.0,,,1
1587967200,"Понедельник, 27 апреля
06:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,15.5,,,58.5,,,восточный,2.0,,,2
1587978000,"Понедельник, 27 апреля
09:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,17.0,,,53.2,,,юго-восточный,7.0,,,2
1587988800,"Понедельник, 27 апреля
12:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,15.5,,,55.7,,,юго-восточный,7.0,,,4
1587999600,"Понедельник, 27 апреля
15:00 (UTC)",,,10.0,,,,0,,,,,,20.0,758.0,,,,,13.8,,,63.9,,,южный,9.0,,17.0,4
1588010400,"Понедельник, 27 апреля
18:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,11.3,,,82.3,,,юго-восточный,9.0,,,3
1588021200,"Понедельник, 27 апреля
21:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,13.6,,,54.5,,,северо-западный,6.0,,,5
1588032000,"Вторник, 28 апреля
00:00 (UTC)",,,,,,,,,,,,,20.0,762.0,,,,,11.9,,,62.2,,,северо-западный,9.0,,,3
1588042800,"Вторник, 28 апреля
03:00 (UTC)",,,,,,,0,,0,,,,20.0,763.0,,,,,11.7,,,66.2,11.1,,северный,9.0,,,1
1588053600,"Вторник, 28 апреля
06:00 (UTC)",,,10.0,,,,,,,,True,,10.0,765.0,,,,,10.6,,,78.9,10.6,,северо-западный,10.0,,,5
1588064400,"Вторник, 28 апреля
09:00 (UTC)",,,,,,,,True,,,,,10.0,766.0,,,,,11.9,,,69.0,,,северо-западный,10.0,,,2
1588075200,"Вторник, 28 апреля
12:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,15.4,,,45.2,,True,северо-западный,9.0,,,2
1588086000,"Вторник, 28 апреля
15:00 (UTC)",,,,,,,2,,,,,,20.0,765.0,,,,,15.7,,,41.0,,,северо-западный,2.0,,16.8,2
1588096800,"Вторник, 28 апреля
18:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,8.6,,,72.8,,,западный,0.0,,,1
1588107600,"Вторник, 28 апреля
21:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,7.4,,,75.7,,,северо-западный,0.0,,,1
1588118400,"Среда, 29 апреля
00:00 (UTC)",,,,,,,,,,,,,20.0,766.0,,,,,6.3,,,79.4,,,западный,0.0,,,1
1588129200,"Среда, 29 апреля
03:00 (UTC)",,,,,,,0,,2,,,,20.0,767.0,,,,,7.7,,,75.3,4.8,,западный,0.0,,,1
1588140000,"Среда, 29 апреля
06:00 (UTC)",,,,,,,,,,,,,10.0,767.0,,,,,14.4,,,58.6,,,восточный,0.0,,,1
1588150800,"Среда, 29 апреля
09:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,14.9,,,63.3,,,юго-восточный,0.0,,,3
1588161600,"Среда, 29 апреля
12:00 (UTC)",,,12.0,,,,,,,,,,,765.0,,,,,14.0,,,62.3,,,юго-восточный,,,,5
1588172400,"Среда, 29 апреля
15:00 (UTC)",,,14.0,,,,0,,,,,,10.0,765.0,,,,,13.9,,,50.5,,,южный,0.0,,,6
1588183200,"Среда, 29 апреля
18:00 (UTC)",,,14.0,,,,,,,,,,10.0,765.0,,,,,11.6,,,67.1,,,южный,0.0,,,7
1588194000,"Среда, 29 апреля
21:00 (UTC)",,,13.0,,,,,,,,,,,764.0,,,,,10.8,,,66.9,,,южный,,,,5
1588204800,"Четверг, 30 апреля
00:00 (UTC)",,,14.0,,,,,,,,,,10.0,763.0,,,,,10.1,,,72.6,,,южный,0.0,,,5
1588215600,"Четверг, 30 апреля
03:00 (UTC)",,,12.0,,,,0,,0,,,,10.0,763.0,,,,,10.4,,,71.6,9.9,,южный,0.0,,,5
1588226400,"Четверг, 30 апреля
06:00 (UTC)",,,12.0,,,,,,,,,,20.0,763.0,,,,,12.6,,,72.1,,,юго-восточный,0.0,,,5
1588237200,"Четверг, 30 апреля
09:00 (UTC)",,,13.0,,,,,,,,,,20.0,762.0,,,,,12.8,,,72.6,,,юго-восточный,7.0,,,6
1588248000,"Четверг, 30 апреля
12:00 (UTC)",,,12.0,,,,,,,,,,20.0,761.0,,,,,12.4,,,75.5,,,юго-восточный,7.0,,,7
1588258800,"Четверг, 30 апреля
15:00 (UTC)",,,11.0,,,,0,,,,,,20.0,761.0,,,,,11.4,,,81.2,,,юго-восточный,7.0,,13.3,4
1588269600,"Четверг, 30 апреля
18:00 (UTC)",,,,,,,,,,,,,20.0,761.0,,,,,10.3,,,89.2,,,южный,7.0,,,1
1588280400,"Четверг, 30 апреля
21:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,9.8,,,91.0,,,юго-восточный,7.0,,,2
1588291200,"Пятница, 1 мая
00:00 (UTC)",,,,,,,,,,,,,1.0,759.0,,,,,6.1,,True,92.7,,,западный,,,,1
1588302000,"Пятница, 1 мая
03:00 (UTC)",,,,,,,0,,0,,,True,0.0,760.0,,,,,7.2,,,93.4,5.9,,западный,,,,2
1588312800,"Пятница, 1 мая
06:00 (UTC)",,,,,,,,,,True,,,2.0,760.0,,,,,9.8,,,88.6,,,юго-восточный,6.0,,,2
1588323600,"Пятница, 1 мая
09:00 (UTC)",,,,,,,,,,True,,,4.0,759.0,,,,,12.5,,,,,,юго-восточный,7.0,,,2
1588334400,"Пятница, 1 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,13.4,,,79.3,,,юго-восточный,9.0,,,4
1588345200,"Пятница, 1 мая
15:00 (UTC)",,,,,,,0,,,,,,10.0,759.0,,,,,12.6,,,80.8,,,юго-восточный,9.0,,,4
1588356000,"Пятница, 1 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,12.5,,,84.2,,,юго-восточный,6.0,,,4
1588366800,"Пятница, 1 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,11.5,,,88.7,,,юго-восточный,0.0,,,2
1588377600,"Суббота, 2 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,11.1,,,91.1,,,юго-восточный,0.0,,,3
1588388400,"Суббота, 2 мая
03:00 (UTC)",,,,,,,0,,0,,,,10.0,758.0,,,,,12.4,,,83.6,11.1,,юго-восточный,4.0,,,3
1588399200,"Суббота, 2 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,13.2,,,80.9,,,юго-восточный,7.0,,,6
1588410000,"Суббота, 2 мая
09:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,13.9,,,79.4,,,юго-восточный,10.0,,,4
1588420800,"Суббота, 2 мая
12:00 (UTC)",,,,,,,,,,,,,4.0,757.0,,,,,12.5,,,86.4,,,юго-восточный,10.0,,,4
1588431600,"Суббота, 2 мая
15:00 (UTC)",,,,,,,0,,,True,,,4.0,757.0,,,,,11.8,,,88.1,,,юго-восточный,10.0,,,3
1588442400,"Суббота, 2 мая
18:00 (UTC)",,,,,,,,,,True,,,4.0,758.0,,,,,11.3,,,92.3,,,юго-восточный,10.0,,,1
1588453200,"Суббота, 2 мая
21:00 (UTC)",,,,,,,,,,True,,,4.0,758.0,,,,,11.1,,,92.3,,,северный,10.0,,,1
1588464000,"Воскресенье, 3 мая
00:00 (UTC)",,,,,,,,,,,,,,757.0,,,,,11.1,,,92.9,,,северо-западный,,,,2
1588474800,"Воскресенье, 3 мая
03:00 (UTC)",,,,,,,0,,0,True,,,2.0,757.0,,,,,11.6,,,93.0,11.0,,северо-западный,10.0,,,3
1588485600,"Воскресенье, 3 мая
06:00 (UTC)",,,,,,,,,,,True,,2.0,758.0,,,,,13.2,,,90.0,,,северный,10.0,,,3
1588496400,"Воскресенье, 3 мая
09:00 (UTC)",,,,,,,,True,,,,,4.0,758.0,,,,,14.7,,,85.0,,,восточный,9.0,,,2
1588507200,"Воскресенье, 3 мая
12:00 (UTC)",,,,,,,,,,True,,,4.0,758.0,,,,,15.4,,,77.0,,,юго-восточный,7.0,,,2
1588518000,"Воскресенье, 3 мая
15:00 (UTC)",,,,,,,2,,,True,,,4.0,757.0,,,,,15.1,,,79.1,,,восточный,6.0,,16.5,1
1588528800,"Воскресенье, 3 мая
18:00 (UTC)",,,,,,,,,,True,,,4.0,758.0,,,,,13.4,,,88.3,,,южный,2.0,,,1
1588539600,"Воскресенье, 3 мая
21:00 (UTC)",,,,,,,,,,,,True,1.0,758.0,,,,,11.3,,,92.9,,,юго-восточный,,,,3
1588550400,"Понедельник, 4 мая
00:00 (UTC)",,,,True,,,,,,,,,4.0,757.0,,,,,9.6,,,92.9,,,западный,0.0,,,1
1588561200,"Понедельник, 4 мая
03:00 (UTC)",,,,,,,0,,0,True,,,4.0,758.0,,,,,12.1,,,93.6,9.5,,,9.0,,,0
1588572000,"Понедельник, 4 мая
06:00 (UTC)",,,,,,,,,,,,,1.0,758.0,,,,,12.3,,True,93.6,,,юго-восточный,,,,3
1588582800,"Понедельник, 4 мая
09:00 (UTC)",,,,,,,,,,True,,,2.0,758.0,,,,,12.7,,,87.6,,,юго-восточный,10.0,,,3
1588593600,"Понедельник, 4 мая
12:00 (UTC)",,,,,,,,,,,,,1.0,758.0,,,,,12.6,,True,89.4,,,юго-восточный,,,,3
1588604400,"Понедельник, 4 мая
15:00 (UTC)",,,,,,,0,,,,,True,0.0,758.0,,,,,11.6,,,93.0,,,юго-восточный,,,13.9,3
1588615200,"Понедельник, 4 мая
18:00 (UTC)",,,,,,,,,,,,True,1.0,759.0,,,,,11.3,,,93.6,,,юго-восточный,,,,4
1588626000,"Понедельник, 4 мая
21:00 (UTC)",,,,,,,,,,,,True,1.0,758.0,,,,,11.0,,,93.6,,,южный,,,,1
1588636800,"Вторник, 5 мая
00:00 (UTC)",,,,True,,,,,,,,,2.0,758.0,,,,,10.8,,,93.5,,,северо-западный,10.0,,,2
1588647600,"Вторник, 5 мая
03:00 (UTC)",,,,,,,0,,0,,,True,1.0,758.0,,,,,11.2,,,93.6,10.8,,северо-западный,,,,3
1588658400,"Вторник, 5 мая
06:00 (UTC)",,,,,,,,,,,,True,1.0,759.0,,,,,12.9,,,92.4,,,северный,,,,1
1588669200,"Вторник, 5 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,15.6,,,79.1,,True,юго-восточный,6.0,,,2
1588680000,"Вторник, 5 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,17.7,,,75.9,,True,юго-восточный,7.0,,,2
1588690800,"Вторник, 5 мая
15:00 (UTC)",,,,True,,,0,,,,,,4.0,758.0,,,,,15.1,,,84.5,,,юго-восточный,9.0,,17.8,1
1588701600,"Вторник, 5 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,758.0,,,,,13.5,,,88.9,,True,восточный,10.0,,,1
1588712400,"Вторник, 5 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,,13.5,,,90.6,,,юго-восточный,5.0,,,1
1588723200,"Среда, 6 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,756.0,,,,,12.7,,,89.4,,,северо-восточный,0.0,,,1
1588734000,"Среда, 6 мая
03:00 (UTC)",,,,,,,0,,0,,,True,1.0,756.0,,,,,13.6,,,93.1,12.2,,северный,,,,1
1588744800,"Среда, 6 мая
06:00 (UTC)",,,,,,,,,,,,,20.0,757.0,,,,,21.6,,,61.1,,True,северо-западный,7.0,,,4
1588755600,"Среда, 6 мая
09:00 (UTC)",,,,,,,,,,,,,20.0,755.0,,,,,17.2,,,76.3,,,южный,10.0,,,5
1588766400,"Среда, 6 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,755.0,,,,,17.2,,,76.3,,,юго-восточный,10.0,,,3
1588777200,"Среда, 6 мая
15:00 (UTC)",,,,,,,0,,,,,,10.0,754.0,,,,,19.1,,,71.8,,,юго-восточный,10.0,,28.7,1
1588788000,"Среда, 6 мая
18:00 (UTC)",,,,,,,,,,,True,,10.0,754.0,,,,,17.6,,,86.4,,,северо-западный,10.0,,,1
1588798800,"Среда, 6 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,754.0,,,,,18.3,,,84.3,,,северо-западный,10.0,,,3
1588809600,"Четверг, 7 мая
00:00 (UTC)",,,,,,,,,,,True,,10.0,754.0,,,,,17.4,,,78.4,,,северо-западный,10.0,,,4
1588820400,"Четверг, 7 мая
03:00 (UTC)",,,10.0,,,,11,,11,,,,4.0,754.0,,True,,,15.3,,,87.9,15.3,,северо-западный,10.0,,,3
1588831200,"Четверг, 7 мая
06:00 (UTC)",,,14.0,,,,,,,,,,4.0,754.0,,True,,,16.2,,,75.2,15.0,,северо-западный,10.0,,,7
1588842000,"Четверг, 7 мая
09:00 (UTC)",,,17.0,,,,,,,,True,,4.0,754.0,,,,,15.9,,,80.2,,,северо-западный,10.0,,,10
1588852800,"Четверг, 7 мая
12:00 (UTC)",,,20.0,,,,,,,,True,,4.0,755.0,,,,,16.0,,,80.2,,,северо-западный,10.0,,,10
1588863600,"Четверг, 7 мая
15:00 (UTC)",,,21.0,,,,10,,,,True,,10.0,755.0,,,,,15.3,,,81.7,,,северо-западный,10.0,,16.7,11
1588874400,"Четверг, 7 мая
18:00 (UTC)",,,21.0,,,,,,,,,,4.0,757.0,,True,,,15.1,,,78.0,,,северо-западный,10.0,,,9
1588885200,"Четверг, 7 мая
21:00 (UTC)",,,16.0,,,,,,,,True,,4.0,757.0,,,,,14.8,,,75.9,,,северный,10.0,,,7
1588896000,"Пятница, 8 мая
00:00 (UTC)",,,14.0,,,,,,,,True,,4.0,757.0,,,,,14.2,,,81.6,,,северо-западный,10.0,,,6
1588906800,"Пятница, 8 мая
03:00 (UTC)",,,10.0,,,,3,,13,,True,,10.0,759.0,,,,,13.8,,,84.3,13.7,,северо-западный,10.0,,,4
1588917600,"Пятница, 8 мая
06:00 (UTC)",,,,,,,,,,,,,20.0,759.0,,,,,17.1,,,69.1,,True,северный,10.0,,,5
1588928400,"Пятница, 8 мая
09:00 (UTC)",,,12.0,,,,,,,,,,20.0,760.0,,,,,21.4,,,56.5,,,северный,7.0,,,5
1588939200,"Пятница, 8 мая
12:00 (UTC)",,,12.0,,,,,,,,,,20.0,760.0,,,,,22.4,,,50.7,,,северный,7.0,,,5
1588950000,"Пятница, 8 мая
15:00 (UTC)",,,,,,,0.5,,,,,,20.0,761.0,,,,,18.1,,,72.1,,,южный,7.0,,22.9,2
1588960800,"Пятница, 8 мая
18:00 (UTC)",,,,,,,,,,,,,20.0,762.0,,,,,15.9,,,84.5,,,западный,7.0,,,1
1588971600,"Пятница, 8 мая
21:00 (UTC)",,,,,,,,,,,,,20.0,762.0,,,,,16.9,,,80.4,,,западный,10.0,,,2
1588982400,"Суббота, 9 мая
00:00 (UTC)",,,11.0,,,,,,,,,,10.0,762.0,,,,,15.3,,,75.0,,,северный,10.0,,,6
1588993200,"Суббота, 9 мая
03:00 (UTC)",,,10.0,,,,менее 0.1,,0.5,,True,,10.0,763.0,,,,,13.2,,,84.8,13.2,,северо-западный,10.0,,,5
1589004000,"Суббота, 9 мая
06:00 (UTC)",,,10.0,,,,,,,,True,,4.0,765.0,,,,,12.3,,,89.4,12.3,,северо-западный,10.0,,,5
1589014800,"Суббота, 9 мая
09:00 (UTC)",,,10.0,,,,,,,True,,,4.0,765.0,,,,,12.7,,,87.0,,,северо-западный,10.0,,,4
1589025600,"Суббота, 9 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,13.0,,,81.4,,True,северный,10.0,,,3
1589036400,"Суббота, 9 мая
15:00 (UTC)",,,,,,,1,,,,,,20.0,764.0,,,,,13.1,,,79.8,,,западный,10.0,,13.4,1
1589047200,"Суббота, 9 мая
18:00 (UTC)",,,,,,,,,,,,,20.0,765.0,,,,,12.7,,,84.7,,,северный,10.0,,,1
1589058000,"Суббота, 9 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,12.4,,,87.6,,True,западный,10.0,,,1
1589068800,"Воскресенье, 10 мая
00:00 (UTC)",,,,,,,,True,,,,,20.0,763.0,,,,,11.7,,,86.4,,,западный,10.0,,,1
1589079600,"Воскресенье, 10 мая
03:00 (UTC)",,,,,,,3,,4,,,,4.0,764.0,,True,,,11.9,,,89.3,11.6,,северный,10.0,,,2
1589090400,"Воскресенье, 10 мая
06:00 (UTC)",,,,,,,,,,,,,4.0,764.0,,True,,,11.0,,,89.9,10.9,,северный,10.0,,,3
1589101200,"Воскресенье, 10 мая
09:00 (UTC)",,,,,,,,,,,,,4.0,764.0,,True,,,11.8,,,89.9,,,северный,10.0,,,3
1589112000,"Воскресенье, 10 мая
12:00 (UTC)",,,,,,,,,,True,,,4.0,765.0,,,,,12.6,,,80.3,,,северный,10.0,,,3
1589122800,"Воскресенье, 10 мая
15:00 (UTC)",,,,,,,13,,,True,,,4.0,765.0,,,,,11.9,,,85.2,,,северный,10.0,,13.5,1
1589133600,"Воскресенье, 10 мая
18:00 (UTC)",,,,,,,,True,,,,,4.0,766.0,,,,,11.4,,,88.1,,,северо-западный,10.0,,,1
1589144400,"Воскресенье, 10 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,10.7,,,88.6,,,северо-западный,10.0,,,1
1589155200,"Понедельник, 11 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,9.4,,,86.7,,,западный,7.0,,,2
1589166000,"Понедельник, 11 мая
03:00 (UTC)",,,,,,,0.7,,14,,,,20.0,766.0,,,,,11.5,,,79.1,8.3,,северо-западный,4.0,,,1
1589176800,"Понедельник, 11 мая
06:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,17.3,,,57.4,,,юго-восточный,0.0,,,2
1589187600,"Понедельник, 11 мая
09:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,20.1,,,38.9,,,северный,0.0,,,3
1589198400,"Понедельник, 11 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,19.7,,,54.6,,,южный,0.0,,,2
1589209200,"Понедельник, 11 мая
15:00 (UTC)",,,,,,,0,,,,,,10.0,765.0,,,,,19.3,,,48.2,,,южный,0.0,,21.3,2
1589220000,"Понедельник, 11 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,16.5,,,63.3,,,южный,0.0,,,2
1589230800,"Понедельник, 11 мая
21:00 (UTC)",,,,,,,,,,,,,10.0,765.0,,,,,11.4,,,83.5,,,северо-западный,0.0,,,1
1589241600,"Вторник, 12 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,764.0,,,,,9.9,,,86.2,,,западный,0.0,,,1
1589252400,"Вторник, 12 мая
03:00 (UTC)",,,,,,,0,,0,,,,10.0,764.0,,,,,14.6,,,68.2,9.4,,северо-западный,0.0,,,1
1589263200,"Вторник, 12 мая
06:00 (UTC)",,,,,,,,,,,,,20.0,764.0,,,,,19.2,,,53.0,,,юго-восточный,0.0,,,2
1589274000,"Вторник, 12 мая
09:00 (UTC)",,,,,,,,,,,,,20.0,764.0,,,,,19.4,,,66.9,,,южный,0.0,,,3
1589284800,"Вторник, 12 мая
12:00 (UTC)",,,,,,,,,,,,,20.0,763.0,,,,,19.8,,,52.1,,,юго-восточный,0.0,,,3
1589295600,"Вторник, 12 мая
15:00 (UTC)",,,,,,,0,,,,,,20.0,762.0,,,,,17.5,,,69.7,,,юго-восточный,0.0,,20.7,3
1589306400,"Вторник, 12 мая
18:00 (UTC)",,,,,,,,,,,,,20.0,762.0,,,,,15.6,,,76.6,,,юго-восточный,0.0,,,3
1589317200,"Вторник, 12 мая
21:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,14.4,,,83.8,,,южный,0.0,,,4
1589328000,"Среда, 13 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,759.0,,,,,14.0,,,81.6,,,юго-восточный,7.0,,,2
1589338800,"Среда, 13 мая
03:00 (UTC)",,,,,,,0,,0,,,,20.0,759.0,,,,,14.9,,,73.9,14.0,,южный,0.0,,,4
1589349600,"Среда, 13 мая
06:00 (UTC)",,,,,,,,,,,,,20.0,758.0,,,,,16.4,,,79.3,,,юго-восточный,7.0,,,4
1589360400,"Среда, 13 мая
09:00 (UTC)",,,,,,,,,,,,,20.0,760.0,,,,,18.3,,,71.7,,,северо-западный,10.0,,,2
1589371200,"Среда, 13 мая
12:00 (UTC)",,,,,,,,,,,,,10.0,760.0,,,,,17.7,,,78.4,,,,10.0,,,0
1589382000,"Среда, 13 мая
15:00 (UTC)",,,,,,,0,,,,,,10.0,761.0,,,,,23.4,,,43.5,,,северный,7.0,,23.5,1
1589392800,"Среда, 13 мая
18:00 (UTC)",,,,,,,,,,,,,10.0,762.0,,,,,20.0,,,54.3,,,западный,10.0,,,3
1589403600,"Среда, 13 мая
21:00 (UTC)",,,19.0,,,,,True,,,,,10.0,764.0,,,,,17.2,,,75.8,,,северо-западный,7.0,,,2
1589414400,"Четверг, 14 мая
00:00 (UTC)",,,,,,,,,,,,,10.0,766.0,,,,,16.3,,,76.2,,True,северо-западный,9.0,,,5
1589425200,"Четверг, 14 мая
03:00 (UTC)",,,11.0,,,,3,,3,,,,10.0,767.0,,,,,13.9,,,62.7,13.5,,северный,2.0,,,6
1589436000,"Четверг, 14 мая
06:00 (UTC)",,,14.0,,,,,,,,,,20.0,767.0,,,,,15.9,,,53.6,,,северный,0.0,,,6
1589446800,"Четверг, 14 мая
09:00 (UTC)",,,13.0,,,,,,,,,,20.0,767.0,,,,,18.2,,,48.6,,,северный,0.0,,,6
1589457600,"Четверг, 14 мая
12:00 (UTC)",,,13.0,,,,,,,,,,20.0,767.0,,,,,20.7,,,44.5,,,северный,0.0,,,5
1589468400,"Четверг, 14 мая
15:00 (UTC)",,,,,,,0,,,,,,20.0,767.0,,,,,15.2,,,74.5,,,южный,10.0,,20.9,3
1589479200,"Четверг, 14 мая
18:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,13.1,,,78.8,,,западный,0.0,,,1
1589490000,"Четверг, 14 мая
21:00 (UTC)",,,,,,,,,,,,,20.0,767.0,,,,,11.9,,,86.4,,,северо-западный,0.0,,,1
